compound,formula,mw,pka,solubility_mg_ml,class
Glucose,C1H15N5O8,430.81,10.79,145.263,Alcohol
Adrenaline,C14H7N5O1,271.28,9.29,9.585,Carbohydrate
Serotonin,C9H9N0O9,699.3,5.48,485.873,Amide
Caffeine,C7H32N5O0,295.66,7.23,364.852,Carbohydrate
Adenosine triphosphate,C10H32N1O6,627.44,12.87,465.439,Lipid
Adenosine triphosphate,C12H20N3O7,348.02,1.15,167.108,Hormone
Cholesterol,C11H33N4O7,71.6,N/A,667.844,Carbohydrate
Caffeine,C9H33N2O9,634.65,8.34,783.655,Lipid
Ethanol,C4H13N5O1,218.4,9.74,877.458,Lipid
Cholesterol,C9H10N2O7,141.22,9.93,82.912,Organic Compound
Serotonin,C18H22N3O6,833.09,5.32,193.49,Carbohydrate
Adrenaline,C3H19N1O2,935.17,9.37,986.342,Hormone
Ethanol,C2H26N5O4,244.0,13.62,82.435,Neurotransmitter
Adrenaline,C7H38N1O7,539.91,10.76,475.145,Organic Compound
Cholesterol,C14H18N1O10,511.41,3.89,962.257,Alcohol
Cholesterol,C2H32N5O2,108.55,5.73,984.541,Neurotransmitter
Adrenaline,C19H26N1O8,969.79,N/A,408.986,Alcohol
Serotonin,C9H14N1O0,293.13,1.13,91.487,Carbohydrate
Adrenaline,C10H30N2O6,596.58,N/A,405.48,Organic Compound
Dopamine,C14H4N3O1,287.96,10.74,365.079,Amide
Adrenaline,C8H19N0O8,420.18,8.66,14.528,Alkaloid
Adenosine triphosphate,C4H18N3O7,948.73,N/A,476.318,Organic Compound
Serotonin,C10H7N1O3,190.81,N/A,830.606,Alkaloid
Ethanol,C18H8N4O7,551.78,10.01,25.8,Organic Compound
Glucose,C13H30N5O1,708.8,7.79,935.587,Carbohydrate
Caffeine,C3H19N3O6,679.7,7.81,830.028,Alkaloid
Ethanol,C19H9N5O7,339.37,6.89,654.652,Amide
Glucose,C9H14N0O1,321.65,7.13,772.531,Neurotransmitter
Adenosine triphosphate,C2H7N2O2,933.79,N/A,633.174,Neurotransmitter
Glucose,C16H20N3O8,417.85,13.05,644.444,Amide
Ethanol,C3H29N1O4,946.38,6.14,976.737,Carbohydrate
