compound,formula,mw,pka,solubility_mg_ml,class
Urea,C14H28N3O0,141.87,4.72,827.462,Lipid
Adenosine triphosphate,C13H10N5O4,825.68,7.04,928.639,Amide
Adrenaline,C8H12N0O5,409.38,10.48,808.407,Nucleotide
Glucose,C10H9N5O9,233.31,3.61,934.212,Carbohydrate
Aspirin,C18H32N3O4,116.95,N/A,751.925,Hormone
Adenosine triphosphate,C5H8N1O0,545.85,6.2,661.795,Organic Compound
Adrenaline,C17H2N0O5,103.79,7.94,905.645,Alcohol
Ethanol,C17H32N4O2,322.39,8.34,694.455,Carbohydrate
Adrenaline,C1H13N1O10,661.61,3.96,763.8,Hormone
Caffeine,C19H19N0O6,732.39,13.0,466.419,Amide
Urea,C8H19N1O5,532.82,12.64,611.476,Alcohol
Caffeine,C3H29N3O4,546.49,11.35,385.506,Carbohydrate
Serotonin,C20H15N3O3,484.2,11.5,801.906,Amide
Cholesterol,C14H21N1O9,784.92,7.38,756.116,Lipid
Caffeine,C5H9N1O5,604.06,2.65,395.949,Lipid
Serotonin,C2H24N3O8,678.55,11.58,386.289,Organic Compound
Aspirin,C19H35N0O4,89.84,13.41,686.997,Lipid
Urea,C10H19N0O7,947.01,N/A,538.189,Hormone
Adenosine triphosphate,C16H28N0O0,438.47,N/A,953.957,Hormone
Caffeine,C13H21N5O9,146.59,12.12,120.521,Organic Compound
Dopamine,C7H28N4O0,210.4,N/A,723.688,Nucleotide
Aspirin,C13H13N4O4,493.08,1.5,502.426,Neurotransmitter
Adrenaline,C19H13N4O4,286.71,2.7,797.557,Neurotransmitter
Aspirin,C15H24N2O5,186.92,11.74,575.466,Hormone
Adenosine triphosphate,C9H14N1O2,406.15,5.82,385.814,Neurotransmitter
Adrenaline,C13H39N0O6,396.73,4.61,226.657,Neurotransmitter
Adenosine triphosphate,C19H32N3O10,765.52,12.64,393.911,Carbohydrate
Dopamine,C1H32N3O2,732.48,N/A,97.063,Nucleotide
Adenosine triphosphate,C17H15N1O9,854.98,2.76,865.25,Neurotransmitter
Urea,C10H40N1O4,527.95,12.05,766.124,Alcohol
Cholesterol,C3H25N1O8,366.44,12.04,473.111,Lipid
Urea,C12H1N0O0,510.41,8.6,180.593,Organic Compound
Cholesterol,C10H22N2O2,305.63,13.43,95.632,Nucleotide
Serotonin,C4H20N4O5,555.79,N/A,259.834,Nucleotide
Aspirin,C9H7N2O6,77.82,5.11,267.52,Alkaloid
Adenosine triphosphate,C14H19N5O9,517.72,11.26,914.15,Nucleotide
Adenosine triphosphate,C5H10N5O5,586.59,6.7,637.257,Nucleotide
Caffeine,C16H5N1O1,682.49,1.26,674.958,Organic Compound
Urea,C12H26N2O10,833.96,N/A,383.849,Amide
Urea,C9H25N2O4,485.92,N/A,594.723,Hormone
Serotonin,C11H7N3O10,86.94,1.56,27.154,Alkaloid
Serotonin,C13H10N4O7,283.26,12.18,132.231,Hormone
Serotonin,C10H22N5O9,173.15,N/A,775.818,Lipid
Urea,C19H37N0O7,860.79,N/A,591.069,Amide
Urea,C20H11N4O9,61.43,N/A,130.135,Lipid
Glucose,C9H40N3O3,779.61,7.34,590.243,Hormone
Ethanol,C9H13N1O3,926.8,8.85,525.497,Organic Compound
Adrenaline,C19H26N3O9,156.74,N/A,782.737,Lipid
Dopamine,C7H21N1O8,516.54,N/A,472.524,Amide
Urea,C8H10N1O2,934.06,9.45,909.467,Organic Compound
Adenosine triphosphate,C8H11N4O3,186.01,9.65,938.985,Nucleotide
Serotonin,C3H15N2O1,111.11,N/A,315.302,Neurotransmitter
Urea,C12H2N3O10,107.98,4.26,391.552,Organic Compound
Adenosine triphosphate,C5H25N1O9,943.97,N/A,479.486,Alcohol
Ethanol,C7H40N0O10,700.34,13.18,169.55,Neurotransmitter
Urea,C4H14N5O8,781.09,11.34,394.421,Hormone
Adenosine triphosphate,C17H9N0O2,962.41,2.41,697.007,Organic Compound
Glucose,C17H33N3O2,300.21,1.48,149.131,Lipid
Adenosine triphosphate,C4H6N1O6,938.96,13.55,512.808,Nucleotide
Dopamine,C16H1N0O1,540.17,3.74,951.342,Organic Compound
Caffeine,C12H32N2O6,422.3,1.32,379.922,Hormone
Adrenaline,C12H16N5O9,62.5,3.71,942.693,Alkaloid
Dopamine,C17H15N4O0,198.91,N/A,889.364,Organic Compound
Aspirin,C13H23N4O9,63.36,N/A,148.991,Alcohol
Adenosine triphosphate,C2H27N5O0,757.63,2.26,11.137,Organic Compound
Urea,C7H27N0O10,425.01,13.43,5.674,Hormone
Ethanol,C19H5N4O1,480.65,12.89,241.552,Amide
Adenosine triphosphate,C17H9N4O6,870.9,8.51,581.684,Organic Compound
Cholesterol,C1H17N0O8,210.95,3.94,608.451,Amide
Adrenaline,C16H34N0O3,839.31,N/A,780.186,Organic Compound
Glucose,C3H13N3O1,191.59,1.22,300.748,Carbohydrate
Adenosine triphosphate,C15H7N3O10,639.52,12.43,449.0,Lipid
Caffeine,C18H29N3O1,176.91,7.54,542.475,Carbohydrate
Dopamine,C11H18N3O0,58.84,12.36,695.904,Alkaloid
Glucose,C18H26N2O1,202.38,7.36,304.188,Alkaloid
Adrenaline,C4H26N2O4,565.32,N/A,776.409,Carbohydrate
Caffeine,C15H3N2O6,944.31,9.33,231.714,Organic Compound
Caffeine,C1H32N2O0,181.62,6.33,274.921,Alcohol
Ethanol,C10H12N4O1,740.77,N/A,306.547,Alcohol
Caffeine,C5H8N0O1,369.42,N/A,804.254,Carbohydrate
Cholesterol,C14H1N1O0,245.58,3.79,763.993,Organic Compound
Adrenaline,C20H32N4O5,751.09,13.72,580.617,Organic Compound
Cholesterol,C7H18N4O3,281.57,N/A,762.971,Alkaloid
Caffeine,C4H30N2O5,607.37,5.13,957.992,Organic Compound
Urea,C4H34N4O1,940.72,N/A,534.826,Carbohydrate
Aspirin,C12H12N3O4,54.77,4.15,56.095,Alkaloid
Serotonin,C11H26N0O0,743.56,5.82,962.362,Organic Compound
Aspirin,C20H30N2O5,677.06,7.39,558.551,Nucleotide
Aspirin,C14H6N4O10,677.47,8.13,830.591,Nucleotide
Dopamine,C17H23N1O9,806.62,N/A,703.222,Hormone
Serotonin,C3H20N0O8,785.91,6.76,612.779,Organic Compound
Caffeine,C9H39N5O6,296.61,1.64,611.108,Neurotransmitter
Glucose,C19H11N2O5,340.01,5.96,618.385,Nucleotide
Aspirin,C15H10N0O9,407.09,5.41,208.215,Hormone
Cholesterol,C8H9N0O0,87.36,11.86,435.636,Alcohol
Glucose,C20H29N3O10,92.42,6.26,204.788,Amide
Aspirin,C14H3N3O8,104.84,10.05,910.569,Neurotransmitter
Adenosine triphosphate,C16H3N4O3,672.2,7.95,904.863,Carbohydrate
Adenosine triphosphate,C17H25N1O10,387.75,12.69,631.641,Lipid
Serotonin,C6H3N2O9,347.87,10.3,93.124,Alkaloid
Serotonin,C10H4N5O1,612.23,5.85,347.911,Alcohol
Cholesterol,C20H11N4O1,859.42,10.76,893.282,Hormone
Adrenaline,C17H39N1O5,411.06,3.85,728.288,Alkaloid
Adrenaline,C1H37N4O4,715.56,11.98,545.76,Neurotransmitter
Glucose,C10H22N4O4,174.31,9.16,224.759,Carbohydrate
Aspirin,C1H39N5O7,197.54,N/A,717.783,Amide
Glucose,C4H27N1O0,123.89,10.22,43.247,Neurotransmitter
Glucose,C7H31N1O3,279.47,9.58,201.116,Lipid
Adrenaline,C16H23N0O0,366.3,10.78,563.978,Organic Compound
Urea,C1H12N0O5,289.13,9.78,496.678,Alcohol
Caffeine,C4H39N2O4,674.51,4.27,281.324,Neurotransmitter
Adenosine triphosphate,C20H22N0O0,900.5,13.99,933.498,Alcohol
Adrenaline,C10H38N0O6,690.04,11.77,167.949,Alcohol
Adenosine triphosphate,C2H31N4O3,510.48,6.77,628.844,Organic Compound
Ethanol,C16H38N1O3,151.87,7.33,325.916,Alcohol
Caffeine,C3H21N5O3,252.42,6.26,995.534,Alkaloid
Adrenaline,C5H2N1O9,490.59,8.94,34.143,Amide
Aspirin,C6H31N2O6,615.83,8.73,305.043,Organic Compound
Urea,C19H7N5O5,318.43,6.27,175.169,Lipid
Adenosine triphosphate,C17H35N0O5,960.74,N/A,115.041,Neurotransmitter
Serotonin,C13H22N3O8,731.75,N/A,199.64,Alkaloid
Cholesterol,C2H38N5O9,716.64,7.31,970.119,Amide
Cholesterol,C10H6N0O3,628.07,N/A,612.864,Neurotransmitter
Adrenaline,C3H17N2O5,578.21,N/A,467.575,Alkaloid
Dopamine,C13H11N0O4,624.22,11.98,78.12,Carbohydrate
Glucose,C3H8N1O5,598.12,11.09,295.53,Carbohydrate
Caffeine,C10H22N3O4,601.14,10.45,480.217,Neurotransmitter
Adrenaline,C2H1N1O3,94.58,6.6,548.839,Neurotransmitter
Urea,C2H4N1O10,718.83,6.57,292.494,Neurotransmitter
Aspirin,C7H1N1O0,531.62,10.18,484.676,Nucleotide
Adrenaline,C13H30N0O4,526.31,1.93,89.677,Alkaloid
Adenosine triphosphate,C14H3N2O3,263.41,1.19,586.702,Lipid
Adenosine triphosphate,C18H8N3O4,933.83,9.55,228.295,Alkaloid
Serotonin,C18H1N3O6,749.75,1.56,481.045,Organic Compound
Serotonin,C2H21N5O0,157.68,11.75,687.169,Nucleotide
Cholesterol,C17H5N4O9,86.95,9.89,760.341,Carbohydrate
Adrenaline,C5H9N3O7,67.49,7.24,90.001,Carbohydrate
Adenosine triphosphate,C18H18N2O3,759.18,11.87,901.988,Alkaloid
Caffeine,C10H30N3O7,372.66,7.63,425.237,Neurotransmitter
Cholesterol,C10H7N1O2,665.96,N/A,197.9,Lipid
Aspirin,C8H3N2O8,523.97,N/A,404.461,Hormone
Ethanol,C4H14N0O2,921.16,7.0,137.34,Alcohol
Aspirin,C20H35N3O5,216.53,N/A,416.302,Lipid
Ethanol,C12H14N2O4,145.44,6.56,222.111,Organic Compound
Cholesterol,C14H34N4O6,522.95,N/A,822.822,Amide
Cholesterol,C17H40N2O6,477.03,3.03,75.008,Carbohydrate
Aspirin,C19H16N3O9,436.8,11.24,476.464,Organic Compound
Caffeine,C20H8N0O4,215.89,12.36,696.019,Hormone
Adrenaline,C14H2N0O8,660.11,5.87,417.261,Nucleotide
Caffeine,C5H4N3O2,514.75,1.82,466.024,Nucleotide
Aspirin,C15H37N1O8,609.06,N/A,579.809,Neurotransmitter
Caffeine,C9H10N5O0,617.57,N/A,824.706,Alkaloid
Dopamine,C11H2N2O4,523.74,6.43,493.851,Hormone
Serotonin,C7H3N0O5,490.09,1.14,315.753,Hormone
Urea,C12H38N4O10,226.43,2.38,23.298,Organic Compound
Caffeine,C3H24N0O9,404.06,N/A,382.416,Alkaloid
Serotonin,C8H40N0O0,869.99,6.11,71.251,Hormone
Caffeine,C13H16N2O8,257.6,2.1,615.502,Nucleotide
Dopamine,C6H39N5O7,548.03,3.21,925.708,Alcohol
Adenosine triphosphate,C20H12N5O6,746.2,13.14,582.497,Alcohol
Dopamine,C1H13N4O2,743.32,N/A,892.31,Lipid
Glucose,C6H15N3O6,380.37,9.58,503.621,Amide
Caffeine,C19H8N0O1,957.29,N/A,642.04,Neurotransmitter
Ethanol,C18H31N4O3,939.09,11.93,348.941,Hormone
Cholesterol,C3H15N2O3,111.23,N/A,801.932,Neurotransmitter
Urea,C16H5N0O0,280.15,1.86,686.483,Lipid
Adrenaline,C19H17N3O6,700.33,10.87,843.746,Neurotransmitter
Cholesterol,C3H39N4O4,962.16,7.27,366.84,Neurotransmitter
Urea,C6H10N4O3,915.47,1.79,220.959,Amide
Dopamine,C18H14N1O3,664.73,4.97,309.046,Alcohol
Adrenaline,C12H36N0O4,858.8,11.62,495.76,Alcohol
Adenosine triphosphate,C17H25N5O0,894.05,11.32,452.21,Neurotransmitter
Adrenaline,C5H32N5O10,694.76,2.58,595.116,Alcohol
Caffeine,C4H26N2O0,125.16,7.83,821.937,Nucleotide
Dopamine,C17H26N4O1,280.23,4.28,528.229,Hormone
Cholesterol,C8H19N1O0,883.13,1.98,769.651,Carbohydrate
