compound,formula,mw,pka,solubility_mg_ml,class
Caffeine,C8H26N3O10,358.33,1.81,290.992,Carbohydrate
Aspirin,C3H19N2O1,410.82,N/A,957.127,Neurotransmitter
Glucose,C13H37N4O5,636.18,13.94,359.088,Lipid
Aspirin,C15H14N2O8,786.18,12.96,995.167,Lipid
Aspirin,C14H16N1O9,214.24,N/A,257.049,Organic Compound
Adrenaline,C5H7N2O6,588.37,13.49,912.108,Amide
Cholesterol,C16H31N2O4,541.22,N/A,200.951,Nucleotide
Cholesterol,C7H39N0O8,210.08,4.45,727.519,Neurotransmitter
Serotonin,C3H25N5O4,399.41,7.1,908.624,Lipid
Aspirin,C15H33N1O10,598.23,N/A,823.181,Organic Compound
Glucose,C11H24N0O10,175.75,N/A,454.734,Carbohydrate
Cholesterol,C10H16N2O1,549.94,N/A,723.638,Amide
Cholesterol,C6H10N0O4,599.66,1.74,106.455,Hormone
Cholesterol,C2H3N1O4,200.79,10.77,831.844,Nucleotide
Aspirin,C1H33N1O2,632.26,N/A,907.764,Alcohol
Adrenaline,C6H13N3O0,132.52,12.0,807.802,Amide
Adenosine triphosphate,C11H23N0O4,847.58,N/A,818.858,Carbohydrate
Ethanol,C16H20N1O3,476.85,6.87,632.246,Organic Compound
Caffeine,C13H30N0O3,758.23,3.76,292.506,Alkaloid
Adenosine triphosphate,C16H8N5O4,305.37,N/A,274.819,Alkaloid
Aspirin,C17H15N5O1,518.57,N/A,567.139,Lipid
Urea,C5H19N2O6,811.75,13.79,566.641,Hormone
Cholesterol,C16H22N4O8,788.06,1.83,362.316,Organic Compound
Dopamine,C14H12N2O10,918.96,N/A,549.104,Alcohol
Adrenaline,C10H36N2O7,687.19,N/A,50.591,Alcohol
Caffeine,C8H19N1O7,877.69,N/A,373.374,Carbohydrate
Serotonin,C15H22N3O1,381.69,10.83,49.533,Organic Compound
Glucose,C20H3N3O7,67.94,1.28,501.53,Nucleotide
Caffeine,C17H24N1O9,647.67,9.97,529.016,Carbohydrate
Dopamine,C12H23N5O7,483.21,5.01,953.608,Organic Compound
Cholesterol,C14H14N2O0,428.28,N/A,587.126,Lipid
Adrenaline,C5H3N5O10,542.31,8.81,620.756,Organic Compound
Aspirin,C15H34N0O5,508.92,N/A,532.17,Organic Compound
Ethanol,C12H8N1O10,402.49,2.8,530.513,Carbohydrate
Caffeine,C3H3N2O1,208.79,12.26,724.394,Alcohol
Adenosine triphosphate,C12H26N0O5,295.57,N/A,130.105,Alkaloid
Cholesterol,C1H6N2O1,993.7,N/A,941.912,Carbohydrate
Serotonin,C6H10N0O3,874.25,5.32,584.823,Alkaloid
Dopamine,C7H29N0O5,171.91,5.62,550.824,Nucleotide
Caffeine,C3H14N5O7,821.92,N/A,241.162,Carbohydrate
Adrenaline,C12H5N2O0,646.99,4.65,808.657,Organic Compound
Adrenaline,C1H18N3O10,156.7,N/A,871.172,Alcohol
Aspirin,C13H33N3O3,781.0,10.53,943.376,Neurotransmitter
Caffeine,C17H19N3O10,313.18,4.81,57.993,Hormone
Caffeine,C11H15N3O9,962.46,9.3,322.714,Lipid
Adrenaline,C20H15N4O5,495.35,12.34,242.695,Neurotransmitter
Glucose,C5H8N5O4,577.51,4.12,988.531,Hormone
Urea,C1H33N3O8,504.09,11.52,201.166,Organic Compound
Adrenaline,C17H8N4O5,935.5,N/A,726.027,Lipid
Adenosine triphosphate,C5H31N4O6,672.51,1.0,224.956,Nucleotide
Urea,C2H6N0O6,728.65,N/A,63.074,Amide
Adrenaline,C20H29N0O9,814.17,N/A,486.115,Neurotransmitter
Aspirin,C15H10N1O7,525.01,N/A,46.706,Organic Compound
Ethanol,C13H31N1O6,618.63,8.83,300.926,Hormone
Caffeine,C4H24N0O6,678.03,13.05,682.822,Alkaloid
Adrenaline,C15H22N2O2,716.2,9.52,482.496,Amide
Dopamine,C19H9N5O2,571.0,N/A,603.166,Neurotransmitter
Ethanol,C3H22N2O3,421.17,4.22,441.51,Amide
Adenosine triphosphate,C15H28N4O4,495.03,9.65,977.408,Neurotransmitter
Aspirin,C6H40N1O7,490.3,12.56,626.823,Amide
Urea,C8H8N3O9,236.54,N/A,421.166,Amide
Aspirin,C3H7N2O9,563.12,12.46,252.333,Carbohydrate
Adrenaline,C5H2N1O2,906.97,7.5,772.564,Neurotransmitter
Adrenaline,C2H29N2O3,85.27,8.91,766.664,Lipid
Ethanol,C3H5N1O3,683.66,9.55,297.064,Lipid
Adrenaline,C1H37N0O0,382.68,5.41,859.79,Organic Compound
Cholesterol,C18H23N0O9,253.11,5.58,85.592,Carbohydrate
Urea,C17H6N2O0,709.32,3.3,633.974,Amide
Urea,C14H29N4O5,791.68,10.09,94.391,Hormone
Glucose,C11H14N1O1,225.25,13.03,793.211,Nucleotide
Ethanol,C2H7N2O10,312.61,3.68,340.734,Hormone
Glucose,C8H34N1O4,423.33,N/A,274.798,Nucleotide
Ethanol,C20H8N5O1,374.19,12.9,852.253,Alkaloid
Cholesterol,C11H9N1O7,471.76,8.78,184.335,Lipid
Caffeine,C9H13N0O10,478.53,7.66,536.47,Organic Compound
Adenosine triphosphate,C8H23N5O9,954.35,1.3,651.512,Lipid
Caffeine,C6H13N4O9,652.48,N/A,751.504,Carbohydrate
Dopamine,C20H27N0O0,804.96,8.16,21.573,Hormone
Ethanol,C14H38N5O1,442.32,2.78,554.252,Nucleotide
Aspirin,C18H17N0O5,258.79,7.04,2.943,Carbohydrate
Ethanol,C12H22N5O7,917.16,2.77,56.164,Alkaloid
Adenosine triphosphate,C15H7N5O1,283.45,N/A,958.006,Alcohol
Serotonin,C20H2N0O1,263.07,12.57,748.497,Organic Compound
Dopamine,C17H23N3O8,722.14,11.33,388.355,Hormone
Serotonin,C1H33N5O3,349.04,N/A,762.026,Hormone
Caffeine,C10H8N4O5,99.2,N/A,147.765,Lipid
Adenosine triphosphate,C3H39N2O8,567.3,N/A,394.29,Carbohydrate
Caffeine,C20H27N3O7,982.02,10.91,535.274,Hormone
Cholesterol,C9H10N3O9,600.23,11.2,699.99,Lipid
Dopamine,C1H1N0O10,303.45,8.45,470.978,Organic Compound
Glucose,C17H16N0O3,860.82,N/A,25.079,Alkaloid
Adenosine triphosphate,C1H22N4O4,997.55,13.63,347.903,Amide
Glucose,C6H17N4O1,212.97,2.44,202.055,Lipid
Serotonin,C11H39N2O9,191.99,11.22,818.126,Lipid
Caffeine,C17H9N0O5,210.38,13.36,339.42,Carbohydrate
Glucose,C6H11N0O3,595.03,12.82,726.135,Alcohol
Adenosine triphosphate,C20H29N4O9,146.64,N/A,163.12,Hormone
Ethanol,C8H26N3O8,534.09,2.23,332.629,Hormone
Urea,C2H30N2O8,292.25,4.0,53.803,Nucleotide
Serotonin,C3H38N4O1,662.93,5.62,608.664,Alkaloid
Caffeine,C14H9N5O7,569.19,N/A,284.928,Lipid
Caffeine,C1H24N2O7,422.7,N/A,170.485,Hormone
Adenosine triphosphate,C19H15N4O3,458.13,4.66,626.514,Organic Compound
Urea,C2H10N4O7,315.93,13.43,105.841,Alkaloid
Serotonin,C17H14N3O6,662.7,1.79,588.915,Amide
Adrenaline,C2H5N3O1,74.63,7.49,247.901,Nucleotide
Serotonin,C5H3N0O9,144.73,3.54,207.461,Alkaloid
Glucose,C13H25N0O1,601.38,8.5,953.884,Alkaloid
Aspirin,C19H9N2O7,123.07,1.03,29.582,Organic Compound
Serotonin,C14H14N0O4,828.14,2.06,918.215,Nucleotide
Caffeine,C10H7N5O3,754.68,N/A,186.083,Hormone
Caffeine,C15H31N4O1,301.33,10.29,126.433,Alkaloid
Cholesterol,C10H11N2O0,354.45,N/A,454.383,Organic Compound
Adrenaline,C6H4N0O9,431.4,11.02,959.496,Nucleotide
Dopamine,C11H7N5O4,77.64,8.18,428.503,Nucleotide
Cholesterol,C16H16N3O9,93.56,13.99,359.927,Nucleotide
Caffeine,C9H23N3O4,608.67,N/A,32.918,Neurotransmitter
Adrenaline,C8H35N1O10,968.48,7.9,737.879,Amide
Adenosine triphosphate,C7H13N2O5,924.39,11.83,679.055,Organic Compound
Cholesterol,C16H34N2O5,866.56,9.08,850.256,Nucleotide
Cholesterol,C11H27N3O8,869.75,2.22,218.034,Alcohol
Urea,C15H34N4O1,671.53,11.33,984.121,Lipid
Adenosine triphosphate,C1H24N2O2,771.81,12.09,103.144,Alkaloid
Cholesterol,C7H36N4O4,180.24,10.27,893.085,Carbohydrate
Aspirin,C2H22N2O10,921.88,N/A,142.408,Alcohol
Adenosine triphosphate,C15H5N0O6,288.23,1.58,631.835,Lipid
Urea,C3H6N5O6,885.88,4.94,125.259,Hormone
Adrenaline,C16H12N2O10,921.91,7.75,106.316,Alkaloid
Adenosine triphosphate,C6H8N1O0,238.99,N/A,30.608,Nucleotide
Adrenaline,C11H1N0O9,644.11,4.27,323.201,Neurotransmitter
Cholesterol,C3H34N4O6,120.39,8.29,844.11,Alcohol
Adrenaline,C20H15N2O0,67.81,12.64,730.573,Alcohol
Adrenaline,C15H40N2O10,57.91,6.82,179.113,Lipid
Caffeine,C10H37N0O3,277.84,2.18,244.992,Alcohol
Caffeine,C18H13N1O1,394.07,13.82,972.871,Amide
Aspirin,C16H26N2O10,239.82,3.26,700.425,Hormone
Cholesterol,C7H15N0O5,141.6,3.72,636.18,Nucleotide
Aspirin,C10H3N1O2,994.65,8.56,856.005,Lipid
Aspirin,C6H40N4O9,882.86,2.12,854.357,Lipid
Urea,C4H25N4O9,89.06,N/A,642.743,Neurotransmitter
Dopamine,C11H15N3O2,259.2,3.91,74.616,Neurotransmitter
Glucose,C5H21N2O3,583.29,5.18,617.712,Neurotransmitter
Caffeine,C3H27N2O7,644.86,3.04,514.778,Alcohol
Glucose,C4H19N3O10,450.78,1.29,362.97,Carbohydrate
Serotonin,C3H37N0O3,578.82,8.81,966.119,Organic Compound
Adrenaline,C9H13N3O6,914.69,5.72,201.029,Carbohydrate
Caffeine,C18H24N2O0,727.28,6.78,894.482,Neurotransmitter
Glucose,C9H12N3O8,572.75,7.39,763.227,Hormone
Serotonin,C2H28N3O10,160.65,12.67,46.225,Alcohol
Glucose,C8H39N1O9,978.52,3.15,24.744,Nucleotide
Cholesterol,C5H14N0O4,855.69,4.19,350.577,Hormone
Adenosine triphosphate,C6H17N1O6,907.68,5.56,22.886,Hormone
Adrenaline,C5H22N0O0,430.47,9.6,365.86,Carbohydrate
Ethanol,C4H31N3O9,639.87,11.51,893.357,Alkaloid
Adenosine triphosphate,C19H16N5O0,821.28,N/A,630.783,Nucleotide
Serotonin,C9H37N2O2,286.94,9.32,629.118,Alcohol
Adenosine triphosphate,C9H13N1O8,559.99,8.71,96.753,Alcohol
Adrenaline,C7H26N3O10,705.31,N/A,107.594,Nucleotide
Adrenaline,C7H2N3O4,115.08,N/A,725.437,Carbohydrate
Adenosine triphosphate,C10H17N2O2,656.0,N/A,222.291,Neurotransmitter
Glucose,C12H11N4O6,856.62,N/A,555.686,Amide
Glucose,C20H6N0O5,408.64,N/A,876.295,Hormone
Adrenaline,C19H20N3O1,421.87,3.75,95.225,Lipid
Dopamine,C3H12N1O3,70.17,11.17,495.698,Amide
Caffeine,C15H6N5O6,866.44,9.09,347.806,Hormone
Glucose,C19H31N0O8,383.86,3.94,181.198,Lipid
Cholesterol,C7H32N5O7,450.83,N/A,14.733,Hormone
Serotonin,C14H21N2O8,979.85,4.8,763.75,Carbohydrate
Dopamine,C12H21N5O2,526.78,N/A,518.615,Alcohol
Cholesterol,C5H13N3O6,287.97,7.55,466.593,Carbohydrate
Adenosine triphosphate,C18H20N3O3,552.19,12.48,855.972,Organic Compound
Cholesterol,C7H15N3O1,469.68,N/A,119.495,Neurotransmitter
Urea,C11H35N3O0,703.66,8.05,342.854,Organic Compound
Adenosine triphosphate,C5H27N3O5,999.55,12.36,175.775,Nucleotide
