compound,formula,mw,pka,solubility_mg_ml,class
Dopamine,C7H25N3O5,954.91,N/A,670.071,Carbohydrate
Serotonin,C18H24N5O7,723.89,2.22,616.21,Neurotransmitter
Urea,C13H16N3O2,514.54,2.71,880.787,Alkaloid
Urea,C4H18N0O0,117.54,1.23,989.255,Nucleotide
Glucose,C4H25N2O7,628.13,13.7,8.305,Carbohydrate
Glucose,C14H3N5O1,721.45,2.79,679.251,Amide
Ethanol,C17H31N5O6,661.51,N/A,987.305,Alkaloid
Aspirin,C6H6N5O0,324.78,N/A,705.596,Alcohol
Cholesterol,C1H17N4O4,430.35,1.56,685.032,Organic Compound
Caffeine,C7H14N2O3,730.4,7.5,697.248,Lipid
Dopamine,C16H19N5O10,193.33,3.58,994.566,Amide
Glucose,C18H23N4O9,758.78,4.01,956.127,Alcohol
Cholesterol,C10H40N2O1,64.72,6.41,520.753,Alcohol
Adrenaline,C8H35N5O2,258.82,4.05,323.942,Neurotransmitter
Urea,C1H13N4O6,788.95,1.37,513.581,Alkaloid
Dopamine,C16H4N3O6,911.18,11.21,148.044,Organic Compound
Dopamine,C3H31N2O4,275.92,10.9,784.737,Neurotransmitter
Aspirin,C7H20N0O5,265.08,10.04,529.789,Organic Compound
Adrenaline,C3H29N5O1,483.29,8.18,666.71,Organic Compound
Dopamine,C3H38N3O1,379.53,5.58,245.555,Lipid
Dopamine,C12H19N2O3,491.21,1.01,497.635,Alkaloid
Adenosine triphosphate,C12H6N5O10,88.8,5.24,84.054,Nucleotide
Adrenaline,C17H19N5O10,373.01,8.8,809.834,Organic Compound
Ethanol,C17H30N1O2,939.75,10.38,570.317,Lipid
Aspirin,C11H21N4O9,324.61,4.26,978.389,Organic Compound
Urea,C3H40N1O0,479.8,12.38,988.405,Hormone
Adrenaline,C5H34N1O1,429.21,N/A,141.336,Amide
Cholesterol,C19H24N3O5,575.44,11.27,254.882,Neurotransmitter
Urea,C11H36N4O1,870.26,7.12,70.939,Organic Compound
Aspirin,C16H16N3O10,872.16,5.14,805.039,Carbohydrate
Glucose,C20H32N5O2,918.88,1.92,913.231,Hormone
Serotonin,C16H25N3O0,502.24,13.49,862.598,Alcohol
Glucose,C8H4N1O3,419.5,N/A,943.413,Hormone
Caffeine,C2H1N1O4,260.59,8.08,663.845,Hormone
Caffeine,C4H19N3O10,356.12,N/A,147.623,Neurotransmitter
Cholesterol,C6H32N4O2,790.3,N/A,805.258,Carbohydrate
Urea,C12H36N5O8,55.94,11.39,705.51,Neurotransmitter
Urea,C17H16N4O8,580.17,N/A,694.943,Lipid
Serotonin,C10H29N3O1,179.99,1.43,655.375,Lipid
Aspirin,C9H34N0O10,900.29,2.89,295.074,Organic Compound
Adenosine triphosphate,C9H11N1O8,395.68,N/A,316.449,Organic Compound
Adenosine triphosphate,C10H9N1O0,784.52,6.71,725.075,Amide
Glucose,C15H12N2O0,252.17,N/A,157.507,Alkaloid
Serotonin,C3H40N4O9,835.97,3.5,852.031,Alcohol
Cholesterol,C1H4N3O7,670.13,4.05,638.232,Neurotransmitter
Dopamine,C9H33N0O6,892.82,5.63,841.532,Alcohol
Urea,C12H7N4O2,576.59,7.48,484.585,Alcohol
Ethanol,C7H9N5O9,517.13,N/A,338.477,Nucleotide
Glucose,C1H37N3O10,100.26,4.45,612.092,Alkaloid
Caffeine,C8H33N4O7,785.67,3.54,615.182,Organic Compound
Caffeine,C18H27N3O5,598.91,2.16,174.961,Carbohydrate
Adrenaline,C14H37N2O6,857.57,N/A,590.753,Nucleotide
Aspirin,C15H15N4O10,901.39,11.86,448.592,Lipid
Cholesterol,C11H13N0O5,66.77,5.81,754.546,Alcohol
Dopamine,C7H28N1O4,221.52,1.62,544.81,Hormone
Ethanol,C11H23N5O8,243.93,N/A,531.108,Organic Compound
Glucose,C20H36N5O8,629.79,11.41,952.579,Lipid
Cholesterol,C3H40N5O3,863.42,4.23,332.548,Lipid
Ethanol,C11H14N0O7,790.18,12.64,876.077,Nucleotide
Dopamine,C10H15N5O3,128.44,2.45,476.135,Organic Compound
Caffeine,C17H40N0O1,865.95,12.76,812.15,Lipid
Glucose,C16H22N2O0,281.3,1.53,992.25,Neurotransmitter
Ethanol,C5H19N2O4,89.1,8.62,377.7,Hormone
Adenosine triphosphate,C5H26N5O1,934.65,4.36,754.087,Amide
Ethanol,C7H38N5O3,279.59,1.45,542.376,Organic Compound
Ethanol,C12H12N4O4,769.89,8.5,461.264,Amide
Cholesterol,C14H37N0O10,853.43,10.82,686.904,Alkaloid
Urea,C12H28N1O7,377.3,8.42,277.786,Amide
Adenosine triphosphate,C13H30N2O0,799.67,13.69,566.655,Organic Compound
Cholesterol,C3H19N4O3,404.85,N/A,283.28,Lipid
Adrenaline,C16H18N0O2,541.21,N/A,586.447,Neurotransmitter
Cholesterol,C11H17N1O2,786.63,11.78,260.163,Carbohydrate
Cholesterol,C14H12N3O8,563.48,9.49,545.132,Nucleotide
Caffeine,C13H19N4O1,254.19,13.66,251.408,Hormone
Adenosine triphosphate,C1H12N4O3,896.5,9.32,735.386,Hormone
Caffeine,C20H32N3O1,835.04,N/A,190.654,Neurotransmitter
Cholesterol,C18H14N1O9,142.61,N/A,652.324,Alkaloid
Serotonin,C5H10N3O2,347.44,8.66,357.451,Nucleotide
Cholesterol,C11H30N5O4,350.93,13.28,73.237,Alcohol
Aspirin,C15H34N1O10,787.75,4.21,596.535,Hormone
Caffeine,C5H1N0O1,507.0,N/A,608.312,Neurotransmitter
Adenosine triphosphate,C13H9N3O10,843.26,2.19,873.581,Neurotransmitter
Ethanol,C18H16N2O9,629.58,N/A,832.419,Organic Compound
Adrenaline,C6H7N3O8,616.38,5.06,746.076,Carbohydrate
Adrenaline,C3H1N3O1,788.74,5.46,159.075,Alkaloid
Dopamine,C8H33N0O8,956.1,13.56,632.846,Alkaloid
Urea,C1H5N3O3,64.17,5.48,479.035,Amide
Cholesterol,C13H28N0O1,604.85,1.44,367.497,Organic Compound
Adenosine triphosphate,C11H7N2O9,922.47,4.89,606.755,Alcohol
Caffeine,C10H27N2O6,901.07,11.55,288.471,Nucleotide
Cholesterol,C10H19N5O9,248.67,7.98,600.811,Amide
Dopamine,C9H15N5O4,187.26,N/A,981.11,Neurotransmitter
Cholesterol,C18H37N4O1,356.07,N/A,510.882,Amide
Glucose,C8H12N4O7,965.82,13.77,613.805,Carbohydrate
Glucose,C15H37N2O8,701.94,13.5,463.707,Hormone
Caffeine,C10H27N0O3,839.59,1.91,995.003,Amide
Adenosine triphosphate,C17H11N2O10,992.75,11.05,674.539,Alkaloid
Caffeine,C11H18N4O7,380.39,N/A,565.78,Nucleotide
Adenosine triphosphate,C9H21N1O10,991.8,N/A,29.416,Nucleotide
Glucose,C7H2N4O10,144.46,12.31,361.291,Nucleotide
Serotonin,C14H19N0O7,857.46,9.28,172.736,Nucleotide
Ethanol,C7H30N0O5,510.43,12.87,768.463,Lipid
Adrenaline,C7H17N1O8,916.18,6.62,698.959,Neurotransmitter
Urea,C1H11N1O10,815.26,13.34,493.255,Nucleotide
Cholesterol,C8H16N5O7,819.41,N/A,832.526,Alcohol
Caffeine,C6H38N2O6,226.76,6.77,888.859,Alcohol
Serotonin,C14H36N5O10,397.1,N/A,515.497,Organic Compound
Ethanol,C1H3N4O3,779.45,N/A,881.551,Amide
Serotonin,C18H15N1O6,733.94,12.74,653.984,Neurotransmitter
Dopamine,C17H26N3O8,97.51,N/A,935.739,Lipid
Aspirin,C18H8N4O8,857.24,7.67,788.346,Amide
Adenosine triphosphate,C19H22N1O8,124.49,6.65,393.07,Nucleotide
Caffeine,C3H20N0O3,835.48,7.29,67.855,Alcohol
Glucose,C14H18N5O5,211.04,3.94,722.113,Alcohol
Urea,C9H37N5O1,880.43,5.22,353.994,Nucleotide
Adenosine triphosphate,C17H7N2O4,766.54,6.24,158.215,Organic Compound
Adenosine triphosphate,C3H31N1O0,938.13,6.92,933.891,Lipid
Adenosine triphosphate,C13H3N4O9,367.23,3.97,963.728,Nucleotide
Adrenaline,C2H9N5O9,772.91,13.71,757.914,Hormone
Urea,C16H35N3O7,898.51,4.62,769.793,Neurotransmitter
Ethanol,C15H14N0O9,309.76,7.36,746.476,Carbohydrate
Serotonin,C12H40N2O0,702.53,11.54,705.931,Alcohol
Urea,C5H40N2O7,890.9,1.0,295.086,Carbohydrate
Dopamine,C17H29N0O1,506.15,6.56,429.454,Hormone
Urea,C8H9N1O2,588.05,7.42,680.457,Alcohol
Adrenaline,C5H7N5O2,450.38,N/A,950.033,Carbohydrate
Caffeine,C12H26N5O7,830.75,3.39,218.618,Hormone
Caffeine,C7H34N4O7,407.16,2.78,366.969,Neurotransmitter
Adenosine triphosphate,C6H14N5O1,683.77,3.87,328.468,Hormone
Adenosine triphosphate,C14H21N0O9,173.75,6.54,339.163,Organic Compound
Cholesterol,C3H22N5O1,555.08,6.26,11.44,Neurotransmitter
Cholesterol,C9H35N0O0,255.31,11.01,207.348,Organic Compound
Adrenaline,C17H6N2O2,671.33,12.07,168.487,Lipid
Ethanol,C7H32N4O8,593.89,9.07,992.474,Organic Compound
Cholesterol,C16H13N0O10,186.38,11.23,629.503,Lipid
Adenosine triphosphate,C20H7N3O4,736.09,2.73,883.788,Neurotransmitter
Urea,C4H39N5O2,309.83,2.45,790.784,Neurotransmitter
Cholesterol,C17H1N5O7,960.99,9.67,390.375,Alcohol
Aspirin,C6H16N3O1,716.03,1.96,241.242,Hormone
Dopamine,C11H38N0O8,90.87,10.33,43.332,Alcohol
Serotonin,C16H22N4O10,523.77,10.23,167.77,Organic Compound
Aspirin,C4H15N2O8,668.6,6.27,103.559,Nucleotide
Ethanol,C18H34N4O6,497.96,3.64,384.619,Alcohol
