compound,formula,mw,pka,solubility_mg_ml,class
Caffeine,C7H26N2O5,759.59,N/A,536.146,Alcohol
Serotonin,C19H25N4O3,316.24,N/A,409.283,Carbohydrate
Aspirin,C15H9N4O7,66.81,4.33,304.304,Lipid
Adrenaline,C6H9N2O3,681.81,10.92,783.268,Hormone
Caffeine,C7H27N5O6,660.88,N/A,407.493,Organic Compound
Dopamine,C13H12N1O5,60.05,N/A,237.561,Amide
Adenosine triphosphate,C1H33N4O7,298.98,6.89,384.373,Alcohol
Cholesterol,C13H29N1O2,584.6,11.13,398.192,Alcohol
Adenosine triphosphate,C17H15N0O6,334.76,2.46,18.196,Carbohydrate
Ethanol,C11H17N2O0,908.56,2.19,420.316,Hormone
Ethanol,C12H11N0O7,452.16,4.41,893.45,Organic Compound
Aspirin,C13H40N0O8,524.01,13.03,390.329,Carbohydrate
Adenosine triphosphate,C6H21N2O10,437.12,13.14,374.179,Nucleotide
Urea,C7H33N0O10,888.37,6.24,944.382,Nucleotide
Caffeine,C1H18N0O6,256.92,9.63,91.825,Lipid
Adenosine triphosphate,C14H31N1O9,250.07,1.51,989.562,Organic Compound
Adenosine triphosphate,C16H4N2O8,191.29,N/A,433.793,Alcohol
Dopamine,C2H18N5O2,212.5,10.56,566.331,Nucleotide
Glucose,C5H25N1O2,782.74,10.53,455.447,Alkaloid
Urea,C20H24N4O4,141.5,7.69,447.38,Alkaloid
Adenosine triphosphate,C18H12N5O5,666.36,11.53,877.161,Organic Compound
Adenosine triphosphate,C15H25N2O10,625.5,N/A,74.878,Alcohol
Aspirin,C10H5N4O10,945.12,N/A,519.4,Organic Compound
Glucose,C18H24N2O9,753.86,11.4,780.239,Lipid
Aspirin,C1H21N5O6,305.77,9.18,153.538,Carbohydrate
Cholesterol,C2H25N3O7,420.36,N/A,337.619,Alkaloid
Cholesterol,C20H19N3O10,435.8,11.65,906.832,Amide
Serotonin,C1H27N1O9,345.52,7.05,391.617,Organic Compound
Adenosine triphosphate,C20H2N3O4,827.74,12.58,675.038,Alcohol
Urea,C7H35N3O10,355.27,6.05,38.737,Alcohol
Adenosine triphosphate,C14H16N3O5,923.55,12.53,444.498,Carbohydrate
Adenosine triphosphate,C15H14N2O4,618.93,12.99,393.858,Nucleotide
Aspirin,C1H28N3O0,114.49,9.75,875.537,Neurotransmitter
Adrenaline,C11H4N1O4,979.27,13.71,573.176,Carbohydrate
Serotonin,C5H14N4O0,165.36,12.89,237.75,Neurotransmitter
Glucose,C1H21N1O5,524.29,10.52,604.037,Nucleotide
Urea,C20H36N0O4,511.64,N/A,988.339,Nucleotide
Glucose,C18H26N5O7,152.27,8.62,455.728,Alcohol
Adrenaline,C17H31N4O0,283.43,13.42,131.062,Lipid
