compound,formula,mw,pka,solubility_mg_ml,class
Aspirin,C20H16N0O3,114.84,11.01,511.197,Carbohydrate
Adrenaline,C17H21N5O3,267.34,12.36,5.035,Amide
Adrenaline,C1H2N3O1,222.49,N/A,15.837,Alkaloid
Ethanol,C13H37N5O10,716.09,N/A,479.991,Lipid
Glucose,C5H22N0O7,315.49,11.49,43.53,Nucleotide
Urea,C5H28N4O5,767.84,6.19,915.09,Carbohydrate
Ethanol,C10H15N5O10,583.67,12.68,148.704,Nucleotide
Glucose,C16H37N2O1,96.5,11.02,5.538,Carbohydrate
Adrenaline,C17H8N2O3,902.07,7.25,75.06,Amide
Dopamine,C9H7N4O7,305.22,13.32,492.023,Nucleotide
Adrenaline,C2H26N4O4,414.73,5.58,686.893,Carbohydrate
Ethanol,C13H31N0O10,596.76,1.67,506.283,Neurotransmitter
Ethanol,C14H30N0O0,580.58,12.36,194.465,Alkaloid
Serotonin,C6H31N2O8,729.52,3.89,436.578,Lipid
Glucose,C7H37N3O1,100.05,7.45,731.752,Organic Compound
Adenosine triphosphate,C1H32N4O7,770.49,13.28,500.725,Hormone
Serotonin,C2H37N1O4,822.61,11.92,416.52,Nucleotide
Urea,C8H28N3O1,443.48,N/A,138.168,Amide
Urea,C9H31N2O1,826.67,6.07,326.166,Alkaloid
Aspirin,C3H40N2O4,490.96,1.7,373.153,Alkaloid
Serotonin,C4H27N4O3,430.68,2.68,412.553,Organic Compound
Serotonin,C14H21N1O3,836.35,10.64,317.805,Organic Compound
Dopamine,C9H19N1O7,494.53,N/A,966.09,Organic Compound
Serotonin,C11H15N0O4,827.65,2.83,844.061,Organic Compound
Adenosine triphosphate,C7H34N4O8,578.74,N/A,730.851,Hormone
Aspirin,C13H22N1O0,889.52,N/A,751.941,Organic Compound
Caffeine,C14H18N5O10,774.27,7.91,413.541,Organic Compound
Cholesterol,C11H40N5O7,888.31,N/A,963.087,Alcohol
Urea,C19H35N4O6,972.35,6.01,845.319,Lipid
Dopamine,C1H1N4O10,620.29,10.26,331.207,Nucleotide
Aspirin,C9H3N5O1,243.76,4.44,326.094,Alcohol
Adenosine triphosphate,C8H32N1O4,551.44,5.27,130.788,Organic Compound
Caffeine,C17H7N3O0,194.18,8.17,159.787,Lipid
Serotonin,C3H31N0O1,69.29,5.21,379.209,Alcohol
Adrenaline,C1H14N0O6,176.28,N/A,453.143,Alcohol
Urea,C20H37N0O5,72.94,N/A,304.389,Amide
Caffeine,C15H5N3O10,951.39,5.93,35.373,Lipid
Urea,C4H31N4O4,138.35,4.01,855.98,Alcohol
Aspirin,C13H8N1O9,777.78,N/A,835.996,Amide
Ethanol,C3H19N0O10,968.62,10.93,864.605,Organic Compound
Cholesterol,C9H4N3O4,69.12,11.28,635.004,Organic Compound
Serotonin,C14H3N5O1,291.93,8.94,664.991,Carbohydrate
Ethanol,C18H14N3O0,853.63,6.33,487.936,Lipid
Urea,C6H12N1O4,379.08,13.68,22.712,Carbohydrate
Aspirin,C15H26N3O7,880.53,9.51,624.528,Hormone
Serotonin,C15H31N1O0,762.71,2.14,347.817,Lipid
Adenosine triphosphate,C8H25N2O8,915.53,9.71,783.746,Nucleotide
Serotonin,C5H17N5O1,696.8,8.78,288.505,Amide
Glucose,C4H12N1O4,997.08,13.29,962.016,Carbohydrate
Cholesterol,C2H4N3O8,175.17,N/A,916.448,Nucleotide
Glucose,C17H23N3O1,611.89,1.29,717.18,Neurotransmitter
Glucose,C19H6N2O5,656.25,4.71,198.176,Neurotransmitter
Urea,C15H12N1O9,208.37,9.39,643.915,Hormone
Serotonin,C11H3N2O2,252.87,9.19,326.772,Nucleotide
Ethanol,C3H40N0O4,524.24,7.75,514.454,Nucleotide
Cholesterol,C15H21N3O1,771.38,N/A,319.47,Neurotransmitter
Ethanol,C5H25N3O10,98.56,2.3,709.79,Lipid
Ethanol,C19H30N4O6,859.46,12.08,416.301,Hormone
Adrenaline,C5H1N2O9,615.24,7.03,174.238,Alcohol
Serotonin,C9H4N5O0,322.9,1.19,427.463,Alcohol
Aspirin,C20H37N2O1,348.56,13.59,162.926,Hormone
Adenosine triphosphate,C6H12N0O6,574.0,2.44,453.387,Organic Compound
Adenosine triphosphate,C17H27N3O6,665.5,N/A,605.887,Hormone
Adrenaline,C9H5N0O10,961.86,2.26,160.209,Nucleotide
Urea,C14H39N4O6,291.75,5.64,314.062,Nucleotide
Adrenaline,C1H2N0O1,783.88,1.33,223.197,Amide
Adrenaline,C14H8N1O7,946.2,N/A,255.81,Amide
Caffeine,C11H24N4O2,339.9,2.39,968.164,Lipid
Cholesterol,C2H39N3O10,138.21,4.27,780.287,Amide
Ethanol,C5H33N5O4,555.12,13.06,593.156,Alcohol
Urea,C19H28N2O6,801.99,3.68,893.234,Hormone
Caffeine,C1H12N2O0,978.25,11.38,501.306,Alkaloid
Cholesterol,C10H28N2O9,426.35,2.67,250.467,Alkaloid
Adenosine triphosphate,C19H35N4O6,653.43,5.67,374.172,Amide
Serotonin,C19H40N2O0,178.48,10.84,952.815,Hormone
Serotonin,C14H22N0O0,51.16,1.47,717.548,Neurotransmitter
Serotonin,C15H26N2O3,127.14,10.36,885.695,Hormone
Ethanol,C2H19N4O3,260.8,3.33,661.996,Carbohydrate
Glucose,C16H20N0O6,530.23,N/A,410.136,Carbohydrate
Dopamine,C2H14N0O9,98.32,9.92,604.825,Hormone
Glucose,C4H20N2O4,518.77,N/A,500.583,Carbohydrate
Adrenaline,C11H32N3O8,549.02,3.97,827.706,Neurotransmitter
Adenosine triphosphate,C2H13N1O4,320.24,N/A,123.325,Carbohydrate
Glucose,C19H17N4O9,349.45,2.99,506.448,Hormone
Dopamine,C18H34N1O4,193.93,5.14,774.041,Nucleotide
Ethanol,C20H31N5O6,922.91,7.49,709.456,Alkaloid
Caffeine,C12H6N5O5,789.14,4.63,592.621,Carbohydrate
Dopamine,C16H36N3O3,546.22,N/A,116.578,Carbohydrate
Adenosine triphosphate,C15H18N4O2,804.04,4.32,647.006,Alkaloid
Serotonin,C10H10N2O5,699.04,13.02,556.858,Hormone
Glucose,C10H11N1O8,105.3,4.56,433.858,Alcohol
Ethanol,C2H27N5O8,818.28,6.73,899.518,Lipid
Ethanol,C11H12N4O1,675.44,11.53,597.964,Carbohydrate
Ethanol,C4H1N4O5,635.57,N/A,504.623,Amide
Glucose,C5H19N2O4,297.87,6.42,335.49,Carbohydrate
Cholesterol,C14H7N4O9,185.91,12.85,90.393,Nucleotide
Caffeine,C10H25N2O3,183.34,3.44,556.199,Organic Compound
Urea,C9H27N5O0,429.85,6.35,684.762,Carbohydrate
Serotonin,C16H31N1O8,345.42,N/A,613.839,Nucleotide
Dopamine,C18H28N0O3,163.17,10.89,279.954,Neurotransmitter
Dopamine,C14H26N4O2,184.49,N/A,60.293,Lipid
Glucose,C19H22N5O5,721.46,2.28,796.167,Hormone
Dopamine,C15H19N0O8,822.67,N/A,486.34,Alcohol
Caffeine,C15H35N3O2,256.86,N/A,107.424,Neurotransmitter
Glucose,C2H30N5O5,451.12,8.3,448.65,Lipid
Ethanol,C8H20N2O10,107.32,11.85,543.73,Alcohol
Glucose,C15H13N5O8,271.27,6.9,226.984,Amide
Ethanol,C14H29N4O6,456.91,9.87,255.177,Carbohydrate
Cholesterol,C18H19N1O9,542.29,7.56,90.849,Lipid
Aspirin,C15H21N0O9,950.15,2.02,347.821,Carbohydrate
Glucose,C9H10N0O1,268.14,5.22,858.346,Alcohol
Cholesterol,C19H5N0O9,382.3,N/A,62.9,Neurotransmitter
Aspirin,C12H26N5O3,393.26,N/A,111.525,Nucleotide
Serotonin,C20H9N0O0,192.92,9.45,680.51,Carbohydrate
Cholesterol,C18H36N2O10,587.63,N/A,961.236,Amide
Dopamine,C2H18N4O0,524.31,13.43,849.477,Neurotransmitter
Ethanol,C12H14N0O1,346.23,10.77,574.897,Alkaloid
Urea,C4H27N0O6,841.58,7.97,677.128,Lipid
Cholesterol,C10H21N5O5,866.16,13.74,607.413,Nucleotide
Adrenaline,C1H23N0O10,667.23,6.26,524.212,Organic Compound
Dopamine,C8H4N0O10,471.93,5.9,149.47,Lipid
Glucose,C19H6N5O2,678.06,N/A,874.199,Organic Compound
Caffeine,C3H20N2O9,449.57,10.81,11.983,Neurotransmitter
Glucose,C14H14N3O6,923.17,8.39,242.13,Lipid
Adenosine triphosphate,C20H18N1O9,830.56,13.86,415.848,Organic Compound
Urea,C18H37N4O3,63.63,4.35,574.303,Nucleotide
Serotonin,C1H4N2O4,205.25,N/A,945.514,Neurotransmitter
Urea,C4H19N3O5,595.9,N/A,478.56,Amide
Urea,C2H21N5O4,461.75,1.24,129.514,Nucleotide
