compound,formula,mw,pka,solubility_mg_ml,class
Cholesterol,C4H22N0O7,319.97,7.22,702.039,Amide
Glucose,C12H6N2O8,348.18,6.19,735.99,Amide
Cholesterol,C15H10N2O7,109.75,2.05,660.596,Hormone
Caffeine,C14H17N5O8,945.54,N/A,579.67,Alkaloid
Dopamine,C5H38N1O0,109.99,2.68,491.211,Nucleotide
Adrenaline,C19H31N1O0,624.52,7.61,816.637,Hormone
Ethanol,C20H16N4O10,471.2,6.06,896.721,Nucleotide
Aspirin,C8H28N1O9,61.96,7.68,191.885,Alcohol
Caffeine,C2H11N1O5,484.52,13.88,537.581,Hormone
Ethanol,C3H28N3O0,639.3,3.18,513.235,Lipid
Caffeine,C5H15N0O1,324.24,N/A,847.929,Amide
Adenosine triphosphate,C13H12N1O5,103.67,N/A,557.879,Lipid
Urea,C17H16N2O6,526.99,N/A,629.583,Neurotransmitter
Urea,C17H6N4O3,152.99,2.89,677.83,Amide
Serotonin,C13H29N3O7,391.57,7.66,753.167,Neurotransmitter
Serotonin,C2H40N4O8,659.42,N/A,498.525,Alcohol
Adrenaline,C17H6N5O0,644.72,8.1,832.795,Alkaloid
Serotonin,C4H23N1O8,457.97,9.16,816.4,Neurotransmitter
Caffeine,C14H17N0O3,522.83,6.71,110.719,Nucleotide
Adrenaline,C10H33N2O0,363.76,N/A,541.355,Amide
Urea,C7H40N2O1,146.42,7.14,847.732,Amide
Caffeine,C8H23N4O9,176.15,3.42,851.311,Hormone
Urea,C16H18N1O8,513.86,13.63,136.174,Amide
Aspirin,C10H37N2O0,193.09,8.79,162.838,Lipid
Glucose,C3H4N5O8,522.33,12.99,255.771,Amide
Adenosine triphosphate,C15H16N3O3,481.81,4.23,694.922,Lipid
Urea,C18H20N1O1,553.35,11.2,676.306,Lipid
Glucose,C8H32N4O5,469.77,N/A,721.894,Alkaloid
Dopamine,C17H20N4O2,367.3,5.53,124.023,Alkaloid
Ethanol,C9H29N0O2,682.05,12.81,965.321,Nucleotide
Aspirin,C17H19N2O8,743.68,8.96,455.297,Alcohol
Dopamine,C20H31N0O4,318.93,8.11,729.7,Amide
Caffeine,C12H2N2O10,900.79,13.52,144.305,Alcohol
Ethanol,C6H9N0O0,484.17,N/A,274.827,Nucleotide
Adrenaline,C14H28N3O10,595.55,N/A,634.534,Hormone
Ethanol,C15H36N3O0,96.48,4.37,185.235,Hormone
Adrenaline,C20H13N3O3,643.45,N/A,415.935,Hormone
Adrenaline,C1H25N0O6,510.52,2.05,368.748,Alkaloid
Dopamine,C10H9N5O6,504.24,2.91,704.015,Nucleotide
Ethanol,C20H4N1O1,324.71,9.51,305.57,Amide
Dopamine,C11H24N2O2,772.87,6.38,231.078,Organic Compound
Serotonin,C5H32N2O4,451.49,13.34,981.218,Lipid
Dopamine,C12H4N4O3,358.3,N/A,551.799,Carbohydrate
Dopamine,C11H21N3O10,249.69,N/A,542.821,Alkaloid
Serotonin,C18H25N4O1,653.55,4.72,549.092,Carbohydrate
Adrenaline,C10H1N5O8,544.98,4.02,468.167,Hormone
Cholesterol,C1H19N4O10,936.76,12.91,483.775,Alkaloid
Serotonin,C15H24N0O5,176.42,8.83,738.722,Alkaloid
Aspirin,C3H38N0O1,813.83,10.42,196.516,Hormone
Serotonin,C4H31N4O9,746.74,6.61,87.499,Organic Compound
Caffeine,C18H28N2O7,654.39,4.73,925.75,Hormone
Caffeine,C5H21N5O1,165.92,2.83,520.281,Organic Compound
Ethanol,C12H35N5O8,635.67,11.57,561.237,Alcohol
Dopamine,C3H10N0O2,274.06,4.33,914.976,Neurotransmitter
Urea,C3H33N4O8,337.74,N/A,758.337,Lipid
Aspirin,C18H2N3O1,665.47,8.61,764.987,Lipid
Adrenaline,C9H30N1O8,611.35,5.32,811.868,Nucleotide
Dopamine,C18H31N5O3,410.95,4.59,815.196,Organic Compound
Adenosine triphosphate,C11H37N1O2,356.88,11.92,647.92,Alcohol
Cholesterol,C16H3N1O4,98.02,3.89,846.755,Hormone
