compound,formula,mw,pka,solubility_mg_ml,class
Ethanol,C9H1N2O5,659.81,N/A,496.804,Hormone
Ethanol,C6H3N3O3,92.43,10.31,604.704,Alcohol
Cholesterol,C18H5N2O3,147.91,2.99,343.303,Neurotransmitter
Ethanol,C18H36N4O3,957.71,N/A,767.141,Alcohol
Caffeine,C3H7N0O10,870.4,10.46,570.698,Organic Compound
Adrenaline,C3H20N3O3,852.5,3.54,197.619,Lipid
Dopamine,C6H38N5O0,885.63,8.29,664.66,Carbohydrate
Ethanol,C12H34N2O0,118.65,11.75,949.488,Lipid
Dopamine,C5H7N3O5,337.72,6.09,302.873,Carbohydrate
Serotonin,C18H23N2O0,376.71,N/A,4.341,Alkaloid
Adenosine triphosphate,C14H3N2O4,266.81,N/A,446.905,Lipid
Caffeine,C5H27N2O4,738.84,4.22,416.263,Lipid
Dopamine,C7H4N3O10,60.45,N/A,681.493,Nucleotide
Dopamine,C10H34N1O10,569.23,13.04,250.001,Lipid
Dopamine,C19H21N1O4,313.17,13.14,770.888,Hormone
Cholesterol,C6H23N5O5,240.63,4.7,577.392,Amide
Glucose,C4H5N1O6,500.83,11.6,305.481,Lipid
Adrenaline,C11H9N0O9,671.29,N/A,785.534,Carbohydrate
Cholesterol,C17H15N2O5,926.36,10.04,544.184,Alcohol
Serotonin,C14H9N1O6,776.13,N/A,397.914,Amide
Adenosine triphosphate,C18H6N4O3,718.5,4.83,284.27,Neurotransmitter
Adrenaline,C17H25N0O4,423.43,4.96,693.246,Hormone
Ethanol,C10H34N0O3,670.58,10.51,582.459,Organic Compound
Ethanol,C18H22N3O10,382.53,N/A,454.642,Alkaloid
Adenosine triphosphate,C9H10N0O10,824.74,4.65,233.582,Carbohydrate
Adenosine triphosphate,C9H26N4O10,349.7,N/A,587.616,Amide
Urea,C2H39N0O10,732.13,11.4,788.406,Neurotransmitter
Adrenaline,C8H9N3O4,875.76,7.76,638.12,Lipid
Serotonin,C8H29N5O7,739.62,3.74,390.086,Carbohydrate
Urea,C7H33N4O4,396.16,7.44,183.395,Carbohydrate
Adrenaline,C10H39N0O3,469.0,1.66,433.866,Alcohol
Cholesterol,C2H26N0O0,758.1,7.28,40.168,Hormone
Adrenaline,C14H35N2O8,984.2,13.17,82.237,Lipid
