compound,formula,mw,pka,solubility_mg_ml,class
Adenosine triphosphate,C14H26N2O3,585.42,2.52,166.918,Alkaloid
Adrenaline,C18H17N1O9,720.36,8.09,965.038,Nucleotide
Urea,C18H10N5O8,54.75,7.85,465.045,Alcohol
Adenosine triphosphate,C12H21N2O5,951.25,12.17,774.014,Lipid
Aspirin,C19H9N3O5,775.33,6.86,370.985,Neurotransmitter
Aspirin,C15H11N2O1,84.0,11.22,130.504,Nucleotide
Caffeine,C16H20N5O8,829.51,2.95,392.053,Alkaloid
Adrenaline,C3H16N5O1,117.69,4.12,62.163,Amide
Urea,C7H5N2O7,553.92,8.21,669.161,Carbohydrate
Adrenaline,C7H25N5O4,666.06,12.04,666.628,Nucleotide
Glucose,C11H6N3O6,916.31,7.3,851.315,Alcohol
Adenosine triphosphate,C14H7N0O8,179.41,N/A,319.718,Lipid
Adrenaline,C12H36N1O3,603.77,N/A,703.066,Alkaloid
Serotonin,C7H7N1O8,674.91,N/A,519.413,Amide
Serotonin,C2H37N3O8,911.96,3.82,224.736,Organic Compound
Glucose,C9H15N3O1,419.15,2.37,283.029,Alkaloid
Ethanol,C9H9N1O1,972.67,2.53,833.815,Neurotransmitter
Glucose,C8H12N4O3,914.09,13.17,752.42,Amide
Serotonin,C19H27N4O4,207.0,10.68,754.216,Neurotransmitter
Adenosine triphosphate,C7H33N5O8,753.58,N/A,960.722,Hormone
Glucose,C3H25N5O7,829.71,1.02,602.978,Carbohydrate
Ethanol,C7H40N5O4,300.8,4.93,163.517,Alcohol
Adenosine triphosphate,C14H20N2O0,215.46,11.39,19.13,Hormone
Serotonin,C3H18N4O1,98.51,6.83,657.002,Amide
Aspirin,C13H12N2O6,978.34,7.55,719.801,Carbohydrate
Dopamine,C7H24N0O4,69.7,8.34,811.738,Lipid
Adenosine triphosphate,C3H7N2O9,112.61,10.69,76.719,Lipid
Urea,C7H15N4O7,358.63,13.94,625.791,Alcohol
Urea,C20H2N2O7,915.04,10.79,221.407,Alkaloid
Adrenaline,C13H40N4O0,520.69,2.87,401.659,Lipid
Serotonin,C15H22N0O1,883.2,N/A,440.852,Hormone
Glucose,C17H15N0O1,611.12,11.87,834.337,Lipid
Urea,C15H19N1O3,227.47,N/A,193.944,Carbohydrate
Ethanol,C19H32N4O1,949.18,3.03,825.064,Nucleotide
Serotonin,C12H13N2O2,264.29,7.09,724.07,Organic Compound
Cholesterol,C20H29N0O7,83.61,3.44,694.806,Carbohydrate
Cholesterol,C17H16N3O9,106.77,N/A,802.263,Lipid
Serotonin,C19H29N4O8,747.87,1.39,622.196,Lipid
Adrenaline,C16H15N1O3,888.41,2.71,366.071,Amide
Glucose,C20H19N0O0,218.87,13.87,851.287,Carbohydrate
Serotonin,C14H30N1O4,236.03,8.94,225.051,Hormone
Glucose,C1H10N3O2,816.68,N/A,504.075,Organic Compound
Glucose,C18H11N2O9,945.51,8.53,101.461,Nucleotide
Cholesterol,C19H38N0O2,667.44,N/A,476.561,Alcohol
Caffeine,C14H12N5O8,94.51,5.59,688.809,Alkaloid
Ethanol,C2H35N5O6,447.84,2.08,483.386,Hormone
Aspirin,C15H12N1O6,847.65,3.57,378.524,Organic Compound
