compound,formula,mw,pka,solubility_mg_ml,class
Cholesterol,C11H4N5O3,188.41,4.66,433.913,Neurotransmitter
Urea,C6H20N1O0,712.12,8.1,727.975,Neurotransmitter
Adrenaline,C8H26N3O1,701.77,6.15,347.546,Alcohol
Urea,C4H30N1O1,259.13,12.79,682.572,Alkaloid
Urea,C20H15N4O10,863.19,N/A,23.84,Organic Compound
Ethanol,C20H1N4O6,878.72,7.24,377.072,Neurotransmitter
Serotonin,C12H39N1O9,735.73,4.71,361.32,Alcohol
Urea,C15H17N1O7,356.3,1.35,975.562,Organic Compound
Glucose,C16H15N3O3,410.48,4.91,115.865,Alcohol
Ethanol,C2H14N3O3,972.28,4.34,429.319,Nucleotide
Aspirin,C17H12N0O4,887.89,2.58,895.678,Hormone
Adrenaline,C14H22N4O1,331.74,8.94,436.379,Alcohol
Adrenaline,C2H40N1O2,478.66,N/A,780.651,Nucleotide
Adenosine triphosphate,C7H20N0O10,153.18,3.14,680.419,Neurotransmitter
Adrenaline,C20H16N2O5,398.47,1.78,250.903,Alkaloid
Cholesterol,C15H10N0O7,550.93,8.16,927.053,Nucleotide
Serotonin,C17H13N2O7,538.27,4.17,39.198,Nucleotide
Serotonin,C5H26N5O4,672.29,11.8,166.316,Alcohol
Urea,C13H11N3O7,87.37,9.06,681.024,Hormone
Serotonin,C1H38N3O4,900.06,N/A,396.082,Amide
Serotonin,C7H19N1O6,830.31,N/A,964.628,Neurotransmitter
Dopamine,C13H21N2O9,717.01,5.24,763.024,Lipid
Dopamine,C17H17N3O0,273.91,3.13,845.955,Nucleotide
Serotonin,C18H9N4O10,996.83,N/A,76.371,Amide
Ethanol,C19H14N5O9,621.15,2.77,796.65,Organic Compound
Serotonin,C2H20N3O7,83.02,5.11,56.294,Alkaloid
Adrenaline,C14H17N3O0,928.85,4.37,720.762,Amide
Glucose,C15H34N0O5,600.84,12.63,303.1,Hormone
Serotonin,C18H27N5O3,672.62,5.25,274.981,Hormone
Adenosine triphosphate,C15H38N0O2,89.78,1.79,860.321,Hormone
Ethanol,C2H40N5O9,770.28,12.73,120.143,Alcohol
Adrenaline,C9H18N0O1,535.15,5.58,821.511,Alkaloid
Urea,C18H10N1O0,946.68,2.43,55.198,Hormone
Urea,C4H28N1O3,167.59,11.45,664.433,Carbohydrate
Ethanol,C5H11N0O8,212.4,N/A,28.719,Amide
Adenosine triphosphate,C17H8N2O2,935.09,6.41,579.664,Carbohydrate
Aspirin,C14H35N1O0,114.86,13.07,985.728,Hormone
Aspirin,C16H12N1O4,435.6,9.8,293.701,Alcohol
Caffeine,C15H23N1O3,606.43,N/A,403.897,Organic Compound
Ethanol,C4H38N1O8,435.07,2.84,597.375,Lipid
Ethanol,C7H22N2O3,135.48,9.52,333.656,Carbohydrate
Serotonin,C15H15N3O8,957.91,6.05,960.367,Amide
Adrenaline,C10H17N0O2,144.95,N/A,120.53,Nucleotide
Caffeine,C2H3N3O4,982.97,8.57,78.287,Alkaloid
Dopamine,C9H33N4O3,856.62,N/A,178.434,Neurotransmitter
Serotonin,C5H15N1O0,208.29,5.95,396.958,Alkaloid
Aspirin,C1H34N1O8,202.91,8.0,93.066,Lipid
Adrenaline,C6H1N4O3,93.57,3.77,987.805,Neurotransmitter
Aspirin,C9H25N3O5,414.1,10.57,872.296,Alcohol
Urea,C11H13N1O3,898.8,N/A,626.728,Nucleotide
Aspirin,C14H15N3O2,123.17,4.81,73.221,Organic Compound
Serotonin,C10H34N0O7,95.45,6.61,688.158,Amide
Caffeine,C5H3N3O0,406.78,6.66,688.074,Neurotransmitter
Glucose,C7H10N4O3,461.18,4.61,175.885,Organic Compound
Caffeine,C16H36N5O10,998.27,N/A,732.484,Neurotransmitter
Ethanol,C17H36N2O8,824.42,N/A,2.864,Lipid
Urea,C1H35N5O4,322.76,4.07,816.768,Alkaloid
