compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C20H19N4O3,806.26,11.09,786.897,Nucleotide
Serotonin,C13H16N1O5,744.35,10.72,48.356,Alcohol
Adenosine triphosphate,C19H17N0O6,887.61,8.87,365.679,Lipid
Adrenaline,C9H7N3O10,885.13,N/A,363.934,Amide
Adrenaline,C18H18N4O10,766.01,N/A,962.689,Amide
Serotonin,C2H2N4O3,586.15,5.37,875.056,Carbohydrate
Adenosine triphosphate,C4H26N5O10,407.95,9.22,459.265,Alkaloid
Serotonin,C20H5N1O10,465.93,8.79,722.565,Alkaloid
Aspirin,C19H13N1O2,877.29,13.29,794.881,Lipid
Adrenaline,C6H26N2O4,485.28,6.85,408.329,Alkaloid
Cholesterol,C18H23N1O3,566.66,10.71,528.696,Alkaloid
Cholesterol,C13H39N5O10,128.63,8.53,29.008,Neurotransmitter
Glucose,C13H38N3O1,751.86,3.89,442.417,Alkaloid
Cholesterol,C17H1N1O1,118.74,9.53,605.285,Neurotransmitter
Aspirin,C3H31N3O6,254.89,2.5,634.578,Organic Compound
Urea,C2H17N0O8,958.98,13.38,573.774,Alcohol
Urea,C20H11N3O3,251.1,3.2,557.509,Carbohydrate
Urea,C10H35N5O6,321.06,N/A,949.572,Amide
Glucose,C12H13N4O4,906.88,13.98,333.908,Alkaloid
Adenosine triphosphate,C7H23N3O10,370.8,3.71,146.173,Amide
Adenosine triphosphate,C6H2N3O5,571.99,4.63,627.911,Nucleotide
Cholesterol,C5H29N1O1,613.41,7.21,631.384,Nucleotide
Aspirin,C5H30N2O9,639.89,9.57,165.898,Hormone
Adenosine triphosphate,C2H6N4O10,727.76,3.32,831.688,Nucleotide
Serotonin,C16H12N5O10,346.41,3.64,975.32,Hormone
Serotonin,C7H18N1O9,507.56,9.09,454.011,Lipid
Ethanol,C13H19N2O6,823.6,3.46,216.975,Alcohol
Cholesterol,C6H26N4O7,633.27,1.06,813.483,Neurotransmitter
Cholesterol,C10H14N1O10,547.69,1.03,905.218,Neurotransmitter
Cholesterol,C9H34N2O1,117.66,13.92,205.087,Carbohydrate
Serotonin,C1H9N3O10,542.7,1.49,984.45,Carbohydrate
Adrenaline,C20H26N1O10,353.02,2.84,145.638,Alcohol
Caffeine,C13H18N0O6,819.86,N/A,382.438,Nucleotide
Glucose,C18H23N5O1,221.01,6.59,341.827,Amide
Caffeine,C8H12N3O4,907.44,N/A,611.326,Nucleotide
Adenosine triphosphate,C11H40N2O0,339.12,N/A,313.046,Lipid
Cholesterol,C13H21N3O4,757.69,N/A,492.737,Carbohydrate
Cholesterol,C11H9N4O9,654.01,6.0,463.031,Organic Compound
Dopamine,C8H28N5O8,230.01,3.76,182.225,Alkaloid
Urea,C2H32N3O5,889.01,N/A,592.633,Carbohydrate
Glucose,C8H6N1O8,437.99,4.78,241.724,Hormone
Aspirin,C11H29N0O0,338.48,10.46,483.18,Nucleotide
Adrenaline,C20H10N0O9,317.14,7.37,176.511,Lipid
Glucose,C18H32N2O10,305.6,6.27,963.622,Amide
Urea,C3H34N5O10,917.07,11.75,145.708,Nucleotide
Serotonin,C7H39N0O0,846.3,N/A,669.423,Nucleotide
Dopamine,C7H28N1O2,439.28,3.97,911.549,Carbohydrate
Cholesterol,C14H26N3O1,446.98,13.6,949.133,Neurotransmitter
Adrenaline,C3H18N0O5,957.46,3.79,884.993,Alcohol
Adrenaline,C5H9N4O2,175.12,N/A,791.43,Alkaloid
Caffeine,C5H14N4O10,68.28,1.89,519.742,Nucleotide
Glucose,C16H35N5O9,891.73,12.51,907.903,Alkaloid
Glucose,C4H27N2O0,599.73,11.24,464.019,Organic Compound
Cholesterol,C9H37N4O5,842.35,7.01,895.158,Amide
Caffeine,C10H6N1O7,422.81,5.66,626.072,Alcohol
Cholesterol,C13H12N1O4,656.1,1.81,570.623,Organic Compound
Urea,C5H21N3O5,734.83,2.17,923.714,Hormone
Cholesterol,C6H39N1O2,843.69,2.96,852.19,Neurotransmitter
Ethanol,C18H26N3O10,860.57,N/A,834.493,Nucleotide
Adenosine triphosphate,C6H29N5O4,137.69,6.62,602.799,Nucleotide
Urea,C15H19N4O1,553.46,2.56,805.84,Nucleotide
Ethanol,C18H8N2O0,340.18,2.39,71.544,Amide
Urea,C8H18N3O1,686.45,1.04,687.928,Amide
Ethanol,C12H22N2O3,570.78,9.36,443.744,Alkaloid
Aspirin,C15H31N1O0,259.39,6.69,581.332,Alkaloid
Adenosine triphosphate,C7H3N3O8,195.43,13.29,793.614,Neurotransmitter
Aspirin,C11H16N5O1,502.32,8.34,514.745,Hormone
Dopamine,C9H28N0O0,940.22,3.78,631.047,Neurotransmitter
Dopamine,C10H32N1O4,482.85,7.36,175.366,Hormone
Dopamine,C12H13N4O5,675.21,N/A,804.502,Amide
Dopamine,C18H39N5O1,807.23,N/A,994.567,Alcohol
Aspirin,C18H21N4O10,151.84,13.39,690.44,Hormone
Adrenaline,C18H31N4O1,523.87,11.76,427.704,Carbohydrate
Adenosine triphosphate,C16H30N4O3,700.3,8.48,881.218,Alcohol
Serotonin,C1H5N4O2,330.15,10.97,158.497,Alcohol
Urea,C7H6N1O3,470.33,13.3,410.24,Lipid
Ethanol,C20H13N4O8,785.88,10.26,405.513,Neurotransmitter
Serotonin,C10H25N3O6,607.53,13.75,519.759,Carbohydrate
Adenosine triphosphate,C7H22N0O3,772.65,6.42,307.582,Organic Compound
Adrenaline,C9H33N0O2,754.89,9.94,790.432,Hormone
Serotonin,C18H21N0O4,510.66,12.14,544.094,Amide
Adenosine triphosphate,C7H27N2O5,932.7,4.96,639.375,Lipid
Dopamine,C6H18N5O7,878.19,1.84,462.993,Alcohol
Adenosine triphosphate,C11H3N4O6,583.43,7.3,821.15,Alkaloid
Urea,C13H6N0O3,621.24,N/A,390.984,Neurotransmitter
Cholesterol,C1H8N5O7,698.26,9.63,271.469,Lipid
Urea,C11H10N0O2,226.23,9.54,688.563,Alkaloid
Caffeine,C6H19N4O10,995.23,N/A,572.825,Nucleotide
Aspirin,C17H31N4O3,856.3,13.26,219.349,Nucleotide
