compound,formula,mw,pka,solubility_mg_ml,class
Ethanol,C2H5N1O2,624.39,11.9,697.817,Hormone
Dopamine,C20H31N4O1,149.63,2.13,530.916,Alcohol
Dopamine,C18H8N3O7,123.3,3.69,141.29,Alkaloid
Adenosine triphosphate,C20H17N1O3,171.61,7.78,85.898,Lipid
Cholesterol,C6H22N3O4,635.02,9.06,8.385,Alcohol
Aspirin,C9H17N0O8,216.32,13.06,798.393,Organic Compound
Cholesterol,C3H30N5O8,443.76,11.59,804.005,Neurotransmitter
Adrenaline,C19H4N2O5,848.66,7.77,298.343,Alcohol
Cholesterol,C13H22N1O2,350.95,12.2,329.413,Organic Compound
Glucose,C8H6N1O9,312.12,1.67,336.864,Nucleotide
Urea,C14H17N0O2,600.29,2.3,420.953,Amide
Glucose,C18H18N0O9,870.86,8.07,511.175,Nucleotide
Urea,C16H34N5O8,276.33,N/A,832.729,Nucleotide
Urea,C17H4N4O7,897.91,N/A,117.503,Nucleotide
Cholesterol,C8H1N3O9,364.37,10.49,491.04,Amide
Serotonin,C18H39N1O6,698.83,13.89,569.916,Lipid
Caffeine,C17H17N5O3,770.17,N/A,572.341,Nucleotide
Ethanol,C7H21N2O2,734.96,7.45,742.18,Neurotransmitter
Caffeine,C11H37N1O5,875.66,N/A,225.192,Hormone
Adenosine triphosphate,C16H36N0O10,679.92,N/A,754.754,Carbohydrate
Aspirin,C14H9N5O2,427.0,N/A,621.016,Alcohol
Ethanol,C4H5N5O10,355.34,10.9,747.749,Alcohol
Aspirin,C1H5N4O3,182.8,N/A,812.29,Neurotransmitter
Ethanol,C4H33N5O8,827.32,7.18,550.508,Nucleotide
Ethanol,C15H38N3O6,171.4,N/A,214.744,Amide
Serotonin,C16H15N3O1,773.05,2.54,758.052,Alcohol
Dopamine,C8H19N4O8,106.73,4.84,712.421,Nucleotide
Cholesterol,C11H6N0O10,709.4,5.05,272.959,Alkaloid
Ethanol,C18H22N1O4,173.8,1.17,213.328,Carbohydrate
Cholesterol,C16H19N1O3,157.05,8.91,620.097,Alcohol
Glucose,C12H32N1O8,927.36,1.18,460.495,Alcohol
Adrenaline,C16H3N1O3,789.55,1.71,72.661,Amide
Caffeine,C3H8N4O0,911.17,1.79,327.395,Lipid
Adrenaline,C5H28N0O2,167.8,2.41,532.64,Hormone
Adrenaline,C17H23N5O2,730.02,8.43,752.876,Amide
Serotonin,C12H32N3O6,654.67,10.39,882.356,Alkaloid
Adrenaline,C12H24N3O4,850.7,N/A,91.245,Organic Compound
Cholesterol,C8H4N5O10,966.3,6.75,221.95,Alkaloid
Aspirin,C8H1N3O3,965.39,9.79,77.905,Alkaloid
Adenosine triphosphate,C9H5N2O3,493.13,6.97,171.817,Neurotransmitter
Caffeine,C20H28N2O10,754.13,9.33,722.476,Neurotransmitter
Adenosine triphosphate,C12H36N3O7,779.62,4.74,952.746,Alcohol
Glucose,C6H16N0O1,492.03,5.39,217.616,Lipid
Aspirin,C8H1N1O8,776.33,9.95,432.477,Carbohydrate
Urea,C14H2N5O8,254.51,2.51,191.48,Lipid
Dopamine,C4H26N0O3,435.85,3.25,321.077,Nucleotide
Adrenaline,C5H26N4O5,755.57,N/A,986.858,Neurotransmitter
Ethanol,C7H33N0O9,843.24,N/A,165.579,Neurotransmitter
Aspirin,C18H11N0O5,209.09,11.16,378.406,Alcohol
Glucose,C2H28N5O1,968.02,11.51,773.134,Hormone
Glucose,C1H8N4O1,701.53,N/A,442.16,Amide
Adrenaline,C10H18N5O7,726.19,4.16,911.111,Alkaloid
Urea,C1H40N5O5,450.53,12.91,461.322,Amide
Serotonin,C9H31N4O9,835.95,N/A,211.996,Amide
Cholesterol,C9H35N5O2,364.88,N/A,518.982,Carbohydrate
Adrenaline,C17H37N0O5,342.2,13.3,485.5,Organic Compound
Caffeine,C17H23N2O7,685.68,10.82,920.676,Hormone
Ethanol,C12H35N0O1,785.46,13.79,80.952,Hormone
Cholesterol,C5H32N3O9,850.34,10.36,665.467,Neurotransmitter
Ethanol,C19H13N5O0,259.84,11.91,84.198,Alcohol
Serotonin,C14H31N3O2,700.88,11.46,723.708,Alkaloid
Caffeine,C1H10N2O9,447.58,8.82,766.426,Hormone
Cholesterol,C3H16N4O4,113.29,9.23,990.771,Nucleotide
Glucose,C9H17N2O2,774.34,N/A,300.012,Nucleotide
Cholesterol,C20H39N1O10,780.13,1.92,82.647,Carbohydrate
Ethanol,C9H1N1O3,757.04,10.29,739.603,Amide
Glucose,C13H18N5O2,624.12,6.53,136.585,Lipid
Adrenaline,C20H6N4O2,826.73,8.37,230.743,Hormone
Cholesterol,C13H37N0O4,477.28,9.85,251.362,Lipid
Ethanol,C8H3N5O6,648.94,N/A,549.141,Alcohol
Aspirin,C11H32N0O2,550.22,13.76,74.455,Alkaloid
Caffeine,C8H25N0O5,472.81,N/A,680.915,Alkaloid
Caffeine,C15H24N5O5,221.97,6.2,866.153,Neurotransmitter
Glucose,C15H23N0O9,837.08,N/A,134.103,Nucleotide
Cholesterol,C18H34N1O5,887.98,2.47,963.407,Hormone
Dopamine,C13H9N5O0,928.49,N/A,838.69,Alkaloid
Aspirin,C12H15N4O9,954.6,13.99,381.626,Hormone
Urea,C15H17N4O5,159.5,8.97,522.82,Nucleotide
Serotonin,C16H22N1O4,532.38,N/A,263.004,Alcohol
Urea,C14H1N3O3,460.54,2.92,51.783,Hormone
Glucose,C13H11N5O9,70.51,N/A,385.479,Organic Compound
Aspirin,C5H36N0O3,923.51,5.39,633.385,Nucleotide
Aspirin,C14H6N4O4,348.4,8.83,259.535,Amide
Cholesterol,C16H34N3O7,935.51,10.01,965.721,Lipid
Ethanol,C4H2N0O7,662.53,3.85,15.662,Hormone
Aspirin,C12H32N4O10,119.25,N/A,558.217,Lipid
Glucose,C2H7N1O7,955.97,10.61,682.253,Organic Compound
Glucose,C15H27N3O4,496.39,8.71,185.474,Hormone
Urea,C14H23N1O5,768.42,13.83,346.505,Carbohydrate
Glucose,C6H39N0O4,570.96,6.93,671.883,Neurotransmitter
Urea,C6H40N2O10,505.11,11.38,253.329,Carbohydrate
Dopamine,C18H16N2O5,534.86,1.51,14.046,Organic Compound
Aspirin,C11H3N3O10,645.31,N/A,283.77,Alcohol
Dopamine,C9H18N5O10,239.86,9.78,373.047,Hormone
Caffeine,C13H33N0O10,285.48,2.78,2.391,Nucleotide
Ethanol,C3H11N5O10,780.41,10.11,906.111,Hormone
Serotonin,C16H35N5O9,295.92,10.99,332.202,Alkaloid
Serotonin,C5H3N5O0,603.95,N/A,335.951,Neurotransmitter
Dopamine,C5H22N0O9,626.15,3.94,954.287,Nucleotide
Urea,C19H26N4O4,574.3,6.98,862.245,Carbohydrate
Cholesterol,C8H6N2O4,509.08,N/A,857.134,Neurotransmitter
Adrenaline,C11H14N5O9,160.19,N/A,655.046,Neurotransmitter
Cholesterol,C13H33N1O4,247.62,3.87,832.76,Organic Compound
Adrenaline,C2H4N3O0,864.84,N/A,963.242,Carbohydrate
Caffeine,C19H5N4O1,335.61,N/A,10.896,Alcohol
Serotonin,C15H12N2O8,101.33,12.22,78.748,Nucleotide
Cholesterol,C20H3N4O5,712.25,N/A,551.386,Amide
Aspirin,C5H37N4O9,169.35,7.36,824.182,Lipid
Aspirin,C16H17N2O0,176.96,4.83,292.973,Nucleotide
Cholesterol,C5H4N2O9,803.59,9.9,722.358,Neurotransmitter
Dopamine,C5H27N2O3,914.02,6.0,850.572,Organic Compound
Dopamine,C14H3N1O7,915.95,10.22,661.665,Organic Compound
Caffeine,C5H26N4O9,122.06,12.53,830.567,Lipid
Ethanol,C15H22N0O10,766.41,6.12,91.357,Carbohydrate
Cholesterol,C19H9N0O0,925.22,11.96,786.398,Alkaloid
Aspirin,C20H2N0O7,321.47,12.1,993.995,Organic Compound
Glucose,C6H10N0O5,854.63,N/A,668.833,Alkaloid
Ethanol,C19H38N5O5,650.26,6.5,865.986,Neurotransmitter
Aspirin,C7H34N1O4,432.2,11.16,547.59,Nucleotide
Adenosine triphosphate,C4H3N3O4,329.64,5.7,951.339,Nucleotide
Serotonin,C10H8N5O0,64.89,8.02,26.757,Neurotransmitter
Adrenaline,C4H1N3O4,186.36,11.07,267.622,Carbohydrate
Dopamine,C9H36N2O5,985.75,11.54,174.298,Alkaloid
Serotonin,C3H16N5O5,432.73,7.96,202.24,Neurotransmitter
Ethanol,C15H6N3O10,849.01,6.79,472.964,Amide
Adrenaline,C17H27N3O9,371.05,1.51,851.613,Hormone
Aspirin,C10H22N4O1,126.99,9.65,648.632,Lipid
Aspirin,C2H36N1O9,434.36,5.02,78.348,Amide
Aspirin,C14H3N3O10,188.75,1.46,699.528,Neurotransmitter
Aspirin,C2H21N0O4,702.39,7.27,653.388,Hormone
Ethanol,C3H24N1O1,177.11,N/A,962.373,Alkaloid
Dopamine,C8H13N0O8,187.96,5.09,150.025,Amide
Adenosine triphosphate,C8H40N5O4,482.3,N/A,685.005,Amide
Cholesterol,C12H17N4O10,353.08,4.83,996.053,Hormone
Aspirin,C5H9N4O8,877.05,6.51,365.792,Lipid
Caffeine,C17H37N4O3,189.9,2.88,52.745,Hormone
Cholesterol,C4H3N0O7,317.29,3.18,62.672,Neurotransmitter
Aspirin,C18H14N4O4,406.24,3.53,882.294,Neurotransmitter
Serotonin,C20H5N2O5,267.94,11.08,452.628,Carbohydrate
Dopamine,C1H39N2O4,732.95,7.09,702.433,Neurotransmitter
Urea,C18H30N5O4,484.34,12.76,64.284,Hormone
Aspirin,C10H28N4O5,215.2,12.95,228.839,Lipid
Adrenaline,C1H7N1O6,661.57,9.2,256.199,Lipid
Aspirin,C5H36N4O7,755.71,11.58,45.63,Lipid
Adenosine triphosphate,C7H9N5O2,596.18,1.71,431.24,Hormone
Dopamine,C13H20N5O7,199.49,1.71,423.585,Hormone
Urea,C9H29N1O1,955.4,10.74,549.401,Carbohydrate
Glucose,C7H27N5O4,100.36,8.69,101.1,Neurotransmitter
Serotonin,C9H14N4O0,633.9,7.63,757.262,Hormone
Serotonin,C2H37N5O4,947.74,7.87,848.478,Lipid
Ethanol,C20H10N4O3,355.61,N/A,807.483,Nucleotide
Caffeine,C18H12N0O7,622.36,2.98,820.275,Nucleotide
Glucose,C18H17N4O3,747.62,10.77,399.395,Lipid
Serotonin,C20H19N5O4,221.61,12.02,97.137,Nucleotide
Urea,C14H14N0O5,748.07,13.27,130.88,Carbohydrate
Adrenaline,C3H18N3O6,144.62,11.53,56.068,Lipid
Adrenaline,C13H9N4O7,957.89,N/A,917.718,Amide
Cholesterol,C4H25N0O10,809.88,1.84,708.571,Hormone
