compound,formula,mw,pka,solubility_mg_ml,class
Caffeine,C1H39N5O3,492.72,9.63,462.218,Organic Compound
Urea,C18H29N1O3,696.49,6.46,658.274,Amide
Ethanol,C10H13N1O2,521.69,12.09,893.956,Alkaloid
Urea,C20H31N1O1,733.89,11.23,529.873,Amide
Serotonin,C14H26N0O10,474.01,8.73,860.829,Lipid
Urea,C5H24N2O6,680.02,12.19,983.725,Hormone
Serotonin,C15H7N2O9,817.58,2.49,97.399,Amide
Urea,C12H14N5O10,472.9,9.22,306.162,Carbohydrate
Glucose,C7H33N4O4,672.51,6.16,41.609,Alcohol
Glucose,C1H36N2O4,384.84,13.87,866.61,Alcohol
Cholesterol,C10H14N3O0,384.64,N/A,327.396,Carbohydrate
Glucose,C4H3N0O10,954.22,2.07,649.503,Organic Compound
Aspirin,C7H1N0O8,246.51,13.56,576.834,Amide
Glucose,C15H7N0O0,94.74,13.43,944.928,Alcohol
Cholesterol,C20H37N5O9,414.98,7.64,328.182,Hormone
Serotonin,C15H2N2O1,679.05,10.32,988.958,Neurotransmitter
Caffeine,C1H27N3O8,706.08,5.95,476.129,Carbohydrate
Adrenaline,C8H2N5O4,565.09,6.8,383.189,Amide
Adenosine triphosphate,C10H1N0O5,601.13,3.58,785.946,Alkaloid
Ethanol,C9H8N2O2,851.9,8.44,26.055,Carbohydrate
Ethanol,C14H17N5O9,175.89,7.24,49.071,Organic Compound
Serotonin,C10H6N5O7,817.4,5.92,483.449,Hormone
Adenosine triphosphate,C5H37N5O6,797.8,11.05,271.056,Lipid
Dopamine,C17H31N0O7,413.91,12.07,409.123,Lipid
Aspirin,C20H16N4O1,578.5,6.95,119.131,Carbohydrate
Aspirin,C12H30N2O1,53.83,N/A,140.947,Alcohol
Aspirin,C18H7N1O6,885.66,N/A,596.501,Alcohol
Dopamine,C9H13N5O0,252.18,13.96,255.564,Carbohydrate
Glucose,C8H21N5O1,759.72,N/A,430.362,Neurotransmitter
Caffeine,C12H10N2O6,288.41,N/A,728.057,Alcohol
Caffeine,C4H26N2O7,809.47,6.46,944.681,Amide
Adenosine triphosphate,C9H17N1O7,902.21,N/A,213.511,Amide
Dopamine,C4H19N4O5,650.9,N/A,27.458,Nucleotide
Ethanol,C7H30N3O0,888.14,11.39,865.553,Neurotransmitter
Adenosine triphosphate,C4H5N4O4,868.73,11.82,590.213,Neurotransmitter
