compound,formula,mw,pka,solubility_mg_ml,class
Dopamine,C4H16N4O10,462.6,10.12,640.245,Alcohol
Cholesterol,C12H13N5O9,756.18,1.62,147.818,Alcohol
Serotonin,C8H20N1O0,491.43,8.42,972.226,Lipid
Aspirin,C12H23N2O2,497.91,13.57,806.401,Alcohol
Cholesterol,C15H8N0O9,438.78,3.73,614.995,Lipid
Adrenaline,C2H16N0O7,829.47,10.35,523.514,Alcohol
Serotonin,C7H26N4O4,115.3,13.53,347.943,Alcohol
Caffeine,C14H37N5O7,167.81,2.79,306.129,Neurotransmitter
Aspirin,C5H7N5O7,316.28,10.7,144.928,Alcohol
Cholesterol,C5H10N5O7,323.92,11.64,741.167,Alkaloid
Glucose,C12H40N4O2,894.29,N/A,342.854,Lipid
Cholesterol,C3H37N3O3,453.4,9.02,64.074,Alkaloid
Ethanol,C20H38N4O1,659.19,6.93,472.713,Amide
Cholesterol,C12H34N3O3,136.71,11.57,790.99,Organic Compound
Cholesterol,C17H35N5O2,557.24,N/A,653.072,Alkaloid
Aspirin,C17H2N5O4,573.14,4.73,376.404,Amide
Serotonin,C15H1N4O0,435.88,1.66,811.553,Nucleotide
Aspirin,C18H30N5O8,162.05,5.42,886.412,Organic Compound
Urea,C10H20N1O0,239.0,10.76,926.52,Lipid
Ethanol,C15H29N2O8,193.83,7.74,653.371,Hormone
Adenosine triphosphate,C18H39N1O6,584.7,N/A,79.522,Alcohol
Adenosine triphosphate,C3H30N5O5,314.11,5.39,724.625,Alkaloid
Aspirin,C17H2N5O8,368.1,8.86,279.733,Nucleotide
Dopamine,C6H36N5O1,89.73,1.02,843.884,Carbohydrate
Adenosine triphosphate,C9H2N2O0,793.34,N/A,195.638,Carbohydrate
Dopamine,C17H32N0O8,316.3,8.27,388.169,Alkaloid
Glucose,C3H22N1O4,846.93,9.54,111.531,Hormone
Cholesterol,C18H23N5O2,579.11,N/A,231.996,Organic Compound
Adrenaline,C3H7N1O1,942.57,2.56,694.989,Hormone
Aspirin,C10H36N1O6,896.51,N/A,639.605,Amide
Glucose,C8H40N0O2,524.18,N/A,361.3,Organic Compound
Glucose,C11H4N4O0,435.66,1.04,748.176,Lipid
Ethanol,C10H22N2O6,452.98,N/A,620.302,Neurotransmitter
Aspirin,C8H39N0O9,459.85,N/A,833.658,Alkaloid
Adenosine triphosphate,C4H16N0O3,249.93,13.34,813.007,Neurotransmitter
Cholesterol,C6H11N3O3,535.98,1.99,390.654,Nucleotide
Serotonin,C18H31N1O3,314.45,2.25,923.042,Alkaloid
Adenosine triphosphate,C11H28N5O10,53.12,10.62,757.377,Organic Compound
Serotonin,C8H25N0O0,297.03,12.59,636.087,Amide
Serotonin,C10H35N4O6,980.29,4.78,410.576,Neurotransmitter
Dopamine,C9H16N5O6,854.2,11.57,278.679,Carbohydrate
Cholesterol,C17H19N5O9,815.98,3.25,867.848,Alkaloid
Aspirin,C12H8N4O2,638.53,8.4,344.488,Alcohol
Adrenaline,C12H38N1O6,291.53,10.76,165.506,Amide
Adrenaline,C1H28N2O7,460.25,N/A,334.4,Carbohydrate
Adenosine triphosphate,C5H33N1O0,160.94,4.11,807.165,Lipid
Caffeine,C19H17N0O4,829.78,N/A,148.027,Amide
Aspirin,C4H8N2O6,828.3,11.49,996.158,Organic Compound
Dopamine,C5H16N3O2,352.74,N/A,592.061,Lipid
Adenosine triphosphate,C18H26N0O3,442.91,3.62,209.744,Nucleotide
Serotonin,C12H6N5O8,593.6,13.1,855.19,Alkaloid
Aspirin,C3H18N3O10,895.22,3.0,56.214,Neurotransmitter
Glucose,C19H13N5O9,55.15,13.28,883.354,Neurotransmitter
Ethanol,C8H5N1O2,972.67,13.38,426.619,Organic Compound
Adenosine triphosphate,C7H32N5O3,913.22,9.93,283.122,Alkaloid
Caffeine,C17H24N5O10,908.36,N/A,951.46,Carbohydrate
