compound,formula,mw,pka,solubility_mg_ml,class
Cholesterol,C20H17N1O9,114.65,N/A,894.375,Nucleotide
Urea,C9H39N0O1,922.66,12.23,133.761,Amide
Dopamine,C10H8N0O6,375.84,5.61,516.701,Hormone
Cholesterol,C1H34N4O5,417.96,11.12,32.591,Neurotransmitter
Caffeine,C13H20N5O8,990.23,13.5,371.868,Neurotransmitter
Aspirin,C13H16N3O6,799.85,10.18,599.188,Hormone
Aspirin,C4H7N1O10,157.61,N/A,522.441,Nucleotide
Adenosine triphosphate,C14H25N3O3,637.26,3.66,654.304,Neurotransmitter
Dopamine,C17H25N1O0,631.94,1.68,805.107,Neurotransmitter
Cholesterol,C6H40N1O8,840.81,8.08,902.859,Nucleotide
Ethanol,C12H6N4O0,730.52,N/A,477.305,Alkaloid
Adenosine triphosphate,C17H6N2O9,544.35,12.33,635.969,Alcohol
Glucose,C14H31N5O1,165.73,N/A,187.605,Amide
Ethanol,C9H15N0O1,542.05,12.61,900.019,Organic Compound
Adrenaline,C11H34N4O8,577.8,13.64,210.42,Amide
Dopamine,C13H13N0O5,235.53,N/A,191.631,Carbohydrate
Caffeine,C17H23N4O2,963.07,7.03,540.642,Neurotransmitter
Dopamine,C3H19N1O3,366.86,4.41,944.791,Alcohol
Cholesterol,C15H17N2O10,256.53,9.57,43.396,Amide
Glucose,C11H27N5O8,343.01,9.84,58.593,Alcohol
Glucose,C16H24N4O0,323.25,7.69,283.814,Nucleotide
Cholesterol,C13H36N0O7,314.24,N/A,707.416,Carbohydrate
Serotonin,C8H15N5O6,127.45,7.13,216.773,Amide
Serotonin,C14H1N1O10,941.37,6.4,835.131,Neurotransmitter
Urea,C14H7N4O2,124.68,N/A,276.681,Hormone
Caffeine,C3H16N4O5,668.83,3.57,158.063,Neurotransmitter
Cholesterol,C6H25N0O5,191.51,N/A,493.375,Organic Compound
Adrenaline,C13H28N5O3,323.85,3.97,17.351,Amide
Dopamine,C8H11N4O3,973.82,13.11,45.463,Lipid
Urea,C20H21N3O5,931.08,7.36,337.292,Hormone
Aspirin,C1H34N4O7,982.24,8.84,687.809,Amide
Ethanol,C20H26N0O7,845.4,12.7,726.067,Hormone
Caffeine,C8H37N3O5,338.03,2.46,164.426,Organic Compound
Adenosine triphosphate,C4H16N1O3,995.22,N/A,876.762,Amide
Glucose,C19H10N4O1,220.93,10.05,774.914,Carbohydrate
Cholesterol,C20H16N2O6,565.65,N/A,296.329,Organic Compound
Serotonin,C20H10N4O9,351.27,3.34,609.857,Hormone
Ethanol,C16H13N1O2,929.71,12.76,768.416,Lipid
Adrenaline,C14H35N5O9,348.15,4.35,239.851,Alkaloid
Serotonin,C4H6N2O1,266.15,7.44,844.494,Neurotransmitter
Adenosine triphosphate,C15H29N5O0,217.9,3.35,655.445,Hormone
Serotonin,C3H23N0O5,988.15,11.9,977.351,Alkaloid
Adenosine triphosphate,C16H19N0O7,712.33,4.18,595.69,Carbohydrate
Dopamine,C20H10N5O4,64.7,13.3,85.257,Nucleotide
Caffeine,C7H1N1O10,684.28,6.46,651.145,Lipid
Aspirin,C5H20N1O2,449.57,13.59,844.643,Nucleotide
Glucose,C14H23N1O0,890.61,N/A,43.023,Hormone
Glucose,C18H5N2O3,978.19,8.22,599.302,Neurotransmitter
Urea,C5H22N2O4,635.04,12.94,226.397,Nucleotide
Ethanol,C2H34N2O10,922.86,4.84,34.301,Nucleotide
Serotonin,C11H26N4O10,774.66,5.72,762.784,Hormone
Ethanol,C4H20N4O0,832.0,6.35,160.072,Alkaloid
Aspirin,C18H21N5O8,906.35,4.18,872.631,Amide
Dopamine,C19H9N5O8,313.77,N/A,521.776,Alkaloid
Ethanol,C11H16N0O4,503.45,6.26,269.26,Organic Compound
Aspirin,C16H4N2O4,220.02,12.4,982.408,Hormone
Cholesterol,C5H3N3O4,319.71,2.35,912.468,Amide
Aspirin,C3H21N3O8,910.53,10.1,678.574,Organic Compound
Caffeine,C18H20N3O2,656.87,12.47,567.268,Organic Compound
Urea,C12H31N0O0,575.22,N/A,911.56,Amide
Adrenaline,C17H7N2O8,909.99,13.92,677.512,Alkaloid
Glucose,C7H30N3O2,736.16,N/A,738.308,Nucleotide
Cholesterol,C1H1N0O2,677.0,5.89,847.135,Hormone
Urea,C1H20N3O3,594.47,1.41,409.83,Hormone
Cholesterol,C5H3N5O1,879.25,7.64,960.474,Lipid
Urea,C9H15N5O8,730.6,1.82,443.024,Organic Compound
Dopamine,C6H37N0O5,525.71,5.04,331.723,Lipid
Adenosine triphosphate,C18H35N3O10,314.0,3.16,679.686,Lipid
Adenosine triphosphate,C8H8N0O0,857.93,N/A,963.727,Organic Compound
Caffeine,C14H2N0O5,773.36,10.39,269.58,Organic Compound
Dopamine,C8H21N3O0,286.36,11.19,668.371,Organic Compound
Adrenaline,C2H6N2O10,573.76,3.83,60.183,Amide
Caffeine,C19H28N5O7,134.31,8.48,528.201,Alcohol
Adenosine triphosphate,C1H39N2O1,630.36,6.62,972.878,Organic Compound
Dopamine,C2H11N2O6,289.0,11.2,878.108,Organic Compound
Urea,C13H22N5O10,823.41,7.31,705.956,Neurotransmitter
Ethanol,C9H30N4O1,380.72,13.46,32.72,Lipid
Serotonin,C3H25N1O0,346.39,6.49,91.122,Lipid
Ethanol,C17H29N2O6,255.17,10.36,25.191,Organic Compound
Dopamine,C1H2N3O6,513.79,N/A,108.374,Alkaloid
Cholesterol,C14H34N4O10,979.51,11.26,807.42,Amide
Serotonin,C20H1N2O2,997.73,6.81,597.757,Alcohol
Urea,C9H9N5O10,393.35,2.51,629.345,Carbohydrate
Adenosine triphosphate,C6H14N0O10,845.97,12.38,746.015,Alkaloid
Urea,C1H1N4O8,64.17,N/A,53.962,Neurotransmitter
Glucose,C14H3N4O5,817.3,1.64,151.006,Amide
Glucose,C20H38N1O7,112.29,N/A,112.136,Carbohydrate
Ethanol,C17H32N0O6,401.58,8.47,446.195,Neurotransmitter
Cholesterol,C14H31N1O2,690.88,7.0,546.383,Alcohol
Adrenaline,C8H1N1O3,453.25,2.86,584.876,Neurotransmitter
Aspirin,C16H35N1O5,869.46,8.73,978.815,Nucleotide
Dopamine,C4H22N1O3,415.21,1.3,337.847,Alcohol
Urea,C17H3N0O6,868.21,N/A,788.027,Nucleotide
Adenosine triphosphate,C9H31N5O2,888.64,2.64,462.129,Nucleotide
Urea,C8H31N5O0,224.12,12.42,574.263,Lipid
Glucose,C8H16N3O9,943.75,1.28,0.061,Alkaloid
Cholesterol,C4H1N5O6,967.59,1.14,972.924,Nucleotide
Cholesterol,C12H17N0O7,896.9,3.3,607.192,Carbohydrate
Glucose,C12H38N2O10,970.81,4.77,244.567,Alcohol
Adrenaline,C18H39N1O9,675.83,10.99,0.549,Neurotransmitter
Adrenaline,C5H2N3O0,160.83,11.17,566.977,Organic Compound
Cholesterol,C20H16N4O5,640.15,4.89,429.919,Organic Compound
Aspirin,C4H34N4O6,538.61,N/A,709.206,Neurotransmitter
Dopamine,C2H14N2O1,763.91,2.52,584.891,Carbohydrate
Caffeine,C19H32N4O7,789.57,N/A,358.361,Organic Compound
Caffeine,C17H18N1O1,483.1,1.19,344.147,Carbohydrate
Urea,C5H30N2O7,866.22,10.72,807.205,Alcohol
Glucose,C1H1N1O5,768.74,2.4,707.181,Amide
Caffeine,C14H13N3O8,172.91,11.84,923.319,Nucleotide
Glucose,C20H39N5O5,937.98,N/A,788.595,Alcohol
Serotonin,C10H9N0O2,614.07,6.66,342.523,Nucleotide
Adrenaline,C4H4N3O7,518.52,9.72,396.091,Nucleotide
Dopamine,C8H39N3O7,660.55,3.73,614.434,Hormone
Dopamine,C9H31N4O4,586.0,8.7,659.636,Amide
Caffeine,C7H19N4O2,562.42,3.65,542.635,Carbohydrate
Adenosine triphosphate,C20H34N5O4,367.56,11.63,58.75,Organic Compound
Aspirin,C5H6N1O0,147.92,12.19,595.207,Neurotransmitter
Urea,C13H11N4O5,464.66,5.56,70.986,Alkaloid
Dopamine,C12H16N0O0,456.7,2.81,257.026,Carbohydrate
Dopamine,C6H27N1O6,510.28,8.26,522.631,Alkaloid
Caffeine,C4H25N4O1,870.17,7.65,597.665,Alkaloid
Aspirin,C20H33N1O3,306.14,3.28,958.288,Nucleotide
Aspirin,C3H20N1O2,711.53,N/A,781.953,Alkaloid
Caffeine,C13H18N2O10,975.53,N/A,110.91,Lipid
Adenosine triphosphate,C1H3N2O0,753.01,9.72,750.938,Neurotransmitter
Dopamine,C5H3N1O7,703.93,12.83,621.482,Organic Compound
Cholesterol,C7H39N0O6,475.16,13.46,967.25,Carbohydrate
Serotonin,C6H34N5O1,354.59,11.38,433.489,Hormone
Aspirin,C12H5N0O4,727.11,N/A,805.57,Neurotransmitter
Ethanol,C8H32N2O2,825.77,12.08,461.6,Carbohydrate
Adrenaline,C16H8N1O8,541.71,7.37,273.087,Amide
Serotonin,C16H29N2O3,285.08,13.99,200.841,Alkaloid
Urea,C3H15N4O1,644.4,4.04,919.606,Nucleotide
Ethanol,C8H32N0O8,90.1,3.85,950.449,Alkaloid
Serotonin,C2H37N5O3,244.45,2.72,407.42,Carbohydrate
Dopamine,C13H23N5O4,498.23,1.76,622.073,Organic Compound
Glucose,C13H6N2O3,550.37,3.52,762.072,Carbohydrate
Cholesterol,C6H17N3O7,781.84,N/A,507.268,Hormone
Aspirin,C11H15N4O2,275.55,1.93,107.346,Neurotransmitter
Glucose,C19H19N3O6,798.48,2.72,512.195,Hormone
Aspirin,C8H16N3O0,966.62,N/A,80.788,Alkaloid
Glucose,C5H3N5O2,857.72,5.61,424.193,Alcohol
Urea,C2H30N2O3,913.2,2.76,682.516,Organic Compound
Cholesterol,C4H36N3O2,189.55,1.39,982.911,Nucleotide
Serotonin,C7H13N5O6,290.12,12.95,223.487,Amide
Cholesterol,C3H16N4O1,307.88,1.88,798.677,Nucleotide
Serotonin,C19H30N0O9,599.26,9.28,171.303,Alcohol
Urea,C17H5N4O2,195.24,7.11,537.841,Carbohydrate
Ethanol,C18H15N4O2,417.49,4.85,945.312,Amide
Aspirin,C20H29N3O3,557.32,4.38,553.178,Amide
Adenosine triphosphate,C13H32N5O6,313.85,N/A,489.255,Organic Compound
Adrenaline,C10H39N3O0,916.95,8.07,977.873,Alkaloid
Glucose,C13H27N5O9,533.68,8.32,321.734,Hormone
Aspirin,C7H5N2O10,855.3,3.87,326.858,Neurotransmitter
Ethanol,C7H38N1O8,634.83,5.93,609.203,Amide
Adrenaline,C9H28N4O0,903.47,5.51,677.458,Amide
Glucose,C6H27N3O4,951.08,7.6,497.979,Alcohol
Cholesterol,C11H20N4O3,610.84,7.81,4.59,Nucleotide
Urea,C12H22N4O2,105.04,N/A,560.014,Hormone
Adenosine triphosphate,C7H33N1O7,300.38,8.86,511.36,Organic Compound
Serotonin,C18H18N3O5,381.38,3.92,871.907,Lipid
Adenosine triphosphate,C4H16N1O9,417.12,7.15,1.883,Lipid
Serotonin,C7H16N1O7,206.81,8.62,343.341,Alcohol
Aspirin,C4H24N5O7,398.11,11.68,29.649,Amide
