compound,formula,mw,pka,solubility_mg_ml,class
Urea,C9H24N0O1,549.0,1.21,307.679,Alkaloid
Ethanol,C20H10N2O7,744.25,9.32,219.741,Alkaloid
Ethanol,C2H27N1O5,152.58,N/A,409.157,Carbohydrate
Adenosine triphosphate,C6H15N4O6,538.56,2.68,250.264,Neurotransmitter
Adrenaline,C2H22N2O4,909.41,1.62,949.616,Neurotransmitter
Serotonin,C20H10N2O5,180.35,5.52,673.517,Carbohydrate
Caffeine,C6H19N3O3,486.25,1.03,595.951,Lipid
Ethanol,C4H2N2O9,217.89,4.07,371.87,Lipid
Dopamine,C11H30N3O1,736.28,8.69,569.6,Lipid
Serotonin,C17H5N5O9,318.25,N/A,918.283,Alcohol
Cholesterol,C3H28N1O5,344.73,10.51,608.463,Neurotransmitter
Adrenaline,C11H3N5O10,813.86,2.22,491.796,Nucleotide
Dopamine,C3H38N5O3,275.57,2.17,278.999,Neurotransmitter
Adenosine triphosphate,C18H30N2O6,511.59,N/A,558.004,Amide
Ethanol,C9H31N3O9,345.48,3.16,812.309,Organic Compound
Serotonin,C11H31N3O1,259.93,4.38,208.267,Amide
Ethanol,C12H36N5O3,162.25,6.71,21.807,Organic Compound
Urea,C11H24N5O1,570.37,2.37,694.971,Alkaloid
Serotonin,C6H9N0O0,898.39,3.91,976.15,Hormone
Aspirin,C4H24N4O5,905.04,13.95,206.532,Alcohol
Cholesterol,C13H26N3O0,543.55,N/A,550.894,Amide
Adenosine triphosphate,C4H26N1O3,413.81,1.44,591.336,Organic Compound
Cholesterol,C17H7N5O9,431.87,8.13,837.875,Carbohydrate
Aspirin,C5H7N5O6,619.78,13.29,434.616,Alkaloid
Aspirin,C6H2N3O7,237.22,4.63,973.721,Carbohydrate
Serotonin,C3H23N4O6,627.56,6.77,78.347,Alcohol
Glucose,C8H20N0O4,294.04,N/A,147.0,Alkaloid
Adrenaline,C1H20N5O6,184.34,2.56,57.922,Lipid
Ethanol,C6H5N1O0,824.18,N/A,348.853,Organic Compound
Ethanol,C20H6N5O10,231.43,9.74,292.046,Hormone
Serotonin,C14H38N0O10,903.2,3.92,261.268,Neurotransmitter
Aspirin,C18H37N1O1,300.57,N/A,179.478,Carbohydrate
Adenosine triphosphate,C9H9N0O1,76.46,9.45,576.681,Alcohol
Serotonin,C12H6N1O4,312.07,2.42,323.947,Alcohol
Adrenaline,C17H2N3O10,966.3,1.13,943.811,Alkaloid
Caffeine,C8H18N0O7,200.49,5.01,488.369,Organic Compound
Urea,C12H16N3O4,321.31,5.83,530.574,Carbohydrate
Cholesterol,C12H40N0O0,297.29,7.64,587.851,Amide
Aspirin,C1H14N1O5,796.92,11.75,428.013,Amide
Caffeine,C8H13N4O8,599.99,4.34,542.263,Neurotransmitter
Adenosine triphosphate,C20H38N3O3,416.46,7.23,339.546,Carbohydrate
Aspirin,C16H7N2O3,918.62,5.31,844.522,Lipid
Ethanol,C20H11N5O0,771.58,3.05,911.05,Neurotransmitter
Glucose,C14H15N3O9,588.49,13.4,697.16,Neurotransmitter
Serotonin,C11H21N0O8,540.32,6.74,466.006,Organic Compound
Cholesterol,C5H6N0O8,288.79,N/A,426.623,Carbohydrate
Ethanol,C16H14N0O4,457.76,3.69,399.708,Nucleotide
Urea,C18H23N4O6,489.1,5.97,190.805,Alcohol
Urea,C2H27N4O0,626.47,1.35,457.071,Organic Compound
Dopamine,C12H8N0O5,280.93,5.23,511.95,Organic Compound
Adenosine triphosphate,C16H37N0O9,961.56,N/A,524.084,Alcohol
Urea,C13H36N4O4,134.67,3.02,118.95,Hormone
Ethanol,C1H6N0O0,136.01,13.03,954.656,Hormone
Glucose,C7H31N3O7,171.22,3.6,423.879,Alkaloid
Dopamine,C1H28N2O7,250.48,13.94,103.222,Neurotransmitter
Glucose,C1H36N5O8,935.7,N/A,549.05,Alkaloid
Aspirin,C18H12N2O8,813.64,10.61,384.388,Alcohol
Adrenaline,C16H7N0O5,834.69,12.38,165.07,Organic Compound
Aspirin,C8H2N2O7,792.58,13.5,483.034,Neurotransmitter
Glucose,C3H11N1O10,639.84,10.48,687.005,Carbohydrate
Glucose,C4H10N3O8,93.38,4.3,254.252,Organic Compound
Serotonin,C15H35N3O5,378.54,1.54,713.625,Nucleotide
Aspirin,C16H5N1O7,463.56,N/A,536.754,Amide
Adenosine triphosphate,C7H30N4O10,814.57,5.01,167.42,Lipid
Adrenaline,C10H30N5O7,357.22,11.64,75.955,Lipid
Dopamine,C4H21N5O1,226.62,3.16,817.062,Amide
Dopamine,C9H25N4O7,696.86,N/A,754.253,Carbohydrate
Ethanol,C16H1N2O3,339.58,9.35,579.021,Alcohol
Glucose,C1H33N1O1,685.24,13.17,139.567,Lipid
Urea,C8H30N2O1,658.05,N/A,316.495,Carbohydrate
Caffeine,C19H2N0O9,937.68,2.77,194.992,Neurotransmitter
Glucose,C7H37N2O0,187.03,N/A,310.975,Nucleotide
Caffeine,C10H26N1O7,299.13,6.19,655.328,Amide
Cholesterol,C16H37N5O2,690.24,10.74,511.291,Nucleotide
Adrenaline,C10H22N2O0,245.0,N/A,871.696,Organic Compound
Ethanol,C11H20N2O3,619.99,N/A,229.72,Organic Compound
Adrenaline,C11H31N2O9,222.18,N/A,730.53,Neurotransmitter
Glucose,C7H7N5O1,286.71,1.44,703.685,Neurotransmitter
Adrenaline,C3H28N2O6,871.89,N/A,204.155,Alcohol
Ethanol,C20H7N2O5,681.64,5.72,784.796,Hormone
Glucose,C14H2N5O5,631.97,1.42,256.623,Hormone
Serotonin,C17H22N5O7,769.11,N/A,98.394,Hormone
Dopamine,C10H8N2O4,670.19,12.04,188.413,Alcohol
