cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_41593,Epithelial,56.48,40,66.43
CELL_91869,Fibroblast,74.54,25,61.24
CELL_50643,Neuron,5.42,21,56.08
CELL_25999,Fibroblast,26.5,40,56.01
CELL_38253,Erythrocyte,72.61,44,85.77
CELL_35564,Stem Cell,45.96,5,63.24
CELL_94287,Fibroblast,112.26,38,58.22
CELL_63307,Epithelial,7.71,11,85.1
CELL_17717,Epithelial,96.09,25,95.58
CELL_39083,Erythrocyte,18.06,29,67.37
CELL_65736,Fibroblast,108.89,49,79.47
CELL_35538,Fibroblast,33.41,23,58.24
CELL_35725,Fibroblast,57.32,27,58.08
CELL_57347,Myocyte,55.77,28,89.23
CELL_78291,Stem Cell,20.08,43,66.35
CELL_23602,Myocyte,11.4,24,56.13
CELL_26280,Neuron,89.84,48,59.36
CELL_95808,Erythrocyte,90.92,36,81.12
CELL_51515,Fibroblast,42.93,39,52.22
CELL_53923,Epithelial,85.64,28,59.72
CELL_20392,Stem Cell,13.3,43,51.67
CELL_20611,Leukocyte,55.87,11,73.78
CELL_75155,Neuron,73.99,35,70.11
CELL_70140,Leukocyte,87.3,14,60.19
CELL_92617,Stem Cell,86.7,40,62.56
CELL_57505,Leukocyte,69.6,50,77.16
CELL_49669,Epithelial,81.96,44,71.49
CELL_36859,Neuron,51.78,41,62.53
CELL_16180,Fibroblast,75.72,41,61.04
CELL_93086,Myocyte,56.87,14,98.13
CELL_20875,Leukocyte,89.1,45,92.66
CELL_87460,Stem Cell,21.74,14,95.3
CELL_69773,Epithelial,76.58,29,54.17
CELL_62826,Myocyte,107.56,48,51.97
CELL_24027,Leukocyte,112.68,34,95.32
CELL_67853,Fibroblast,116.58,14,95.18
CELL_97869,Neuron,15.08,30,99.42
CELL_47514,Leukocyte,5.62,34,72.86
CELL_23081,Myocyte,62.34,15,55.62
CELL_59040,Fibroblast,45.53,23,91.63
CELL_70091,Leukocyte,39.92,49,57.65
CELL_74356,Myocyte,66.61,28,61.22
CELL_28143,Erythrocyte,20.52,29,61.78
CELL_63067,Myocyte,100.98,31,77.62
CELL_77135,Leukocyte,85.42,5,95.0
CELL_47868,Epithelial,73.16,33,63.85
CELL_63415,Erythrocyte,20.12,14,56.23
CELL_91815,Leukocyte,52.0,27,91.15
CELL_40521,Leukocyte,74.64,48,74.67
CELL_31906,Neuron,59.11,46,50.22
CELL_86377,Stem Cell,43.19,19,55.17
CELL_65952,Epithelial,30.47,42,65.26
CELL_48881,Epithelial,34.48,10,67.58
CELL_53142,Leukocyte,58.61,27,64.81
CELL_16594,Epithelial,38.77,15,51.79
CELL_29291,Epithelial,26.46,44,67.35
CELL_92049,Leukocyte,61.89,13,98.51
CELL_68369,Fibroblast,17.9,5,61.71
CELL_40420,Stem Cell,25.33,32,87.64
CELL_37521,Neuron,55.39,13,87.35
CELL_19293,Myocyte,84.07,49,85.8
CELL_93696,Erythrocyte,8.17,48,86.92
CELL_46694,Myocyte,7.74,11,94.66
CELL_85681,Erythrocyte,19.56,50,50.55
CELL_29662,Fibroblast,60.38,44,68.03
CELL_39099,Myocyte,56.5,30,85.62
CELL_31911,Neuron,53.08,45,89.48
CELL_26411,Erythrocyte,63.31,30,64.94
CELL_60082,Epithelial,61.89,39,82.22
CELL_78973,Fibroblast,61.48,23,68.29
CELL_42837,Leukocyte,58.06,36,80.08
CELL_25496,Epithelial,51.97,45,54.99
CELL_97649,Myocyte,114.63,30,66.75
CELL_96077,Stem Cell,101.76,21,68.6
CELL_59482,Epithelial,96.61,41,85.01
CELL_27214,Leukocyte,91.86,33,73.04
CELL_97899,Epithelial,63.22,30,69.78
CELL_48702,Myocyte,25.37,50,57.3
CELL_90384,Myocyte,42.41,44,95.92
CELL_34780,Erythrocyte,98.28,28,53.81
CELL_75212,Stem Cell,34.64,34,82.05
CELL_29061,Neuron,65.01,43,62.73
CELL_99565,Fibroblast,45.39,46,78.65
CELL_81327,Stem Cell,47.02,36,94.64
CELL_13716,Myocyte,95.09,24,89.5
CELL_29430,Fibroblast,81.6,10,65.9
CELL_92480,Erythrocyte,92.57,30,70.7
CELL_48144,Stem Cell,101.52,9,75.68
CELL_53708,Epithelial,45.89,19,68.76
CELL_92802,Epithelial,75.64,16,70.71
CELL_51862,Neuron,56.56,15,69.84
CELL_22163,Erythrocyte,54.37,35,54.38
CELL_93057,Leukocyte,64.9,19,67.99
CELL_85432,Epithelial,111.27,47,61.92
CELL_76323,Neuron,74.64,33,74.44
CELL_60624,Epithelial,6.88,8,90.2
CELL_98647,Stem Cell,5.42,36,62.92
CELL_40314,Erythrocyte,88.38,27,64.11
CELL_65950,Stem Cell,39.15,38,77.92
CELL_11495,Erythrocyte,42.2,19,51.11
CELL_90246,Neuron,58.83,37,70.09
CELL_79250,Myocyte,23.47,5,80.82
CELL_46472,Leukocyte,95.84,46,83.45
CELL_10300,Fibroblast,88.75,36,86.7
CELL_39031,Fibroblast,105.03,42,59.14
CELL_80572,Stem Cell,49.41,38,94.33
CELL_11102,Leukocyte,30.1,35,67.6
CELL_85222,Erythrocyte,68.28,14,88.17
CELL_58055,Leukocyte,75.89,42,70.0
CELL_95347,Neuron,20.4,41,63.73
CELL_54228,Epithelial,96.73,9,93.36
CELL_81541,Stem Cell,62.73,29,86.56
CELL_14344,Stem Cell,55.3,8,82.56
CELL_19704,Epithelial,7.59,8,84.59
CELL_26913,Fibroblast,98.65,44,55.68
CELL_23941,Leukocyte,116.59,43,93.45
CELL_43573,Neuron,99.72,27,59.65
CELL_89471,Neuron,14.67,39,54.35
CELL_96586,Epithelial,117.11,38,52.86
CELL_90122,Erythrocyte,84.01,41,89.7
CELL_19491,Fibroblast,46.53,22,59.33
CELL_89329,Erythrocyte,47.33,38,63.55
CELL_64996,Erythrocyte,45.19,33,53.02
CELL_98372,Erythrocyte,72.47,10,93.77
CELL_71546,Neuron,6.45,33,77.47
CELL_63024,Stem Cell,37.82,22,74.44
CELL_13873,Leukocyte,25.57,49,80.7
CELL_98860,Myocyte,66.18,48,89.66
CELL_96965,Fibroblast,87.35,49,66.69
CELL_80516,Epithelial,68.0,26,64.35
CELL_94693,Erythrocyte,18.19,50,61.49
CELL_75033,Epithelial,94.6,48,94.06
CELL_51883,Neuron,72.11,21,70.29
CELL_67292,Stem Cell,63.54,38,56.45
CELL_54041,Neuron,80.03,18,81.88
CELL_51685,Myocyte,92.34,17,88.98
CELL_41146,Leukocyte,38.93,42,89.87
CELL_68321,Fibroblast,117.53,6,72.71
CELL_94515,Myocyte,114.31,34,52.37
CELL_89135,Myocyte,7.88,30,86.44
CELL_73378,Myocyte,91.31,14,59.21
CELL_19441,Stem Cell,53.3,13,73.22
CELL_36898,Stem Cell,114.61,41,53.81
CELL_80173,Stem Cell,33.37,28,92.91
CELL_79484,Erythrocyte,101.14,33,79.61
CELL_69332,Neuron,41.79,36,83.83
CELL_81454,Neuron,44.63,29,70.96
CELL_69735,Epithelial,72.45,6,88.96
CELL_19829,Fibroblast,21.13,31,66.19
CELL_67595,Stem Cell,17.1,12,84.72
CELL_41009,Fibroblast,75.92,37,69.53
CELL_45562,Stem Cell,60.75,12,90.97
CELL_19810,Epithelial,19.17,41,81.45
CELL_27129,Erythrocyte,49.33,31,86.41
CELL_38094,Leukocyte,82.23,42,94.87
CELL_40804,Myocyte,7.28,30,57.26
CELL_81521,Fibroblast,118.4,22,80.62
CELL_63321,Epithelial,29.63,7,85.5
CELL_25963,Stem Cell,103.72,25,78.12
CELL_80166,Stem Cell,29.99,26,88.59
CELL_31956,Myocyte,32.64,17,75.9
CELL_76288,Neuron,88.98,31,91.97
CELL_98080,Stem Cell,37.24,20,69.34
CELL_45985,Erythrocyte,25.37,13,66.65
CELL_18078,Erythrocyte,81.84,42,55.1
CELL_85981,Epithelial,51.34,40,55.8
CELL_13393,Neuron,39.64,36,61.41
CELL_85208,Epithelial,99.75,50,73.1
CELL_39303,Epithelial,110.99,6,82.44
CELL_39907,Epithelial,48.45,25,85.58
CELL_99728,Fibroblast,48.47,6,59.93
CELL_76670,Stem Cell,87.28,35,98.95
CELL_85543,Myocyte,18.46,44,85.13
CELL_76140,Leukocyte,77.5,38,53.85
CELL_73250,Erythrocyte,83.1,46,68.13
CELL_92600,Leukocyte,21.28,22,52.65
CELL_51714,Epithelial,57.17,8,75.96
CELL_78120,Fibroblast,108.06,11,87.79
CELL_35445,Myocyte,110.64,40,85.84
CELL_22294,Epithelial,86.01,34,53.21
CELL_76421,Epithelial,11.75,26,61.21
CELL_17017,Leukocyte,66.34,35,54.43
CELL_99438,Myocyte,105.24,20,95.37
CELL_11973,Neuron,15.78,33,53.31
CELL_88546,Neuron,28.64,47,72.31
CELL_55047,Fibroblast,69.81,22,97.99
CELL_68881,Epithelial,64.96,7,93.14
CELL_26398,Leukocyte,85.19,10,64.29
CELL_80552,Leukocyte,119.99,40,93.46
CELL_24036,Erythrocyte,22.83,46,79.56
CELL_47794,Leukocyte,85.17,43,67.43
CELL_18507,Stem Cell,93.25,15,53.42
CELL_23516,Fibroblast,63.56,17,63.02
CELL_65754,Erythrocyte,99.51,27,54.37
CELL_31434,Epithelial,71.25,14,50.95
CELL_57886,Myocyte,66.98,21,86.6
CELL_92205,Stem Cell,50.62,41,92.68
CELL_97604,Erythrocyte,115.35,47,94.93
CELL_61986,Leukocyte,79.26,30,91.87
CELL_17980,Leukocyte,24.65,12,59.25
CELL_19751,Erythrocyte,31.69,27,73.41
CELL_21847,Fibroblast,19.92,41,71.95
CELL_56784,Stem Cell,74.17,22,58.25
CELL_89701,Erythrocyte,78.43,28,86.09
CELL_19564,Neuron,116.77,20,84.39
CELL_13942,Stem Cell,12.42,18,91.63
CELL_27536,Epithelial,101.96,37,88.94
CELL_36315,Myocyte,51.59,35,70.35
CELL_21057,Myocyte,58.55,39,84.92
CELL_63503,Epithelial,82.12,18,86.0
CELL_59853,Myocyte,30.41,48,76.45
CELL_39635,Myocyte,51.01,5,96.65
CELL_79556,Myocyte,101.64,13,96.35
CELL_50871,Myocyte,115.52,25,94.07
CELL_25585,Stem Cell,87.98,44,66.47
CELL_62533,Myocyte,61.89,46,76.99
CELL_30358,Erythrocyte,107.37,38,56.15
