cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_80228,Myocyte,17.83,40,91.71
CELL_76570,Epithelial,100.3,39,95.47
CELL_33862,Neuron,96.0,19,83.81
CELL_66957,Neuron,46.31,17,51.77
CELL_34011,Leukocyte,35.16,8,60.59
CELL_82103,Fibroblast,5.21,15,78.02
CELL_72725,Erythrocyte,78.06,29,78.51
CELL_16478,Epithelial,5.4,24,66.54
CELL_42110,Myocyte,112.77,28,83.92
CELL_38960,Epithelial,98.55,27,75.38
CELL_23146,Neuron,8.87,32,90.48
CELL_33620,Erythrocyte,82.29,46,53.99
CELL_21975,Epithelial,24.02,21,53.35
CELL_35557,Erythrocyte,19.33,17,64.59
CELL_35462,Neuron,77.43,28,56.47
CELL_50448,Neuron,115.91,14,61.5
CELL_88324,Fibroblast,14.38,33,98.5
CELL_69068,Fibroblast,87.0,49,68.06
CELL_34738,Stem Cell,23.73,33,77.69
CELL_28313,Epithelial,61.64,30,69.48
CELL_22842,Neuron,66.77,45,92.77
CELL_74172,Myocyte,34.56,11,85.66
CELL_22178,Epithelial,104.68,46,75.99
CELL_91225,Fibroblast,41.19,24,88.61
CELL_47447,Neuron,48.41,35,96.7
CELL_48142,Erythrocyte,78.24,18,65.19
CELL_68898,Fibroblast,80.63,6,86.35
CELL_32204,Stem Cell,62.42,37,91.41
CELL_24276,Erythrocyte,8.17,37,70.14
CELL_33895,Erythrocyte,61.86,11,62.21
CELL_68867,Leukocyte,45.97,36,60.69
CELL_22178,Erythrocyte,102.3,17,70.24
CELL_38740,Erythrocyte,53.62,8,51.62
CELL_14068,Stem Cell,33.82,23,76.1
CELL_48357,Leukocyte,14.13,11,74.0
CELL_88198,Leukocyte,91.75,24,77.59
CELL_82558,Fibroblast,82.47,6,98.75
CELL_12210,Stem Cell,115.14,18,71.52
CELL_46696,Fibroblast,95.88,7,82.78
CELL_49777,Leukocyte,53.97,40,80.07
CELL_29541,Stem Cell,32.98,37,81.0
CELL_41477,Epithelial,71.2,8,58.69
CELL_82469,Epithelial,115.49,20,77.79
CELL_30750,Erythrocyte,42.28,30,59.3
CELL_28984,Epithelial,65.59,33,73.77
CELL_21972,Leukocyte,9.9,49,73.59
CELL_73595,Stem Cell,97.12,47,97.86
CELL_48511,Myocyte,93.72,49,82.87
CELL_42811,Epithelial,89.35,14,56.88
CELL_79408,Leukocyte,58.8,14,62.0
CELL_78498,Neuron,110.26,28,85.84
CELL_35121,Erythrocyte,116.27,28,75.4
CELL_81468,Erythrocyte,60.04,11,99.01
CELL_49352,Stem Cell,43.4,26,73.54
CELL_74104,Epithelial,91.83,48,98.15
CELL_48862,Leukocyte,76.88,20,94.63
CELL_79820,Epithelial,27.98,6,93.84
CELL_56019,Myocyte,44.53,46,60.3
CELL_43414,Epithelial,85.95,28,68.53
CELL_76238,Fibroblast,35.67,11,83.93
CELL_92318,Leukocyte,77.91,41,55.75
CELL_64266,Erythrocyte,119.91,17,77.2
CELL_10108,Epithelial,103.29,43,57.4
CELL_89643,Myocyte,22.86,12,54.69
CELL_42182,Fibroblast,16.69,38,58.02
CELL_31551,Leukocyte,71.34,7,71.96
CELL_63736,Neuron,46.67,8,68.97
CELL_33320,Leukocyte,88.75,47,70.86
CELL_21869,Neuron,74.63,40,96.69
CELL_38950,Erythrocyte,80.95,5,81.07
CELL_85026,Fibroblast,79.33,21,73.78
CELL_93187,Erythrocyte,111.43,47,98.22
CELL_20012,Epithelial,58.64,21,81.58
CELL_74418,Erythrocyte,97.12,14,84.35
CELL_16992,Fibroblast,76.02,12,55.44
CELL_59070,Epithelial,117.9,36,72.55
CELL_71079,Stem Cell,51.47,21,55.98
CELL_79253,Erythrocyte,117.65,18,75.23
CELL_89454,Epithelial,43.24,26,93.05
