cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_26061,Erythrocyte,79.19,33,89.2
CELL_92637,Myocyte,119.94,50,88.29
CELL_55011,Neuron,90.44,12,90.96
CELL_63048,Erythrocyte,57.46,40,50.03
CELL_57879,Epithelial,94.78,34,78.16
CELL_56314,Epithelial,81.92,48,82.35
CELL_59219,Leukocyte,62.52,14,70.61
CELL_78003,Erythrocyte,117.64,28,86.09
CELL_34713,Epithelial,97.64,35,86.02
CELL_92684,Erythrocyte,94.89,5,72.1
CELL_42628,Myocyte,72.69,14,95.57
CELL_25527,Epithelial,29.79,9,75.99
CELL_61335,Epithelial,105.04,7,51.41
CELL_44786,Epithelial,60.3,33,71.81
CELL_63411,Erythrocyte,81.88,18,73.25
CELL_33911,Myocyte,97.21,7,59.83
CELL_53227,Fibroblast,17.83,16,61.54
CELL_28208,Fibroblast,50.36,15,67.96
CELL_30511,Stem Cell,16.59,45,76.17
CELL_89078,Fibroblast,100.45,16,54.49
CELL_87775,Myocyte,39.89,20,57.56
CELL_46297,Epithelial,96.54,19,66.35
CELL_57652,Fibroblast,10.55,13,67.25
CELL_23930,Epithelial,53.58,30,56.26
CELL_54321,Fibroblast,29.66,42,83.73
CELL_43512,Myocyte,47.27,34,58.02
CELL_31420,Stem Cell,35.02,48,63.22
CELL_73487,Neuron,37.66,27,93.35
CELL_37589,Stem Cell,77.78,13,69.2
CELL_14580,Leukocyte,100.79,29,51.65
CELL_90248,Stem Cell,13.47,20,89.93
CELL_80483,Leukocyte,54.28,16,83.91
CELL_78791,Stem Cell,60.24,41,98.66
CELL_28745,Stem Cell,50.7,18,54.48
CELL_50624,Neuron,42.95,48,85.89
CELL_45576,Erythrocyte,75.16,46,99.98
CELL_48762,Fibroblast,20.72,15,68.65
CELL_24043,Erythrocyte,114.99,29,83.9
CELL_77601,Leukocyte,23.48,25,75.36
CELL_52828,Erythrocyte,26.45,14,74.27
CELL_30685,Stem Cell,30.03,42,52.39
CELL_35697,Leukocyte,110.43,34,86.16
CELL_88739,Stem Cell,101.6,16,98.38
CELL_32385,Fibroblast,91.94,29,95.96
CELL_23773,Erythrocyte,80.88,12,88.79
CELL_79887,Stem Cell,25.84,32,76.41
CELL_71448,Epithelial,13.34,25,70.03
CELL_71563,Fibroblast,23.27,35,89.13
CELL_78751,Myocyte,22.79,43,86.11
CELL_84165,Myocyte,86.52,41,57.31
CELL_47500,Leukocyte,81.55,26,97.38
CELL_35349,Myocyte,90.23,14,94.02
CELL_16493,Neuron,31.65,35,67.75
CELL_59327,Erythrocyte,31.63,18,99.62
CELL_45730,Myocyte,36.19,37,92.03
CELL_88886,Fibroblast,69.0,27,95.98
CELL_25186,Epithelial,35.1,48,55.9
CELL_80376,Epithelial,91.52,6,82.92
CELL_94330,Leukocyte,78.44,22,77.3
CELL_48817,Stem Cell,16.86,12,86.76
CELL_95981,Fibroblast,112.7,43,85.73
CELL_99789,Stem Cell,50.85,21,93.37
CELL_30560,Stem Cell,111.89,43,81.22
CELL_60918,Fibroblast,89.46,47,99.18
CELL_31866,Epithelial,87.68,46,71.16
CELL_54561,Neuron,62.86,44,87.37
CELL_56657,Myocyte,12.69,14,96.96
CELL_10180,Leukocyte,12.8,10,56.69
CELL_14514,Neuron,110.25,5,96.23
CELL_29976,Fibroblast,86.13,15,93.22
CELL_91730,Myocyte,117.3,18,86.42
CELL_88945,Erythrocyte,63.84,22,61.92
CELL_28468,Leukocyte,49.58,25,97.11
CELL_67403,Leukocyte,55.61,26,87.46
CELL_88450,Erythrocyte,19.44,25,70.97
CELL_15669,Stem Cell,25.29,30,60.05
CELL_62933,Stem Cell,51.03,45,50.74
CELL_71698,Myocyte,8.12,42,96.67
CELL_28104,Myocyte,84.84,39,66.73
CELL_60073,Epithelial,72.85,12,77.82
CELL_42413,Fibroblast,104.95,10,91.21
CELL_60087,Epithelial,96.3,48,68.49
CELL_17280,Erythrocyte,79.1,46,74.64
CELL_47260,Leukocyte,96.59,37,95.43
CELL_57573,Fibroblast,6.78,15,64.14
CELL_77491,Fibroblast,88.27,43,73.38
CELL_25429,Erythrocyte,110.63,31,75.85
CELL_68644,Erythrocyte,28.5,19,83.57
CELL_65769,Fibroblast,54.7,43,53.22
CELL_68224,Stem Cell,6.39,8,56.48
CELL_44463,Stem Cell,116.12,39,98.99
CELL_13869,Neuron,51.46,30,73.15
CELL_53373,Erythrocyte,29.44,8,50.18
CELL_64710,Epithelial,105.71,39,93.53
CELL_59179,Epithelial,87.44,10,63.1
CELL_53711,Leukocyte,67.38,11,84.98
CELL_53146,Fibroblast,108.11,43,61.89
CELL_95558,Neuron,79.48,26,65.07
CELL_26481,Neuron,73.21,26,98.71
CELL_68014,Stem Cell,77.53,20,76.93
CELL_96422,Epithelial,14.77,41,74.99
CELL_63635,Neuron,63.35,37,89.04
CELL_41748,Epithelial,102.03,35,94.36
CELL_91278,Myocyte,90.35,10,60.23
CELL_56616,Leukocyte,61.16,37,88.59
CELL_58824,Leukocyte,61.12,30,66.34
CELL_37374,Fibroblast,18.46,17,73.7
CELL_90392,Erythrocyte,19.8,26,89.81
CELL_84599,Neuron,31.37,30,85.93
CELL_79513,Fibroblast,101.38,15,65.0
CELL_30152,Epithelial,53.32,28,52.9
CELL_23227,Leukocyte,11.53,15,72.01
CELL_53250,Neuron,14.87,46,96.77
CELL_83681,Stem Cell,6.55,31,86.86
CELL_28414,Fibroblast,84.78,23,73.22
