cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_50029,Erythrocyte,46.53,48,83.84
CELL_79540,Neuron,24.26,24,60.05
CELL_99002,Neuron,49.34,25,91.18
CELL_86428,Epithelial,38.16,39,68.15
CELL_30544,Epithelial,46.85,25,76.13
CELL_49405,Fibroblast,50.81,22,99.86
CELL_18141,Leukocyte,41.44,15,66.46
CELL_41947,Epithelial,56.46,22,83.22
CELL_49661,Neuron,47.31,33,80.15
CELL_41656,Leukocyte,91.01,42,55.17
CELL_16576,Leukocyte,36.65,26,93.74
CELL_97270,Leukocyte,78.66,48,86.98
CELL_35619,Epithelial,13.01,38,72.87
CELL_50943,Stem Cell,35.44,25,58.71
CELL_46946,Erythrocyte,118.76,42,59.03
CELL_14763,Stem Cell,119.06,49,57.72
CELL_82093,Fibroblast,91.67,11,70.75
CELL_77999,Leukocyte,10.98,27,87.23
CELL_43279,Neuron,116.32,38,65.52
CELL_75227,Fibroblast,52.52,19,73.55
CELL_36116,Leukocyte,28.75,31,83.49
CELL_73592,Fibroblast,15.61,17,86.99
CELL_37670,Erythrocyte,18.91,25,90.93
CELL_20131,Stem Cell,15.49,26,65.94
CELL_25867,Neuron,113.73,8,61.5
CELL_70576,Neuron,35.47,46,76.9
CELL_85281,Leukocyte,116.95,19,76.16
CELL_24852,Erythrocyte,53.31,38,50.46
CELL_32418,Leukocyte,40.0,38,58.75
CELL_37809,Neuron,28.75,50,82.96
CELL_69061,Stem Cell,86.12,12,67.41
CELL_47728,Leukocyte,29.67,23,78.34
CELL_69351,Stem Cell,112.94,49,78.68
CELL_89797,Myocyte,22.03,29,77.05
CELL_88953,Myocyte,93.88,24,65.07
CELL_75283,Fibroblast,21.61,40,94.42
CELL_11629,Myocyte,95.74,44,74.48
CELL_24889,Leukocyte,46.74,33,61.09
CELL_81813,Leukocyte,80.11,31,75.71
CELL_32299,Neuron,62.28,19,63.46
CELL_97838,Leukocyte,75.56,42,63.76
CELL_14207,Erythrocyte,114.54,5,60.43
CELL_79957,Fibroblast,71.33,23,91.82
CELL_65290,Erythrocyte,76.27,41,89.31
CELL_89356,Stem Cell,108.89,8,58.11
CELL_47894,Neuron,97.91,43,82.29
CELL_83594,Neuron,60.02,32,97.0
CELL_78406,Stem Cell,25.31,50,71.49
CELL_47015,Epithelial,118.17,26,93.75
CELL_36399,Myocyte,98.79,41,74.89
CELL_87602,Leukocyte,35.16,44,81.68
CELL_61125,Fibroblast,65.38,42,64.3
CELL_79210,Myocyte,79.41,43,87.0
CELL_36928,Myocyte,106.25,42,58.73
CELL_84316,Epithelial,76.69,47,55.77
CELL_80340,Erythrocyte,97.62,36,91.4
CELL_68050,Neuron,88.73,24,66.39
CELL_24798,Neuron,59.59,40,77.6
CELL_25964,Erythrocyte,97.86,49,78.96
CELL_42600,Myocyte,111.08,32,70.05
CELL_30112,Leukocyte,102.18,41,58.56
CELL_78085,Neuron,37.43,38,65.66
CELL_86348,Fibroblast,19.42,8,92.89
CELL_96397,Erythrocyte,38.33,28,52.21
CELL_26991,Stem Cell,52.17,48,94.79
CELL_60742,Neuron,24.98,26,82.56
CELL_70109,Erythrocyte,39.08,7,56.59
CELL_87446,Stem Cell,91.59,42,93.62
CELL_31883,Leukocyte,39.52,8,88.53
CELL_75383,Leukocyte,33.03,14,56.27
CELL_30783,Erythrocyte,57.1,19,65.53
CELL_87531,Stem Cell,69.28,32,51.67
CELL_52536,Myocyte,119.58,14,90.6
CELL_30021,Neuron,62.1,46,65.28
CELL_58380,Myocyte,119.18,30,84.74
CELL_60762,Neuron,81.5,10,76.27
CELL_58039,Leukocyte,29.97,50,80.38
CELL_69432,Myocyte,48.4,22,53.79
CELL_69138,Fibroblast,98.17,48,87.59
CELL_53744,Leukocyte,76.35,39,70.19
CELL_96076,Leukocyte,22.23,45,51.92
CELL_78148,Stem Cell,65.59,44,89.67
CELL_48838,Leukocyte,72.06,38,91.83
CELL_75003,Neuron,51.41,32,54.29
CELL_12124,Leukocyte,105.75,5,72.27
CELL_72208,Myocyte,31.25,21,62.73
CELL_85656,Fibroblast,76.93,6,97.18
CELL_46197,Neuron,47.36,43,97.31
CELL_67650,Stem Cell,98.74,28,82.7
CELL_28343,Leukocyte,110.89,32,73.91
CELL_45594,Erythrocyte,22.15,10,70.1
