cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_60559,Stem Cell,41.02,5,69.85
CELL_63054,Neuron,24.05,31,89.89
CELL_91055,Fibroblast,71.96,34,78.4
CELL_94389,Erythrocyte,38.3,38,94.05
CELL_33525,Myocyte,91.96,37,98.98
CELL_22783,Neuron,56.89,42,85.94
CELL_75914,Stem Cell,23.34,47,65.07
CELL_24039,Epithelial,64.89,23,96.04
CELL_48346,Myocyte,78.77,19,68.25
CELL_95667,Leukocyte,7.04,45,50.55
CELL_60593,Epithelial,54.59,35,77.29
CELL_73823,Leukocyte,113.35,18,82.93
CELL_34868,Leukocyte,36.62,9,81.39
CELL_12332,Epithelial,7.81,8,90.44
CELL_65167,Neuron,59.12,49,59.97
CELL_49735,Epithelial,51.46,37,72.4
CELL_90345,Myocyte,63.08,16,59.85
CELL_26748,Leukocyte,48.71,23,66.83
CELL_97230,Myocyte,35.64,29,92.93
CELL_39181,Fibroblast,47.54,50,59.5
CELL_26701,Leukocyte,54.23,28,55.72
CELL_99561,Leukocyte,81.05,25,82.41
CELL_13366,Stem Cell,25.0,48,54.81
CELL_57212,Stem Cell,65.02,27,76.21
CELL_19241,Erythrocyte,87.86,19,98.26
CELL_94336,Fibroblast,84.21,36,92.2
CELL_81333,Erythrocyte,116.45,13,62.28
CELL_60951,Myocyte,113.75,41,91.88
CELL_46361,Stem Cell,61.77,16,65.26
CELL_36612,Stem Cell,83.52,13,65.2
CELL_87279,Stem Cell,104.79,29,60.72
CELL_62875,Leukocyte,113.66,43,51.0
CELL_63611,Stem Cell,31.79,31,54.61
CELL_39169,Stem Cell,26.66,16,97.93
CELL_65089,Stem Cell,38.24,35,69.36
CELL_33108,Erythrocyte,72.68,31,61.05
CELL_13402,Erythrocyte,38.94,27,96.64
CELL_79922,Leukocyte,78.34,33,60.91
CELL_54085,Leukocyte,15.88,46,91.53
CELL_90858,Leukocyte,25.11,36,97.46
CELL_23059,Stem Cell,42.75,40,66.26
CELL_24474,Erythrocyte,8.13,44,89.24
CELL_77080,Leukocyte,67.26,29,83.01
CELL_46387,Leukocyte,115.71,47,90.51
CELL_90444,Neuron,98.78,17,91.13
CELL_35062,Erythrocyte,36.6,16,90.1
CELL_59263,Myocyte,116.0,16,78.98
CELL_56358,Fibroblast,101.16,12,91.44
CELL_73635,Epithelial,51.19,46,82.88
CELL_12681,Fibroblast,66.65,13,79.23
CELL_68247,Fibroblast,67.1,30,76.59
CELL_74698,Leukocyte,13.82,48,57.88
CELL_93508,Neuron,86.45,41,83.39
CELL_55603,Erythrocyte,22.94,22,80.86
CELL_40693,Erythrocyte,16.82,32,58.11
CELL_73957,Leukocyte,72.29,26,84.02
CELL_41345,Neuron,99.87,38,53.95
CELL_35916,Epithelial,18.2,36,68.85
CELL_46866,Epithelial,118.77,18,78.23
CELL_39304,Myocyte,100.89,5,55.75
CELL_99198,Stem Cell,109.7,9,56.55
CELL_58721,Stem Cell,17.61,45,88.2
CELL_62728,Neuron,54.32,40,67.88
CELL_20204,Fibroblast,78.55,23,96.76
CELL_40876,Erythrocyte,27.45,21,79.76
CELL_39094,Stem Cell,115.59,45,75.64
CELL_67862,Leukocyte,76.33,42,63.62
CELL_43480,Stem Cell,47.22,16,88.2
CELL_90483,Myocyte,35.16,15,80.28
CELL_71846,Epithelial,42.88,46,89.98
CELL_80574,Myocyte,43.76,18,75.85
CELL_66451,Erythrocyte,79.5,11,80.76
CELL_73724,Myocyte,60.2,9,67.82
CELL_98534,Fibroblast,13.2,47,99.62
CELL_86913,Fibroblast,72.64,28,98.62
CELL_52871,Leukocyte,62.62,26,59.14
CELL_99186,Fibroblast,111.91,38,93.13
CELL_68971,Fibroblast,90.39,17,91.51
CELL_79816,Stem Cell,39.54,43,68.02
CELL_20911,Fibroblast,64.38,7,81.19
CELL_34002,Neuron,71.74,31,90.01
CELL_49321,Erythrocyte,7.47,35,81.1
CELL_26867,Epithelial,65.57,45,51.45
CELL_13479,Erythrocyte,37.77,12,95.93
CELL_81225,Leukocyte,42.98,45,51.95
CELL_29792,Stem Cell,109.98,38,51.64
CELL_29554,Neuron,67.67,10,90.48
CELL_85583,Leukocyte,9.18,11,92.74
CELL_83360,Erythrocyte,92.8,23,70.19
CELL_35532,Erythrocyte,75.13,15,89.86
CELL_66878,Fibroblast,81.13,5,56.89
CELL_48504,Fibroblast,35.49,27,95.9
CELL_97574,Leukocyte,16.96,24,63.4
CELL_34439,Stem Cell,80.78,43,54.9
CELL_55938,Neuron,53.52,24,61.37
CELL_76918,Leukocyte,86.56,9,56.37
CELL_77788,Leukocyte,103.32,8,63.81
CELL_25251,Epithelial,53.95,9,86.32
CELL_93875,Leukocyte,42.94,49,89.88
CELL_36665,Stem Cell,84.03,28,97.87
CELL_73077,Stem Cell,96.28,17,56.84
CELL_45068,Erythrocyte,55.0,22,95.09
CELL_22471,Myocyte,45.96,13,90.24
CELL_96958,Leukocyte,61.07,6,69.71
CELL_12613,Epithelial,8.06,26,70.52
CELL_44059,Myocyte,51.12,30,60.62
CELL_96710,Neuron,58.95,13,66.27
CELL_14570,Fibroblast,119.47,46,99.5
CELL_40597,Erythrocyte,11.73,35,99.07
CELL_39736,Myocyte,100.11,30,50.79
CELL_99520,Leukocyte,83.51,34,65.2
CELL_42179,Stem Cell,74.85,11,69.4
CELL_91698,Fibroblast,37.8,26,63.72
CELL_38394,Leukocyte,60.68,7,66.92
CELL_15637,Fibroblast,42.14,41,96.7
CELL_65607,Neuron,6.91,20,50.17
CELL_83771,Leukocyte,92.77,30,55.77
CELL_87604,Fibroblast,30.63,43,97.92
CELL_73578,Epithelial,20.44,49,52.18
CELL_87504,Neuron,91.06,35,87.24
CELL_95765,Leukocyte,51.87,29,62.12
CELL_15696,Neuron,5.99,28,54.56
CELL_54075,Epithelial,72.21,38,55.98
CELL_59145,Leukocyte,31.31,12,70.23
CELL_87650,Neuron,44.92,34,64.28
CELL_54318,Fibroblast,80.72,39,81.99
CELL_53961,Neuron,101.93,49,86.71
CELL_99958,Neuron,11.26,37,53.21
CELL_26011,Fibroblast,60.89,50,94.5
CELL_81086,Erythrocyte,43.24,49,77.56
CELL_56656,Myocyte,75.0,42,99.9
CELL_56204,Neuron,76.41,32,83.59
CELL_35426,Fibroblast,58.4,39,99.36
