cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_84627,Fibroblast,72.65,10,59.67
CELL_60827,Fibroblast,103.95,27,70.49
CELL_59841,Erythrocyte,65.69,12,97.57
CELL_65428,Neuron,14.79,22,67.58
CELL_13837,Myocyte,61.36,42,51.83
CELL_55569,Epithelial,89.6,33,73.57
CELL_30554,Neuron,90.95,48,97.05
CELL_60048,Stem Cell,34.63,8,71.69
CELL_66868,Fibroblast,78.23,12,73.43
CELL_23750,Leukocyte,71.43,27,95.88
CELL_26140,Leukocyte,118.44,23,57.66
CELL_16556,Erythrocyte,18.15,30,57.29
CELL_91297,Fibroblast,44.24,30,60.34
CELL_36053,Leukocyte,38.21,49,86.26
CELL_30269,Epithelial,30.28,5,70.99
CELL_20675,Neuron,105.5,40,54.12
CELL_66922,Neuron,14.15,41,65.59
CELL_80712,Fibroblast,15.78,35,53.58
CELL_11196,Neuron,108.06,49,92.54
CELL_39150,Neuron,92.86,18,81.83
CELL_57865,Neuron,118.76,37,74.68
CELL_15683,Leukocyte,118.45,43,71.8
CELL_54308,Neuron,15.2,9,53.89
CELL_98606,Leukocyte,25.4,31,80.36
CELL_31810,Leukocyte,65.32,31,88.06
CELL_38205,Leukocyte,94.05,15,78.44
CELL_32512,Neuron,104.96,31,67.84
CELL_48467,Erythrocyte,67.09,9,52.43
CELL_50546,Leukocyte,101.79,17,91.13
CELL_99488,Epithelial,88.25,11,93.29
CELL_78603,Myocyte,42.73,21,82.46
CELL_39306,Leukocyte,60.38,29,82.93
CELL_53677,Epithelial,88.72,40,53.05
CELL_78432,Epithelial,30.45,34,52.99
CELL_58262,Neuron,5.13,31,75.82
CELL_96314,Erythrocyte,8.68,21,98.32
CELL_24658,Leukocyte,71.34,22,65.46
CELL_86238,Leukocyte,75.42,28,65.31
CELL_73074,Myocyte,78.86,32,64.57
CELL_81529,Neuron,28.14,8,57.78
CELL_24281,Erythrocyte,34.73,20,66.45
CELL_24748,Myocyte,107.87,34,50.76
CELL_87726,Myocyte,64.0,30,99.57
CELL_87444,Erythrocyte,58.37,36,74.1
CELL_14257,Leukocyte,96.32,27,87.54
CELL_24345,Leukocyte,6.39,37,99.32
CELL_23078,Epithelial,22.43,34,83.93
CELL_30159,Myocyte,75.03,38,91.16
CELL_85705,Leukocyte,19.4,11,76.77
CELL_69302,Myocyte,100.13,32,99.13
CELL_81101,Epithelial,79.78,8,71.21
CELL_42356,Leukocyte,108.59,26,89.33
CELL_56828,Neuron,104.04,38,77.15
CELL_72552,Epithelial,45.4,30,65.0
CELL_39065,Stem Cell,20.84,46,65.65
CELL_81032,Neuron,55.66,12,57.05
CELL_20634,Epithelial,111.02,23,58.2
CELL_46183,Epithelial,42.97,14,95.69
CELL_71959,Fibroblast,67.32,32,71.8
CELL_60787,Fibroblast,41.55,15,99.9
CELL_56797,Neuron,74.55,40,88.23
CELL_51890,Erythrocyte,25.63,36,74.09
CELL_65023,Myocyte,73.44,8,50.03
CELL_72113,Neuron,65.38,23,94.01
CELL_44870,Fibroblast,102.55,43,73.88
CELL_25778,Stem Cell,30.21,41,64.44
CELL_52101,Myocyte,72.63,8,82.7
CELL_31367,Fibroblast,45.88,27,55.37
CELL_36609,Myocyte,93.17,42,56.11
CELL_95126,Neuron,36.35,21,98.8
CELL_61329,Epithelial,32.54,6,98.58
CELL_85832,Stem Cell,22.76,22,90.53
CELL_56562,Leukocyte,99.59,8,75.95
CELL_58030,Fibroblast,102.66,44,98.98
CELL_50638,Neuron,39.19,27,68.42
CELL_92365,Leukocyte,116.88,21,55.16
CELL_35429,Neuron,65.68,23,87.04
CELL_68497,Erythrocyte,8.93,8,71.01
CELL_58515,Myocyte,14.27,18,79.36
CELL_13004,Erythrocyte,7.72,29,56.87
CELL_38806,Stem Cell,48.9,47,59.86
CELL_90866,Epithelial,48.62,13,72.49
CELL_74685,Leukocyte,43.54,45,59.36
CELL_46796,Neuron,86.07,47,71.68
CELL_56510,Leukocyte,102.18,11,85.8
CELL_82521,Stem Cell,78.18,6,83.92
CELL_18272,Fibroblast,105.25,40,97.67
CELL_37605,Stem Cell,112.37,44,71.43
CELL_62038,Stem Cell,94.6,9,97.44
CELL_32535,Myocyte,19.1,5,86.04
CELL_75925,Leukocyte,100.02,18,99.86
CELL_45554,Neuron,89.69,24,80.28
CELL_48341,Erythrocyte,32.04,47,84.86
CELL_30456,Stem Cell,108.86,37,91.37
CELL_87229,Myocyte,41.01,25,52.47
CELL_95356,Fibroblast,49.63,6,53.05
CELL_38693,Epithelial,109.78,30,79.95
CELL_76023,Leukocyte,57.05,49,55.37
CELL_47008,Stem Cell,119.4,6,87.86
CELL_34130,Stem Cell,76.8,7,90.68
CELL_51903,Erythrocyte,87.16,47,66.23
CELL_69378,Myocyte,100.21,50,67.33
CELL_50136,Epithelial,18.58,36,51.07
CELL_60422,Erythrocyte,9.8,40,89.83
CELL_83457,Fibroblast,44.05,30,54.78
CELL_99678,Neuron,62.15,15,99.88
CELL_51513,Neuron,15.33,15,56.89
CELL_38089,Fibroblast,48.45,50,99.0
CELL_49967,Neuron,93.3,48,55.56
CELL_96564,Leukocyte,111.27,17,51.63
CELL_10551,Stem Cell,33.06,15,89.05
CELL_38984,Erythrocyte,77.9,17,87.32
CELL_10934,Neuron,94.46,37,89.12
CELL_84682,Leukocyte,38.7,6,72.35
CELL_14358,Leukocyte,31.62,33,77.77
CELL_10240,Erythrocyte,115.17,27,67.9
CELL_24571,Epithelial,45.3,7,67.44
CELL_57138,Stem Cell,61.12,39,60.77
CELL_69947,Neuron,85.04,25,63.99
CELL_55751,Leukocyte,101.61,23,97.29
CELL_10599,Myocyte,57.94,24,61.82
CELL_47195,Fibroblast,35.95,31,82.75
CELL_24472,Myocyte,69.67,33,92.2
CELL_60105,Neuron,8.67,15,51.35
CELL_20607,Stem Cell,71.87,45,95.85
CELL_85166,Epithelial,81.35,7,59.19
CELL_92224,Leukocyte,113.92,24,87.32
CELL_48771,Stem Cell,70.68,22,95.9
CELL_52450,Stem Cell,41.5,16,94.88
CELL_91191,Leukocyte,89.74,10,54.67
CELL_83425,Neuron,27.58,32,52.21
CELL_32645,Leukocyte,37.86,47,59.79
CELL_64321,Myocyte,62.22,31,54.51
CELL_23849,Myocyte,74.75,37,52.36
CELL_18722,Fibroblast,95.03,31,72.84
CELL_31693,Epithelial,78.33,42,83.26
CELL_10017,Stem Cell,65.66,11,82.1
CELL_77270,Stem Cell,42.18,42,89.69
CELL_32969,Myocyte,74.9,26,96.19
CELL_74282,Neuron,90.3,28,69.84
CELL_82702,Myocyte,10.71,34,89.74
CELL_82760,Erythrocyte,6.99,46,70.9
CELL_45406,Epithelial,43.77,24,90.36
CELL_22647,Leukocyte,29.49,17,83.63
CELL_82537,Leukocyte,29.97,37,98.13
CELL_90665,Epithelial,42.75,20,99.81
CELL_57393,Myocyte,48.11,49,76.44
CELL_99947,Epithelial,107.31,20,95.67
CELL_74015,Epithelial,42.34,42,72.98
CELL_15958,Erythrocyte,100.09,38,50.19
CELL_90960,Fibroblast,9.83,14,66.82
CELL_96889,Stem Cell,19.77,12,53.6
CELL_57831,Erythrocyte,16.3,19,75.84
CELL_38518,Leukocyte,23.34,13,81.63
CELL_52000,Epithelial,118.68,16,88.27
CELL_63447,Myocyte,91.36,7,76.62
CELL_42978,Neuron,81.87,39,69.4
CELL_33834,Leukocyte,48.56,41,95.98
CELL_76843,Fibroblast,38.16,33,98.58
CELL_10597,Erythrocyte,33.1,25,66.35
CELL_24437,Stem Cell,78.91,48,80.26
CELL_25609,Myocyte,86.19,45,73.13
CELL_91709,Myocyte,48.83,29,93.71
CELL_16775,Fibroblast,8.95,42,96.09
CELL_82029,Fibroblast,15.01,18,80.23
CELL_77738,Stem Cell,58.56,8,96.6
CELL_81157,Neuron,80.41,8,86.4
CELL_90566,Neuron,62.2,42,57.03
CELL_49613,Fibroblast,57.67,14,98.57
