cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_66793,Leukocyte,106.38,42,84.7
CELL_74626,Neuron,28.34,44,52.27
CELL_86566,Stem Cell,43.83,48,94.97
CELL_37243,Fibroblast,47.84,30,98.01
CELL_82392,Erythrocyte,72.77,8,62.0
CELL_30318,Leukocyte,73.76,32,63.17
CELL_19551,Myocyte,15.36,36,97.6
CELL_48289,Stem Cell,33.23,21,75.2
CELL_69860,Myocyte,63.01,26,97.82
CELL_94248,Neuron,77.71,32,92.69
CELL_51946,Leukocyte,112.79,47,72.61
CELL_54252,Epithelial,111.26,19,86.66
CELL_26869,Fibroblast,115.91,14,76.19
CELL_32498,Leukocyte,22.1,49,96.6
CELL_67976,Stem Cell,20.21,38,55.96
CELL_97997,Stem Cell,80.1,14,82.98
CELL_76249,Erythrocyte,91.91,48,58.56
CELL_83633,Epithelial,7.88,33,71.14
CELL_38538,Fibroblast,41.2,5,60.25
CELL_40297,Epithelial,5.59,46,51.2
CELL_71676,Myocyte,38.26,38,86.64
CELL_41977,Erythrocyte,68.85,12,76.18
CELL_35256,Myocyte,90.73,32,65.99
CELL_34358,Leukocyte,29.84,17,85.03
CELL_56489,Epithelial,41.84,6,69.63
CELL_30825,Fibroblast,27.82,15,73.67
CELL_57655,Epithelial,104.85,23,66.48
CELL_54655,Fibroblast,25.1,40,76.46
CELL_77984,Neuron,32.99,20,80.61
CELL_62782,Neuron,113.52,29,86.94
CELL_37992,Epithelial,27.29,13,74.11
CELL_61666,Stem Cell,5.92,40,60.04
CELL_20474,Erythrocyte,13.78,50,56.71
CELL_16121,Stem Cell,44.24,29,86.5
CELL_81849,Fibroblast,13.33,35,88.32
CELL_79036,Leukocyte,73.84,13,73.09
CELL_43746,Fibroblast,87.06,27,58.46
CELL_96498,Leukocyte,29.56,22,67.53
CELL_63473,Stem Cell,19.61,28,50.22
CELL_51008,Myocyte,39.5,43,84.86
CELL_57089,Epithelial,79.94,31,86.07
CELL_19694,Leukocyte,92.43,49,70.88
CELL_46308,Epithelial,87.43,49,96.82
CELL_95930,Neuron,115.32,26,62.58
CELL_57673,Stem Cell,19.88,48,75.56
CELL_87260,Fibroblast,95.93,27,81.74
CELL_96961,Myocyte,108.55,6,91.05
CELL_58427,Erythrocyte,33.8,48,92.24
CELL_53949,Myocyte,22.93,25,86.85
CELL_34391,Neuron,89.27,14,62.19
CELL_34645,Leukocyte,91.39,26,60.21
CELL_68936,Fibroblast,105.49,21,79.79
CELL_53007,Leukocyte,45.26,21,80.39
CELL_70662,Epithelial,17.87,47,84.41
CELL_32160,Neuron,33.05,32,91.47
CELL_53684,Erythrocyte,30.54,15,66.78
CELL_15136,Stem Cell,73.6,11,90.8
CELL_80857,Myocyte,8.61,7,94.65
