cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_36918,Fibroblast,63.35,5,75.98
CELL_97367,Erythrocyte,93.76,22,66.28
CELL_22345,Erythrocyte,12.0,12,53.82
CELL_50947,Myocyte,69.94,40,69.68
CELL_79628,Stem Cell,103.43,43,82.05
CELL_62228,Fibroblast,88.59,9,67.75
CELL_63178,Fibroblast,90.44,21,86.97
CELL_20296,Stem Cell,29.75,7,64.73
CELL_28976,Neuron,94.27,25,60.93
CELL_82639,Neuron,45.51,14,51.07
CELL_27793,Neuron,76.6,9,88.18
CELL_75205,Neuron,96.42,45,75.32
CELL_29345,Fibroblast,12.71,21,71.07
CELL_52730,Fibroblast,5.83,42,57.6
CELL_11231,Neuron,107.18,49,87.47
CELL_11820,Fibroblast,15.05,11,74.89
CELL_46507,Leukocyte,69.36,10,72.05
CELL_42221,Fibroblast,88.57,15,82.84
CELL_90559,Neuron,69.47,28,93.16
CELL_73121,Erythrocyte,111.33,50,93.19
CELL_34049,Leukocyte,45.94,28,99.26
CELL_66579,Erythrocyte,47.02,43,86.08
CELL_40832,Myocyte,114.74,14,71.09
CELL_35524,Myocyte,67.38,19,62.95
CELL_88507,Fibroblast,93.17,10,67.69
CELL_14008,Stem Cell,113.9,36,87.53
CELL_98423,Stem Cell,88.37,25,94.38
CELL_53397,Epithelial,35.32,35,93.5
CELL_31822,Myocyte,18.22,30,65.11
CELL_85624,Neuron,87.84,26,91.13
CELL_27909,Leukocyte,27.06,44,50.63
CELL_21146,Myocyte,13.66,20,92.26
CELL_60242,Fibroblast,32.76,7,95.3
CELL_37342,Erythrocyte,55.32,22,78.29
CELL_78153,Stem Cell,114.06,7,83.99
CELL_29568,Neuron,88.02,39,52.8
CELL_59953,Leukocyte,95.38,43,99.56
CELL_56701,Leukocyte,52.97,48,72.78
CELL_16676,Stem Cell,67.02,45,82.01
CELL_31860,Neuron,34.43,6,98.84
CELL_57330,Myocyte,55.71,49,94.36
CELL_12764,Epithelial,112.46,20,94.47
CELL_71305,Leukocyte,46.99,29,83.73
CELL_38811,Stem Cell,87.73,13,71.69
CELL_38510,Leukocyte,85.97,25,67.55
CELL_24601,Stem Cell,76.16,22,81.95
CELL_65945,Epithelial,8.78,32,55.14
CELL_87240,Stem Cell,31.96,27,63.91
CELL_56383,Stem Cell,86.52,42,79.09
CELL_89064,Stem Cell,61.88,40,82.07
CELL_55474,Erythrocyte,102.37,44,92.0
CELL_98933,Myocyte,51.39,36,52.21
CELL_17638,Epithelial,100.14,39,77.43
CELL_36457,Neuron,49.06,37,55.15
CELL_82419,Epithelial,92.67,41,98.68
CELL_76871,Myocyte,114.75,35,80.17
CELL_54016,Epithelial,42.68,28,58.39
CELL_53105,Myocyte,106.47,9,64.3
CELL_56055,Neuron,18.65,27,77.35
CELL_25546,Fibroblast,88.83,30,70.36
CELL_32630,Stem Cell,117.23,17,84.51
CELL_11533,Fibroblast,55.48,37,55.49
CELL_91923,Leukocyte,51.06,22,69.96
CELL_61423,Fibroblast,42.77,48,54.94
CELL_94822,Epithelial,101.67,13,93.94
CELL_67532,Myocyte,115.35,5,55.28
CELL_31865,Fibroblast,10.72,24,98.7
CELL_23663,Fibroblast,77.12,37,84.48
CELL_78487,Erythrocyte,69.33,28,52.47
CELL_99277,Stem Cell,69.33,39,93.18
CELL_70003,Stem Cell,45.39,16,54.68
CELL_83780,Leukocyte,104.14,22,73.27
CELL_38632,Stem Cell,26.25,15,82.13
CELL_31645,Epithelial,79.3,35,81.59
CELL_24561,Epithelial,100.62,28,90.54
CELL_36140,Stem Cell,44.4,36,84.59
CELL_69655,Fibroblast,44.66,32,88.13
CELL_48718,Epithelial,74.98,18,83.59
CELL_76385,Fibroblast,34.53,7,60.0
CELL_10080,Myocyte,113.87,22,78.39
CELL_73225,Fibroblast,53.88,36,83.62
CELL_96295,Leukocyte,116.35,33,53.03
CELL_44379,Fibroblast,55.42,22,94.06
CELL_91945,Fibroblast,19.04,31,56.81
CELL_57179,Leukocyte,5.15,41,69.27
CELL_98483,Fibroblast,72.89,13,61.91
CELL_49695,Leukocyte,100.16,18,72.01
CELL_73052,Neuron,73.33,27,58.4
CELL_30253,Myocyte,53.79,47,86.27
CELL_45271,Myocyte,57.49,47,79.06
CELL_35542,Leukocyte,71.87,41,97.51
CELL_32482,Erythrocyte,26.57,10,84.03
CELL_31223,Erythrocyte,65.89,42,68.66
CELL_40962,Fibroblast,13.7,16,63.27
