cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_82049,Epithelial,31.0,24,52.54
CELL_74197,Epithelial,56.74,46,76.7
CELL_80611,Myocyte,58.49,27,59.35
CELL_62155,Neuron,71.37,5,87.39
CELL_72610,Fibroblast,113.52,37,77.21
CELL_86924,Leukocyte,85.84,22,83.56
CELL_41503,Fibroblast,83.36,48,91.53
CELL_63168,Stem Cell,80.69,8,69.43
CELL_79171,Leukocyte,116.35,5,74.26
CELL_61910,Stem Cell,57.7,13,76.29
CELL_15240,Fibroblast,29.63,31,71.95
CELL_98662,Stem Cell,77.22,30,53.76
CELL_81241,Erythrocyte,95.11,8,73.21
CELL_13836,Epithelial,84.86,34,83.41
CELL_42207,Epithelial,74.72,28,81.55
CELL_95827,Erythrocyte,106.9,32,68.66
CELL_16967,Erythrocyte,103.9,34,59.53
CELL_58985,Erythrocyte,114.6,19,52.79
CELL_84162,Erythrocyte,33.25,30,67.68
CELL_76736,Epithelial,99.97,42,71.32
CELL_58885,Neuron,55.31,18,61.09
CELL_12579,Epithelial,76.54,30,90.27
CELL_75779,Myocyte,71.2,19,88.44
CELL_73236,Neuron,21.19,36,84.65
CELL_30657,Myocyte,48.03,20,62.55
CELL_94926,Epithelial,68.51,23,89.83
CELL_60660,Erythrocyte,75.31,37,56.93
CELL_36466,Stem Cell,46.23,41,74.73
CELL_34188,Erythrocyte,95.52,16,95.82
CELL_31120,Leukocyte,105.76,27,52.09
CELL_92553,Erythrocyte,48.12,33,80.06
CELL_87118,Erythrocyte,99.85,22,64.04
CELL_79617,Erythrocyte,44.13,50,54.3
CELL_47632,Myocyte,102.9,42,53.99
CELL_82583,Fibroblast,27.01,32,64.4
CELL_80426,Epithelial,96.65,23,51.53
CELL_64270,Neuron,41.14,45,60.58
CELL_23140,Leukocyte,103.46,49,65.21
CELL_44168,Leukocyte,106.41,38,69.14
CELL_76008,Neuron,109.26,33,64.18
CELL_54475,Neuron,69.18,24,76.8
CELL_94220,Neuron,98.63,32,58.66
CELL_96308,Fibroblast,59.72,25,95.17
CELL_41856,Stem Cell,103.94,45,53.63
CELL_86034,Fibroblast,67.74,35,59.65
CELL_92228,Myocyte,103.68,27,71.39
CELL_21298,Leukocyte,41.78,48,59.54
CELL_72997,Erythrocyte,92.88,23,91.06
CELL_85454,Neuron,58.86,50,54.21
CELL_82533,Fibroblast,75.67,27,82.3
CELL_43839,Neuron,62.96,45,64.26
CELL_98248,Neuron,71.09,22,87.84
CELL_13010,Erythrocyte,46.21,37,96.71
CELL_90764,Myocyte,37.49,44,57.4
CELL_56713,Erythrocyte,28.57,23,58.71
CELL_58484,Myocyte,117.06,50,80.52
CELL_79961,Neuron,110.46,26,89.27
CELL_66372,Epithelial,45.4,6,55.44
CELL_37847,Epithelial,93.44,39,69.88
CELL_25474,Fibroblast,37.94,42,79.2
CELL_58180,Stem Cell,112.66,5,74.15
CELL_94093,Myocyte,96.14,36,74.5
CELL_90141,Stem Cell,72.21,37,87.37
CELL_24418,Stem Cell,86.15,43,63.71
CELL_78148,Epithelial,69.28,11,57.63
CELL_82643,Neuron,55.93,13,51.3
CELL_95256,Fibroblast,78.36,12,82.12
CELL_48036,Neuron,59.83,32,81.86
CELL_82309,Fibroblast,53.2,36,50.58
CELL_15872,Leukocyte,77.2,32,92.39
CELL_10355,Erythrocyte,45.51,40,85.37
CELL_34973,Fibroblast,84.53,37,96.77
CELL_38803,Leukocyte,52.52,22,52.48
CELL_99932,Fibroblast,20.11,13,65.17
CELL_37936,Myocyte,46.85,18,93.59
CELL_18239,Fibroblast,54.18,29,59.96
CELL_89514,Neuron,116.19,7,57.01
CELL_38048,Stem Cell,97.24,46,79.14
CELL_35481,Stem Cell,10.46,11,87.17
CELL_11071,Fibroblast,14.51,17,60.46
CELL_97108,Fibroblast,60.92,26,69.48
CELL_55547,Neuron,48.94,16,83.73
CELL_81920,Stem Cell,31.88,14,51.54
CELL_70302,Epithelial,6.25,16,61.71
CELL_55873,Fibroblast,58.13,43,54.15
