cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_74590,Stem Cell,111.5,11,68.82
CELL_25415,Leukocyte,48.35,49,57.09
CELL_26331,Erythrocyte,99.41,10,76.31
CELL_58774,Erythrocyte,37.26,8,76.15
CELL_99826,Neuron,67.59,13,76.98
CELL_26481,Neuron,49.72,41,59.07
CELL_83505,Fibroblast,88.88,20,67.08
CELL_16588,Stem Cell,95.38,7,57.65
CELL_41501,Fibroblast,42.75,28,55.67
CELL_85713,Stem Cell,90.41,6,82.66
CELL_55450,Leukocyte,98.46,39,61.6
CELL_22486,Epithelial,101.2,5,80.38
CELL_36284,Erythrocyte,71.3,49,57.7
CELL_18411,Leukocyte,14.23,11,74.98
CELL_88437,Neuron,92.21,33,68.32
CELL_62575,Fibroblast,84.53,41,79.85
CELL_68544,Leukocyte,9.85,37,73.83
CELL_60382,Leukocyte,16.83,35,60.65
CELL_88263,Myocyte,22.21,50,83.04
CELL_83305,Neuron,86.71,44,70.76
CELL_29640,Epithelial,110.11,5,77.19
CELL_46590,Leukocyte,41.23,29,90.35
CELL_58988,Epithelial,87.56,22,55.1
CELL_51366,Epithelial,77.9,24,52.04
CELL_70123,Fibroblast,67.03,43,91.38
CELL_46489,Stem Cell,40.38,36,71.02
CELL_28412,Epithelial,10.76,46,78.83
CELL_47164,Neuron,30.54,27,50.12
CELL_10653,Leukocyte,33.33,38,75.32
CELL_81256,Neuron,89.0,43,57.69
CELL_29246,Fibroblast,92.4,40,90.69
CELL_22427,Fibroblast,56.64,44,86.0
CELL_28715,Stem Cell,36.33,30,73.95
CELL_38983,Neuron,93.02,10,97.74
CELL_39898,Leukocyte,18.75,29,61.09
CELL_67131,Stem Cell,20.69,48,61.51
CELL_79468,Stem Cell,57.4,34,98.66
CELL_14841,Erythrocyte,35.76,20,79.12
CELL_54330,Epithelial,111.72,27,98.31
CELL_54877,Neuron,55.2,47,70.58
CELL_65363,Stem Cell,104.77,38,63.74
CELL_42490,Leukocyte,80.32,39,74.68
CELL_14401,Erythrocyte,55.84,18,98.74
CELL_13111,Myocyte,11.93,27,82.54
CELL_49452,Erythrocyte,42.19,25,67.98
CELL_76606,Neuron,25.83,24,69.37
CELL_83653,Stem Cell,24.74,39,92.23
CELL_82806,Myocyte,25.27,43,74.85
CELL_87294,Epithelial,69.58,26,96.89
CELL_63802,Myocyte,48.48,44,72.44
CELL_50867,Leukocyte,82.39,37,50.64
CELL_76563,Myocyte,117.31,11,62.49
CELL_95958,Fibroblast,30.37,15,92.97
CELL_91786,Myocyte,71.75,31,55.88
CELL_11963,Erythrocyte,86.74,30,86.86
CELL_29177,Neuron,76.7,19,85.6
CELL_71920,Fibroblast,25.77,44,89.77
CELL_18634,Neuron,14.53,9,58.12
CELL_32985,Leukocyte,106.06,37,95.14
CELL_85607,Epithelial,99.36,26,74.91
CELL_10103,Neuron,105.98,48,92.45
CELL_55398,Neuron,102.81,6,88.29
CELL_45375,Stem Cell,13.73,23,81.96
CELL_88330,Stem Cell,55.69,40,97.88
CELL_67371,Myocyte,95.94,32,85.36
CELL_82419,Neuron,79.79,12,98.86
CELL_54477,Fibroblast,62.24,18,53.07
CELL_66406,Erythrocyte,73.27,27,70.68
CELL_67034,Fibroblast,12.6,50,81.65
CELL_61126,Leukocyte,39.44,41,74.15
CELL_51671,Epithelial,17.03,50,85.74
CELL_14690,Epithelial,46.98,13,78.9
CELL_46074,Leukocyte,58.97,10,59.07
CELL_37427,Erythrocyte,85.07,47,84.07
CELL_51274,Erythrocyte,37.35,46,93.2
CELL_75407,Stem Cell,14.79,37,96.64
CELL_90384,Fibroblast,45.8,25,72.21
CELL_84901,Stem Cell,84.68,33,94.96
CELL_88153,Myocyte,77.74,29,91.53
CELL_91813,Stem Cell,16.46,6,97.1
CELL_24064,Stem Cell,19.83,37,51.53
CELL_30492,Epithelial,78.92,17,73.11
CELL_12119,Neuron,88.92,24,70.1
CELL_73645,Fibroblast,89.71,15,56.8
CELL_41273,Neuron,8.28,27,80.9
CELL_71528,Leukocyte,83.46,26,95.12
CELL_41931,Fibroblast,68.14,38,99.98
CELL_73605,Leukocyte,61.68,5,87.41
CELL_17342,Fibroblast,24.89,32,52.05
CELL_20647,Leukocyte,101.9,43,77.71
CELL_43329,Myocyte,89.31,29,90.71
CELL_53607,Fibroblast,98.09,20,64.73
CELL_87222,Myocyte,111.91,9,70.54
CELL_79367,Stem Cell,79.49,24,65.07
CELL_99597,Leukocyte,51.2,35,59.08
CELL_91195,Leukocyte,82.39,9,67.75
CELL_40663,Fibroblast,38.61,10,56.73
CELL_65750,Stem Cell,45.07,33,99.57
CELL_54588,Erythrocyte,17.07,43,56.57
CELL_99646,Neuron,111.68,46,95.1
CELL_87913,Stem Cell,67.09,13,50.8
CELL_58743,Neuron,107.26,16,62.69
CELL_26164,Leukocyte,88.45,40,80.19
CELL_26047,Myocyte,13.39,46,91.13
CELL_13979,Myocyte,59.23,45,80.06
CELL_58203,Epithelial,9.44,44,95.86
CELL_30783,Stem Cell,92.06,24,99.68
CELL_68226,Neuron,109.15,8,82.77
CELL_22338,Erythrocyte,70.16,24,96.44
CELL_18248,Myocyte,8.12,11,81.88
CELL_99931,Fibroblast,22.4,41,98.54
CELL_84767,Fibroblast,100.88,39,51.5
CELL_62965,Stem Cell,53.82,20,54.74
CELL_34743,Neuron,84.07,30,99.26
CELL_72788,Erythrocyte,113.66,23,80.15
CELL_36174,Neuron,83.41,31,85.62
