cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_13713,Neuron,112.46,16,70.42
CELL_80737,Stem Cell,10.55,38,56.33
CELL_48747,Myocyte,36.81,16,86.16
CELL_10535,Stem Cell,24.33,37,90.87
CELL_11341,Leukocyte,48.37,23,78.83
CELL_92225,Erythrocyte,25.88,11,98.08
CELL_28200,Leukocyte,110.14,17,66.83
CELL_76022,Erythrocyte,21.42,15,52.33
CELL_39034,Epithelial,7.64,29,80.71
CELL_37652,Erythrocyte,6.86,9,62.9
CELL_21003,Stem Cell,31.56,6,60.92
CELL_43199,Stem Cell,48.28,9,66.68
CELL_37893,Neuron,102.99,9,84.28
CELL_18938,Epithelial,43.23,20,80.58
CELL_64458,Leukocyte,69.3,36,73.79
CELL_14822,Neuron,115.19,46,70.49
CELL_27249,Epithelial,26.66,15,51.22
CELL_97936,Epithelial,55.45,23,81.86
CELL_52967,Neuron,99.72,34,85.72
CELL_25797,Leukocyte,42.65,47,50.87
CELL_15187,Erythrocyte,84.56,24,71.22
CELL_46232,Leukocyte,26.71,34,72.52
CELL_43691,Fibroblast,76.21,17,50.04
CELL_87823,Epithelial,57.68,5,61.34
CELL_66360,Erythrocyte,48.91,30,58.61
CELL_22796,Erythrocyte,95.38,38,94.07
CELL_92187,Fibroblast,68.35,23,56.03
CELL_51166,Neuron,73.6,22,82.07
CELL_25719,Fibroblast,42.7,19,98.47
CELL_54128,Leukocyte,40.28,15,56.89
CELL_34067,Erythrocyte,66.52,40,94.39
CELL_98825,Leukocyte,59.41,14,73.45
CELL_25251,Stem Cell,42.47,39,78.37
CELL_82239,Epithelial,109.89,21,95.35
CELL_93929,Leukocyte,36.52,34,51.69
CELL_74527,Epithelial,31.95,49,97.64
CELL_50532,Fibroblast,65.75,13,64.36
CELL_38077,Fibroblast,7.89,13,80.16
CELL_30755,Myocyte,34.29,12,68.55
CELL_98335,Myocyte,118.35,17,61.3
CELL_65492,Leukocyte,63.13,32,92.27
CELL_22911,Erythrocyte,47.75,33,81.04
CELL_82758,Epithelial,42.99,16,87.38
CELL_13720,Epithelial,54.43,26,62.83
CELL_42042,Myocyte,81.65,45,54.0
CELL_80022,Myocyte,12.71,39,57.25
CELL_42177,Neuron,44.23,34,84.93
CELL_12934,Stem Cell,59.2,22,66.01
CELL_56421,Epithelial,86.17,12,90.89
CELL_70777,Leukocyte,101.63,30,73.49
CELL_66999,Myocyte,68.28,28,97.11
CELL_17402,Epithelial,9.23,41,91.49
CELL_77376,Epithelial,51.8,15,66.28
CELL_72882,Myocyte,38.22,18,88.06
CELL_14474,Neuron,51.94,35,84.51
CELL_27701,Leukocyte,98.99,28,54.71
CELL_95918,Stem Cell,79.93,27,69.58
CELL_54546,Leukocyte,118.15,33,91.3
CELL_94453,Erythrocyte,62.24,33,50.37
CELL_55730,Epithelial,28.46,40,59.71
CELL_82604,Stem Cell,37.89,45,88.95
CELL_94260,Epithelial,114.54,6,70.16
CELL_18803,Fibroblast,59.81,10,81.61
CELL_92457,Fibroblast,46.07,32,70.79
CELL_57140,Stem Cell,104.97,50,51.21
CELL_41704,Leukocyte,56.29,8,99.22
