cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_34817,Epithelial,102.5,46,86.57
CELL_98660,Leukocyte,79.73,39,99.98
CELL_61702,Myocyte,104.24,7,56.14
CELL_44542,Fibroblast,71.28,15,71.23
CELL_27534,Fibroblast,98.44,27,57.57
CELL_16940,Neuron,96.2,9,93.98
CELL_42224,Stem Cell,5.88,17,96.7
CELL_82403,Erythrocyte,57.15,39,60.56
CELL_68396,Fibroblast,36.36,23,59.2
CELL_47981,Stem Cell,40.39,15,84.64
CELL_57751,Neuron,10.88,7,59.25
CELL_77830,Fibroblast,19.87,41,82.18
CELL_56464,Leukocyte,54.98,32,69.36
CELL_33614,Neuron,21.66,39,64.72
CELL_96549,Epithelial,94.86,31,98.19
CELL_36457,Leukocyte,15.97,50,84.64
CELL_57971,Myocyte,76.74,34,85.39
CELL_70331,Fibroblast,38.32,47,66.19
CELL_12540,Fibroblast,18.97,19,86.48
CELL_66955,Myocyte,33.96,13,51.86
CELL_85463,Myocyte,14.9,22,92.03
CELL_67217,Leukocyte,68.66,28,95.14
CELL_76294,Stem Cell,112.24,28,57.72
CELL_68408,Erythrocyte,14.22,46,92.36
CELL_81236,Myocyte,97.45,13,75.15
CELL_57601,Myocyte,111.34,48,90.34
CELL_11142,Epithelial,32.77,44,90.32
CELL_66643,Fibroblast,115.09,42,86.82
CELL_61946,Stem Cell,28.26,23,54.66
CELL_75756,Stem Cell,70.6,31,74.45
CELL_66746,Leukocyte,51.79,47,82.57
CELL_92987,Fibroblast,5.03,11,90.45
CELL_83083,Leukocyte,110.28,28,71.89
CELL_92104,Fibroblast,12.35,22,52.02
CELL_33426,Leukocyte,29.75,13,55.31
CELL_49067,Erythrocyte,52.55,20,98.8
CELL_62967,Leukocyte,90.92,9,55.81
CELL_40597,Myocyte,27.42,6,69.03
CELL_97710,Myocyte,88.04,43,86.5
CELL_48553,Erythrocyte,54.7,34,52.7
CELL_29990,Epithelial,31.96,50,81.96
CELL_33519,Epithelial,55.2,22,54.57
CELL_73518,Erythrocyte,69.03,36,95.28
CELL_73092,Erythrocyte,40.34,46,68.02
CELL_81166,Stem Cell,62.91,40,76.84
CELL_12911,Fibroblast,109.85,27,62.87
CELL_58150,Leukocyte,55.63,7,91.71
CELL_90701,Erythrocyte,50.53,5,64.41
CELL_78587,Epithelial,81.73,48,97.14
CELL_54520,Myocyte,110.76,9,57.47
CELL_39772,Fibroblast,87.89,25,90.02
CELL_11910,Myocyte,61.24,36,89.63
CELL_14402,Fibroblast,73.33,20,59.25
CELL_59386,Myocyte,35.24,18,82.74
CELL_70237,Neuron,79.68,24,68.8
CELL_76177,Myocyte,22.12,11,81.35
CELL_35117,Epithelial,93.88,22,60.58
CELL_21453,Erythrocyte,43.98,26,92.78
CELL_46460,Myocyte,74.64,50,70.82
CELL_39169,Neuron,34.02,17,55.1
CELL_41965,Neuron,34.12,39,61.37
CELL_88685,Myocyte,44.78,27,64.78
CELL_11498,Epithelial,23.69,34,97.52
CELL_28756,Erythrocyte,106.71,7,60.26
CELL_17838,Myocyte,53.46,34,88.19
CELL_63040,Erythrocyte,37.04,44,60.62
CELL_44178,Fibroblast,49.21,43,68.77
CELL_98712,Epithelial,81.84,8,68.48
CELL_12575,Stem Cell,93.66,16,56.42
CELL_51311,Myocyte,87.8,27,55.9
CELL_79803,Erythrocyte,27.13,37,64.18
CELL_34233,Leukocyte,41.73,40,55.51
CELL_46370,Erythrocyte,60.31,31,70.96
CELL_66864,Erythrocyte,63.24,21,77.29
CELL_74334,Leukocyte,112.75,35,77.2
CELL_36425,Stem Cell,118.91,50,76.08
CELL_29427,Erythrocyte,19.25,39,92.11
CELL_32883,Stem Cell,27.05,13,95.89
CELL_46890,Erythrocyte,65.71,20,87.05
CELL_38769,Leukocyte,46.11,13,56.43
CELL_46347,Erythrocyte,20.06,12,56.05
CELL_33891,Fibroblast,66.13,26,93.95
CELL_48868,Neuron,92.54,23,55.49
CELL_74794,Leukocyte,76.6,31,76.17
CELL_29344,Leukocyte,51.04,35,93.74
CELL_11038,Epithelial,105.3,16,94.66
CELL_66016,Epithelial,57.9,29,69.38
CELL_39147,Fibroblast,101.26,19,58.74
CELL_54797,Neuron,76.67,16,71.09
CELL_98826,Leukocyte,114.11,45,95.53
CELL_14801,Erythrocyte,118.27,11,76.34
CELL_99547,Fibroblast,30.07,7,62.08
CELL_66298,Leukocyte,91.45,44,69.01
CELL_36234,Erythrocyte,78.12,28,61.21
CELL_50760,Neuron,47.32,9,99.53
CELL_68599,Myocyte,97.55,45,95.45
CELL_97117,Epithelial,19.58,28,67.79
CELL_37340,Erythrocyte,49.45,34,53.2
CELL_51841,Fibroblast,57.63,27,87.33
CELL_49737,Leukocyte,63.91,20,71.49
CELL_34544,Epithelial,24.09,22,51.07
CELL_14239,Stem Cell,111.39,29,88.89
CELL_61825,Leukocyte,117.49,12,71.6
CELL_79042,Myocyte,79.38,31,58.08
CELL_73373,Neuron,66.94,21,54.61
CELL_10875,Erythrocyte,17.82,50,50.8
CELL_99425,Fibroblast,54.84,20,82.27
CELL_22821,Stem Cell,5.41,20,83.52
CELL_19048,Epithelial,66.17,21,53.95
CELL_63411,Neuron,97.57,50,68.78
CELL_53483,Myocyte,31.18,16,59.74
CELL_38673,Epithelial,69.02,26,59.97
CELL_18984,Epithelial,69.64,32,85.7
CELL_68073,Myocyte,90.71,41,65.22
CELL_43207,Stem Cell,86.24,28,93.57
CELL_89069,Neuron,72.18,25,77.0
CELL_78994,Fibroblast,117.92,32,96.92
CELL_53586,Myocyte,110.24,18,90.4
