cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_57878,Fibroblast,68.48,41,80.88
CELL_67211,Erythrocyte,85.4,13,96.09
CELL_41916,Stem Cell,118.55,43,68.18
CELL_81652,Erythrocyte,94.18,42,68.48
CELL_96232,Leukocyte,43.81,37,75.89
CELL_52400,Epithelial,53.71,49,57.3
CELL_54777,Epithelial,69.23,19,75.82
CELL_44735,Myocyte,102.04,24,63.34
CELL_75524,Epithelial,16.24,28,59.78
CELL_15624,Leukocyte,33.02,16,86.15
CELL_15703,Erythrocyte,86.73,17,59.79
CELL_20345,Erythrocyte,8.33,26,63.08
CELL_72716,Stem Cell,25.92,39,62.33
CELL_45118,Fibroblast,79.55,39,79.84
CELL_56629,Neuron,97.98,25,77.64
CELL_44381,Stem Cell,49.65,10,91.71
CELL_67118,Myocyte,45.69,30,83.05
CELL_64801,Leukocyte,13.17,6,98.87
CELL_89773,Myocyte,26.62,15,53.4
CELL_25424,Neuron,49.16,7,78.59
CELL_32153,Erythrocyte,16.68,43,54.11
CELL_78883,Epithelial,9.96,31,90.77
CELL_74505,Erythrocyte,60.31,10,71.35
CELL_96780,Leukocyte,25.3,13,88.81
CELL_65910,Fibroblast,64.45,42,99.6
CELL_12314,Neuron,68.04,13,71.08
CELL_75693,Fibroblast,39.02,12,79.58
CELL_95768,Leukocyte,105.24,31,73.68
CELL_64904,Epithelial,89.29,18,91.58
CELL_35761,Erythrocyte,46.21,13,72.99
CELL_24041,Stem Cell,56.42,41,53.16
CELL_26683,Epithelial,42.33,14,78.94
CELL_34229,Fibroblast,24.3,37,68.62
CELL_35123,Fibroblast,97.57,20,86.5
CELL_91508,Myocyte,63.96,19,99.39
CELL_37041,Leukocyte,111.54,50,90.12
CELL_80542,Epithelial,87.63,37,81.99
CELL_61566,Stem Cell,75.16,43,93.43
CELL_42769,Fibroblast,93.41,24,72.57
CELL_87082,Leukocyte,56.47,21,97.64
CELL_59974,Fibroblast,63.98,7,56.99
CELL_10236,Stem Cell,76.28,9,52.19
CELL_72330,Fibroblast,24.49,5,78.46
CELL_14248,Neuron,7.59,29,96.84
CELL_14687,Erythrocyte,85.6,11,62.27
CELL_15686,Myocyte,24.31,13,54.79
CELL_31122,Epithelial,38.17,21,62.87
CELL_78482,Leukocyte,44.53,45,50.81
CELL_35068,Myocyte,74.01,29,65.09
CELL_97567,Fibroblast,33.65,15,89.13
CELL_11997,Neuron,79.75,9,79.88
CELL_36127,Fibroblast,104.64,8,65.75
CELL_44801,Myocyte,114.32,5,64.12
CELL_68917,Epithelial,86.33,22,86.07
CELL_60665,Fibroblast,47.38,9,85.84
CELL_62049,Epithelial,59.79,32,61.19
CELL_95086,Epithelial,18.24,6,61.79
CELL_73626,Stem Cell,80.71,44,95.59
CELL_24876,Stem Cell,9.34,39,70.23
CELL_97413,Epithelial,56.34,5,66.22
CELL_29299,Erythrocyte,7.49,32,62.07
CELL_52237,Neuron,82.52,25,81.45
CELL_20648,Myocyte,55.75,17,80.86
CELL_74706,Leukocyte,30.35,46,99.18
CELL_80226,Erythrocyte,62.97,26,53.73
CELL_62663,Fibroblast,114.13,10,78.65
CELL_86198,Stem Cell,72.02,12,99.76
CELL_15515,Myocyte,100.57,47,87.69
CELL_31262,Stem Cell,38.15,42,74.19
CELL_57821,Neuron,53.75,31,85.27
CELL_56722,Erythrocyte,90.41,45,91.09
CELL_71832,Neuron,14.18,11,79.95
CELL_71473,Erythrocyte,95.37,25,82.36
CELL_93239,Erythrocyte,67.24,29,98.08
CELL_42734,Epithelial,36.75,44,84.9
CELL_13330,Neuron,88.58,11,96.04
CELL_47931,Epithelial,32.04,27,67.84
CELL_77446,Stem Cell,26.01,24,51.84
CELL_91258,Neuron,34.66,29,95.49
CELL_68366,Stem Cell,77.6,38,59.89
