cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_45662,Stem Cell,36.17,15,51.09
CELL_82966,Stem Cell,30.97,35,51.43
CELL_51549,Epithelial,112.71,31,72.3
CELL_39549,Neuron,11.13,46,60.77
CELL_92179,Neuron,108.95,49,66.58
CELL_94197,Erythrocyte,18.14,28,75.07
CELL_74367,Epithelial,15.37,49,80.32
CELL_91995,Stem Cell,45.83,5,77.99
CELL_71519,Stem Cell,14.57,29,89.22
CELL_92103,Stem Cell,44.7,30,64.58
CELL_85982,Myocyte,96.31,11,73.42
CELL_29537,Leukocyte,84.33,22,87.6
CELL_69055,Neuron,33.29,12,53.27
CELL_36285,Leukocyte,97.69,35,79.22
CELL_40603,Myocyte,86.2,36,95.02
CELL_89846,Leukocyte,26.87,22,71.01
CELL_89260,Myocyte,49.99,18,50.43
CELL_87305,Leukocyte,31.64,31,67.89
CELL_72784,Erythrocyte,99.09,45,78.65
CELL_67903,Epithelial,92.21,39,78.89
CELL_48284,Neuron,100.1,10,96.08
CELL_85661,Myocyte,116.3,27,68.45
CELL_20690,Fibroblast,55.36,14,91.86
CELL_92066,Erythrocyte,71.65,31,82.15
CELL_38898,Stem Cell,108.13,5,71.73
CELL_96774,Neuron,70.87,20,77.06
CELL_37977,Stem Cell,79.82,23,57.2
CELL_66393,Leukocyte,77.0,41,71.87
CELL_74456,Stem Cell,52.39,38,74.11
CELL_47557,Myocyte,118.37,13,61.05
CELL_25117,Erythrocyte,104.07,41,88.89
CELL_77030,Neuron,26.5,22,51.56
CELL_17245,Myocyte,50.03,13,80.86
CELL_33328,Neuron,113.76,14,84.66
CELL_51381,Erythrocyte,86.09,9,51.55
CELL_77109,Stem Cell,19.59,6,95.61
CELL_48199,Leukocyte,39.8,43,84.74
CELL_12667,Fibroblast,83.39,45,75.56
CELL_11317,Fibroblast,101.76,43,81.08
CELL_73889,Neuron,102.44,14,72.48
CELL_29835,Leukocyte,110.59,38,73.07
CELL_46573,Myocyte,22.09,27,63.92
CELL_87959,Neuron,102.99,47,74.28
CELL_87508,Stem Cell,97.01,34,73.13
CELL_13522,Epithelial,95.38,32,63.5
CELL_47778,Stem Cell,99.43,44,96.31
CELL_70823,Epithelial,46.95,19,52.66
CELL_37631,Leukocyte,62.82,48,87.8
CELL_34985,Neuron,65.82,32,66.91
CELL_33485,Stem Cell,18.83,16,78.67
CELL_79870,Neuron,10.57,10,78.35
CELL_79165,Epithelial,40.95,11,63.13
CELL_60862,Leukocyte,73.05,43,65.86
CELL_30979,Erythrocyte,93.92,17,90.95
CELL_89304,Erythrocyte,55.46,28,92.14
CELL_48346,Fibroblast,45.85,16,52.79
CELL_33829,Erythrocyte,115.28,42,91.16
CELL_32103,Fibroblast,6.36,31,98.27
CELL_44194,Neuron,43.21,27,57.46
CELL_67149,Leukocyte,61.37,17,57.45
CELL_76351,Myocyte,59.55,18,55.13
CELL_31879,Erythrocyte,112.82,25,90.32
CELL_18866,Stem Cell,43.86,26,68.09
CELL_14260,Epithelial,12.58,30,76.87
CELL_90039,Epithelial,23.33,10,55.89
