cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_39149,Myocyte,30.09,6,64.74
CELL_32902,Leukocyte,27.44,8,70.71
CELL_15435,Myocyte,51.02,30,93.72
CELL_26591,Myocyte,21.76,23,90.59
CELL_72529,Epithelial,22.35,31,51.14
CELL_74769,Neuron,72.54,5,99.33
CELL_13639,Stem Cell,37.29,22,80.52
CELL_38026,Stem Cell,56.19,11,53.65
CELL_61060,Neuron,84.14,13,67.55
CELL_42060,Erythrocyte,16.83,13,99.86
CELL_72235,Epithelial,15.94,24,81.94
CELL_91658,Neuron,103.82,25,87.2
CELL_37313,Epithelial,22.81,32,69.05
CELL_51859,Leukocyte,54.09,21,94.2
CELL_38511,Neuron,96.59,32,82.47
CELL_88844,Stem Cell,65.11,44,63.45
CELL_16272,Stem Cell,24.14,8,92.09
CELL_36104,Fibroblast,68.71,36,96.98
CELL_41037,Stem Cell,26.13,43,88.65
CELL_46522,Neuron,54.47,49,58.59
CELL_81360,Stem Cell,36.0,9,70.75
CELL_61540,Epithelial,57.88,13,58.7
CELL_72483,Stem Cell,20.03,18,65.62
CELL_25224,Epithelial,9.98,17,83.52
CELL_31026,Epithelial,81.55,20,95.37
CELL_14145,Epithelial,114.02,24,71.3
CELL_72579,Neuron,101.87,14,95.78
CELL_55253,Fibroblast,66.18,24,70.26
CELL_90122,Neuron,84.2,38,54.56
CELL_38295,Myocyte,79.7,46,50.07
CELL_35598,Myocyte,6.18,29,71.54
CELL_39115,Fibroblast,9.77,38,60.54
CELL_55844,Myocyte,104.35,16,95.6
CELL_65907,Myocyte,113.36,7,85.37
CELL_38696,Myocyte,83.09,49,98.36
CELL_72798,Erythrocyte,102.64,25,96.9
CELL_35839,Erythrocyte,68.97,23,56.78
CELL_64873,Leukocyte,37.67,10,67.55
CELL_68506,Fibroblast,35.18,14,99.57
CELL_48727,Epithelial,79.54,9,67.45
CELL_66913,Leukocyte,88.01,14,52.97
CELL_90640,Epithelial,33.07,19,97.16
CELL_74410,Fibroblast,22.64,25,51.24
CELL_97698,Stem Cell,108.31,38,84.6
CELL_76602,Epithelial,82.27,20,87.97
CELL_51501,Leukocyte,101.46,32,53.21
CELL_36390,Neuron,101.74,17,71.77
CELL_16852,Fibroblast,7.48,6,72.91
CELL_98355,Erythrocyte,15.46,38,55.82
