cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_99879,Leukocyte,81.53,49,63.07
CELL_50051,Neuron,92.87,31,97.82
CELL_56274,Erythrocyte,67.45,29,84.6
CELL_59512,Stem Cell,89.37,32,96.13
CELL_43085,Neuron,113.51,31,73.45
CELL_95607,Myocyte,117.23,44,89.23
CELL_27637,Stem Cell,77.94,6,86.29
CELL_58947,Neuron,73.24,46,86.64
CELL_30514,Leukocyte,45.55,7,89.93
CELL_97860,Myocyte,110.82,21,52.75
CELL_68051,Epithelial,119.2,5,68.03
CELL_91759,Fibroblast,66.66,21,93.97
CELL_92835,Epithelial,83.19,28,68.28
CELL_96142,Stem Cell,106.85,40,95.16
CELL_84799,Stem Cell,114.45,36,82.43
CELL_23209,Myocyte,76.75,16,53.36
CELL_71803,Erythrocyte,34.62,30,56.98
CELL_59577,Fibroblast,99.75,29,71.71
CELL_80192,Fibroblast,87.53,50,65.23
CELL_23268,Myocyte,60.17,12,72.0
CELL_65247,Neuron,45.28,13,83.99
CELL_52443,Myocyte,59.9,18,70.27
CELL_68034,Epithelial,76.15,44,63.86
CELL_78200,Neuron,15.13,13,58.98
CELL_49110,Neuron,29.26,8,70.67
CELL_84342,Myocyte,45.79,18,54.43
CELL_44568,Neuron,62.49,31,99.46
CELL_31035,Stem Cell,32.73,42,97.57
CELL_98327,Myocyte,20.92,15,74.52
CELL_86705,Neuron,10.41,33,69.1
CELL_52375,Leukocyte,55.83,49,80.52
CELL_17891,Myocyte,18.92,13,66.58
CELL_40987,Epithelial,5.5,11,52.7
CELL_20790,Myocyte,54.49,36,98.38
CELL_35608,Neuron,8.25,21,87.82
CELL_24847,Erythrocyte,81.44,33,83.1
CELL_16201,Leukocyte,108.5,20,79.34
CELL_32689,Stem Cell,78.11,47,94.82
CELL_78284,Epithelial,56.73,47,81.95
CELL_87689,Myocyte,96.17,16,69.89
CELL_69007,Leukocyte,82.81,10,55.25
CELL_43053,Stem Cell,27.7,12,62.28
CELL_35282,Erythrocyte,70.86,49,59.14
CELL_95268,Leukocyte,85.96,30,59.91
