cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_87983,Neuron,30.66,29,97.84
CELL_39852,Epithelial,9.71,44,61.46
CELL_32319,Fibroblast,26.14,16,92.05
CELL_92982,Myocyte,116.43,33,62.37
CELL_10413,Erythrocyte,71.85,5,73.46
CELL_31158,Neuron,78.63,38,77.86
CELL_28558,Epithelial,117.18,31,78.89
CELL_72549,Stem Cell,84.23,17,59.11
CELL_90059,Leukocyte,64.17,48,99.22
CELL_66634,Fibroblast,82.31,26,73.05
CELL_61685,Myocyte,107.96,29,51.49
CELL_45638,Erythrocyte,85.41,34,94.19
CELL_42003,Fibroblast,104.6,20,53.46
CELL_15257,Leukocyte,68.63,26,59.12
CELL_32354,Stem Cell,6.45,15,54.76
CELL_23472,Erythrocyte,62.36,46,52.84
CELL_30023,Stem Cell,76.67,49,78.02
CELL_18877,Erythrocyte,21.0,30,60.91
CELL_41434,Fibroblast,18.7,49,94.8
CELL_42544,Stem Cell,84.45,32,62.31
CELL_10399,Leukocyte,37.84,11,76.41
CELL_42759,Stem Cell,30.73,15,65.99
CELL_21463,Epithelial,113.19,18,58.37
CELL_27761,Leukocyte,53.31,23,70.7
CELL_50307,Fibroblast,5.78,17,84.88
CELL_66142,Neuron,68.33,14,98.5
CELL_71986,Myocyte,45.99,10,68.65
CELL_12538,Erythrocyte,58.37,44,69.32
CELL_13688,Neuron,106.68,10,72.96
CELL_28130,Myocyte,6.59,44,51.81
CELL_86323,Stem Cell,78.76,22,88.49
CELL_80693,Stem Cell,68.24,33,96.6
CELL_55499,Erythrocyte,36.65,48,95.75
CELL_10424,Myocyte,72.23,50,76.54
CELL_99699,Myocyte,105.08,37,71.0
CELL_44373,Leukocyte,6.03,42,58.88
CELL_31961,Erythrocyte,91.59,25,72.99
CELL_99094,Fibroblast,95.23,25,97.82
CELL_67506,Fibroblast,69.23,37,92.76
CELL_64598,Stem Cell,52.8,34,92.47
CELL_17911,Epithelial,93.13,28,50.95
CELL_54486,Myocyte,6.51,32,83.59
CELL_42071,Epithelial,113.88,11,63.68
CELL_99857,Myocyte,98.75,27,85.66
CELL_27619,Fibroblast,65.2,36,83.81
CELL_74823,Myocyte,53.62,42,81.8
CELL_43668,Leukocyte,107.47,44,76.95
CELL_54135,Epithelial,101.29,15,93.28
CELL_28597,Leukocyte,20.63,19,61.24
CELL_64216,Stem Cell,60.28,47,87.62
CELL_52193,Stem Cell,98.15,6,88.8
CELL_89938,Epithelial,20.78,44,72.45
