cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_61022,Erythrocyte,68.88,35,97.84
CELL_55252,Erythrocyte,118.9,42,89.12
CELL_73115,Epithelial,33.79,40,98.43
CELL_22560,Stem Cell,111.72,11,85.61
CELL_71601,Neuron,118.08,48,92.5
CELL_19928,Erythrocyte,61.02,8,93.51
CELL_12823,Fibroblast,102.99,42,78.45
CELL_10478,Leukocyte,57.55,12,62.32
CELL_52994,Neuron,96.43,43,83.97
CELL_62203,Leukocyte,29.6,21,80.88
CELL_43639,Epithelial,11.87,14,59.69
CELL_45715,Epithelial,116.58,26,59.11
CELL_75956,Neuron,73.59,18,76.58
CELL_49691,Epithelial,63.52,18,58.67
CELL_77417,Leukocyte,73.02,45,55.93
CELL_48947,Fibroblast,33.47,29,87.89
CELL_35816,Myocyte,5.37,35,73.43
CELL_91400,Myocyte,100.83,21,63.67
CELL_12785,Epithelial,99.31,8,94.78
CELL_13912,Stem Cell,86.7,36,73.9
CELL_67910,Fibroblast,16.09,32,72.19
CELL_37124,Stem Cell,31.48,13,86.65
CELL_26476,Stem Cell,117.15,10,67.14
CELL_95999,Epithelial,13.51,21,72.63
CELL_52948,Myocyte,115.72,24,57.91
CELL_78669,Neuron,8.12,21,80.19
CELL_99321,Epithelial,111.73,42,94.27
CELL_54743,Stem Cell,18.31,24,50.94
CELL_45915,Stem Cell,112.84,36,83.61
CELL_15197,Epithelial,19.1,34,92.0
CELL_53158,Epithelial,35.9,21,61.34
CELL_59736,Fibroblast,66.58,28,74.48
CELL_40634,Myocyte,64.7,8,64.34
CELL_59657,Stem Cell,35.99,49,75.6
CELL_63340,Leukocyte,82.39,6,53.74
CELL_57509,Fibroblast,68.89,21,68.55
CELL_53595,Epithelial,102.1,6,98.62
CELL_10515,Myocyte,6.91,26,71.62
CELL_63221,Fibroblast,29.97,14,70.46
CELL_44572,Epithelial,69.14,27,58.36
CELL_37345,Leukocyte,63.48,50,50.08
CELL_74974,Fibroblast,43.08,42,96.97
CELL_54216,Neuron,100.54,35,68.64
CELL_82058,Fibroblast,90.61,19,91.97
CELL_35909,Erythrocyte,8.6,40,56.74
CELL_63965,Neuron,59.28,14,94.14
CELL_75054,Leukocyte,57.63,19,84.22
CELL_69659,Neuron,22.04,16,97.21
CELL_42938,Epithelial,72.36,33,62.72
CELL_17652,Neuron,102.19,37,99.82
CELL_38241,Myocyte,102.58,27,89.84
CELL_92385,Neuron,83.16,14,94.28
CELL_29654,Fibroblast,20.96,28,60.36
