cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_81531,Leukocyte,21.1,23,62.05
CELL_98708,Erythrocyte,74.02,26,94.35
CELL_28430,Myocyte,57.0,34,77.34
CELL_25571,Fibroblast,21.19,13,90.36
CELL_42160,Epithelial,11.08,17,88.08
CELL_88462,Myocyte,41.57,12,60.15
CELL_80752,Epithelial,62.76,27,60.41
CELL_73012,Leukocyte,37.13,50,61.84
CELL_17090,Epithelial,9.15,42,82.04
CELL_44460,Stem Cell,58.68,5,56.92
CELL_70327,Epithelial,7.87,27,57.74
CELL_82275,Erythrocyte,29.33,15,73.57
CELL_10013,Erythrocyte,38.38,24,73.75
CELL_23059,Stem Cell,93.64,8,81.27
CELL_77560,Epithelial,14.83,42,96.28
CELL_59581,Neuron,111.74,41,72.67
CELL_21264,Stem Cell,51.59,22,87.88
CELL_37569,Epithelial,87.54,22,88.02
CELL_38862,Erythrocyte,104.44,11,73.15
CELL_82735,Erythrocyte,79.91,31,60.11
CELL_45991,Myocyte,55.35,14,95.44
CELL_73366,Fibroblast,115.96,48,67.37
CELL_39037,Myocyte,91.95,31,99.37
CELL_69653,Neuron,37.31,30,93.6
CELL_91875,Leukocyte,113.69,39,56.7
CELL_75613,Fibroblast,104.29,44,63.43
CELL_61965,Stem Cell,75.47,5,89.05
CELL_35750,Neuron,46.38,35,52.46
CELL_97031,Erythrocyte,117.39,14,55.52
CELL_72077,Neuron,40.93,44,87.98
CELL_60904,Erythrocyte,21.05,25,51.2
CELL_28712,Neuron,37.29,46,64.64
CELL_35639,Leukocyte,73.16,44,52.48
CELL_46086,Leukocyte,20.62,40,71.31
CELL_13939,Erythrocyte,87.7,31,66.16
CELL_65245,Epithelial,11.62,41,78.32
CELL_91003,Myocyte,96.3,44,97.96
CELL_69819,Erythrocyte,78.15,12,69.37
CELL_11630,Stem Cell,68.42,16,56.05
CELL_19553,Leukocyte,39.63,38,64.01
CELL_55322,Myocyte,99.32,21,78.69
CELL_16900,Fibroblast,99.74,24,51.87
CELL_84405,Leukocyte,87.93,47,61.96
CELL_69068,Epithelial,106.14,31,75.57
CELL_95865,Fibroblast,111.83,12,97.6
CELL_28707,Myocyte,64.83,31,85.28
CELL_53723,Epithelial,103.55,25,56.63
CELL_41375,Erythrocyte,115.97,5,53.3
CELL_97158,Leukocyte,33.64,27,59.59
CELL_11627,Epithelial,117.42,34,75.99
CELL_28994,Fibroblast,8.44,41,63.31
CELL_31410,Myocyte,103.74,28,81.89
CELL_25450,Fibroblast,54.97,44,50.26
CELL_31300,Stem Cell,116.19,47,71.66
CELL_81096,Leukocyte,72.49,33,86.37
CELL_96012,Neuron,55.37,9,66.26
CELL_60491,Neuron,88.32,25,71.17
CELL_80601,Stem Cell,97.47,31,59.08
CELL_52346,Neuron,61.15,49,90.01
CELL_20581,Epithelial,6.33,7,56.7
CELL_37910,Erythrocyte,70.61,23,85.35
CELL_16597,Epithelial,113.23,5,57.74
CELL_61653,Leukocyte,31.52,21,66.79
CELL_77696,Fibroblast,109.22,31,55.25
CELL_44252,Leukocyte,111.99,10,64.49
CELL_35038,Fibroblast,66.18,45,67.09
CELL_83570,Stem Cell,111.08,33,53.13
CELL_93920,Myocyte,9.77,48,83.62
CELL_83212,Epithelial,70.85,23,75.91
CELL_98994,Leukocyte,59.85,43,92.0
CELL_76741,Leukocyte,107.4,20,92.58
CELL_50238,Myocyte,51.94,40,99.8
CELL_91590,Epithelial,44.12,17,73.21
CELL_45247,Leukocyte,71.38,27,69.36
CELL_79347,Fibroblast,5.16,15,84.85
CELL_29945,Neuron,56.24,18,93.49
CELL_35658,Leukocyte,59.63,31,95.37
CELL_38821,Neuron,110.53,32,57.42
CELL_89116,Epithelial,67.7,13,86.37
CELL_98288,Leukocyte,85.96,48,97.64
