cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_62691,Neuron,27.23,19,64.24
CELL_57715,Neuron,25.21,6,67.2
CELL_68327,Neuron,107.96,27,53.57
CELL_18155,Epithelial,40.05,39,51.52
CELL_11577,Leukocyte,37.49,32,62.9
CELL_73199,Myocyte,100.8,19,56.72
CELL_26097,Epithelial,84.21,40,81.0
CELL_38385,Epithelial,17.94,20,87.59
CELL_65400,Myocyte,119.04,44,98.88
CELL_54135,Epithelial,77.89,50,57.82
CELL_64876,Fibroblast,6.74,28,81.47
CELL_63402,Epithelial,43.79,14,70.07
CELL_59195,Erythrocyte,65.28,35,76.25
CELL_51231,Erythrocyte,98.07,14,75.08
CELL_36889,Neuron,91.61,33,70.63
CELL_26584,Neuron,65.51,15,86.82
CELL_68646,Leukocyte,40.83,21,86.65
CELL_63549,Leukocyte,64.24,46,52.55
CELL_77229,Stem Cell,7.97,22,65.67
CELL_20074,Stem Cell,45.91,16,97.55
CELL_87964,Stem Cell,35.75,20,95.82
CELL_13013,Fibroblast,96.58,8,75.94
CELL_36793,Erythrocyte,7.24,15,96.87
CELL_34178,Myocyte,85.85,18,58.32
CELL_18992,Fibroblast,110.61,25,79.66
CELL_32116,Fibroblast,5.0,37,78.31
CELL_92431,Erythrocyte,91.23,37,69.01
CELL_62437,Fibroblast,16.16,32,66.9
CELL_14184,Epithelial,50.41,32,70.48
CELL_49480,Erythrocyte,37.22,46,91.31
CELL_98318,Stem Cell,84.65,50,56.69
CELL_72867,Epithelial,54.15,13,83.7
CELL_88746,Neuron,24.74,6,65.6
CELL_70624,Myocyte,69.09,16,93.61
CELL_59533,Leukocyte,90.26,40,89.43
CELL_94521,Fibroblast,103.45,7,58.95
CELL_55438,Fibroblast,35.4,10,50.82
CELL_25878,Stem Cell,14.59,38,92.07
CELL_12872,Stem Cell,117.0,31,60.46
CELL_16697,Erythrocyte,26.57,7,61.72
CELL_89185,Fibroblast,13.51,31,72.55
CELL_62788,Stem Cell,105.29,16,88.96
CELL_68770,Myocyte,116.9,43,94.51
CELL_28657,Stem Cell,93.13,30,70.57
CELL_89150,Epithelial,69.96,9,86.33
CELL_36861,Epithelial,118.87,9,65.12
CELL_82180,Leukocyte,96.74,26,66.12
CELL_63748,Stem Cell,65.91,28,86.5
CELL_51539,Leukocyte,50.99,23,69.02
CELL_41630,Neuron,72.86,9,94.5
CELL_43569,Epithelial,29.26,41,87.83
CELL_79583,Fibroblast,105.19,29,79.93
CELL_82727,Leukocyte,58.31,41,71.14
CELL_43985,Leukocyte,58.65,25,94.56
CELL_16339,Fibroblast,12.88,26,99.45
CELL_64284,Myocyte,44.28,29,83.42
CELL_25263,Fibroblast,90.03,6,57.14
CELL_48420,Stem Cell,9.32,41,85.84
CELL_83671,Epithelial,21.02,9,96.46
CELL_17019,Fibroblast,42.46,13,79.52
CELL_83095,Neuron,9.5,10,98.33
CELL_23924,Leukocyte,104.52,7,50.98
CELL_75840,Fibroblast,18.79,42,96.16
CELL_89577,Neuron,41.49,26,52.76
CELL_26300,Erythrocyte,89.36,13,86.22
CELL_28908,Stem Cell,75.72,32,91.24
CELL_71218,Myocyte,104.18,6,91.61
CELL_89148,Fibroblast,86.35,37,67.93
CELL_55659,Erythrocyte,5.56,20,66.59
CELL_32320,Stem Cell,106.69,28,71.7
CELL_25199,Fibroblast,9.59,26,78.02
CELL_55211,Erythrocyte,49.8,38,95.08
CELL_78861,Erythrocyte,115.28,27,81.95
CELL_62762,Leukocyte,65.48,30,76.88
CELL_11031,Stem Cell,73.44,16,51.14
CELL_53645,Stem Cell,33.79,22,80.83
CELL_34771,Fibroblast,75.57,32,52.59
CELL_86545,Erythrocyte,29.85,50,53.57
CELL_45286,Neuron,118.35,12,75.76
CELL_51315,Epithelial,111.19,19,81.67
CELL_37550,Neuron,56.2,29,68.62
CELL_66937,Neuron,32.8,35,64.26
CELL_93003,Erythrocyte,50.76,10,90.07
CELL_80200,Epithelial,86.65,34,98.43
CELL_22634,Stem Cell,10.79,24,59.19
CELL_63584,Leukocyte,65.78,32,91.1
CELL_16402,Epithelial,44.9,49,83.17
CELL_87263,Stem Cell,114.97,38,99.45
CELL_45939,Myocyte,69.52,13,83.68
CELL_27010,Leukocyte,46.38,17,83.85
CELL_85169,Stem Cell,18.58,7,64.98
CELL_97563,Erythrocyte,77.52,15,65.23
CELL_19737,Myocyte,69.47,20,82.22
CELL_18796,Myocyte,77.23,10,89.76
CELL_40586,Neuron,22.53,29,62.76
CELL_98012,Myocyte,59.71,9,88.14
CELL_28648,Epithelial,22.34,49,86.19
CELL_31350,Myocyte,114.96,17,93.28
CELL_95897,Epithelial,102.84,49,71.9
CELL_97743,Erythrocyte,93.4,7,84.43
CELL_48579,Neuron,87.73,45,74.21
CELL_33132,Erythrocyte,38.46,12,75.03
CELL_87250,Epithelial,34.62,23,95.02
CELL_59953,Myocyte,109.67,22,76.51
CELL_31462,Erythrocyte,25.49,27,70.73
CELL_32772,Myocyte,116.31,5,78.9
CELL_29014,Leukocyte,61.23,41,89.37
CELL_88905,Myocyte,109.63,8,70.86
CELL_81700,Leukocyte,53.72,43,66.17
CELL_46092,Stem Cell,18.79,7,91.13
CELL_62334,Stem Cell,25.26,10,90.42
CELL_69378,Neuron,53.75,41,79.61
CELL_83774,Epithelial,64.55,28,69.23
CELL_90068,Epithelial,110.82,42,63.17
CELL_90911,Stem Cell,112.43,9,56.03
CELL_48798,Leukocyte,88.81,7,94.77
CELL_81614,Stem Cell,26.16,37,87.89
CELL_38458,Leukocyte,79.17,26,92.58
CELL_57246,Epithelial,53.37,5,63.11
CELL_81632,Fibroblast,86.32,35,98.16
CELL_35496,Erythrocyte,36.43,20,50.77
CELL_86352,Epithelial,92.68,28,87.82
CELL_40016,Epithelial,90.3,22,85.92
CELL_53936,Fibroblast,54.44,24,90.73
CELL_95516,Fibroblast,10.57,19,74.1
CELL_15963,Epithelial,79.85,36,51.04
CELL_58276,Stem Cell,92.14,14,86.15
CELL_44193,Epithelial,7.93,50,81.71
CELL_15208,Stem Cell,101.99,13,91.29
CELL_66896,Leukocyte,117.94,28,53.43
CELL_79294,Neuron,105.26,40,64.91
CELL_87192,Myocyte,49.88,39,69.42
CELL_99803,Stem Cell,94.99,49,79.98
CELL_90007,Stem Cell,19.53,27,55.53
CELL_32668,Stem Cell,98.65,17,84.65
CELL_73537,Erythrocyte,80.73,45,93.3
CELL_37582,Myocyte,26.44,21,55.82
CELL_70718,Myocyte,7.33,9,65.68
CELL_25877,Leukocyte,5.43,18,99.96
CELL_26088,Fibroblast,52.87,29,61.58
CELL_37353,Epithelial,16.51,10,89.31
CELL_36770,Leukocyte,52.59,8,72.12
CELL_26585,Erythrocyte,119.01,37,92.81
CELL_53920,Neuron,64.0,38,69.73
CELL_32509,Erythrocyte,5.56,12,71.4
CELL_64133,Myocyte,113.63,23,57.9
CELL_75976,Stem Cell,50.91,19,81.01
CELL_88851,Neuron,62.85,40,78.65
CELL_51447,Leukocyte,98.62,48,93.46
CELL_37439,Erythrocyte,56.31,28,64.06
