cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_97621,Fibroblast,6.75,34,57.74
CELL_88711,Stem Cell,17.82,37,61.75
CELL_58885,Myocyte,104.58,15,86.36
CELL_67011,Epithelial,43.85,19,99.98
CELL_29081,Stem Cell,77.85,33,92.77
CELL_67770,Erythrocyte,101.02,42,67.03
CELL_16404,Leukocyte,29.49,20,62.17
CELL_66321,Erythrocyte,47.86,7,76.65
CELL_62374,Fibroblast,27.73,38,54.25
CELL_56142,Fibroblast,104.63,50,91.32
CELL_26166,Neuron,44.93,14,60.22
CELL_93850,Erythrocyte,56.07,32,67.17
CELL_33647,Fibroblast,85.89,21,84.21
CELL_29920,Fibroblast,95.87,18,79.88
CELL_20045,Myocyte,81.82,31,66.48
CELL_35767,Erythrocyte,104.88,42,93.8
CELL_80028,Stem Cell,16.79,28,76.78
CELL_81428,Neuron,69.25,42,52.11
CELL_96514,Erythrocyte,118.03,38,69.28
CELL_81353,Myocyte,29.0,22,74.68
CELL_51433,Leukocyte,77.5,16,73.0
CELL_67721,Leukocyte,83.27,23,53.75
CELL_49221,Erythrocyte,97.75,23,88.75
CELL_84007,Epithelial,13.8,31,55.0
CELL_10709,Stem Cell,115.13,16,63.79
CELL_50556,Stem Cell,41.12,45,64.93
CELL_60553,Erythrocyte,38.51,39,71.65
CELL_15069,Fibroblast,68.87,43,94.52
CELL_85705,Neuron,12.47,37,89.04
CELL_18596,Erythrocyte,12.67,11,76.4
CELL_29629,Myocyte,103.3,36,71.09
CELL_63180,Stem Cell,75.37,8,77.2
CELL_11000,Myocyte,40.22,6,90.85
CELL_39798,Leukocyte,12.84,44,82.03
CELL_75783,Epithelial,49.13,11,62.7
CELL_34023,Fibroblast,114.79,32,58.41
CELL_48900,Leukocyte,32.74,19,61.6
CELL_29864,Stem Cell,104.31,13,84.12
CELL_35490,Myocyte,71.1,32,76.65
CELL_76449,Epithelial,64.99,11,95.88
CELL_29369,Fibroblast,50.69,8,56.86
CELL_31671,Leukocyte,77.23,28,65.45
CELL_62402,Erythrocyte,56.33,16,62.28
CELL_41360,Leukocyte,100.32,41,75.91
CELL_63394,Neuron,19.69,35,52.43
CELL_67302,Neuron,113.39,21,53.81
CELL_19868,Erythrocyte,109.18,13,64.22
CELL_86350,Leukocyte,21.22,28,79.47
CELL_45276,Myocyte,72.13,6,98.39
CELL_97479,Neuron,64.93,24,95.49
CELL_68233,Neuron,19.43,16,94.83
CELL_51925,Leukocyte,118.26,37,57.94
CELL_12107,Erythrocyte,10.88,25,99.71
CELL_99080,Myocyte,59.64,31,64.76
CELL_39363,Stem Cell,52.63,26,93.32
CELL_29664,Neuron,87.32,42,64.67
CELL_56685,Leukocyte,46.07,37,59.87
CELL_52113,Epithelial,81.39,50,72.6
CELL_87118,Fibroblast,76.85,25,91.72
CELL_44987,Leukocyte,89.99,38,52.3
CELL_37542,Neuron,34.9,26,68.65
CELL_71515,Myocyte,14.51,23,76.24
CELL_50975,Epithelial,31.93,20,76.02
CELL_13901,Myocyte,52.75,18,92.33
CELL_27761,Fibroblast,56.15,30,70.86
CELL_56057,Erythrocyte,82.71,42,80.45
CELL_31840,Stem Cell,20.51,28,70.78
CELL_79126,Neuron,44.3,44,82.31
CELL_45504,Stem Cell,28.47,30,79.9
CELL_46869,Stem Cell,43.21,23,92.27
CELL_59586,Myocyte,48.04,16,62.12
CELL_25040,Stem Cell,16.47,21,84.87
CELL_77118,Leukocyte,11.88,37,50.99
CELL_26543,Leukocyte,33.2,44,90.08
CELL_29100,Fibroblast,18.67,15,52.93
CELL_50182,Leukocyte,8.73,32,96.94
CELL_29946,Leukocyte,55.96,44,74.58
CELL_77160,Myocyte,56.26,14,81.12
CELL_22998,Epithelial,38.87,43,71.03
CELL_39919,Myocyte,33.68,12,60.29
CELL_97355,Leukocyte,91.77,38,82.94
CELL_80250,Neuron,65.21,6,99.4
CELL_97908,Myocyte,46.76,16,70.73
CELL_11627,Epithelial,56.21,30,53.4
CELL_50065,Leukocyte,68.79,6,64.32
CELL_64700,Neuron,100.96,49,55.38
CELL_75172,Fibroblast,65.88,29,90.3
CELL_43544,Fibroblast,8.28,11,92.39
CELL_85247,Fibroblast,36.48,19,58.72
CELL_45640,Leukocyte,119.19,27,83.13
CELL_94816,Epithelial,59.03,27,73.51
CELL_95218,Leukocyte,44.22,8,53.6
CELL_30741,Neuron,10.95,48,81.42
CELL_58429,Erythrocyte,61.45,39,63.17
CELL_80712,Stem Cell,20.6,28,65.39
CELL_80940,Myocyte,5.53,24,58.26
CELL_54808,Erythrocyte,47.65,35,82.98
CELL_62371,Stem Cell,58.46,40,66.45
CELL_55713,Leukocyte,115.65,38,86.69
CELL_28850,Erythrocyte,13.25,15,76.79
CELL_40285,Epithelial,10.0,17,84.09
CELL_96695,Fibroblast,34.59,20,76.71
CELL_30862,Myocyte,57.05,25,55.56
CELL_78689,Leukocyte,59.58,10,72.48
CELL_73627,Fibroblast,10.89,16,69.98
CELL_31357,Stem Cell,24.17,26,75.03
CELL_94102,Myocyte,104.35,10,51.69
CELL_88279,Erythrocyte,97.38,28,54.52
CELL_81114,Stem Cell,76.98,21,68.67
CELL_30863,Leukocyte,65.16,20,85.62
CELL_46337,Leukocyte,8.58,10,75.67
CELL_26039,Leukocyte,57.25,33,97.82
CELL_87405,Fibroblast,50.94,5,99.69
CELL_50054,Leukocyte,91.44,28,62.04
CELL_33958,Leukocyte,108.82,36,87.82
CELL_81273,Stem Cell,100.66,32,90.31
CELL_54201,Myocyte,78.81,7,93.39
CELL_91580,Fibroblast,75.16,46,64.54
CELL_99721,Fibroblast,111.21,21,61.4
CELL_72667,Neuron,117.57,24,74.19
CELL_79943,Myocyte,19.2,37,57.27
CELL_59394,Fibroblast,103.44,9,71.54
CELL_24544,Neuron,67.12,8,54.12
CELL_55348,Fibroblast,107.9,22,93.03
CELL_43545,Erythrocyte,102.88,32,89.22
CELL_67996,Epithelial,31.92,16,50.27
CELL_34208,Stem Cell,9.5,19,55.74
CELL_59809,Fibroblast,88.91,43,72.2
CELL_23608,Stem Cell,108.06,27,69.35
CELL_63000,Erythrocyte,86.1,6,82.43
CELL_51882,Fibroblast,102.9,42,79.69
CELL_57496,Myocyte,109.74,5,53.42
CELL_64954,Neuron,83.22,20,99.84
CELL_83553,Erythrocyte,33.9,20,83.6
CELL_64502,Stem Cell,113.59,50,71.14
CELL_12568,Epithelial,75.98,48,82.01
CELL_24897,Stem Cell,11.09,36,96.76
CELL_46021,Epithelial,6.94,17,53.2
CELL_47800,Myocyte,113.67,17,86.93
CELL_64157,Epithelial,18.0,23,56.6
CELL_44988,Stem Cell,19.43,41,74.51
CELL_85119,Fibroblast,7.44,40,54.42
CELL_29760,Myocyte,82.47,42,70.78
