cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_11796,Epithelial,95.52,5,75.3
CELL_63203,Epithelial,58.64,29,64.86
CELL_33488,Erythrocyte,118.81,5,81.77
CELL_19950,Fibroblast,45.5,48,75.74
CELL_50307,Stem Cell,46.54,45,79.4
CELL_86011,Epithelial,76.79,35,98.45
CELL_93736,Fibroblast,115.16,36,86.24
CELL_34958,Fibroblast,70.5,48,58.83
CELL_29351,Myocyte,101.26,48,91.61
CELL_79088,Erythrocyte,11.52,13,62.48
CELL_43866,Myocyte,87.09,5,57.08
CELL_17468,Erythrocyte,22.74,39,79.74
CELL_22067,Fibroblast,54.84,13,62.73
CELL_73264,Epithelial,109.84,11,94.02
CELL_34678,Neuron,21.37,43,84.89
CELL_59633,Neuron,44.76,29,74.65
CELL_72824,Neuron,85.12,8,82.92
CELL_93554,Fibroblast,110.08,21,91.24
CELL_12867,Myocyte,67.55,41,91.59
CELL_57111,Fibroblast,85.45,8,68.71
CELL_96530,Neuron,107.42,45,62.48
CELL_96520,Neuron,10.09,16,53.37
CELL_75511,Neuron,23.41,24,79.3
CELL_51802,Stem Cell,78.03,44,91.86
CELL_77529,Neuron,6.32,28,52.28
CELL_51832,Leukocyte,9.1,12,93.76
CELL_72238,Leukocyte,48.56,40,92.77
CELL_93208,Leukocyte,20.56,31,56.62
CELL_90552,Fibroblast,77.52,17,57.72
CELL_70128,Epithelial,119.09,14,61.12
CELL_82346,Fibroblast,22.69,6,75.34
CELL_23824,Neuron,104.04,13,85.63
CELL_48981,Epithelial,72.36,47,72.26
CELL_28419,Neuron,79.5,9,78.53
CELL_61261,Myocyte,70.43,29,60.17
CELL_76045,Myocyte,94.54,31,81.72
CELL_94352,Leukocyte,103.05,47,77.01
CELL_56095,Erythrocyte,18.2,41,94.05
CELL_55235,Erythrocyte,88.5,44,80.66
CELL_37661,Myocyte,11.82,26,91.33
CELL_32137,Stem Cell,87.95,48,57.57
CELL_28903,Erythrocyte,59.57,17,78.58
CELL_85865,Fibroblast,17.91,35,81.32
CELL_61421,Erythrocyte,22.46,46,94.41
CELL_16212,Fibroblast,43.58,44,53.93
CELL_48867,Myocyte,43.49,8,80.59
CELL_28113,Epithelial,84.98,25,90.1
CELL_12609,Leukocyte,57.39,41,80.91
CELL_51879,Neuron,37.12,31,58.7
CELL_20017,Neuron,74.18,38,85.66
CELL_42153,Erythrocyte,109.09,7,52.42
CELL_18033,Erythrocyte,51.42,45,64.45
CELL_88289,Stem Cell,25.33,21,68.56
CELL_92452,Myocyte,51.68,21,72.07
CELL_99125,Erythrocyte,24.09,44,56.61
CELL_62295,Epithelial,35.79,38,66.36
CELL_50590,Stem Cell,80.08,30,88.74
CELL_10812,Fibroblast,103.29,5,82.7
CELL_27297,Stem Cell,76.74,40,99.86
CELL_50395,Fibroblast,72.97,14,51.5
CELL_87259,Stem Cell,46.27,5,51.56
CELL_76752,Myocyte,84.01,12,61.31
CELL_73261,Epithelial,48.09,31,95.31
CELL_17952,Stem Cell,64.34,12,80.04
CELL_71579,Myocyte,110.77,33,80.46
CELL_19980,Fibroblast,118.91,32,94.13
CELL_32014,Neuron,15.87,25,86.44
CELL_72381,Neuron,39.23,38,89.29
CELL_72310,Leukocyte,116.35,5,82.76
CELL_95462,Epithelial,23.59,35,55.2
CELL_75566,Myocyte,23.65,18,76.84
CELL_63824,Erythrocyte,5.96,50,69.08
CELL_55583,Leukocyte,119.32,19,81.62
CELL_42469,Fibroblast,75.28,29,52.45
CELL_31263,Epithelial,32.34,6,95.06
CELL_30772,Fibroblast,96.25,19,53.11
CELL_11390,Myocyte,99.53,16,66.45
CELL_36246,Neuron,78.75,40,93.89
CELL_27157,Erythrocyte,77.2,8,94.72
CELL_90543,Leukocyte,105.77,21,94.67
CELL_45447,Epithelial,17.49,13,80.35
CELL_10550,Myocyte,85.6,23,60.62
CELL_25507,Stem Cell,36.44,38,68.65
CELL_47882,Leukocyte,35.41,35,73.21
CELL_63953,Epithelial,93.03,30,58.68
CELL_53367,Myocyte,76.41,23,94.48
CELL_72198,Fibroblast,33.74,8,81.2
CELL_56825,Leukocyte,24.5,22,75.34
CELL_42249,Neuron,114.9,6,77.94
CELL_16709,Fibroblast,44.13,21,85.51
CELL_34616,Epithelial,23.74,20,91.73
