cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_39671,Myocyte,74.94,11,98.63
CELL_96584,Stem Cell,20.27,20,99.99
CELL_69727,Epithelial,117.49,23,71.24
CELL_96582,Stem Cell,14.34,47,51.12
CELL_17905,Erythrocyte,54.37,16,51.1
CELL_41801,Erythrocyte,101.53,12,91.06
CELL_18085,Leukocyte,45.87,38,98.56
CELL_45619,Epithelial,41.32,23,89.28
CELL_35615,Myocyte,12.67,49,87.69
CELL_49180,Neuron,97.81,22,70.24
CELL_27130,Fibroblast,101.29,31,92.77
CELL_20077,Myocyte,20.22,16,97.28
CELL_31482,Erythrocyte,28.22,7,99.53
CELL_15845,Stem Cell,33.97,12,62.2
CELL_61284,Stem Cell,63.55,46,78.14
CELL_86266,Neuron,7.33,46,59.18
CELL_58304,Neuron,14.13,27,53.93
CELL_91132,Myocyte,115.9,15,68.88
CELL_56118,Neuron,115.92,50,93.96
CELL_73298,Leukocyte,48.37,38,94.46
CELL_43790,Epithelial,81.72,40,71.08
CELL_30416,Myocyte,109.7,20,92.69
CELL_54415,Leukocyte,46.59,40,77.01
CELL_98844,Stem Cell,110.9,20,56.53
CELL_29013,Leukocyte,115.3,28,57.21
CELL_88954,Epithelial,36.01,10,99.92
CELL_55488,Fibroblast,5.32,49,84.31
CELL_85888,Myocyte,115.74,37,52.81
CELL_25726,Leukocyte,19.53,50,67.45
CELL_87629,Neuron,108.11,48,76.92
CELL_29810,Stem Cell,79.22,37,51.22
CELL_67763,Fibroblast,77.44,35,72.91
CELL_94438,Neuron,85.6,22,85.57
CELL_41041,Erythrocyte,82.61,15,50.34
CELL_55682,Myocyte,28.7,39,63.34
CELL_24998,Erythrocyte,76.66,24,82.29
CELL_97103,Myocyte,23.24,17,72.23
CELL_21325,Epithelial,20.38,10,85.16
CELL_25170,Myocyte,76.73,11,95.61
CELL_49459,Myocyte,85.87,7,51.67
CELL_72436,Leukocyte,108.12,25,66.13
CELL_23536,Myocyte,24.69,16,80.13
CELL_84125,Erythrocyte,60.2,45,68.83
CELL_58615,Myocyte,75.22,31,75.4
CELL_84875,Myocyte,56.13,11,92.03
CELL_88015,Fibroblast,96.27,35,56.23
CELL_47200,Epithelial,114.83,17,70.52
CELL_42083,Neuron,52.44,8,80.41
CELL_21265,Myocyte,89.83,6,95.08
CELL_23946,Neuron,84.33,31,85.85
CELL_16187,Erythrocyte,11.13,16,77.21
CELL_59113,Stem Cell,47.86,8,76.85
CELL_26965,Epithelial,11.58,43,57.68
CELL_96604,Neuron,51.24,30,85.53
CELL_69637,Myocyte,87.47,27,59.09
CELL_21428,Fibroblast,75.46,49,76.91
CELL_93162,Fibroblast,104.52,32,79.09
CELL_13286,Stem Cell,47.42,18,60.22
CELL_30283,Erythrocyte,38.09,19,74.95
CELL_77741,Epithelial,22.43,5,58.71
CELL_71785,Epithelial,70.39,41,77.18
CELL_96443,Leukocyte,31.57,27,84.28
CELL_72239,Myocyte,16.62,45,74.4
CELL_98685,Epithelial,12.23,48,53.64
CELL_65850,Fibroblast,48.25,32,64.03
CELL_31177,Epithelial,66.04,39,88.59
CELL_42868,Neuron,71.44,43,87.38
CELL_68430,Myocyte,71.07,42,87.88
CELL_48881,Stem Cell,62.35,49,94.58
CELL_76406,Epithelial,11.52,15,51.6
CELL_31456,Fibroblast,113.66,49,60.81
CELL_59184,Erythrocyte,111.98,44,84.12
CELL_81344,Fibroblast,39.77,37,85.18
CELL_63082,Neuron,26.47,29,59.36
CELL_23206,Stem Cell,84.33,50,93.46
CELL_21097,Leukocyte,97.96,43,62.97
CELL_57849,Neuron,92.64,18,51.14
CELL_34741,Leukocyte,20.99,25,52.68
CELL_15046,Epithelial,116.52,15,70.64
