cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_74877,Fibroblast,13.33,21,81.69
CELL_10994,Erythrocyte,55.2,19,58.81
CELL_48694,Erythrocyte,51.31,48,90.27
CELL_69148,Fibroblast,111.06,48,87.1
CELL_95792,Epithelial,48.38,22,84.62
CELL_71205,Neuron,115.81,15,64.15
CELL_13514,Leukocyte,82.88,40,76.19
CELL_66744,Leukocyte,20.87,18,51.65
CELL_49486,Myocyte,58.69,29,79.99
CELL_84812,Myocyte,87.65,38,69.49
CELL_43365,Fibroblast,46.18,45,78.29
CELL_81833,Stem Cell,33.87,18,59.22
CELL_79891,Epithelial,95.56,22,97.87
CELL_81650,Fibroblast,100.28,14,73.57
CELL_63581,Neuron,85.24,20,71.7
CELL_40722,Epithelial,107.69,23,56.77
CELL_43678,Neuron,41.83,47,69.13
CELL_44355,Erythrocyte,69.39,37,83.56
CELL_16999,Myocyte,119.92,44,62.7
CELL_46995,Fibroblast,26.48,25,80.7
CELL_89785,Erythrocyte,72.81,40,99.49
CELL_19572,Erythrocyte,93.81,41,60.29
CELL_62702,Stem Cell,74.68,47,67.14
CELL_77870,Neuron,114.94,20,66.22
CELL_95889,Fibroblast,30.47,6,62.02
CELL_66396,Stem Cell,25.99,32,67.84
CELL_66906,Fibroblast,62.07,41,58.85
CELL_19040,Myocyte,12.84,48,72.31
CELL_17477,Leukocyte,117.88,26,99.19
CELL_74388,Epithelial,99.1,38,57.54
CELL_32733,Epithelial,46.97,38,78.95
CELL_59984,Leukocyte,55.48,23,80.09
CELL_68498,Stem Cell,77.92,16,60.92
CELL_40428,Neuron,37.36,17,58.59
CELL_28257,Leukocyte,19.69,19,61.27
CELL_92006,Epithelial,20.9,25,91.58
CELL_38312,Erythrocyte,40.45,22,83.75
CELL_26613,Fibroblast,101.79,17,64.8
CELL_62765,Erythrocyte,28.03,23,64.64
CELL_89379,Fibroblast,43.15,8,56.47
CELL_48041,Erythrocyte,43.96,34,96.15
CELL_10783,Stem Cell,14.62,27,68.14
CELL_36764,Epithelial,46.77,42,64.62
CELL_28145,Neuron,98.1,22,64.27
CELL_81484,Erythrocyte,85.77,27,53.4
CELL_19307,Leukocyte,43.49,38,99.13
CELL_86745,Myocyte,111.81,18,88.07
CELL_62714,Leukocyte,57.72,30,99.86
CELL_21054,Neuron,13.84,45,84.99
CELL_21037,Epithelial,107.93,35,75.65
CELL_63712,Neuron,66.54,42,52.72
CELL_11010,Epithelial,88.21,41,77.5
CELL_31723,Myocyte,21.84,40,57.32
CELL_95991,Epithelial,22.49,50,62.33
CELL_31367,Erythrocyte,35.89,50,55.24
CELL_43559,Epithelial,111.73,20,66.72
CELL_90569,Stem Cell,60.7,13,52.39
CELL_95224,Fibroblast,83.66,31,87.26
CELL_33732,Leukocyte,19.36,20,84.45
CELL_55591,Erythrocyte,110.0,36,55.3
CELL_54406,Leukocyte,87.11,8,71.36
CELL_54814,Stem Cell,49.52,34,89.7
CELL_34183,Fibroblast,101.54,28,92.96
CELL_36043,Erythrocyte,60.64,42,51.47
CELL_95100,Epithelial,23.84,6,95.54
CELL_93854,Myocyte,110.73,14,61.16
CELL_50517,Stem Cell,82.69,10,76.33
CELL_36569,Stem Cell,32.6,23,64.7
CELL_52394,Stem Cell,43.04,47,71.58
CELL_85842,Fibroblast,104.39,10,83.62
CELL_75821,Stem Cell,80.54,12,78.05
CELL_56418,Myocyte,113.68,40,70.68
CELL_19549,Stem Cell,102.56,49,53.8
CELL_80572,Myocyte,16.25,22,86.72
CELL_51960,Leukocyte,43.9,20,93.31
CELL_53071,Leukocyte,50.96,5,70.07
CELL_76141,Fibroblast,10.98,36,69.18
CELL_86717,Myocyte,39.71,7,55.86
CELL_77417,Leukocyte,10.59,10,63.94
CELL_70186,Fibroblast,116.36,49,82.18
CELL_73014,Erythrocyte,117.1,36,96.91
CELL_69762,Myocyte,9.86,34,97.16
CELL_43424,Erythrocyte,46.13,47,81.13
CELL_25693,Myocyte,59.68,11,96.49
CELL_92234,Myocyte,23.36,21,77.62
CELL_71864,Stem Cell,88.12,50,97.95
CELL_76297,Erythrocyte,48.06,16,52.81
CELL_90118,Leukocyte,115.87,10,94.44
CELL_12469,Leukocyte,54.91,25,87.67
CELL_74388,Myocyte,25.69,10,92.86
CELL_44671,Stem Cell,83.28,9,96.56
CELL_58058,Leukocyte,103.21,19,88.22
