cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_63756,Fibroblast,114.91,20,80.8
CELL_16602,Leukocyte,73.58,18,68.06
CELL_10366,Myocyte,82.4,25,65.91
CELL_89445,Epithelial,76.41,8,95.24
CELL_59175,Epithelial,41.04,29,91.23
CELL_14892,Stem Cell,78.91,11,63.71
CELL_69677,Fibroblast,103.2,20,81.78
CELL_47144,Neuron,40.53,12,83.61
CELL_36460,Fibroblast,73.94,41,89.52
CELL_49512,Neuron,118.67,35,92.43
CELL_23984,Epithelial,36.01,29,99.93
CELL_23684,Leukocyte,98.86,47,92.06
CELL_65003,Erythrocyte,53.72,45,78.19
CELL_59440,Fibroblast,8.92,41,55.95
CELL_46816,Erythrocyte,60.53,32,63.99
CELL_80432,Leukocyte,24.92,35,64.85
CELL_36921,Myocyte,112.89,33,64.73
CELL_52699,Myocyte,72.04,18,76.48
CELL_97345,Erythrocyte,85.78,14,55.78
CELL_18907,Neuron,66.08,41,72.54
CELL_59528,Stem Cell,79.32,22,81.26
CELL_57149,Neuron,85.09,47,99.07
CELL_72258,Neuron,40.67,24,54.64
CELL_85250,Myocyte,77.49,50,69.39
CELL_16107,Myocyte,86.0,49,92.03
CELL_25172,Epithelial,115.7,9,68.31
CELL_64502,Fibroblast,24.21,35,63.0
CELL_63240,Stem Cell,101.06,45,93.67
CELL_48718,Fibroblast,96.11,43,99.36
CELL_91662,Myocyte,14.45,42,84.09
CELL_17339,Epithelial,48.5,24,70.17
CELL_11843,Stem Cell,103.67,34,85.1
CELL_38058,Stem Cell,56.05,25,91.1
CELL_24032,Fibroblast,55.79,14,54.01
CELL_28117,Erythrocyte,98.39,38,94.32
CELL_30386,Fibroblast,11.7,42,56.51
CELL_18178,Epithelial,94.12,41,91.46
CELL_38129,Myocyte,107.27,17,71.05
CELL_59465,Neuron,69.5,42,71.83
CELL_72668,Erythrocyte,83.03,15,51.85
CELL_39216,Epithelial,73.62,33,95.65
CELL_17562,Myocyte,43.07,15,52.77
CELL_57290,Myocyte,37.04,46,93.22
CELL_25689,Fibroblast,7.26,35,99.6
CELL_49160,Stem Cell,45.63,49,62.12
CELL_68586,Fibroblast,35.4,17,53.42
CELL_76029,Myocyte,86.56,45,82.68
CELL_49612,Neuron,101.43,22,54.68
CELL_99284,Myocyte,11.07,15,86.93
CELL_49181,Myocyte,86.95,42,89.3
CELL_23814,Erythrocyte,17.94,27,90.97
CELL_44021,Leukocyte,113.04,28,99.5
CELL_78693,Fibroblast,72.35,32,53.93
CELL_30311,Epithelial,47.15,11,66.99
CELL_18146,Erythrocyte,85.35,49,66.02
CELL_99738,Fibroblast,47.53,37,62.86
CELL_79779,Myocyte,85.83,29,84.86
CELL_70826,Stem Cell,55.33,32,51.52
CELL_93811,Myocyte,93.79,45,59.09
CELL_37162,Fibroblast,62.65,21,78.18
CELL_96163,Epithelial,69.09,41,96.47
CELL_40308,Erythrocyte,104.0,47,95.69
CELL_28360,Erythrocyte,77.97,10,68.87
CELL_66090,Fibroblast,58.27,42,50.72
CELL_16389,Epithelial,61.34,34,99.09
CELL_33564,Epithelial,60.7,42,62.27
CELL_20880,Erythrocyte,51.52,28,92.18
CELL_35042,Myocyte,42.93,22,92.33
CELL_97697,Stem Cell,119.54,48,64.02
CELL_27677,Stem Cell,44.03,45,63.79
CELL_77703,Erythrocyte,48.57,16,77.97
CELL_65715,Stem Cell,114.74,22,72.68
CELL_46527,Leukocyte,101.31,36,55.73
CELL_52815,Myocyte,33.43,18,54.74
CELL_43677,Stem Cell,63.21,27,91.26
CELL_89240,Stem Cell,79.38,11,60.79
CELL_61687,Neuron,37.38,11,89.06
CELL_91187,Myocyte,88.72,48,97.5
CELL_81667,Erythrocyte,94.26,45,91.72
CELL_29791,Epithelial,119.54,47,64.38
CELL_83171,Fibroblast,43.1,43,64.91
CELL_52146,Epithelial,88.24,34,85.38
CELL_11452,Myocyte,13.75,15,62.82
CELL_67564,Myocyte,54.44,22,51.88
CELL_80206,Epithelial,117.74,22,82.96
CELL_57024,Stem Cell,56.12,42,97.07
CELL_66996,Neuron,108.75,21,83.62
CELL_29937,Neuron,93.82,30,65.73
CELL_56894,Myocyte,74.91,9,68.98
CELL_61350,Erythrocyte,43.63,8,58.9
CELL_14912,Erythrocyte,103.0,7,78.24
CELL_72993,Leukocyte,69.88,10,79.39
CELL_35159,Neuron,26.54,18,75.74
CELL_38723,Neuron,61.41,19,76.83
CELL_78685,Leukocyte,102.33,42,59.41
CELL_59045,Erythrocyte,61.61,32,52.8
CELL_67655,Neuron,115.59,45,75.95
CELL_32580,Epithelial,64.61,27,59.51
CELL_66514,Fibroblast,42.49,39,92.46
CELL_88314,Epithelial,39.18,47,50.81
CELL_13060,Neuron,92.95,43,93.15
CELL_29517,Erythrocyte,86.06,18,62.38
CELL_64206,Fibroblast,59.95,6,81.21
CELL_79495,Myocyte,111.16,31,89.64
CELL_78022,Myocyte,35.54,11,63.54
CELL_89314,Stem Cell,24.77,10,73.6
CELL_65991,Myocyte,84.06,24,78.58
CELL_81474,Leukocyte,103.26,15,64.94
CELL_57569,Myocyte,57.09,16,68.18
CELL_57407,Epithelial,8.81,50,97.89
CELL_50176,Stem Cell,6.48,47,98.37
CELL_61262,Myocyte,77.44,5,76.32
CELL_54157,Myocyte,72.66,30,71.35
CELL_95861,Epithelial,66.54,19,81.12
CELL_64596,Fibroblast,95.6,44,79.06
CELL_79962,Epithelial,67.75,13,77.74
CELL_42181,Stem Cell,103.41,30,85.62
CELL_66199,Epithelial,68.96,19,80.76
CELL_74944,Leukocyte,105.67,29,83.95
CELL_13711,Stem Cell,75.45,32,83.08
CELL_63815,Stem Cell,115.94,18,81.65
CELL_74335,Erythrocyte,88.09,37,58.44
CELL_37098,Fibroblast,47.03,16,60.24
CELL_43532,Epithelial,40.95,10,54.75
CELL_21513,Fibroblast,47.53,50,80.53
CELL_56564,Fibroblast,116.44,29,56.84
CELL_98766,Fibroblast,49.39,10,96.79
CELL_96713,Stem Cell,7.41,43,58.51
CELL_35856,Fibroblast,53.11,15,53.22
CELL_80258,Leukocyte,13.61,29,76.05
CELL_54768,Myocyte,77.69,17,97.29
CELL_66063,Erythrocyte,72.12,26,56.81
CELL_79560,Myocyte,39.77,38,66.81
CELL_18446,Leukocyte,106.19,29,74.89
CELL_83542,Epithelial,79.33,45,58.92
CELL_55320,Neuron,69.59,19,89.73
CELL_42860,Leukocyte,32.05,46,65.34
CELL_78963,Neuron,91.86,25,50.44
CELL_79725,Neuron,80.8,17,52.4
CELL_76886,Neuron,95.81,11,56.22
CELL_24372,Leukocyte,12.61,16,60.27
CELL_44307,Epithelial,13.93,24,59.0
CELL_82579,Erythrocyte,10.34,47,50.1
CELL_36374,Leukocyte,117.45,5,52.01
CELL_36093,Fibroblast,74.23,16,93.67
CELL_16903,Erythrocyte,24.63,29,62.29
CELL_61463,Leukocyte,35.51,49,57.32
CELL_34082,Stem Cell,13.97,36,70.27
CELL_17570,Epithelial,27.71,35,66.13
CELL_39884,Epithelial,94.78,14,77.13
CELL_87876,Stem Cell,9.72,16,66.1
CELL_82607,Erythrocyte,17.54,33,71.48
CELL_41615,Fibroblast,95.46,35,99.22
CELL_35598,Myocyte,8.01,13,77.73
CELL_67643,Myocyte,81.98,11,96.06
CELL_46715,Stem Cell,14.99,27,95.38
CELL_72372,Myocyte,48.05,39,95.14
CELL_26252,Fibroblast,49.99,36,93.41
CELL_91758,Leukocyte,96.14,32,69.76
CELL_31656,Fibroblast,78.6,37,68.21
CELL_76370,Stem Cell,68.27,39,93.26
CELL_54976,Stem Cell,95.25,6,56.39
CELL_12571,Erythrocyte,119.11,44,95.63
CELL_50417,Stem Cell,25.85,48,69.36
CELL_79913,Epithelial,70.24,8,95.27
CELL_95987,Myocyte,94.74,46,97.31
CELL_61313,Stem Cell,37.38,44,62.91
CELL_95941,Myocyte,119.41,36,70.32
CELL_32272,Erythrocyte,14.67,11,87.63
CELL_79000,Erythrocyte,16.06,29,66.65
CELL_95991,Epithelial,38.14,29,99.4
CELL_12550,Myocyte,68.58,15,84.14
CELL_29089,Epithelial,26.94,37,67.99
CELL_64562,Epithelial,94.28,26,79.77
CELL_50005,Epithelial,54.3,10,62.19
CELL_55789,Stem Cell,102.89,24,94.03
CELL_74613,Neuron,45.43,28,77.51
CELL_85860,Leukocyte,34.97,12,52.03
CELL_70663,Myocyte,19.27,16,96.25
CELL_30818,Leukocyte,116.53,10,56.6
CELL_85207,Neuron,31.08,41,66.89
CELL_14180,Epithelial,16.42,34,76.3
CELL_65139,Erythrocyte,66.07,26,53.35
CELL_75987,Leukocyte,17.7,29,99.1
CELL_97360,Leukocyte,47.48,47,70.94
CELL_37145,Erythrocyte,20.43,14,73.4
CELL_17235,Leukocyte,84.3,41,80.89
CELL_84802,Stem Cell,50.1,50,77.63
CELL_29857,Leukocyte,29.05,22,75.46
CELL_89704,Neuron,89.28,20,77.48
CELL_11283,Leukocyte,27.33,43,90.62
CELL_32581,Fibroblast,50.62,9,98.88
CELL_92236,Fibroblast,23.74,32,80.76
CELL_94048,Neuron,109.09,7,66.34
CELL_47826,Erythrocyte,70.43,10,78.36
CELL_42226,Leukocyte,49.04,47,74.03
CELL_68592,Leukocyte,100.08,38,58.06
CELL_66759,Stem Cell,54.39,7,57.18
CELL_91042,Myocyte,92.48,43,56.9
CELL_59945,Myocyte,89.8,39,86.18
CELL_36147,Neuron,102.57,38,67.73
CELL_86656,Leukocyte,33.0,44,57.08
CELL_65574,Epithelial,104.86,30,63.16
CELL_96573,Epithelial,108.57,41,57.23
CELL_41932,Epithelial,79.94,41,59.28
CELL_12816,Erythrocyte,21.49,47,92.11
