cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_94230,Stem Cell,58.81,37,86.64
CELL_20394,Erythrocyte,77.49,26,51.99
CELL_52049,Leukocyte,91.02,29,51.75
CELL_79192,Stem Cell,97.17,36,61.97
CELL_74277,Stem Cell,26.15,43,72.26
CELL_99737,Erythrocyte,19.24,18,61.0
CELL_95694,Epithelial,110.81,26,50.68
CELL_68645,Myocyte,81.29,40,76.58
CELL_12102,Neuron,82.33,48,95.89
CELL_55093,Erythrocyte,50.41,44,82.07
CELL_91885,Epithelial,78.62,26,67.65
CELL_57402,Myocyte,8.29,23,58.63
CELL_24219,Myocyte,27.5,10,65.65
CELL_51730,Fibroblast,89.94,17,89.81
CELL_57038,Erythrocyte,109.74,10,92.11
CELL_81155,Erythrocyte,52.66,39,84.35
CELL_75114,Stem Cell,56.32,10,51.8
CELL_24532,Epithelial,88.26,46,78.29
CELL_57425,Neuron,116.53,18,81.94
CELL_55900,Leukocyte,70.52,31,81.9
CELL_14174,Fibroblast,110.61,14,68.72
CELL_95687,Myocyte,5.51,18,51.11
CELL_76439,Stem Cell,35.31,10,77.68
CELL_13500,Erythrocyte,30.44,16,89.06
CELL_87729,Leukocyte,58.37,19,55.27
CELL_15926,Myocyte,101.28,14,88.08
CELL_35670,Neuron,78.37,16,52.16
CELL_82407,Leukocyte,57.02,39,71.82
CELL_98607,Leukocyte,93.45,42,75.3
CELL_22050,Epithelial,14.1,47,62.31
CELL_45938,Epithelial,11.98,41,68.64
CELL_26106,Myocyte,41.09,20,84.42
CELL_35910,Erythrocyte,116.41,47,54.7
CELL_37377,Stem Cell,55.42,29,97.01
CELL_15761,Neuron,69.2,36,96.85
CELL_89022,Fibroblast,76.37,28,85.36
CELL_92730,Epithelial,29.64,21,92.36
CELL_28385,Erythrocyte,10.8,19,91.49
CELL_25530,Neuron,5.69,31,62.05
CELL_96827,Fibroblast,115.31,13,59.46
CELL_27822,Fibroblast,104.8,19,87.47
CELL_91822,Neuron,67.8,32,74.95
CELL_51206,Neuron,60.11,36,57.58
CELL_62758,Myocyte,92.9,13,66.69
CELL_18495,Erythrocyte,12.31,45,64.94
CELL_61063,Leukocyte,78.8,20,73.11
CELL_62493,Erythrocyte,69.91,45,90.25
CELL_83139,Stem Cell,35.9,15,95.28
CELL_83796,Myocyte,68.95,7,83.75
CELL_24092,Neuron,21.08,27,69.0
CELL_88557,Erythrocyte,43.78,25,81.79
CELL_12284,Neuron,12.69,42,67.98
CELL_43701,Stem Cell,18.87,40,77.36
CELL_88624,Epithelial,106.71,39,71.37
CELL_71803,Erythrocyte,119.55,16,54.39
CELL_13724,Neuron,115.89,31,86.35
CELL_79363,Neuron,106.92,36,50.94
CELL_99210,Neuron,119.73,45,75.4
CELL_52149,Leukocyte,30.55,47,51.81
CELL_45190,Epithelial,29.57,46,79.03
CELL_98483,Myocyte,52.34,37,61.31
CELL_39496,Fibroblast,8.11,23,52.17
CELL_20463,Myocyte,25.15,32,75.51
CELL_32596,Neuron,78.69,20,99.76
CELL_36649,Leukocyte,13.51,18,94.93
CELL_99825,Stem Cell,24.3,7,51.95
CELL_30372,Erythrocyte,34.64,27,99.9
CELL_11741,Epithelial,81.71,33,68.27
CELL_26519,Myocyte,81.88,37,57.74
CELL_86906,Leukocyte,77.92,25,71.3
CELL_14459,Erythrocyte,86.7,6,98.55
CELL_75264,Myocyte,35.75,43,63.54
CELL_98958,Erythrocyte,36.63,41,98.01
CELL_84310,Erythrocyte,18.76,25,66.08
CELL_25145,Neuron,91.07,26,80.75
CELL_26084,Fibroblast,79.88,16,88.23
CELL_18222,Epithelial,31.96,38,84.51
CELL_76202,Stem Cell,74.27,39,58.55
CELL_40842,Fibroblast,39.55,5,78.32
CELL_98129,Leukocyte,63.43,20,53.11
CELL_98076,Stem Cell,78.44,14,84.0
CELL_16923,Leukocyte,99.7,42,52.71
CELL_92323,Neuron,27.25,6,52.06
CELL_92070,Myocyte,118.7,12,68.95
CELL_50433,Epithelial,43.99,22,56.3
CELL_25193,Stem Cell,96.4,5,53.87
CELL_67080,Leukocyte,53.22,19,62.7
CELL_62149,Fibroblast,69.59,28,66.93
CELL_68703,Leukocyte,65.6,49,98.22
CELL_45330,Erythrocyte,11.97,43,96.55
CELL_70284,Neuron,13.28,19,84.95
CELL_73393,Myocyte,81.18,16,97.22
