cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_86019,Neuron,8.5,47,51.49
CELL_26310,Leukocyte,57.44,21,84.43
CELL_21061,Epithelial,88.27,43,58.31
CELL_12619,Neuron,83.58,22,55.62
CELL_76910,Fibroblast,64.13,13,88.86
CELL_27487,Neuron,97.74,22,72.37
CELL_83915,Fibroblast,52.19,34,66.25
CELL_13475,Stem Cell,56.89,40,50.36
CELL_51285,Neuron,5.33,24,95.34
CELL_25381,Leukocyte,117.9,50,95.61
CELL_60323,Myocyte,117.32,23,96.67
CELL_50902,Epithelial,10.7,38,60.13
CELL_66976,Myocyte,77.48,18,81.07
CELL_97964,Myocyte,63.74,8,93.29
CELL_35489,Fibroblast,79.9,13,73.58
CELL_98466,Neuron,73.92,23,72.71
CELL_72175,Fibroblast,26.19,23,96.54
CELL_51981,Epithelial,105.1,25,97.13
CELL_63797,Erythrocyte,15.07,45,65.32
CELL_96512,Leukocyte,25.03,6,53.38
CELL_98271,Stem Cell,81.59,20,74.5
CELL_33805,Fibroblast,100.77,43,88.66
CELL_26454,Stem Cell,89.4,36,77.86
CELL_68473,Fibroblast,116.39,14,70.89
CELL_92946,Leukocyte,6.88,23,80.49
CELL_14142,Epithelial,93.12,9,73.29
CELL_29088,Myocyte,23.17,31,87.05
CELL_77376,Stem Cell,37.8,5,70.14
CELL_37107,Fibroblast,20.72,19,67.51
CELL_18341,Neuron,90.37,49,50.55
CELL_43530,Erythrocyte,89.83,16,68.61
CELL_48442,Leukocyte,26.5,7,82.89
CELL_52625,Epithelial,87.74,45,74.62
CELL_16584,Neuron,35.97,38,58.86
CELL_33124,Stem Cell,65.73,44,88.99
CELL_34289,Leukocyte,108.38,43,71.4
CELL_82711,Leukocyte,8.21,43,87.12
CELL_45528,Neuron,7.35,16,92.76
CELL_44176,Leukocyte,58.92,18,62.73
CELL_63110,Myocyte,86.33,13,94.13
CELL_23135,Myocyte,54.35,32,64.16
CELL_37681,Fibroblast,52.69,12,51.13
CELL_81583,Epithelial,29.16,10,63.39
CELL_79058,Neuron,52.99,31,68.14
CELL_94775,Stem Cell,64.15,20,98.76
CELL_29267,Myocyte,38.27,27,80.22
CELL_55051,Erythrocyte,103.64,28,80.77
CELL_43873,Fibroblast,97.72,13,72.17
CELL_75640,Myocyte,32.98,33,89.38
CELL_86284,Myocyte,59.43,12,65.07
CELL_72614,Leukocyte,53.84,35,87.79
CELL_88174,Stem Cell,64.87,15,56.02
CELL_89524,Epithelial,111.38,46,98.02
CELL_61431,Myocyte,79.97,11,73.72
CELL_45357,Leukocyte,39.96,42,80.82
CELL_30942,Neuron,46.54,44,61.21
CELL_38971,Myocyte,23.13,9,72.37
CELL_52844,Fibroblast,48.95,8,87.27
CELL_59565,Erythrocyte,44.87,34,55.34
CELL_50345,Erythrocyte,111.11,9,57.39
CELL_52894,Epithelial,99.6,8,79.21
CELL_73864,Stem Cell,30.35,31,94.96
CELL_79921,Neuron,24.04,18,70.41
CELL_68091,Myocyte,55.7,39,89.71
CELL_88166,Neuron,21.23,11,58.13
CELL_32983,Fibroblast,99.62,19,57.93
CELL_91452,Neuron,99.03,13,69.54
CELL_91489,Stem Cell,87.67,33,94.68
