cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_26465,Myocyte,93.36,41,73.51
CELL_37684,Erythrocyte,28.84,24,76.44
CELL_75804,Stem Cell,78.63,23,78.27
CELL_40405,Leukocyte,7.04,50,84.75
CELL_67990,Epithelial,114.56,46,95.69
CELL_73958,Erythrocyte,60.27,42,57.36
CELL_83067,Neuron,5.76,5,60.92
CELL_73447,Epithelial,68.59,20,79.42
CELL_49437,Erythrocyte,7.02,27,86.18
CELL_29059,Stem Cell,23.01,26,59.28
CELL_55405,Leukocyte,47.91,33,75.03
CELL_30145,Epithelial,45.6,25,72.21
CELL_35908,Leukocyte,67.08,6,67.87
CELL_48506,Neuron,42.9,7,88.99
CELL_17259,Erythrocyte,55.44,16,59.83
CELL_71197,Leukocyte,85.32,42,72.27
CELL_42764,Neuron,47.7,34,66.41
CELL_23666,Leukocyte,38.62,16,54.3
CELL_47765,Neuron,38.64,12,59.0
CELL_98573,Fibroblast,98.42,14,92.12
CELL_69972,Fibroblast,41.51,37,65.92
CELL_82479,Neuron,62.49,17,75.93
CELL_74463,Myocyte,57.62,29,78.17
CELL_55614,Leukocyte,16.25,9,77.25
CELL_49871,Stem Cell,83.99,42,53.16
CELL_46495,Fibroblast,119.85,24,75.88
CELL_57827,Neuron,19.78,13,87.37
CELL_53275,Epithelial,76.69,7,84.85
CELL_43758,Neuron,57.77,11,98.42
CELL_97071,Stem Cell,33.97,50,97.06
CELL_90745,Neuron,115.61,39,88.27
CELL_82464,Epithelial,104.22,23,83.58
CELL_51897,Erythrocyte,14.66,18,54.87
CELL_61584,Stem Cell,38.0,28,51.32
CELL_55441,Fibroblast,81.22,42,76.46
CELL_15094,Stem Cell,38.53,28,75.93
CELL_71190,Fibroblast,34.64,6,68.88
CELL_77033,Epithelial,12.31,45,87.52
CELL_93545,Neuron,93.27,37,70.36
CELL_12118,Myocyte,51.04,36,81.5
CELL_70162,Erythrocyte,56.8,33,62.36
CELL_17231,Erythrocyte,99.1,34,66.83
CELL_65915,Leukocyte,107.56,10,86.42
CELL_23843,Erythrocyte,72.78,40,81.83
CELL_10535,Epithelial,22.19,21,98.57
CELL_11264,Myocyte,23.16,20,51.29
CELL_77855,Stem Cell,109.92,27,58.67
CELL_57889,Fibroblast,112.64,11,83.42
CELL_88602,Stem Cell,8.05,21,53.86
CELL_20843,Fibroblast,15.15,32,50.12
CELL_79879,Myocyte,102.46,23,94.76
CELL_52372,Myocyte,54.61,24,55.09
CELL_13463,Erythrocyte,80.17,10,55.94
CELL_74300,Leukocyte,110.09,40,52.25
CELL_32133,Erythrocyte,45.26,30,79.48
CELL_29148,Neuron,42.82,35,84.49
CELL_89061,Erythrocyte,57.88,43,96.84
CELL_83127,Neuron,83.36,17,85.31
CELL_33579,Neuron,91.45,50,94.68
CELL_56062,Neuron,11.04,35,91.3
CELL_51067,Stem Cell,82.82,13,93.85
CELL_77626,Neuron,67.43,27,86.33
CELL_30068,Leukocyte,47.89,50,56.68
CELL_42345,Fibroblast,107.79,26,65.66
