cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_30692,Stem Cell,20.44,30,72.17
CELL_84001,Epithelial,119.31,34,99.62
CELL_57831,Erythrocyte,64.95,35,64.25
CELL_86082,Erythrocyte,86.91,40,94.61
CELL_18425,Fibroblast,113.2,20,87.97
CELL_70400,Fibroblast,6.19,46,88.55
CELL_53396,Fibroblast,77.2,27,80.0
CELL_63852,Myocyte,79.2,17,67.45
CELL_27973,Myocyte,32.95,14,93.3
CELL_57029,Fibroblast,49.02,12,70.81
CELL_35490,Erythrocyte,80.5,16,50.94
CELL_71053,Leukocyte,95.44,50,69.6
CELL_65870,Leukocyte,115.64,44,88.44
CELL_45315,Leukocyte,33.35,14,73.79
CELL_13691,Leukocyte,99.26,17,67.66
CELL_36315,Epithelial,117.25,40,97.8
CELL_56524,Stem Cell,32.54,46,98.74
CELL_23191,Epithelial,99.89,47,61.65
CELL_30400,Leukocyte,6.34,44,52.6
CELL_89884,Stem Cell,115.49,18,69.85
CELL_11423,Neuron,21.22,39,90.46
CELL_34740,Stem Cell,83.16,45,73.86
CELL_51131,Erythrocyte,24.73,20,63.82
CELL_15803,Stem Cell,110.24,41,59.48
CELL_55001,Fibroblast,116.99,8,94.57
CELL_77536,Epithelial,34.75,43,84.88
CELL_33398,Epithelial,51.0,9,67.03
CELL_18046,Leukocyte,72.63,12,73.15
CELL_59859,Stem Cell,19.36,20,87.76
CELL_75336,Fibroblast,15.94,26,59.19
CELL_77869,Leukocyte,66.06,10,87.0
CELL_55632,Neuron,83.56,15,82.02
CELL_18868,Neuron,93.74,34,55.97
CELL_27786,Leukocyte,72.48,48,76.42
CELL_58383,Stem Cell,94.42,22,62.02
CELL_55175,Epithelial,38.09,12,59.12
CELL_37342,Neuron,7.12,35,59.58
CELL_48134,Epithelial,8.42,45,63.84
CELL_77586,Myocyte,89.45,12,58.79
CELL_58492,Epithelial,46.69,11,89.75
CELL_99513,Epithelial,50.75,18,66.71
CELL_59109,Erythrocyte,60.55,42,69.34
CELL_65179,Erythrocyte,31.41,36,59.93
CELL_87886,Epithelial,43.12,21,79.79
CELL_27943,Stem Cell,11.47,10,86.4
CELL_41905,Stem Cell,71.84,45,72.35
CELL_64160,Fibroblast,76.71,17,94.5
CELL_79541,Neuron,62.53,50,88.94
CELL_15776,Leukocyte,51.9,21,50.91
CELL_57220,Neuron,112.31,36,60.43
CELL_61433,Fibroblast,77.58,13,61.38
CELL_21510,Erythrocyte,82.85,23,57.62
CELL_16835,Fibroblast,97.2,41,66.04
CELL_93032,Fibroblast,73.65,35,66.09
CELL_39608,Leukocyte,46.38,31,86.21
CELL_33674,Leukocyte,98.26,46,61.81
CELL_66164,Fibroblast,72.4,46,57.79
CELL_97600,Epithelial,106.07,28,82.73
CELL_19944,Leukocyte,31.51,34,75.8
CELL_73823,Epithelial,57.29,10,80.94
CELL_84699,Stem Cell,22.74,44,92.59
CELL_18377,Myocyte,40.54,28,70.37
CELL_57702,Erythrocyte,102.89,13,85.4
CELL_93101,Leukocyte,9.15,43,99.01
CELL_51026,Erythrocyte,45.68,23,64.54
CELL_93818,Neuron,106.07,46,66.65
CELL_26813,Epithelial,42.49,12,97.67
CELL_54972,Erythrocyte,7.66,14,78.01
CELL_50997,Epithelial,39.68,49,91.74
CELL_29177,Epithelial,50.1,20,80.39
CELL_66700,Erythrocyte,12.15,45,94.13
CELL_99650,Neuron,25.58,32,71.04
CELL_69517,Erythrocyte,87.89,18,68.09
CELL_89953,Epithelial,59.53,16,74.46
CELL_63459,Fibroblast,11.19,35,74.19
CELL_16036,Erythrocyte,57.6,27,73.66
CELL_14446,Erythrocyte,52.89,43,60.52
CELL_70523,Myocyte,87.29,37,83.8
CELL_21307,Leukocyte,114.08,50,63.44
CELL_55623,Stem Cell,113.23,29,62.38
CELL_95663,Fibroblast,85.8,13,73.11
CELL_55978,Leukocyte,67.56,42,76.58
CELL_94582,Myocyte,113.42,6,65.27
CELL_43446,Neuron,106.21,6,77.9
CELL_84403,Epithelial,98.85,26,77.86
CELL_82488,Leukocyte,16.83,22,98.09
CELL_72967,Myocyte,80.12,16,87.72
CELL_30253,Myocyte,118.85,31,88.55
CELL_45874,Fibroblast,31.78,11,69.62
CELL_58204,Myocyte,39.49,46,62.25
CELL_73042,Stem Cell,26.81,34,93.39
CELL_10444,Neuron,87.52,24,71.27
CELL_57082,Stem Cell,119.05,16,65.05
CELL_25970,Leukocyte,58.26,9,60.69
CELL_31279,Epithelial,56.17,11,93.22
CELL_53474,Epithelial,20.21,14,96.8
CELL_43449,Myocyte,13.79,10,66.74
CELL_16873,Leukocyte,8.94,6,81.09
CELL_25876,Leukocyte,72.01,6,50.27
CELL_22472,Myocyte,10.28,25,58.48
CELL_11102,Stem Cell,13.56,26,84.05
CELL_55987,Epithelial,66.87,20,86.15
CELL_15123,Erythrocyte,44.13,26,69.48
CELL_69730,Stem Cell,113.37,6,66.91
CELL_64862,Epithelial,57.27,23,68.71
CELL_83959,Epithelial,96.8,39,67.07
CELL_51974,Erythrocyte,78.52,31,71.36
CELL_88097,Epithelial,73.58,7,54.02
CELL_24137,Stem Cell,9.83,30,68.18
CELL_60316,Erythrocyte,77.33,21,56.75
CELL_58929,Erythrocyte,111.93,13,95.77
CELL_88644,Erythrocyte,113.74,41,56.1
CELL_81024,Leukocyte,112.84,26,70.65
