cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_93080,Erythrocyte,41.36,41,56.61
CELL_24920,Stem Cell,106.74,38,99.54
CELL_96401,Epithelial,77.6,20,54.81
CELL_52141,Neuron,108.05,38,75.75
CELL_44240,Neuron,97.85,40,55.99
CELL_92405,Erythrocyte,32.89,38,59.41
CELL_81037,Leukocyte,115.99,30,55.57
CELL_91831,Erythrocyte,119.57,47,73.8
CELL_52161,Neuron,104.16,30,71.27
CELL_10469,Myocyte,103.72,38,82.7
CELL_46984,Fibroblast,110.72,35,52.76
CELL_59237,Erythrocyte,40.31,37,67.72
CELL_15612,Myocyte,90.14,27,53.09
CELL_14184,Epithelial,64.6,30,95.87
CELL_54706,Fibroblast,78.26,34,56.38
CELL_12240,Stem Cell,13.58,29,91.86
CELL_29086,Myocyte,56.41,49,69.39
CELL_14539,Epithelial,34.87,35,51.75
CELL_85934,Neuron,106.41,24,97.86
CELL_33804,Erythrocyte,101.66,37,50.51
CELL_39436,Fibroblast,53.26,10,81.21
CELL_26902,Leukocyte,15.57,45,86.69
CELL_33882,Leukocyte,14.64,29,76.35
CELL_10344,Stem Cell,106.66,22,57.64
CELL_82575,Epithelial,63.75,30,83.99
CELL_45275,Epithelial,87.52,32,76.77
CELL_24366,Neuron,23.35,20,50.03
CELL_40393,Stem Cell,58.32,6,60.51
CELL_92646,Epithelial,39.45,49,57.21
CELL_98095,Neuron,35.86,34,77.63
CELL_26007,Neuron,113.23,19,53.91
CELL_97125,Myocyte,77.19,39,97.73
CELL_89617,Epithelial,68.96,47,91.15
CELL_28205,Leukocyte,117.32,28,66.03
CELL_89537,Epithelial,67.58,12,93.28
CELL_58766,Fibroblast,21.99,43,52.69
CELL_34483,Epithelial,102.97,42,82.63
CELL_40689,Epithelial,73.15,21,66.07
CELL_22378,Fibroblast,10.77,50,66.64
CELL_88385,Myocyte,71.92,39,71.63
CELL_20596,Myocyte,60.83,42,76.72
CELL_20386,Stem Cell,108.58,28,63.56
CELL_77784,Leukocyte,27.78,30,91.13
CELL_51078,Neuron,51.03,8,57.97
CELL_32378,Epithelial,48.66,50,68.44
CELL_54795,Myocyte,5.03,47,57.91
CELL_97890,Stem Cell,16.53,36,80.48
CELL_77414,Myocyte,93.66,22,76.38
CELL_28930,Fibroblast,46.37,44,97.99
CELL_95290,Leukocyte,116.73,13,81.61
CELL_32447,Neuron,34.78,7,62.51
CELL_14904,Neuron,99.64,23,72.05
CELL_31857,Erythrocyte,82.72,48,91.79
CELL_40872,Erythrocyte,72.88,8,69.14
CELL_65671,Leukocyte,85.9,11,51.24
CELL_96285,Fibroblast,88.97,11,80.21
CELL_88244,Myocyte,92.07,30,76.71
CELL_96509,Myocyte,47.36,32,66.46
CELL_85945,Leukocyte,18.49,26,56.79
CELL_75488,Epithelial,39.9,18,81.79
CELL_97017,Fibroblast,34.14,50,69.35
CELL_22051,Myocyte,102.13,18,87.71
CELL_50222,Myocyte,45.21,41,99.95
CELL_80632,Myocyte,22.18,18,56.58
CELL_50616,Leukocyte,105.18,23,90.32
CELL_25470,Epithelial,36.97,29,59.52
CELL_49317,Neuron,95.36,32,69.88
CELL_94923,Leukocyte,46.61,18,82.03
CELL_67825,Fibroblast,77.43,15,96.3
CELL_95807,Fibroblast,56.45,49,88.13
CELL_78856,Leukocyte,80.54,8,89.8
CELL_56562,Stem Cell,106.47,49,97.97
CELL_18040,Neuron,41.82,21,71.38
CELL_75038,Stem Cell,36.73,33,72.49
CELL_86635,Stem Cell,110.2,44,74.11
CELL_64936,Neuron,111.1,5,87.23
CELL_72299,Stem Cell,104.99,30,98.57
CELL_34679,Myocyte,6.86,47,50.09
CELL_50262,Neuron,39.49,31,78.71
CELL_91314,Leukocyte,22.58,45,60.63
CELL_97791,Leukocyte,36.44,42,80.75
