cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_40955,Erythrocyte,61.53,39,76.84
CELL_63999,Leukocyte,58.56,46,64.87
CELL_57640,Erythrocyte,81.91,20,59.53
CELL_42606,Fibroblast,59.6,10,82.66
CELL_13520,Neuron,115.18,25,72.6
CELL_27838,Leukocyte,78.16,31,65.26
CELL_97507,Epithelial,19.04,10,72.82
CELL_13560,Myocyte,85.86,21,57.04
CELL_26260,Epithelial,59.69,33,79.93
CELL_21990,Erythrocyte,76.06,26,86.63
CELL_11147,Epithelial,88.52,46,88.21
CELL_43128,Neuron,39.41,15,68.21
CELL_87460,Myocyte,7.58,24,95.33
CELL_58657,Stem Cell,40.52,9,74.06
CELL_12699,Epithelial,100.24,34,92.93
CELL_14697,Fibroblast,37.46,26,55.7
CELL_46269,Stem Cell,107.22,33,77.91
CELL_87811,Epithelial,30.91,49,65.13
CELL_23903,Leukocyte,54.82,47,72.28
CELL_38141,Erythrocyte,26.77,10,95.73
CELL_74610,Fibroblast,6.99,16,64.41
CELL_57402,Epithelial,28.49,10,59.6
CELL_61987,Neuron,27.25,23,78.45
CELL_26895,Erythrocyte,84.57,29,79.7
CELL_44232,Epithelial,100.39,10,59.01
CELL_19878,Leukocyte,61.51,28,83.71
CELL_96986,Epithelial,49.2,6,65.69
CELL_91005,Stem Cell,28.12,48,58.29
CELL_47693,Fibroblast,104.51,37,86.25
CELL_94005,Fibroblast,13.55,43,95.98
CELL_46078,Leukocyte,33.57,34,68.16
CELL_35551,Neuron,34.75,41,52.25
CELL_16825,Erythrocyte,87.15,33,67.81
CELL_79504,Leukocyte,92.05,43,75.44
CELL_68288,Myocyte,88.84,45,82.42
CELL_88010,Fibroblast,9.27,41,83.21
CELL_40159,Fibroblast,72.87,6,65.7
CELL_92993,Fibroblast,26.17,26,60.15
CELL_71364,Epithelial,64.07,15,65.85
CELL_67314,Myocyte,89.45,32,56.18
CELL_33827,Myocyte,70.9,7,66.55
CELL_41707,Erythrocyte,7.04,24,79.44
CELL_57976,Erythrocyte,89.2,8,57.47
CELL_50261,Stem Cell,94.68,34,97.21
CELL_51786,Neuron,31.62,32,95.09
CELL_58041,Erythrocyte,61.61,38,62.75
CELL_28551,Leukocyte,28.85,11,94.41
CELL_84024,Erythrocyte,104.05,10,57.21
CELL_19659,Leukocyte,113.12,6,93.74
CELL_70118,Erythrocyte,73.63,43,94.94
CELL_87305,Erythrocyte,115.53,45,73.46
CELL_18705,Myocyte,58.09,42,50.11
CELL_64150,Erythrocyte,39.84,8,78.38
CELL_48446,Epithelial,42.18,6,72.22
CELL_23018,Myocyte,65.32,30,90.34
CELL_66210,Stem Cell,87.54,6,90.73
CELL_51037,Epithelial,39.75,8,59.22
CELL_66395,Epithelial,45.4,27,73.4
CELL_93471,Fibroblast,25.96,29,65.11
CELL_64960,Erythrocyte,117.71,11,54.96
CELL_48343,Leukocyte,93.4,48,96.2
CELL_83761,Erythrocyte,89.86,19,83.48
CELL_21693,Leukocyte,61.23,9,93.29
CELL_65017,Neuron,77.19,28,65.06
CELL_73169,Myocyte,25.59,19,65.62
CELL_23703,Leukocyte,38.79,49,99.15
CELL_85721,Neuron,60.73,21,67.09
CELL_88606,Epithelial,15.25,6,55.12
CELL_98998,Fibroblast,21.34,45,60.98
CELL_61206,Myocyte,51.92,42,94.1
CELL_92599,Fibroblast,34.78,11,52.19
CELL_68934,Epithelial,54.28,23,94.08
CELL_65293,Stem Cell,64.32,40,64.49
CELL_26177,Leukocyte,19.45,36,56.61
CELL_96167,Fibroblast,37.07,9,89.32
CELL_14124,Epithelial,42.82,34,87.61
CELL_74487,Leukocyte,32.13,6,98.42
CELL_64976,Myocyte,98.66,29,68.58
CELL_34660,Epithelial,81.86,24,88.53
CELL_26373,Epithelial,39.42,6,66.74
CELL_23845,Epithelial,27.5,20,97.29
CELL_98364,Myocyte,54.61,41,70.65
CELL_14005,Erythrocyte,5.51,40,64.0
CELL_80310,Leukocyte,78.05,26,69.73
CELL_84193,Fibroblast,54.49,21,99.11
CELL_80817,Epithelial,46.35,22,60.76
CELL_92131,Fibroblast,17.21,23,59.22
CELL_96490,Leukocyte,63.85,6,84.44
CELL_30511,Leukocyte,59.75,22,73.11
CELL_72277,Erythrocyte,34.68,18,64.76
CELL_86888,Epithelial,90.69,13,88.75
CELL_70837,Stem Cell,95.83,43,79.71
CELL_61337,Stem Cell,14.86,9,94.6
CELL_93898,Neuron,55.53,13,55.47
CELL_39856,Stem Cell,114.39,24,55.68
CELL_41809,Neuron,61.93,25,65.78
CELL_51015,Leukocyte,52.51,5,84.96
CELL_75996,Leukocyte,26.87,27,58.61
CELL_83437,Neuron,91.32,16,73.72
CELL_89241,Fibroblast,87.68,39,75.21
CELL_47315,Myocyte,25.32,37,65.28
CELL_18100,Stem Cell,61.76,22,89.39
CELL_24023,Myocyte,10.71,27,99.22
CELL_14630,Erythrocyte,53.3,33,76.19
CELL_13883,Stem Cell,107.28,6,84.95
CELL_40791,Stem Cell,115.06,23,93.08
CELL_85034,Stem Cell,68.39,37,63.77
CELL_33394,Stem Cell,72.27,11,66.51
CELL_95162,Fibroblast,61.12,36,56.48
CELL_59860,Fibroblast,38.24,24,56.69
CELL_16933,Myocyte,18.3,28,79.89
CELL_27493,Stem Cell,54.86,49,62.71
CELL_60111,Erythrocyte,68.8,6,55.23
CELL_61985,Fibroblast,112.22,11,88.21
CELL_74761,Stem Cell,13.53,16,86.34
CELL_54880,Neuron,110.83,9,64.81
CELL_60441,Neuron,117.33,28,93.63
CELL_90203,Leukocyte,57.01,26,96.91
CELL_30687,Fibroblast,40.93,40,71.24
CELL_60634,Fibroblast,81.67,5,77.98
CELL_98279,Myocyte,8.37,23,94.38
CELL_23012,Myocyte,27.22,32,83.95
CELL_21222,Erythrocyte,41.35,10,82.02
CELL_19959,Myocyte,114.09,42,97.99
CELL_27105,Myocyte,93.66,24,77.37
CELL_70537,Fibroblast,100.2,15,72.08
CELL_79534,Leukocyte,112.31,22,90.35
CELL_39472,Fibroblast,44.83,38,58.31
CELL_24311,Erythrocyte,112.08,44,66.91
CELL_49646,Fibroblast,58.07,20,94.34
CELL_79034,Leukocyte,101.31,44,68.11
CELL_39691,Neuron,106.94,41,68.97
CELL_83087,Myocyte,74.98,28,95.09
CELL_12065,Fibroblast,57.11,10,93.66
CELL_54806,Leukocyte,72.29,42,59.62
CELL_82130,Erythrocyte,16.34,45,57.68
CELL_62687,Myocyte,105.96,48,77.4
CELL_19784,Erythrocyte,52.88,7,65.01
CELL_74618,Myocyte,67.22,46,74.44
CELL_17460,Neuron,17.78,25,79.26
CELL_55010,Leukocyte,14.4,18,72.03
CELL_97967,Erythrocyte,109.57,36,72.43
CELL_83589,Fibroblast,110.46,35,87.31
CELL_51494,Myocyte,114.56,40,60.91
CELL_67767,Erythrocyte,63.53,31,72.33
CELL_65271,Myocyte,116.77,26,83.73
CELL_41296,Leukocyte,96.41,34,92.74
CELL_99188,Myocyte,39.9,16,93.73
CELL_46852,Myocyte,110.24,15,62.59
CELL_53578,Erythrocyte,82.0,41,96.73
CELL_53882,Leukocyte,25.29,26,87.37
CELL_41565,Myocyte,82.04,47,51.69
CELL_83750,Neuron,98.67,47,65.3
CELL_40945,Epithelial,83.8,44,73.06
CELL_52170,Stem Cell,84.06,47,50.6
CELL_42429,Erythrocyte,104.57,11,97.15
CELL_10515,Epithelial,43.58,42,52.45
CELL_78755,Leukocyte,53.89,48,90.59
CELL_45302,Epithelial,83.65,26,94.73
CELL_91851,Fibroblast,118.67,32,97.93
CELL_70918,Leukocyte,63.86,47,83.72
CELL_83042,Myocyte,39.52,46,72.78
CELL_77084,Erythrocyte,116.67,11,88.88
CELL_23584,Epithelial,22.45,39,70.13
CELL_32549,Stem Cell,110.12,47,56.92
CELL_65640,Neuron,18.3,46,51.62
CELL_77377,Neuron,38.84,12,64.04
CELL_50280,Neuron,67.46,25,90.59
CELL_30655,Stem Cell,99.04,10,72.12
CELL_75619,Stem Cell,73.81,11,75.35
CELL_42743,Stem Cell,62.85,45,83.41
CELL_35519,Leukocyte,20.66,41,68.51
CELL_11330,Leukocyte,61.33,17,53.79
CELL_69400,Stem Cell,31.19,37,50.39
CELL_95789,Epithelial,60.16,26,70.75
CELL_21441,Leukocyte,96.76,18,60.36
CELL_18622,Neuron,16.13,21,74.46
CELL_48349,Myocyte,21.03,35,94.27
CELL_65473,Epithelial,82.72,39,75.37
CELL_24954,Erythrocyte,43.14,16,64.41
CELL_47340,Leukocyte,51.78,5,62.66
CELL_21247,Epithelial,29.51,44,84.21
CELL_85691,Fibroblast,50.56,15,78.13
CELL_76093,Neuron,112.99,17,60.28
CELL_33298,Fibroblast,69.01,22,93.53
CELL_92415,Neuron,117.71,17,87.48
CELL_64301,Stem Cell,51.02,35,54.81
CELL_56360,Fibroblast,76.5,13,57.02
CELL_43929,Epithelial,31.3,5,85.77
CELL_34932,Epithelial,74.45,36,64.46
CELL_72310,Neuron,6.42,50,99.42
CELL_69591,Erythrocyte,22.28,25,66.7
CELL_72333,Epithelial,91.02,40,68.09
CELL_95351,Erythrocyte,101.13,28,86.61
CELL_69614,Stem Cell,64.64,27,81.47
CELL_87120,Leukocyte,79.7,33,65.72
CELL_63298,Erythrocyte,42.37,50,52.63
CELL_28608,Stem Cell,70.17,15,55.47
CELL_32975,Fibroblast,45.44,27,89.98
CELL_37954,Erythrocyte,73.65,6,57.73
CELL_71817,Epithelial,53.04,29,88.79
CELL_65615,Myocyte,10.23,49,84.4
CELL_87222,Neuron,109.52,19,91.35
CELL_25540,Leukocyte,43.35,47,83.5
CELL_66162,Fibroblast,38.39,9,53.84
CELL_93518,Epithelial,99.93,36,88.42
CELL_53073,Epithelial,27.99,7,83.81
CELL_14926,Neuron,96.06,37,58.61
CELL_86867,Erythrocyte,49.48,33,83.96
CELL_74586,Erythrocyte,70.55,12,81.79
CELL_27756,Neuron,113.83,22,61.54
CELL_74888,Stem Cell,114.66,30,82.03
CELL_11109,Epithelial,57.03,7,57.37
CELL_98361,Stem Cell,115.39,9,60.61
CELL_43093,Epithelial,53.75,38,95.52
CELL_40165,Stem Cell,15.55,35,64.81
CELL_13445,Myocyte,106.48,24,67.32
CELL_55573,Myocyte,11.13,35,55.52
CELL_21570,Epithelial,9.95,23,62.18
CELL_14144,Neuron,17.9,23,56.06
CELL_43618,Myocyte,99.18,28,75.26
CELL_49076,Epithelial,30.73,30,76.03
CELL_26367,Leukocyte,32.68,9,90.36
CELL_38660,Neuron,87.12,28,89.48
CELL_72545,Neuron,116.6,21,56.89
CELL_95866,Leukocyte,48.63,34,67.03
CELL_48469,Neuron,68.17,49,51.06
CELL_87877,Neuron,98.3,26,65.07
CELL_64292,Stem Cell,70.32,45,73.11
CELL_49009,Erythrocyte,95.17,23,94.88
CELL_32483,Erythrocyte,59.5,32,90.14
CELL_45908,Myocyte,27.23,39,75.58
CELL_20161,Leukocyte,67.54,8,72.84
CELL_81028,Epithelial,77.12,24,68.46
CELL_33134,Epithelial,26.95,36,75.89
CELL_40284,Erythrocyte,35.26,27,95.79
CELL_34984,Neuron,19.85,49,83.07
CELL_29298,Fibroblast,114.48,25,52.89
CELL_47903,Erythrocyte,88.74,28,69.63
CELL_67235,Myocyte,9.3,41,81.8
CELL_30904,Leukocyte,82.23,26,55.18
CELL_83985,Myocyte,79.53,18,83.53
CELL_71311,Fibroblast,33.43,16,94.68
CELL_58162,Epithelial,113.73,33,57.1
CELL_95099,Leukocyte,112.98,32,74.15
CELL_13126,Erythrocyte,76.38,16,97.74
CELL_15093,Epithelial,23.08,27,89.36
CELL_48330,Myocyte,59.76,25,76.96
CELL_67146,Fibroblast,87.86,6,96.88
CELL_76750,Myocyte,42.8,32,82.29
CELL_27150,Erythrocyte,104.13,42,72.23
CELL_46924,Stem Cell,119.2,40,94.4
CELL_64897,Stem Cell,97.19,6,67.87
CELL_30753,Myocyte,69.08,35,99.46
CELL_96856,Epithelial,15.92,28,87.08
CELL_73886,Stem Cell,15.62,27,51.71
CELL_33528,Fibroblast,39.76,23,84.12
CELL_69544,Stem Cell,5.99,6,87.39
CELL_55383,Fibroblast,88.95,5,58.77
CELL_20422,Erythrocyte,91.76,9,95.46
CELL_88601,Leukocyte,113.99,38,96.57
CELL_78908,Erythrocyte,8.87,20,84.64
CELL_27371,Fibroblast,63.31,19,71.37
CELL_51601,Myocyte,8.88,5,78.24
CELL_27460,Myocyte,78.62,38,58.69
CELL_66205,Neuron,106.66,38,94.74
CELL_22575,Epithelial,48.09,29,83.53
CELL_28501,Neuron,10.01,17,62.85
CELL_26739,Myocyte,25.76,42,50.62
CELL_67205,Stem Cell,96.22,43,68.14
CELL_80285,Erythrocyte,107.56,47,81.54
CELL_73136,Leukocyte,83.81,46,79.12
CELL_25826,Neuron,39.49,44,57.87
CELL_61206,Myocyte,105.74,17,66.25
CELL_85459,Erythrocyte,79.25,19,95.5
CELL_54627,Fibroblast,51.17,10,99.68
