cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_46833,Myocyte,41.0,25,74.49
CELL_49359,Stem Cell,78.08,30,73.44
CELL_68435,Leukocyte,44.45,7,89.49
CELL_12399,Myocyte,118.87,36,72.1
CELL_16900,Myocyte,58.52,10,52.88
CELL_29334,Epithelial,63.82,34,89.27
CELL_89817,Leukocyte,115.9,19,87.44
CELL_78818,Neuron,12.58,35,78.91
CELL_88893,Myocyte,60.31,8,54.45
CELL_34449,Neuron,35.4,18,72.74
CELL_34407,Stem Cell,64.22,37,89.46
CELL_66667,Leukocyte,28.97,13,69.88
CELL_48139,Fibroblast,52.72,31,74.1
CELL_61567,Myocyte,64.89,7,80.37
CELL_89409,Myocyte,12.78,29,70.68
CELL_91223,Stem Cell,15.06,30,78.54
CELL_30207,Erythrocyte,57.49,40,95.03
CELL_39794,Leukocyte,39.19,40,81.34
CELL_53098,Erythrocyte,114.53,46,57.55
CELL_57401,Stem Cell,95.26,48,72.32
CELL_91740,Leukocyte,16.18,15,98.77
CELL_40450,Neuron,117.96,28,99.49
CELL_95479,Myocyte,33.47,44,89.74
CELL_65784,Erythrocyte,14.22,38,73.14
CELL_55143,Erythrocyte,21.72,28,55.66
CELL_43524,Fibroblast,63.74,48,55.54
CELL_57855,Erythrocyte,22.35,6,82.23
CELL_96078,Stem Cell,75.03,7,57.43
CELL_29015,Stem Cell,57.19,23,99.28
CELL_60033,Stem Cell,119.62,48,73.63
CELL_36130,Erythrocyte,119.73,10,87.72
CELL_56623,Erythrocyte,22.03,38,80.08
CELL_24069,Fibroblast,94.26,5,67.72
CELL_19173,Myocyte,110.6,47,53.76
CELL_18769,Erythrocyte,101.25,47,65.57
CELL_85200,Myocyte,82.85,23,89.65
CELL_70426,Epithelial,42.99,30,66.11
CELL_27229,Leukocyte,72.84,34,84.43
CELL_32940,Neuron,55.3,7,71.17
CELL_73531,Neuron,80.42,44,58.15
CELL_12406,Erythrocyte,60.1,50,81.51
CELL_55907,Erythrocyte,67.78,16,90.68
CELL_40948,Stem Cell,35.03,32,73.42
CELL_96729,Stem Cell,65.17,16,96.6
CELL_35005,Neuron,79.99,15,88.32
CELL_93573,Epithelial,116.39,19,82.72
CELL_19762,Neuron,62.73,33,83.06
CELL_55703,Stem Cell,15.77,42,99.27
CELL_34325,Fibroblast,103.88,38,75.95
CELL_84358,Stem Cell,99.9,5,99.78
CELL_53159,Myocyte,22.9,29,78.06
CELL_99367,Myocyte,65.89,28,95.11
CELL_53203,Stem Cell,5.26,29,67.39
CELL_83914,Erythrocyte,50.61,18,94.79
CELL_14773,Stem Cell,6.12,43,70.34
CELL_68740,Epithelial,110.77,22,71.34
CELL_34251,Stem Cell,78.1,17,52.14
CELL_76160,Myocyte,68.97,30,95.87
CELL_22339,Neuron,64.01,11,78.06
CELL_17158,Epithelial,40.13,41,96.68
CELL_75674,Leukocyte,86.06,45,56.73
CELL_57569,Erythrocyte,19.82,32,83.18
CELL_60368,Epithelial,29.75,16,97.24
CELL_31528,Epithelial,68.31,23,61.5
CELL_36740,Myocyte,63.79,23,93.97
CELL_50213,Stem Cell,42.31,47,82.75
CELL_43491,Fibroblast,51.73,46,83.63
CELL_59283,Epithelial,98.66,27,66.44
CELL_36789,Stem Cell,79.2,39,61.37
CELL_66570,Epithelial,38.75,17,88.02
CELL_36687,Epithelial,55.27,42,81.52
CELL_31630,Erythrocyte,42.76,16,68.5
CELL_66341,Stem Cell,29.95,37,72.32
CELL_71700,Stem Cell,65.34,49,66.17
CELL_75945,Erythrocyte,89.39,12,79.12
CELL_30190,Neuron,100.3,27,82.05
CELL_95567,Epithelial,14.58,49,63.63
CELL_75605,Neuron,104.77,23,94.95
CELL_21944,Epithelial,92.72,48,78.28
CELL_42525,Erythrocyte,75.35,26,74.18
CELL_37111,Stem Cell,64.11,49,78.55
CELL_85409,Leukocyte,74.74,22,59.98
CELL_98329,Neuron,26.75,21,59.26
CELL_96302,Stem Cell,26.86,8,84.26
CELL_63919,Epithelial,53.21,11,99.31
CELL_57498,Neuron,33.42,43,85.1
CELL_40237,Erythrocyte,88.49,24,97.23
CELL_48354,Myocyte,111.87,14,56.93
CELL_10844,Erythrocyte,66.36,8,58.68
CELL_97729,Erythrocyte,49.97,33,86.86
CELL_73112,Leukocyte,21.85,24,69.21
CELL_91222,Leukocyte,41.15,7,53.2
CELL_90941,Fibroblast,30.92,18,82.61
CELL_16690,Neuron,14.75,44,87.06
CELL_85818,Myocyte,42.79,31,86.62
CELL_68828,Fibroblast,59.25,18,92.29
CELL_92462,Neuron,35.02,37,97.48
CELL_38461,Fibroblast,50.95,27,80.16
CELL_98580,Epithelial,16.6,5,98.53
CELL_36440,Neuron,82.27,43,82.5
CELL_37365,Erythrocyte,32.69,17,78.42
CELL_26416,Stem Cell,9.21,19,74.05
CELL_64019,Stem Cell,59.59,26,57.35
CELL_19976,Erythrocyte,21.37,20,80.37
CELL_37253,Erythrocyte,75.04,5,87.78
CELL_94563,Epithelial,51.76,45,92.96
CELL_18927,Leukocyte,83.61,33,50.93
CELL_14087,Stem Cell,65.73,25,54.32
CELL_98865,Neuron,59.97,32,81.43
CELL_93133,Leukocyte,54.54,24,53.2
CELL_70260,Stem Cell,82.92,42,87.02
CELL_29703,Stem Cell,114.49,49,87.53
CELL_39358,Erythrocyte,31.14,18,55.77
CELL_18267,Leukocyte,93.54,38,95.36
CELL_40581,Neuron,113.28,5,80.9
CELL_11827,Erythrocyte,62.17,23,98.19
CELL_94074,Leukocyte,30.71,7,86.05
CELL_27963,Epithelial,61.64,41,63.17
CELL_30233,Myocyte,12.33,38,65.18
CELL_28436,Neuron,49.43,5,55.29
CELL_70433,Leukocyte,119.72,23,99.86
CELL_38324,Neuron,113.03,13,52.62
CELL_12385,Epithelial,77.14,47,63.76
CELL_24557,Stem Cell,100.19,40,58.55
CELL_52212,Leukocyte,55.98,44,97.53
CELL_65405,Leukocyte,45.74,27,83.98
CELL_65552,Fibroblast,19.84,47,58.2
CELL_88315,Epithelial,12.45,10,91.94
CELL_91181,Fibroblast,87.28,28,83.1
CELL_98205,Erythrocyte,20.46,18,85.98
CELL_12406,Stem Cell,58.01,36,62.92
CELL_53687,Stem Cell,71.58,36,86.73
CELL_97379,Fibroblast,46.11,44,55.65
CELL_57197,Erythrocyte,98.91,41,52.32
CELL_43703,Erythrocyte,17.11,40,95.81
CELL_68114,Neuron,100.23,30,53.84
CELL_81764,Neuron,108.95,32,97.51
CELL_75225,Fibroblast,44.32,24,61.29
CELL_63355,Fibroblast,16.74,44,54.96
CELL_57182,Leukocyte,19.32,26,94.8
CELL_87130,Erythrocyte,107.39,41,97.5
CELL_16584,Leukocyte,114.68,19,71.39
CELL_68698,Epithelial,91.25,28,77.82
CELL_66712,Leukocyte,87.97,32,81.18
CELL_18301,Leukocyte,54.73,5,97.88
CELL_54664,Fibroblast,95.11,14,99.41
CELL_52307,Fibroblast,72.61,42,76.79
CELL_53010,Erythrocyte,103.28,21,82.88
CELL_34379,Stem Cell,83.98,24,89.43
CELL_74254,Epithelial,36.73,32,79.21
CELL_92933,Myocyte,86.56,6,60.92
CELL_28510,Leukocyte,110.14,38,71.45
CELL_74214,Myocyte,44.59,30,99.85
CELL_48418,Leukocyte,106.79,14,96.3
CELL_72541,Fibroblast,77.31,14,94.79
CELL_44311,Neuron,105.5,38,61.32
CELL_74708,Neuron,56.27,14,56.01
CELL_78520,Epithelial,42.6,11,91.91
CELL_60937,Erythrocyte,43.61,14,90.52
CELL_48084,Erythrocyte,90.29,30,98.47
CELL_79468,Erythrocyte,115.15,22,64.89
CELL_33015,Stem Cell,64.92,39,50.23
CELL_64983,Stem Cell,88.87,15,58.15
CELL_60830,Neuron,118.53,12,59.86
CELL_30928,Fibroblast,77.85,11,78.86
CELL_85462,Stem Cell,80.24,49,93.82
CELL_22713,Neuron,96.84,46,96.75
CELL_17072,Myocyte,15.57,20,94.1
CELL_22341,Myocyte,94.01,9,95.44
CELL_21575,Erythrocyte,85.17,9,62.24
CELL_64298,Epithelial,39.16,18,91.85
CELL_70098,Neuron,103.49,16,71.1
CELL_58114,Fibroblast,94.99,13,51.17
CELL_67379,Fibroblast,29.27,35,58.69
CELL_32226,Neuron,95.97,35,74.28
CELL_35653,Fibroblast,41.48,38,87.63
CELL_42498,Erythrocyte,9.18,32,84.31
CELL_83704,Stem Cell,78.69,39,64.98
CELL_39317,Epithelial,98.91,47,83.32
CELL_12978,Leukocyte,113.27,29,62.77
CELL_84703,Fibroblast,31.29,46,82.41
CELL_62548,Erythrocyte,97.8,24,66.05
CELL_13714,Stem Cell,24.81,23,57.26
CELL_38286,Myocyte,51.01,44,58.36
CELL_22607,Stem Cell,76.37,25,69.75
CELL_62554,Myocyte,76.92,31,82.46
CELL_96819,Erythrocyte,93.69,31,89.29
CELL_60307,Epithelial,68.3,40,68.88
CELL_94006,Epithelial,59.91,30,64.51
CELL_58388,Erythrocyte,56.21,27,67.83
CELL_28848,Erythrocyte,112.65,42,99.58
CELL_19894,Stem Cell,9.23,25,67.3
CELL_43414,Stem Cell,15.07,9,70.34
CELL_80349,Stem Cell,94.13,37,68.46
CELL_49728,Epithelial,97.77,27,99.73
CELL_40736,Fibroblast,95.97,29,65.33
CELL_95607,Myocyte,100.0,9,59.35
CELL_25004,Neuron,36.16,38,72.23
CELL_64984,Stem Cell,91.09,33,65.13
CELL_67367,Neuron,38.88,42,54.37
CELL_31526,Erythrocyte,7.5,15,54.27
CELL_53952,Myocyte,106.5,44,61.99
CELL_45041,Myocyte,9.14,21,88.75
CELL_25682,Erythrocyte,41.25,15,88.26
CELL_87622,Neuron,75.74,9,58.9
CELL_73951,Epithelial,119.1,16,61.51
CELL_87932,Erythrocyte,70.02,45,80.86
CELL_11422,Epithelial,9.55,42,90.71
CELL_20687,Epithelial,74.07,14,52.15
CELL_63819,Epithelial,77.78,24,88.98
CELL_45305,Erythrocyte,12.59,36,75.2
CELL_52577,Neuron,101.41,20,81.08
CELL_93895,Erythrocyte,77.98,18,86.57
CELL_14657,Stem Cell,104.4,6,57.19
CELL_11243,Stem Cell,55.42,17,87.56
CELL_15164,Epithelial,10.36,17,92.96
CELL_31676,Epithelial,99.11,12,66.56
CELL_97636,Fibroblast,15.19,9,68.87
CELL_48521,Stem Cell,70.47,36,96.51
CELL_49982,Leukocyte,106.31,43,60.51
CELL_42588,Fibroblast,31.39,25,66.39
CELL_80910,Leukocyte,65.58,11,64.08
CELL_53357,Epithelial,110.08,48,63.76
CELL_18557,Leukocyte,103.5,45,63.96
CELL_69031,Leukocyte,37.13,24,52.07
CELL_17261,Leukocyte,112.4,13,74.9
CELL_12599,Myocyte,107.78,29,97.63
CELL_62772,Epithelial,6.64,21,50.61
CELL_31921,Myocyte,14.48,21,87.35
CELL_23471,Epithelial,105.54,10,52.01
CELL_89935,Neuron,74.69,7,68.74
CELL_30456,Stem Cell,55.11,7,89.4
CELL_55465,Epithelial,34.66,13,86.08
CELL_87973,Stem Cell,114.13,37,69.99
CELL_60751,Fibroblast,33.45,43,60.12
CELL_29440,Erythrocyte,74.16,10,61.48
CELL_61685,Stem Cell,68.25,48,80.61
CELL_96188,Epithelial,62.93,47,79.94
CELL_18506,Epithelial,56.28,16,69.71
CELL_28611,Myocyte,117.97,35,92.07
CELL_74929,Stem Cell,106.63,10,68.83
CELL_69150,Erythrocyte,75.73,22,99.91
CELL_71513,Fibroblast,43.22,5,87.67
CELL_70551,Stem Cell,24.23,22,94.83
CELL_37643,Neuron,79.9,13,68.17
CELL_35088,Neuron,67.26,32,75.57
CELL_41081,Myocyte,27.8,48,97.93
CELL_94989,Fibroblast,20.65,47,70.48
CELL_12625,Epithelial,11.89,45,97.5
CELL_63982,Fibroblast,38.81,20,74.66
CELL_45576,Stem Cell,105.79,40,54.97
CELL_21598,Myocyte,50.71,15,80.07
CELL_37133,Fibroblast,103.26,15,96.22
CELL_61787,Fibroblast,39.15,16,92.06
CELL_71120,Leukocyte,27.42,39,64.94
CELL_96240,Stem Cell,88.0,14,54.77
CELL_97510,Epithelial,47.23,33,68.18
CELL_16010,Fibroblast,114.39,8,81.13
CELL_80708,Neuron,44.12,14,89.53
CELL_69391,Stem Cell,63.63,49,86.17
CELL_37268,Stem Cell,9.17,27,82.22
CELL_93978,Myocyte,85.44,41,88.05
CELL_70323,Erythrocyte,20.87,9,79.33
CELL_41129,Epithelial,96.35,6,76.39
CELL_39096,Fibroblast,66.62,43,67.73
CELL_71674,Fibroblast,103.79,35,94.6
CELL_61959,Myocyte,67.98,12,76.18
CELL_30021,Myocyte,98.87,44,77.23
CELL_85553,Stem Cell,71.91,42,85.07
CELL_58624,Stem Cell,61.19,43,70.09
CELL_94929,Stem Cell,38.81,39,81.38
CELL_86052,Neuron,104.99,11,76.6
CELL_48345,Stem Cell,110.29,14,90.68
CELL_61547,Erythrocyte,66.75,42,73.57
CELL_19848,Erythrocyte,94.84,24,97.52
CELL_13850,Epithelial,82.83,19,81.45
CELL_48586,Leukocyte,106.51,50,56.94
CELL_13596,Stem Cell,14.74,16,77.73
CELL_25540,Myocyte,113.15,19,97.87
CELL_82557,Epithelial,73.5,41,83.75
CELL_71992,Stem Cell,35.61,34,53.76
CELL_84502,Neuron,82.74,41,99.53
CELL_47206,Neuron,22.56,21,58.58
CELL_22474,Erythrocyte,11.72,22,81.25
CELL_86474,Fibroblast,107.99,28,52.47
CELL_41761,Leukocyte,54.52,44,80.46
CELL_46157,Myocyte,43.75,6,77.63
CELL_98809,Erythrocyte,33.61,7,91.69
CELL_31166,Epithelial,45.78,35,67.68
CELL_55415,Leukocyte,5.37,38,92.57
CELL_28000,Leukocyte,92.23,11,58.44
CELL_89157,Fibroblast,77.78,20,89.12
CELL_35210,Myocyte,8.48,5,79.3
CELL_38971,Leukocyte,83.65,32,56.13
CELL_84407,Myocyte,8.92,8,77.85
CELL_30989,Fibroblast,42.79,17,69.9
CELL_92553,Neuron,17.77,8,58.87
