cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_92031,Leukocyte,78.32,24,70.99
CELL_42520,Epithelial,60.5,10,84.77
CELL_37446,Fibroblast,59.92,22,55.55
CELL_63977,Erythrocyte,60.62,14,66.83
CELL_60379,Leukocyte,22.8,9,84.5
CELL_24278,Epithelial,76.19,49,78.23
CELL_56020,Epithelial,27.25,11,62.25
CELL_67046,Myocyte,25.94,8,87.35
CELL_48952,Fibroblast,98.75,25,88.44
CELL_62969,Neuron,104.56,28,55.24
CELL_51724,Erythrocyte,84.23,48,95.64
CELL_71561,Leukocyte,59.03,32,83.11
CELL_20406,Fibroblast,72.31,48,52.33
CELL_23176,Neuron,63.76,6,85.63
CELL_17830,Erythrocyte,97.01,7,93.6
CELL_10469,Fibroblast,118.77,10,55.3
CELL_93515,Leukocyte,9.77,24,82.65
CELL_92711,Myocyte,69.63,21,50.81
CELL_85040,Fibroblast,52.17,16,51.04
CELL_86720,Leukocyte,116.54,9,66.94
CELL_88832,Erythrocyte,42.94,32,99.77
CELL_46235,Neuron,116.57,6,65.49
CELL_63950,Fibroblast,72.55,23,92.54
CELL_31444,Myocyte,100.62,30,68.21
CELL_69349,Stem Cell,41.52,39,72.25
CELL_79804,Stem Cell,77.84,13,54.42
CELL_67544,Stem Cell,8.96,47,96.51
CELL_90062,Leukocyte,30.69,31,83.68
CELL_67311,Erythrocyte,24.78,35,78.27
CELL_52543,Leukocyte,9.93,44,97.51
CELL_46999,Leukocyte,45.68,49,94.13
CELL_61430,Fibroblast,59.64,50,83.96
CELL_16497,Neuron,113.34,25,78.61
CELL_61630,Leukocyte,68.58,35,57.82
CELL_52319,Myocyte,106.1,38,82.51
CELL_51278,Stem Cell,108.6,27,98.95
CELL_59542,Myocyte,99.33,37,68.75
CELL_96216,Stem Cell,67.18,50,94.72
CELL_71162,Erythrocyte,81.62,47,67.01
CELL_27563,Fibroblast,99.32,40,66.95
CELL_84860,Fibroblast,55.78,17,56.19
CELL_48040,Stem Cell,22.71,34,94.76
CELL_45455,Epithelial,43.43,11,82.73
