cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_80140,Neuron,19.39,9,52.68
CELL_81369,Epithelial,32.99,38,50.36
CELL_45908,Leukocyte,21.81,7,54.32
CELL_87649,Neuron,64.73,31,75.13
CELL_38000,Neuron,64.29,33,73.78
CELL_42997,Fibroblast,42.36,5,93.66
CELL_82161,Stem Cell,93.13,21,50.32
CELL_17415,Erythrocyte,8.38,30,71.56
CELL_15624,Leukocyte,100.93,14,98.22
CELL_16272,Erythrocyte,8.24,33,73.25
CELL_17362,Leukocyte,50.9,24,56.32
CELL_44909,Erythrocyte,80.48,12,57.45
CELL_15534,Fibroblast,51.13,7,73.21
CELL_41050,Leukocyte,26.58,8,59.59
CELL_10517,Fibroblast,29.09,40,81.81
CELL_23563,Leukocyte,117.35,13,54.97
CELL_52610,Neuron,85.34,17,50.75
CELL_88613,Epithelial,54.98,12,82.83
CELL_64024,Leukocyte,110.62,24,72.59
CELL_66481,Fibroblast,52.17,17,55.51
CELL_76525,Neuron,96.23,24,62.44
CELL_46533,Epithelial,43.72,49,56.59
CELL_45482,Stem Cell,46.44,5,87.42
CELL_65951,Myocyte,116.28,35,79.74
CELL_61171,Stem Cell,57.59,38,97.41
CELL_87250,Stem Cell,76.85,12,81.18
CELL_15620,Stem Cell,41.61,28,66.9
CELL_29803,Erythrocyte,45.07,35,58.35
CELL_85273,Neuron,36.06,46,67.19
CELL_62001,Neuron,6.16,14,84.24
CELL_65023,Leukocyte,74.58,25,82.39
CELL_35693,Stem Cell,42.66,30,73.45
CELL_32048,Leukocyte,98.28,47,96.71
CELL_24481,Stem Cell,98.21,27,70.14
CELL_62193,Stem Cell,119.37,7,73.43
CELL_25129,Stem Cell,109.95,47,91.1
CELL_59988,Myocyte,115.54,45,77.52
CELL_65865,Myocyte,104.45,37,82.45
CELL_19608,Erythrocyte,35.37,49,69.67
CELL_56998,Neuron,20.49,32,85.13
CELL_35892,Myocyte,94.09,11,82.74
CELL_11562,Epithelial,75.69,13,59.98
CELL_43209,Epithelial,53.62,12,61.71
CELL_23112,Neuron,62.32,8,71.61
CELL_88583,Epithelial,60.76,17,89.74
CELL_46759,Erythrocyte,61.92,32,61.8
CELL_92616,Fibroblast,59.04,16,93.31
CELL_39743,Neuron,110.79,7,67.22
CELL_20785,Stem Cell,33.58,7,74.7
CELL_39799,Myocyte,86.2,48,83.83
CELL_32539,Epithelial,35.87,19,93.67
CELL_74507,Leukocyte,81.76,6,81.73
CELL_43053,Leukocyte,16.15,5,93.32
CELL_65207,Leukocyte,109.93,45,95.5
CELL_31819,Myocyte,19.4,5,97.78
CELL_38353,Myocyte,41.77,26,58.89
CELL_73995,Fibroblast,32.99,18,61.06
CELL_37110,Neuron,36.91,7,61.08
CELL_36022,Erythrocyte,14.19,5,97.1
CELL_99233,Fibroblast,82.62,50,92.39
CELL_65161,Leukocyte,37.21,27,57.87
CELL_28479,Neuron,63.61,11,80.6
CELL_13407,Stem Cell,95.98,43,94.91
CELL_28123,Stem Cell,32.99,46,82.82
CELL_88567,Erythrocyte,100.19,23,67.6
CELL_52930,Leukocyte,99.66,21,51.59
CELL_86713,Epithelial,19.61,41,71.32
CELL_10983,Stem Cell,46.43,8,65.32
CELL_97275,Leukocyte,64.1,7,77.82
CELL_49106,Fibroblast,108.93,39,88.78
CELL_91698,Leukocyte,22.99,39,81.73
CELL_45030,Leukocyte,15.19,39,71.66
CELL_15619,Neuron,32.41,28,86.35
CELL_36101,Stem Cell,68.86,6,83.93
CELL_66192,Fibroblast,34.73,49,59.15
CELL_62684,Leukocyte,101.97,10,64.24
CELL_87293,Erythrocyte,70.77,49,54.6
CELL_22271,Erythrocyte,12.71,23,89.96
CELL_49741,Leukocyte,34.18,29,88.03
CELL_10193,Epithelial,27.1,21,78.3
CELL_68302,Neuron,52.66,18,55.1
CELL_69301,Fibroblast,52.73,42,94.61
CELL_92294,Myocyte,109.47,16,66.63
CELL_20717,Erythrocyte,25.25,35,75.69
CELL_31713,Erythrocyte,42.65,29,68.63
CELL_24926,Stem Cell,39.04,29,51.61
CELL_84601,Neuron,111.14,8,87.92
CELL_94613,Fibroblast,57.8,13,57.75
CELL_26392,Epithelial,82.33,21,87.76
CELL_16836,Leukocyte,102.84,19,64.68
CELL_33616,Erythrocyte,85.31,43,93.45
CELL_85854,Leukocyte,117.66,16,58.84
CELL_35558,Epithelial,91.11,16,61.4
CELL_18791,Myocyte,10.83,44,64.48
CELL_98364,Neuron,94.78,13,73.56
CELL_37112,Leukocyte,11.41,16,84.07
CELL_29788,Erythrocyte,27.66,14,73.68
CELL_44999,Stem Cell,12.06,35,60.79
CELL_77800,Erythrocyte,24.74,34,80.81
