cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_56423,Leukocyte,9.84,7,58.65
CELL_72273,Erythrocyte,21.93,45,68.82
CELL_68467,Leukocyte,57.28,19,60.74
CELL_34245,Fibroblast,70.9,12,96.56
CELL_64809,Erythrocyte,43.19,12,76.65
CELL_70252,Leukocyte,79.88,25,65.02
CELL_89688,Epithelial,94.65,8,65.34
CELL_22429,Stem Cell,94.25,27,98.35
CELL_96824,Erythrocyte,107.51,20,74.85
CELL_53428,Epithelial,118.84,40,80.99
CELL_23889,Neuron,111.85,31,87.13
CELL_10398,Erythrocyte,75.93,8,64.74
CELL_81225,Erythrocyte,61.97,17,51.65
CELL_36252,Stem Cell,86.1,47,72.45
CELL_12195,Fibroblast,61.29,37,96.47
CELL_90993,Erythrocyte,22.93,30,80.88
CELL_68560,Leukocyte,79.29,21,50.05
CELL_53924,Myocyte,70.95,41,61.14
CELL_56332,Stem Cell,96.0,32,73.72
CELL_50659,Myocyte,81.49,12,60.27
CELL_14289,Epithelial,77.01,27,71.85
CELL_87230,Fibroblast,8.32,12,98.76
CELL_43996,Epithelial,27.28,28,75.62
CELL_69029,Neuron,84.56,37,56.0
CELL_56379,Leukocyte,117.58,38,61.13
CELL_13210,Fibroblast,53.25,20,94.75
CELL_40079,Erythrocyte,40.9,49,63.85
CELL_74489,Stem Cell,91.31,23,76.91
CELL_13831,Fibroblast,14.7,29,59.55
CELL_59079,Stem Cell,23.73,16,74.66
CELL_49977,Stem Cell,98.16,16,77.33
CELL_77248,Epithelial,66.7,9,62.55
CELL_59112,Epithelial,51.8,14,90.17
CELL_31101,Neuron,79.78,39,61.66
CELL_42220,Myocyte,53.16,35,77.56
CELL_11894,Erythrocyte,89.32,34,77.46
CELL_27050,Myocyte,24.41,32,72.41
CELL_32184,Myocyte,74.66,41,73.7
CELL_56436,Epithelial,5.59,23,58.92
CELL_46182,Neuron,100.44,21,53.2
CELL_26689,Fibroblast,57.19,35,66.49
CELL_25422,Fibroblast,59.52,36,81.43
CELL_35666,Myocyte,34.4,12,71.6
CELL_58302,Neuron,102.41,12,94.61
CELL_51113,Leukocyte,65.3,7,94.48
CELL_73747,Neuron,47.79,42,71.64
CELL_36117,Neuron,52.15,20,75.8
CELL_93484,Neuron,59.52,36,83.21
CELL_24461,Myocyte,6.34,28,89.62
CELL_63160,Fibroblast,87.67,16,82.48
CELL_49721,Leukocyte,111.68,20,86.88
CELL_64611,Leukocyte,80.61,8,87.12
CELL_56674,Epithelial,80.21,30,98.71
CELL_23804,Erythrocyte,81.6,27,79.9
CELL_84898,Neuron,111.72,15,86.1
CELL_19448,Neuron,50.12,23,83.99
CELL_32793,Erythrocyte,90.54,33,97.67
CELL_20843,Neuron,18.27,43,95.02
CELL_86656,Fibroblast,78.66,34,96.94
CELL_13270,Fibroblast,60.45,32,69.57
CELL_56480,Epithelial,8.41,9,61.73
CELL_60700,Myocyte,119.96,5,96.51
CELL_60961,Neuron,76.08,41,61.74
CELL_83800,Fibroblast,74.69,50,68.68
