cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_78948,Neuron,44.04,7,95.89
CELL_68792,Erythrocyte,48.87,40,54.66
CELL_98209,Fibroblast,54.45,31,69.15
CELL_19443,Erythrocyte,24.29,19,52.07
CELL_86926,Fibroblast,115.72,39,88.88
CELL_10784,Leukocyte,69.36,35,69.12
CELL_85351,Epithelial,11.69,39,78.47
CELL_47521,Neuron,96.62,45,76.05
CELL_63323,Fibroblast,15.66,10,59.3
CELL_52819,Stem Cell,95.23,11,92.89
CELL_80282,Myocyte,58.75,11,65.27
CELL_36811,Erythrocyte,85.92,39,57.35
CELL_67269,Leukocyte,36.81,6,57.44
CELL_74704,Fibroblast,110.02,40,73.97
CELL_53864,Stem Cell,111.82,47,83.83
CELL_52712,Leukocyte,49.97,30,96.99
CELL_55875,Epithelial,69.62,35,87.15
CELL_55988,Epithelial,15.01,30,60.48
CELL_60813,Stem Cell,55.75,7,61.6
CELL_46086,Neuron,37.17,46,60.07
CELL_89546,Leukocyte,74.32,37,75.3
CELL_13773,Stem Cell,48.28,16,75.6
CELL_76743,Myocyte,62.52,37,65.83
CELL_38909,Epithelial,55.21,21,75.97
CELL_43421,Myocyte,41.67,28,95.96
CELL_89058,Fibroblast,15.18,28,86.73
CELL_88136,Neuron,19.54,36,95.45
CELL_86196,Neuron,75.43,9,67.56
CELL_56270,Epithelial,9.62,45,68.2
CELL_56838,Fibroblast,50.45,17,96.87
CELL_29132,Fibroblast,104.81,18,88.75
CELL_54997,Epithelial,52.42,6,88.68
CELL_95403,Fibroblast,49.39,49,90.73
CELL_87885,Epithelial,97.74,13,86.12
CELL_39389,Leukocyte,31.4,23,85.19
CELL_11498,Myocyte,34.5,31,75.85
CELL_83065,Fibroblast,63.07,46,58.05
CELL_45837,Leukocyte,108.17,17,62.47
CELL_89533,Fibroblast,91.15,31,84.41
CELL_73088,Epithelial,37.93,32,89.35
CELL_99692,Epithelial,7.4,8,65.28
CELL_11187,Erythrocyte,24.56,37,99.95
CELL_68753,Stem Cell,118.39,18,65.15
CELL_49110,Neuron,11.12,29,93.75
CELL_26958,Stem Cell,61.12,14,99.27
CELL_63703,Leukocyte,26.4,39,72.22
CELL_25422,Myocyte,13.6,11,94.81
CELL_20043,Epithelial,69.15,19,91.61
CELL_61773,Stem Cell,21.41,18,76.56
CELL_38606,Epithelial,22.02,37,58.79
CELL_57318,Myocyte,41.54,26,80.03
CELL_16605,Epithelial,98.88,38,85.62
CELL_57037,Leukocyte,74.4,36,92.63
CELL_95048,Fibroblast,93.08,11,75.89
CELL_93582,Leukocyte,14.87,6,55.54
CELL_60021,Epithelial,77.76,11,78.12
CELL_18238,Stem Cell,87.81,42,73.82
CELL_95064,Epithelial,113.88,36,72.57
CELL_52340,Erythrocyte,25.49,30,80.81
CELL_65027,Leukocyte,42.6,32,97.05
CELL_58969,Fibroblast,10.08,7,57.3
CELL_74037,Erythrocyte,51.31,8,87.54
CELL_40029,Myocyte,87.02,15,72.15
CELL_55361,Epithelial,14.78,21,75.18
CELL_68874,Erythrocyte,87.34,46,83.59
CELL_69154,Fibroblast,98.3,32,94.47
CELL_40811,Neuron,112.16,36,82.57
CELL_61692,Neuron,80.05,9,91.21
CELL_64352,Stem Cell,57.41,13,95.33
CELL_10619,Stem Cell,95.1,20,67.39
CELL_29596,Erythrocyte,52.12,11,53.83
CELL_77767,Epithelial,75.59,10,92.28
CELL_85303,Epithelial,75.49,45,60.3
CELL_95228,Erythrocyte,59.94,24,55.04
CELL_75003,Neuron,58.89,8,78.18
CELL_31885,Erythrocyte,64.65,45,67.12
CELL_91357,Stem Cell,71.48,25,58.42
CELL_97734,Stem Cell,63.76,22,91.41
CELL_21299,Epithelial,80.31,44,55.31
CELL_24471,Leukocyte,49.19,16,78.25
CELL_54524,Erythrocyte,103.08,27,79.77
CELL_89460,Neuron,39.79,23,97.84
CELL_96882,Erythrocyte,117.7,13,82.05
CELL_41917,Leukocyte,17.47,49,64.21
CELL_65121,Neuron,60.27,12,50.5
CELL_29345,Stem Cell,105.47,50,99.24
CELL_84438,Leukocyte,66.88,33,84.98
CELL_68477,Myocyte,82.65,24,81.21
CELL_99704,Erythrocyte,113.54,6,92.98
CELL_19173,Epithelial,5.75,50,50.61
CELL_95918,Fibroblast,73.56,49,56.1
CELL_80259,Erythrocyte,73.45,24,95.86
CELL_32310,Myocyte,83.77,45,52.91
CELL_52851,Leukocyte,95.54,43,97.2
CELL_50787,Neuron,55.04,22,77.93
CELL_35375,Neuron,98.29,12,79.31
CELL_33104,Erythrocyte,31.6,46,77.5
CELL_44043,Stem Cell,5.21,27,87.58
CELL_14101,Epithelial,28.66,35,74.38
CELL_70772,Erythrocyte,28.97,10,57.73
CELL_87224,Fibroblast,107.32,36,56.96
CELL_35233,Epithelial,110.68,16,68.34
CELL_22744,Leukocyte,114.95,15,57.82
CELL_47976,Stem Cell,113.23,6,80.07
CELL_44098,Myocyte,81.64,48,67.15
CELL_51090,Stem Cell,12.89,48,65.05
CELL_69492,Epithelial,48.14,14,68.56
CELL_37553,Erythrocyte,83.2,40,86.96
CELL_27434,Leukocyte,49.02,50,57.42
CELL_10745,Erythrocyte,32.63,30,67.02
CELL_35299,Stem Cell,119.67,50,72.79
CELL_28602,Neuron,118.45,44,65.65
CELL_30584,Epithelial,117.92,10,69.81
CELL_46251,Stem Cell,43.2,22,58.3
CELL_93395,Erythrocyte,56.41,34,81.58
CELL_18041,Fibroblast,63.66,18,95.25
CELL_26824,Myocyte,57.06,5,51.27
CELL_13422,Myocyte,106.93,17,57.2
CELL_34583,Fibroblast,37.31,34,70.45
CELL_27737,Epithelial,26.67,46,63.87
CELL_51974,Fibroblast,37.03,45,91.04
CELL_98896,Fibroblast,83.52,25,73.79
CELL_49751,Stem Cell,88.65,21,65.93
CELL_89816,Neuron,117.22,22,61.79
CELL_23072,Erythrocyte,25.13,17,63.85
CELL_85334,Leukocyte,29.95,35,99.03
CELL_43399,Leukocyte,48.3,6,91.97
CELL_22421,Stem Cell,61.23,37,69.67
CELL_39934,Myocyte,41.9,8,76.86
CELL_72777,Leukocyte,94.41,12,67.95
CELL_44640,Leukocyte,44.4,36,78.72
CELL_19460,Stem Cell,80.47,23,60.34
CELL_33446,Fibroblast,68.32,19,84.38
CELL_50877,Fibroblast,18.66,10,64.72
CELL_82397,Myocyte,72.39,41,59.15
CELL_86732,Epithelial,110.15,49,68.47
CELL_75410,Neuron,6.87,17,99.58
CELL_92268,Erythrocyte,104.77,38,80.02
CELL_34541,Stem Cell,59.28,9,85.16
CELL_65213,Epithelial,10.59,31,72.55
CELL_10004,Leukocyte,7.76,6,53.35
CELL_88668,Fibroblast,34.43,39,52.95
CELL_73808,Erythrocyte,109.72,22,51.06
CELL_26448,Erythrocyte,19.55,39,55.27
CELL_85294,Myocyte,116.04,33,91.42
CELL_28583,Stem Cell,87.43,35,59.81
CELL_70105,Myocyte,55.92,27,82.03
CELL_49448,Myocyte,93.13,13,90.11
CELL_29251,Stem Cell,54.32,30,77.6
CELL_65304,Leukocyte,34.39,50,93.79
CELL_26136,Epithelial,24.16,22,50.15
CELL_37549,Epithelial,12.25,18,55.1
CELL_94778,Erythrocyte,7.98,26,78.73
CELL_81109,Epithelial,91.37,45,63.61
CELL_35978,Myocyte,46.37,35,62.26
CELL_88279,Erythrocyte,93.41,16,60.43
CELL_72785,Erythrocyte,14.29,47,93.13
CELL_90142,Myocyte,50.75,38,62.39
CELL_88262,Stem Cell,35.2,42,50.23
CELL_49006,Neuron,20.54,28,82.97
CELL_22190,Myocyte,15.16,16,61.4
CELL_73480,Stem Cell,51.16,15,63.35
CELL_88073,Fibroblast,76.19,31,95.89
CELL_29493,Myocyte,62.86,5,70.48
CELL_78825,Epithelial,73.23,15,64.44
CELL_50948,Epithelial,22.5,47,71.89
CELL_73281,Erythrocyte,72.91,43,74.27
CELL_58867,Stem Cell,93.87,36,52.38
CELL_19710,Stem Cell,110.64,38,58.23
CELL_47922,Myocyte,112.41,48,90.05
CELL_56687,Stem Cell,99.37,49,59.42
CELL_82093,Fibroblast,118.65,46,77.28
CELL_33281,Erythrocyte,47.12,35,54.2
CELL_27409,Neuron,43.38,49,62.89
CELL_32923,Myocyte,60.76,17,60.92
CELL_96202,Fibroblast,116.52,49,75.14
CELL_42301,Stem Cell,111.96,20,83.38
CELL_91759,Epithelial,34.97,16,80.55
CELL_44926,Epithelial,17.24,15,75.49
CELL_75479,Myocyte,104.38,43,76.5
CELL_30432,Myocyte,37.2,35,63.38
CELL_59779,Leukocyte,32.75,19,62.3
CELL_87800,Erythrocyte,50.0,45,97.03
CELL_86710,Myocyte,32.97,41,69.51
CELL_16438,Leukocyte,11.87,40,60.19
CELL_83657,Erythrocyte,69.35,35,84.85
CELL_45773,Stem Cell,105.3,41,54.17
CELL_19309,Fibroblast,27.47,12,86.23
CELL_37712,Erythrocyte,73.15,32,93.69
CELL_52405,Fibroblast,53.76,22,51.49
CELL_90065,Myocyte,99.27,40,54.37
CELL_31017,Epithelial,104.95,17,59.99
CELL_44301,Fibroblast,112.68,24,88.86
CELL_95285,Stem Cell,92.95,42,75.97
CELL_81093,Leukocyte,90.07,34,99.84
CELL_48544,Myocyte,94.46,33,91.01
CELL_29237,Leukocyte,47.83,11,71.59
CELL_11222,Erythrocyte,59.38,21,94.18
CELL_63625,Leukocyte,112.15,44,62.73
CELL_53159,Neuron,72.53,41,90.99
CELL_64725,Epithelial,58.5,44,96.88
CELL_80448,Neuron,12.84,38,54.36
CELL_36871,Fibroblast,109.64,24,85.77
CELL_46614,Myocyte,104.75,43,59.37
CELL_85927,Fibroblast,94.19,31,93.25
CELL_40164,Leukocyte,57.83,43,58.32
CELL_14162,Myocyte,58.53,34,52.74
CELL_44230,Fibroblast,99.46,13,92.27
CELL_47648,Neuron,52.86,43,50.5
CELL_49767,Myocyte,117.11,44,84.88
CELL_87548,Neuron,34.9,31,61.31
CELL_59609,Fibroblast,9.38,44,67.74
CELL_50499,Epithelial,5.38,27,57.65
CELL_34857,Stem Cell,78.65,43,74.82
CELL_39261,Neuron,64.62,22,84.71
CELL_61482,Leukocyte,49.45,33,99.32
CELL_72279,Leukocyte,13.56,25,84.16
CELL_27272,Myocyte,40.76,40,98.45
CELL_87629,Erythrocyte,16.88,44,57.79
CELL_83397,Stem Cell,97.27,38,68.22
CELL_51728,Epithelial,10.32,5,67.31
CELL_69423,Leukocyte,73.01,5,66.18
CELL_10343,Fibroblast,95.73,25,75.65
CELL_73922,Neuron,57.38,28,61.35
CELL_51601,Neuron,114.29,38,83.45
CELL_36048,Neuron,77.15,37,54.4
CELL_57835,Neuron,19.26,25,85.9
CELL_50814,Stem Cell,42.18,8,50.53
CELL_57990,Erythrocyte,23.45,41,59.3
CELL_10317,Myocyte,63.49,12,80.25
CELL_81634,Stem Cell,8.19,33,60.5
CELL_76418,Fibroblast,78.44,25,65.08
CELL_52014,Leukocyte,41.96,31,66.22
CELL_32744,Epithelial,87.63,39,75.44
CELL_86470,Erythrocyte,57.38,19,51.02
CELL_86000,Stem Cell,34.8,9,59.47
CELL_95944,Erythrocyte,70.51,11,74.71
CELL_73920,Fibroblast,24.62,29,68.13
CELL_28735,Stem Cell,75.95,24,61.35
CELL_11834,Erythrocyte,117.11,36,57.32
CELL_16058,Myocyte,84.13,29,51.07
CELL_84820,Erythrocyte,100.92,13,84.13
CELL_74074,Stem Cell,84.49,31,82.67
CELL_79624,Erythrocyte,98.53,26,50.43
CELL_90127,Stem Cell,44.85,45,81.3
CELL_29761,Erythrocyte,108.48,22,98.7
CELL_45159,Myocyte,49.2,46,83.55
CELL_54163,Leukocyte,32.07,27,65.24
CELL_71381,Fibroblast,26.08,31,50.45
CELL_86916,Stem Cell,49.53,6,70.63
CELL_54531,Stem Cell,110.74,44,64.99
CELL_89591,Myocyte,84.75,18,84.71
CELL_57337,Leukocyte,111.31,50,87.61
CELL_88167,Epithelial,42.15,19,98.84
CELL_35413,Fibroblast,5.79,35,55.67
CELL_84184,Neuron,77.56,14,62.86
CELL_97765,Epithelial,33.25,48,53.93
CELL_50985,Neuron,37.59,39,72.95
CELL_34114,Myocyte,36.32,37,79.64
CELL_90192,Epithelial,42.7,12,76.6
CELL_38498,Leukocyte,84.08,24,72.12
CELL_17217,Epithelial,106.89,45,63.21
CELL_51519,Erythrocyte,13.13,33,79.18
CELL_17512,Myocyte,100.46,49,54.13
CELL_72241,Erythrocyte,107.31,48,52.61
CELL_12032,Myocyte,106.62,12,87.79
CELL_46903,Erythrocyte,88.2,10,94.98
CELL_29827,Leukocyte,52.98,45,83.48
CELL_79537,Erythrocyte,23.46,9,69.81
CELL_88986,Fibroblast,16.98,33,84.51
CELL_54746,Neuron,53.37,34,76.54
CELL_95856,Myocyte,55.48,22,62.39
CELL_82700,Neuron,92.96,5,56.23
CELL_87941,Erythrocyte,110.49,10,69.65
CELL_27985,Myocyte,71.88,22,50.59
CELL_76455,Erythrocyte,42.01,25,74.42
CELL_51511,Stem Cell,36.4,48,73.47
CELL_82867,Epithelial,28.75,42,76.14
CELL_62619,Neuron,21.15,10,96.02
CELL_35621,Erythrocyte,12.58,50,62.42
CELL_33062,Erythrocyte,91.12,9,61.44
CELL_21248,Leukocyte,101.77,28,89.12
CELL_39518,Epithelial,65.87,14,74.11
CELL_22994,Myocyte,55.3,8,81.11
CELL_49479,Leukocyte,34.98,8,52.19
CELL_38562,Leukocyte,26.89,46,81.76
CELL_86934,Stem Cell,35.48,43,80.26
CELL_20247,Epithelial,101.0,50,94.65
CELL_91367,Erythrocyte,13.98,48,67.59
CELL_46351,Leukocyte,48.5,25,97.71
CELL_81087,Stem Cell,64.58,45,73.47
CELL_10817,Epithelial,115.65,7,64.74
CELL_80309,Neuron,75.1,8,99.41
CELL_71949,Leukocyte,109.57,50,55.56
CELL_29194,Erythrocyte,108.97,30,79.81
CELL_40771,Stem Cell,24.18,34,77.13
CELL_34222,Myocyte,73.5,27,60.29
CELL_62278,Stem Cell,10.87,10,79.19
CELL_60005,Fibroblast,90.28,15,72.8
CELL_55007,Neuron,83.16,11,54.24
CELL_98208,Stem Cell,102.63,41,71.62
CELL_91073,Fibroblast,14.29,9,92.37
CELL_79428,Erythrocyte,9.38,38,76.58
CELL_83948,Epithelial,22.95,50,74.34
CELL_52170,Leukocyte,110.53,27,52.04
CELL_64739,Myocyte,49.28,50,55.75
CELL_11657,Myocyte,85.0,15,52.83
CELL_24245,Epithelial,90.26,34,81.95
CELL_72889,Fibroblast,21.84,5,97.6
CELL_72493,Neuron,55.01,48,68.64
CELL_32494,Neuron,16.78,36,88.34
CELL_17358,Erythrocyte,39.23,43,57.61
CELL_77393,Fibroblast,114.14,7,56.48
CELL_27744,Epithelial,112.64,5,58.27
CELL_68781,Leukocyte,82.94,48,62.98
CELL_32056,Erythrocyte,74.23,9,81.99
CELL_92523,Leukocyte,7.09,50,97.35
CELL_40602,Epithelial,68.63,31,51.13
CELL_59555,Erythrocyte,12.33,50,74.03
CELL_17945,Stem Cell,28.65,25,89.47
CELL_72635,Epithelial,71.67,45,64.57
CELL_99058,Fibroblast,8.19,45,73.4
CELL_63271,Fibroblast,56.41,8,81.73
CELL_94990,Erythrocyte,117.02,12,91.36
CELL_90805,Erythrocyte,96.94,32,91.88
CELL_13828,Leukocyte,56.53,17,91.68
CELL_73236,Epithelial,114.99,46,83.69
CELL_13430,Fibroblast,47.82,26,65.41
CELL_93157,Epithelial,116.59,50,77.15
CELL_76320,Stem Cell,23.83,45,68.5
CELL_22419,Stem Cell,46.94,46,78.85
CELL_51610,Stem Cell,10.21,27,79.78
CELL_61301,Fibroblast,118.18,11,58.7
CELL_78290,Leukocyte,19.3,22,50.29
CELL_64987,Stem Cell,60.93,9,82.54
CELL_95151,Fibroblast,15.78,18,87.8
CELL_34645,Erythrocyte,55.56,41,76.9
CELL_12805,Leukocyte,20.55,15,88.21
CELL_62483,Epithelial,53.18,7,83.19
CELL_22401,Epithelial,8.67,15,99.89
CELL_39100,Erythrocyte,87.08,36,69.15
CELL_94503,Leukocyte,89.13,33,91.43
CELL_21963,Myocyte,84.16,26,51.5
