cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_16683,Erythrocyte,72.4,27,79.46
CELL_72490,Erythrocyte,26.02,36,52.39
CELL_15183,Myocyte,25.3,9,58.64
CELL_37866,Leukocyte,47.0,43,58.76
CELL_34701,Erythrocyte,82.64,17,93.83
CELL_44998,Erythrocyte,87.91,28,54.93
CELL_99216,Leukocyte,30.18,26,90.84
CELL_20383,Erythrocyte,37.78,35,87.61
CELL_56807,Erythrocyte,57.84,16,84.95
CELL_26931,Stem Cell,61.8,46,71.88
CELL_23520,Myocyte,9.03,22,94.44
CELL_27567,Stem Cell,10.75,23,98.24
CELL_32841,Myocyte,32.39,22,72.47
CELL_41265,Fibroblast,89.7,18,64.9
CELL_73344,Leukocyte,10.69,26,73.56
CELL_11922,Epithelial,114.24,10,78.24
CELL_58921,Myocyte,83.95,19,63.17
CELL_24169,Stem Cell,43.06,9,61.65
CELL_10282,Erythrocyte,10.26,36,69.54
CELL_91956,Neuron,28.57,13,65.95
CELL_72043,Erythrocyte,64.08,37,79.47
CELL_74715,Erythrocyte,58.73,41,79.41
CELL_54819,Myocyte,35.62,46,55.46
CELL_50861,Fibroblast,31.34,32,58.21
CELL_47915,Stem Cell,53.91,23,70.17
CELL_79201,Erythrocyte,77.7,26,68.2
CELL_63076,Stem Cell,92.17,12,64.77
CELL_35087,Fibroblast,96.49,14,92.02
CELL_41198,Erythrocyte,6.81,15,84.15
CELL_35549,Fibroblast,60.45,32,81.18
CELL_50809,Neuron,60.78,29,61.96
CELL_62046,Stem Cell,42.23,43,85.41
CELL_53419,Leukocyte,91.66,22,96.42
CELL_64822,Fibroblast,94.71,31,84.32
CELL_88037,Fibroblast,25.15,37,90.31
CELL_21714,Erythrocyte,64.09,39,71.52
CELL_27890,Stem Cell,101.12,5,79.41
CELL_70141,Erythrocyte,18.59,21,88.43
CELL_90244,Fibroblast,59.22,24,97.73
CELL_27534,Fibroblast,20.43,21,51.74
CELL_17186,Myocyte,74.88,44,74.53
CELL_76790,Fibroblast,74.3,44,74.6
CELL_49745,Fibroblast,29.74,34,54.26
CELL_90576,Stem Cell,99.36,18,99.26
CELL_99809,Neuron,18.56,8,81.79
CELL_69531,Erythrocyte,119.62,12,51.05
CELL_17003,Myocyte,35.12,50,67.85
CELL_91268,Fibroblast,100.17,31,71.47
CELL_94143,Fibroblast,13.74,16,67.0
CELL_63701,Fibroblast,80.05,21,50.58
CELL_40324,Leukocyte,73.77,29,90.83
CELL_18695,Fibroblast,58.31,21,68.63
CELL_81467,Neuron,17.54,18,77.25
CELL_33008,Fibroblast,19.09,26,98.07
CELL_68309,Neuron,60.03,12,74.46
CELL_19310,Epithelial,17.92,8,50.42
CELL_96517,Erythrocyte,101.09,11,74.96
CELL_94630,Myocyte,36.25,5,88.97
