cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_31501,Stem Cell,64.54,30,51.69
CELL_88255,Myocyte,56.02,50,56.47
CELL_96247,Myocyte,90.0,32,83.33
CELL_52422,Erythrocyte,29.08,37,90.88
CELL_43970,Leukocyte,108.73,39,70.46
CELL_46345,Erythrocyte,27.85,33,71.65
CELL_35210,Myocyte,60.16,6,53.53
CELL_10500,Neuron,56.11,14,73.71
CELL_70736,Erythrocyte,62.94,38,71.43
CELL_17666,Erythrocyte,109.39,17,83.73
CELL_63845,Myocyte,90.29,45,93.19
CELL_55153,Epithelial,77.85,39,91.52
CELL_15716,Neuron,115.65,32,51.96
CELL_56498,Neuron,88.0,23,65.38
CELL_22683,Neuron,20.32,31,99.04
CELL_55432,Erythrocyte,22.1,43,97.37
CELL_31449,Neuron,22.19,6,95.85
CELL_70242,Stem Cell,96.84,6,91.97
CELL_35234,Myocyte,18.41,28,76.76
CELL_58551,Epithelial,34.26,29,84.8
CELL_52745,Epithelial,115.24,13,79.18
CELL_14258,Epithelial,70.46,29,86.28
CELL_31225,Myocyte,68.73,49,86.98
CELL_88158,Neuron,91.08,12,96.83
CELL_67961,Neuron,66.97,49,67.44
CELL_62897,Myocyte,93.83,24,94.88
CELL_36646,Neuron,108.77,39,97.77
CELL_27281,Stem Cell,117.62,50,95.53
CELL_37472,Stem Cell,42.54,41,58.16
CELL_34656,Leukocyte,99.26,8,70.2
CELL_52008,Erythrocyte,34.99,24,92.83
CELL_77929,Leukocyte,34.13,24,93.61
CELL_40019,Epithelial,37.44,35,88.04
CELL_22996,Stem Cell,82.38,7,67.9
CELL_62130,Erythrocyte,101.39,20,84.6
CELL_17854,Epithelial,114.02,22,73.6
CELL_37057,Stem Cell,66.38,16,81.42
CELL_92262,Erythrocyte,115.44,16,85.4
CELL_37524,Epithelial,104.95,44,58.54
CELL_42371,Epithelial,52.85,30,66.63
CELL_21469,Myocyte,117.78,14,70.15
CELL_99126,Fibroblast,85.08,6,57.58
CELL_35732,Erythrocyte,50.28,48,97.03
CELL_66658,Erythrocyte,105.24,35,89.04
CELL_41490,Stem Cell,21.64,40,55.1
CELL_96802,Erythrocyte,83.41,12,76.27
CELL_25339,Fibroblast,46.16,15,50.74
CELL_37283,Epithelial,113.1,43,50.75
CELL_73216,Epithelial,52.07,10,78.17
CELL_83474,Neuron,5.7,46,81.91
CELL_97993,Erythrocyte,101.34,13,84.14
CELL_43663,Epithelial,41.75,9,82.56
CELL_46071,Stem Cell,15.31,43,63.42
CELL_60874,Erythrocyte,68.44,36,98.23
CELL_42553,Leukocyte,109.45,50,70.54
CELL_74933,Erythrocyte,28.93,38,76.05
CELL_93491,Fibroblast,57.99,40,53.13
CELL_70025,Epithelial,27.12,7,55.66
CELL_97129,Myocyte,71.03,36,98.6
CELL_45578,Leukocyte,66.46,50,74.29
CELL_95488,Erythrocyte,79.06,35,59.89
CELL_63963,Leukocyte,64.86,10,57.15
CELL_65836,Erythrocyte,67.17,46,71.89
CELL_50270,Myocyte,45.89,40,82.5
CELL_30147,Stem Cell,104.21,23,93.93
CELL_47877,Myocyte,78.32,12,88.66
CELL_87252,Epithelial,53.3,23,84.94
CELL_34925,Fibroblast,38.49,20,67.54
CELL_36377,Myocyte,28.53,40,79.95
CELL_11633,Erythrocyte,76.89,24,58.0
CELL_39787,Epithelial,118.87,21,65.21
CELL_36808,Stem Cell,13.41,15,86.2
CELL_39378,Stem Cell,14.43,35,64.05
CELL_60047,Leukocyte,80.65,9,93.69
CELL_31571,Leukocyte,28.69,9,83.45
CELL_98914,Stem Cell,118.35,50,61.56
CELL_55188,Fibroblast,26.4,5,75.7
CELL_22231,Neuron,89.51,37,55.96
CELL_32863,Leukocyte,19.29,43,98.29
CELL_66993,Fibroblast,33.04,29,72.73
CELL_40014,Stem Cell,76.53,8,69.03
CELL_76564,Stem Cell,31.04,22,61.83
CELL_17482,Leukocyte,85.59,47,62.79
CELL_10102,Leukocyte,61.27,50,56.5
CELL_21345,Neuron,15.22,41,87.38
CELL_70248,Myocyte,22.78,29,96.57
CELL_29943,Leukocyte,40.47,7,73.09
CELL_89902,Myocyte,76.91,32,57.31
CELL_42617,Fibroblast,119.74,40,69.94
CELL_94578,Myocyte,75.48,22,87.19
CELL_70182,Fibroblast,50.27,37,68.09
CELL_48577,Stem Cell,60.14,21,93.42
CELL_20919,Neuron,69.39,46,84.94
CELL_83573,Epithelial,56.92,16,54.69
CELL_76223,Erythrocyte,51.77,27,62.23
CELL_96041,Leukocyte,116.94,19,86.22
CELL_80084,Epithelial,118.1,5,92.39
CELL_34527,Neuron,17.33,15,90.11
