cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_41778,Leukocyte,118.61,17,73.42
CELL_28939,Neuron,21.13,33,96.52
CELL_14914,Neuron,27.16,48,65.81
CELL_29655,Stem Cell,109.44,42,95.23
CELL_74922,Leukocyte,55.71,21,89.35
CELL_10030,Erythrocyte,109.52,40,86.66
CELL_46932,Leukocyte,68.45,15,76.12
CELL_64765,Stem Cell,104.36,38,79.06
CELL_40196,Erythrocyte,12.04,24,94.5
CELL_67275,Leukocyte,48.44,28,59.35
CELL_57205,Fibroblast,94.31,5,91.86
CELL_55676,Fibroblast,38.84,11,50.56
CELL_41150,Epithelial,81.14,47,90.71
CELL_72511,Fibroblast,113.08,47,75.63
CELL_52477,Stem Cell,60.98,10,67.02
CELL_59633,Neuron,119.89,26,96.73
CELL_23013,Leukocyte,60.44,46,92.81
CELL_89272,Fibroblast,22.77,14,58.28
CELL_99122,Fibroblast,27.5,41,67.57
CELL_56084,Neuron,102.66,17,54.91
CELL_45679,Stem Cell,53.82,20,94.94
CELL_89784,Epithelial,44.02,8,67.91
CELL_63204,Stem Cell,76.49,38,89.26
CELL_33402,Epithelial,64.68,44,93.24
CELL_50727,Epithelial,14.35,30,53.42
CELL_69995,Myocyte,118.83,14,72.59
CELL_49465,Myocyte,5.94,13,78.88
CELL_79914,Myocyte,42.71,33,82.43
CELL_16964,Myocyte,67.05,26,98.2
CELL_81287,Erythrocyte,92.19,49,75.07
CELL_78892,Epithelial,78.28,19,84.02
CELL_88709,Stem Cell,71.49,20,73.11
CELL_28746,Stem Cell,36.44,33,88.58
CELL_90429,Myocyte,40.24,15,77.91
CELL_61891,Fibroblast,16.17,20,52.4
CELL_18367,Stem Cell,34.4,19,67.54
CELL_70757,Leukocyte,61.54,5,83.32
CELL_68256,Stem Cell,11.05,28,56.04
CELL_50628,Neuron,37.33,25,98.93
CELL_60211,Neuron,70.73,48,71.81
CELL_16414,Fibroblast,66.81,8,86.29
CELL_12736,Erythrocyte,8.54,16,95.06
CELL_26438,Myocyte,18.1,7,65.21
CELL_52559,Erythrocyte,21.67,28,97.78
CELL_12103,Epithelial,90.37,11,52.1
CELL_24355,Myocyte,55.37,35,56.39
CELL_36443,Myocyte,90.22,20,70.62
CELL_17675,Fibroblast,58.28,45,94.28
CELL_98826,Neuron,26.04,39,93.82
CELL_71003,Fibroblast,61.69,46,84.44
CELL_58215,Leukocyte,88.66,6,98.97
CELL_88837,Neuron,98.55,33,94.79
CELL_50838,Fibroblast,106.12,10,62.05
CELL_88419,Neuron,107.14,35,60.81
CELL_74677,Fibroblast,46.97,29,87.33
CELL_16154,Fibroblast,35.57,20,53.02
CELL_32979,Stem Cell,76.0,42,83.1
CELL_41223,Neuron,12.64,11,94.21
CELL_75898,Leukocyte,100.81,12,53.24
CELL_27694,Leukocyte,48.18,42,79.32
CELL_63355,Neuron,26.57,33,72.66
CELL_25883,Erythrocyte,35.85,33,87.25
CELL_45921,Neuron,33.92,30,70.72
CELL_33941,Stem Cell,72.52,25,77.56
CELL_10598,Fibroblast,38.66,18,83.7
CELL_91779,Epithelial,43.19,6,68.76
