cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_46949,Stem Cell,33.83,33,86.31
CELL_32310,Leukocyte,87.01,36,67.23
CELL_98035,Neuron,113.88,36,97.37
CELL_48862,Myocyte,18.14,37,55.42
CELL_59361,Epithelial,97.28,13,61.42
CELL_45326,Epithelial,6.1,35,74.95
CELL_53098,Neuron,60.54,33,83.93
CELL_45334,Erythrocyte,48.73,5,93.92
CELL_70793,Myocyte,57.3,47,64.62
CELL_58056,Myocyte,42.86,7,67.04
CELL_86921,Fibroblast,103.48,50,65.14
CELL_91304,Neuron,77.32,31,90.79
CELL_10138,Epithelial,101.34,7,97.16
CELL_14206,Epithelial,43.02,14,94.88
CELL_22277,Erythrocyte,31.45,39,99.78
CELL_66055,Leukocyte,47.76,17,94.05
CELL_62395,Epithelial,35.58,20,57.93
CELL_16122,Leukocyte,96.14,8,64.98
CELL_77318,Myocyte,36.38,29,97.78
CELL_70595,Neuron,48.02,11,60.61
CELL_27696,Leukocyte,22.48,7,53.64
CELL_10492,Neuron,72.45,21,75.12
CELL_74808,Myocyte,112.18,24,60.31
CELL_54911,Myocyte,97.15,23,92.79
CELL_13810,Leukocyte,14.43,43,98.18
CELL_63903,Myocyte,104.49,13,84.65
CELL_14033,Neuron,55.89,28,87.87
CELL_89207,Leukocyte,119.64,19,55.51
CELL_27535,Epithelial,93.31,40,99.44
CELL_87080,Myocyte,107.3,24,57.07
CELL_70153,Myocyte,83.79,24,79.27
CELL_72313,Epithelial,95.04,30,85.9
CELL_54281,Epithelial,42.16,29,55.14
CELL_51716,Epithelial,65.36,27,54.47
CELL_76236,Leukocyte,107.27,17,52.68
CELL_33070,Erythrocyte,13.86,29,93.82
CELL_53320,Erythrocyte,94.42,10,81.64
CELL_84501,Erythrocyte,113.17,12,79.28
CELL_86238,Stem Cell,8.83,24,97.32
CELL_15279,Neuron,108.57,24,68.24
CELL_71676,Myocyte,35.48,13,55.64
CELL_94113,Neuron,68.9,27,79.96
CELL_28060,Fibroblast,61.28,34,72.47
CELL_89574,Neuron,75.25,28,91.01
CELL_83581,Myocyte,112.36,19,80.78
CELL_81016,Erythrocyte,27.06,41,55.66
CELL_65194,Myocyte,23.97,23,64.36
CELL_47138,Stem Cell,62.24,8,74.56
CELL_73570,Epithelial,40.05,31,67.87
CELL_98021,Fibroblast,33.95,38,99.11
CELL_69193,Fibroblast,20.47,18,62.18
CELL_79995,Erythrocyte,102.52,9,53.22
CELL_27408,Epithelial,69.46,39,99.83
CELL_48332,Fibroblast,44.48,36,75.8
CELL_58277,Erythrocyte,111.41,15,77.59
CELL_41193,Neuron,74.24,47,95.99
CELL_62557,Fibroblast,115.16,20,63.48
CELL_60102,Stem Cell,81.73,10,50.54
CELL_39561,Neuron,67.53,19,72.24
CELL_66844,Myocyte,62.85,36,62.85
CELL_53587,Epithelial,46.5,38,78.69
CELL_17730,Stem Cell,60.59,12,64.26
CELL_95714,Leukocyte,22.46,44,86.77
CELL_27582,Epithelial,61.08,10,75.66
CELL_68876,Fibroblast,110.12,9,91.56
CELL_25423,Epithelial,86.81,17,76.64
CELL_89515,Leukocyte,49.78,5,65.99
CELL_22087,Stem Cell,52.17,32,58.23
CELL_63685,Myocyte,54.05,8,87.22
CELL_82813,Erythrocyte,49.49,17,72.25
CELL_96981,Myocyte,28.55,35,85.42
CELL_37088,Leukocyte,89.08,14,57.52
CELL_63515,Leukocyte,85.86,31,92.46
CELL_94421,Stem Cell,62.92,18,93.53
CELL_19390,Stem Cell,13.69,13,50.56
CELL_33306,Myocyte,63.0,32,51.82
CELL_92920,Epithelial,95.92,43,68.22
CELL_10104,Myocyte,27.85,7,79.72
CELL_26905,Epithelial,58.61,30,63.44
CELL_71845,Leukocyte,65.31,31,99.51
CELL_86713,Neuron,114.78,46,91.44
CELL_23939,Neuron,75.8,19,73.23
CELL_93643,Stem Cell,92.08,49,86.18
CELL_68509,Leukocyte,102.56,44,67.07
CELL_88433,Myocyte,37.64,40,56.68
CELL_72787,Fibroblast,11.61,33,77.83
CELL_48753,Neuron,76.16,19,56.8
CELL_32200,Leukocyte,109.3,11,56.36
CELL_74630,Stem Cell,35.5,25,82.95
CELL_68285,Neuron,109.73,21,96.43
CELL_96875,Epithelial,7.74,34,88.95
CELL_25960,Myocyte,20.64,47,55.87
CELL_88181,Epithelial,22.06,27,64.07
CELL_25241,Fibroblast,41.83,46,73.43
CELL_51442,Epithelial,90.1,31,72.2
CELL_65397,Erythrocyte,8.36,14,58.38
CELL_27376,Epithelial,8.27,31,75.75
CELL_17442,Erythrocyte,44.32,43,56.93
CELL_18774,Neuron,87.86,16,92.11
CELL_69811,Neuron,69.9,28,87.12
CELL_40140,Leukocyte,96.78,38,84.53
CELL_10632,Neuron,32.22,45,53.21
CELL_58978,Erythrocyte,47.94,42,57.11
CELL_42757,Epithelial,34.49,37,87.07
CELL_13747,Leukocyte,71.44,46,88.2
CELL_49163,Fibroblast,73.99,7,83.28
CELL_35406,Leukocyte,26.15,40,72.51
CELL_89938,Neuron,38.8,31,71.78
CELL_23987,Neuron,27.34,14,60.95
CELL_83734,Fibroblast,102.84,32,52.67
CELL_27645,Epithelial,77.2,9,66.41
CELL_47860,Epithelial,28.2,22,60.82
CELL_76034,Leukocyte,77.39,22,93.12
CELL_97021,Fibroblast,28.81,37,62.5
CELL_51662,Neuron,90.54,49,74.22
CELL_37697,Myocyte,31.73,14,54.98
CELL_92112,Neuron,94.99,50,70.19
CELL_54907,Stem Cell,106.34,29,93.72
CELL_88332,Erythrocyte,36.19,20,70.66
CELL_65017,Epithelial,48.76,18,61.23
CELL_56838,Neuron,30.11,27,96.32
CELL_90566,Erythrocyte,75.76,25,78.84
CELL_11878,Erythrocyte,110.94,5,66.98
CELL_40707,Myocyte,19.27,24,94.8
CELL_30990,Erythrocyte,24.15,10,89.83
CELL_20220,Erythrocyte,16.26,19,69.64
CELL_12744,Fibroblast,49.73,5,83.51
CELL_67025,Myocyte,37.4,6,85.01
CELL_50177,Stem Cell,56.97,6,50.05
CELL_87152,Fibroblast,49.57,12,80.19
CELL_83356,Stem Cell,31.88,26,86.52
CELL_77295,Neuron,31.81,45,59.38
CELL_38353,Erythrocyte,57.67,5,79.33
CELL_44489,Neuron,107.98,14,57.54
CELL_80566,Myocyte,47.28,12,64.21
CELL_71912,Erythrocyte,93.82,50,50.41
CELL_78857,Fibroblast,42.87,35,84.43
CELL_98506,Leukocyte,118.09,48,61.41
CELL_81016,Epithelial,102.95,46,50.15
CELL_57306,Erythrocyte,27.02,39,81.67
CELL_76087,Epithelial,10.21,43,50.25
CELL_60838,Erythrocyte,91.41,9,55.97
CELL_48586,Neuron,108.92,21,92.05
CELL_20690,Stem Cell,52.48,34,54.88
CELL_52263,Neuron,100.79,39,75.42
CELL_34370,Neuron,107.36,8,77.07
CELL_12172,Neuron,119.91,33,72.95
CELL_26715,Fibroblast,102.53,24,82.39
CELL_91964,Epithelial,17.0,10,60.81
CELL_16600,Epithelial,107.31,44,91.0
CELL_36005,Fibroblast,38.6,23,88.12
CELL_98705,Neuron,11.8,19,53.75
CELL_21092,Stem Cell,52.97,28,85.05
CELL_11498,Epithelial,29.57,26,75.98
CELL_31574,Neuron,17.56,28,50.0
CELL_94743,Stem Cell,77.65,20,50.21
CELL_68383,Stem Cell,10.05,7,97.69
CELL_97506,Leukocyte,119.57,27,99.18
CELL_13514,Stem Cell,21.83,26,90.05
CELL_20902,Myocyte,107.64,8,78.81
CELL_34277,Neuron,18.72,17,95.06
CELL_56943,Fibroblast,22.35,39,77.66
CELL_57106,Myocyte,103.12,37,74.5
CELL_67788,Leukocyte,37.93,15,53.46
CELL_97714,Myocyte,27.87,42,57.95
CELL_80701,Fibroblast,72.73,50,78.17
CELL_33860,Stem Cell,93.6,33,69.39
CELL_80112,Leukocyte,106.18,45,62.39
CELL_48858,Fibroblast,63.46,48,73.55
CELL_67471,Erythrocyte,109.91,50,52.71
CELL_50892,Erythrocyte,20.39,27,70.8
CELL_60202,Erythrocyte,8.83,22,62.85
CELL_57503,Stem Cell,85.48,37,86.02
CELL_81094,Neuron,116.86,47,86.38
CELL_88799,Neuron,50.94,23,93.09
CELL_29900,Myocyte,52.44,17,55.18
CELL_78793,Erythrocyte,112.99,42,76.42
CELL_51049,Epithelial,23.4,11,86.6
CELL_97364,Neuron,49.36,27,96.68
CELL_62516,Myocyte,57.38,20,51.61
CELL_43441,Leukocyte,44.06,22,64.08
CELL_73999,Leukocyte,78.27,29,56.01
CELL_81554,Epithelial,113.3,18,86.01
CELL_56358,Erythrocyte,108.57,34,83.48
CELL_33063,Leukocyte,106.16,16,78.1
CELL_51674,Myocyte,92.11,25,58.74
CELL_61385,Stem Cell,18.12,33,78.49
CELL_89571,Neuron,92.92,43,92.67
CELL_77063,Erythrocyte,7.97,45,89.05
CELL_49444,Erythrocyte,93.86,35,53.51
CELL_73307,Fibroblast,18.8,19,99.44
CELL_43913,Myocyte,35.96,43,61.31
CELL_96977,Fibroblast,7.95,33,84.31
CELL_23974,Leukocyte,113.05,12,83.09
CELL_91559,Myocyte,38.23,19,91.48
CELL_59842,Leukocyte,59.24,32,85.02
CELL_32508,Epithelial,91.28,47,96.81
CELL_85302,Erythrocyte,91.96,45,96.64
