cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_34650,Stem Cell,87.96,42,83.05
CELL_64255,Myocyte,114.28,35,51.48
CELL_93013,Epithelial,69.76,30,97.6
CELL_53105,Neuron,89.13,34,80.14
CELL_50760,Epithelial,9.74,30,91.12
CELL_71319,Erythrocyte,53.76,31,83.91
CELL_86439,Epithelial,46.33,25,79.17
CELL_62519,Erythrocyte,19.72,32,68.0
CELL_21912,Neuron,57.41,18,88.88
CELL_72366,Epithelial,43.23,17,55.96
CELL_36119,Epithelial,42.04,31,83.99
CELL_14269,Epithelial,115.26,47,70.91
CELL_19861,Fibroblast,36.23,30,50.82
CELL_22824,Myocyte,39.31,38,80.65
CELL_26935,Fibroblast,29.37,43,61.09
CELL_20125,Stem Cell,22.76,15,51.33
CELL_88187,Leukocyte,36.51,43,96.28
CELL_27321,Leukocyte,64.17,41,53.45
CELL_95893,Leukocyte,51.5,8,63.04
CELL_42255,Neuron,45.54,27,51.29
CELL_65130,Stem Cell,31.61,32,53.44
CELL_45017,Fibroblast,26.05,27,54.28
CELL_90944,Stem Cell,79.58,13,99.66
CELL_20836,Myocyte,64.7,36,85.13
CELL_68634,Neuron,47.48,30,72.91
CELL_84540,Erythrocyte,106.1,22,98.37
CELL_71482,Stem Cell,75.55,43,94.0
CELL_16687,Erythrocyte,33.51,42,70.22
CELL_60685,Myocyte,16.76,8,97.1
CELL_13048,Leukocyte,95.46,7,50.84
CELL_28319,Fibroblast,43.91,48,61.79
CELL_48699,Stem Cell,52.88,35,95.86
CELL_58308,Neuron,57.37,37,82.86
CELL_81619,Stem Cell,57.81,41,76.56
CELL_42340,Leukocyte,101.33,9,91.46
CELL_98785,Fibroblast,75.12,19,75.83
CELL_88885,Myocyte,110.57,40,85.15
CELL_27967,Fibroblast,84.24,20,61.35
CELL_71734,Leukocyte,108.15,7,79.79
CELL_49328,Epithelial,91.31,12,93.2
CELL_76357,Erythrocyte,39.05,42,95.54
CELL_35150,Erythrocyte,49.7,20,99.96
CELL_28182,Neuron,41.23,44,58.53
CELL_56737,Stem Cell,72.87,8,68.25
CELL_15947,Erythrocyte,15.61,16,68.37
CELL_20744,Epithelial,30.05,16,87.12
CELL_93389,Myocyte,43.99,23,56.3
CELL_76464,Myocyte,17.99,33,92.4
CELL_52237,Fibroblast,67.55,33,84.15
CELL_94068,Leukocyte,112.91,39,92.21
CELL_63895,Neuron,23.63,25,62.97
CELL_26184,Erythrocyte,94.02,18,61.82
CELL_49073,Epithelial,23.81,16,87.96
CELL_26864,Erythrocyte,62.55,43,73.72
CELL_87164,Myocyte,65.45,31,77.09
CELL_90685,Leukocyte,31.33,19,81.6
CELL_63904,Myocyte,50.67,38,69.88
CELL_19586,Leukocyte,115.46,19,83.77
CELL_85411,Fibroblast,112.47,11,53.57
CELL_79559,Stem Cell,30.42,25,90.55
CELL_52434,Neuron,38.08,16,99.87
CELL_95001,Fibroblast,6.35,18,99.66
CELL_44834,Neuron,111.11,33,97.63
CELL_43798,Neuron,79.58,38,84.17
