cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_28980,Fibroblast,8.99,32,52.31
CELL_78775,Stem Cell,47.64,14,77.19
CELL_47754,Neuron,5.72,10,64.24
CELL_15335,Neuron,56.27,34,88.21
CELL_90437,Myocyte,11.6,31,97.77
CELL_79988,Epithelial,16.76,20,62.34
CELL_73305,Fibroblast,49.7,47,86.11
CELL_83023,Fibroblast,11.6,9,52.32
CELL_53384,Fibroblast,7.22,36,83.36
CELL_87169,Epithelial,20.46,32,80.81
CELL_15779,Stem Cell,108.23,12,66.6
CELL_89430,Fibroblast,78.61,16,79.31
CELL_20705,Myocyte,67.51,34,53.24
CELL_58189,Neuron,105.21,35,99.65
CELL_81166,Fibroblast,84.1,16,97.35
CELL_10575,Erythrocyte,69.05,37,99.97
CELL_12418,Erythrocyte,6.16,34,70.76
CELL_63993,Stem Cell,24.79,15,95.37
CELL_18067,Fibroblast,13.99,36,55.4
CELL_41105,Fibroblast,118.51,19,92.35
CELL_24820,Epithelial,52.06,36,77.84
CELL_43322,Neuron,101.11,33,63.24
CELL_39612,Myocyte,34.0,33,79.38
CELL_64609,Erythrocyte,65.93,33,91.05
CELL_80100,Stem Cell,102.56,41,51.22
CELL_35398,Epithelial,96.35,7,83.29
CELL_58264,Myocyte,49.59,39,86.06
CELL_36639,Stem Cell,47.32,31,98.69
CELL_98770,Fibroblast,104.37,42,68.91
CELL_48350,Stem Cell,9.66,17,75.42
CELL_13114,Fibroblast,108.08,18,81.81
CELL_31242,Epithelial,76.11,48,67.22
CELL_83528,Epithelial,26.81,37,88.67
CELL_95577,Stem Cell,45.73,36,93.37
CELL_34749,Myocyte,107.44,46,75.47
CELL_75378,Stem Cell,78.4,45,86.36
CELL_85324,Erythrocyte,96.14,12,69.76
CELL_39187,Fibroblast,118.25,48,62.62
CELL_59320,Erythrocyte,105.47,40,53.6
CELL_82504,Erythrocyte,5.0,15,66.42
CELL_73255,Leukocyte,41.51,16,57.51
CELL_96480,Erythrocyte,71.72,7,55.56
CELL_47462,Myocyte,86.54,20,87.0
CELL_60353,Leukocyte,71.12,37,64.1
CELL_44457,Leukocyte,42.9,27,94.95
CELL_48741,Myocyte,64.71,5,74.18
CELL_62064,Erythrocyte,61.93,46,71.26
CELL_93391,Fibroblast,103.63,37,86.84
CELL_18029,Leukocyte,37.66,11,86.19
CELL_90298,Myocyte,80.95,6,77.6
CELL_57092,Myocyte,85.89,26,92.04
CELL_52837,Epithelial,107.79,5,75.51
CELL_98891,Leukocyte,31.02,7,52.43
CELL_42325,Fibroblast,80.43,18,67.42
CELL_53824,Erythrocyte,41.94,20,85.36
CELL_85193,Leukocyte,21.79,29,86.88
CELL_55592,Erythrocyte,88.87,35,93.83
CELL_17391,Erythrocyte,58.68,22,97.38
CELL_24111,Myocyte,11.98,47,66.42
CELL_90795,Stem Cell,83.06,26,84.41
CELL_18917,Fibroblast,76.84,42,72.75
CELL_86378,Epithelial,38.72,30,80.27
CELL_85813,Erythrocyte,13.5,19,73.53
CELL_41597,Myocyte,48.02,28,89.7
CELL_41811,Fibroblast,14.21,31,88.98
CELL_30938,Epithelial,71.0,48,93.97
CELL_72489,Leukocyte,93.01,5,94.63
CELL_62396,Myocyte,79.27,5,51.36
CELL_27480,Neuron,39.75,19,90.35
CELL_26985,Leukocyte,71.31,34,62.75
CELL_47486,Neuron,12.67,46,76.08
CELL_33323,Erythrocyte,75.2,13,87.48
CELL_31216,Leukocyte,5.67,31,75.6
CELL_77115,Myocyte,63.48,21,93.4
CELL_57605,Epithelial,60.92,33,63.49
CELL_63846,Neuron,92.67,45,58.38
CELL_70879,Neuron,36.56,31,67.36
CELL_30523,Stem Cell,40.52,42,86.93
CELL_20321,Myocyte,42.53,28,90.74
CELL_56855,Fibroblast,58.33,26,72.44
CELL_99439,Leukocyte,66.97,33,55.76
CELL_82021,Myocyte,15.53,15,90.76
CELL_85629,Neuron,79.98,19,69.49
CELL_14177,Leukocyte,66.94,41,85.5
CELL_20534,Leukocyte,110.52,9,65.36
CELL_31851,Myocyte,75.28,30,86.65
CELL_58093,Myocyte,40.65,24,79.76
CELL_19614,Epithelial,91.73,21,52.95
CELL_85439,Leukocyte,93.52,39,92.86
CELL_12181,Leukocyte,58.71,9,51.88
CELL_58997,Epithelial,113.99,39,66.38
CELL_97901,Myocyte,49.37,44,88.45
CELL_77340,Neuron,112.48,41,88.55
CELL_97980,Leukocyte,40.75,19,75.91
CELL_48857,Myocyte,108.08,30,68.17
CELL_35946,Neuron,109.31,41,79.39
CELL_42978,Leukocyte,25.44,26,99.19
CELL_63925,Erythrocyte,30.26,7,74.8
CELL_26830,Leukocyte,108.36,49,65.67
CELL_99655,Fibroblast,58.8,44,70.39
CELL_54100,Stem Cell,111.65,21,92.49
CELL_21923,Fibroblast,83.69,16,70.47
CELL_38446,Stem Cell,104.63,46,86.81
CELL_89179,Erythrocyte,90.12,24,91.3
CELL_74969,Fibroblast,19.07,23,79.59
CELL_12577,Erythrocyte,13.69,16,79.04
CELL_39889,Leukocyte,74.6,35,58.57
CELL_95711,Epithelial,24.14,10,73.61
CELL_12898,Stem Cell,61.67,36,50.63
CELL_80123,Neuron,110.78,24,69.27
CELL_37781,Fibroblast,51.15,16,67.17
CELL_59932,Fibroblast,69.54,49,60.91
CELL_81941,Neuron,86.95,22,98.75
CELL_18900,Epithelial,77.04,13,67.54
CELL_57574,Erythrocyte,80.95,11,60.25
CELL_62629,Leukocyte,77.21,24,88.7
CELL_98257,Myocyte,49.14,9,74.93
CELL_99233,Leukocyte,69.9,20,55.6
CELL_83915,Epithelial,65.05,25,74.76
CELL_40158,Neuron,61.41,29,74.79
CELL_48568,Leukocyte,71.66,10,57.27
CELL_96844,Fibroblast,113.02,24,57.7
CELL_63657,Erythrocyte,84.94,35,86.92
CELL_88810,Neuron,105.41,39,65.22
CELL_22563,Fibroblast,14.86,48,51.24
CELL_13884,Myocyte,44.42,34,99.01
CELL_96620,Neuron,70.26,22,85.59
CELL_54298,Epithelial,31.05,48,69.53
CELL_73861,Neuron,105.96,19,57.71
CELL_56085,Erythrocyte,22.25,7,55.94
CELL_70179,Leukocyte,57.3,40,69.84
CELL_80020,Epithelial,42.56,26,56.65
CELL_80713,Neuron,52.41,47,80.02
CELL_99472,Stem Cell,76.38,40,56.95
CELL_66228,Fibroblast,11.19,32,52.56
CELL_40876,Leukocyte,118.16,36,63.86
CELL_46640,Leukocyte,31.95,49,85.1
CELL_44931,Leukocyte,94.64,40,96.3
CELL_63042,Neuron,8.81,47,68.49
CELL_48709,Leukocyte,50.38,45,99.0
CELL_68055,Leukocyte,55.43,31,53.06
CELL_75563,Fibroblast,31.58,33,67.02
CELL_63902,Erythrocyte,28.89,8,97.31
CELL_64725,Leukocyte,89.04,33,89.46
CELL_15130,Fibroblast,83.04,20,67.83
CELL_13754,Epithelial,30.83,46,61.44
CELL_66984,Stem Cell,90.85,43,54.08
CELL_41242,Neuron,93.99,7,74.29
CELL_90336,Leukocyte,54.12,17,78.88
CELL_34546,Myocyte,18.51,42,93.83
CELL_60479,Myocyte,118.59,31,50.53
CELL_70058,Leukocyte,114.65,12,50.23
CELL_61116,Fibroblast,118.69,28,89.3
CELL_79760,Fibroblast,84.1,10,56.82
CELL_27483,Leukocyte,50.39,9,86.01
CELL_53926,Leukocyte,51.72,31,96.45
CELL_61465,Fibroblast,50.74,6,84.18
CELL_88211,Neuron,69.14,23,80.05
CELL_83153,Epithelial,5.17,21,54.15
CELL_15196,Fibroblast,15.21,50,69.59
CELL_89773,Erythrocyte,18.09,43,56.67
CELL_64544,Erythrocyte,37.01,24,62.78
CELL_96537,Epithelial,111.01,41,62.43
CELL_58461,Epithelial,43.2,44,98.1
CELL_51258,Erythrocyte,85.78,23,57.22
CELL_66469,Stem Cell,101.28,15,58.01
CELL_68388,Erythrocyte,99.87,36,73.43
CELL_17958,Erythrocyte,87.64,38,91.23
CELL_89325,Myocyte,101.09,7,71.66
CELL_26461,Leukocyte,13.79,42,92.07
CELL_58987,Myocyte,17.08,46,54.66
CELL_57906,Leukocyte,23.48,24,59.73
CELL_80995,Myocyte,89.22,9,87.53
CELL_64035,Leukocyte,118.83,45,93.08
CELL_94538,Neuron,82.24,25,84.7
CELL_63071,Myocyte,95.35,35,55.45
CELL_19736,Leukocyte,82.58,38,67.25
CELL_71495,Epithelial,60.27,32,88.73
CELL_54261,Fibroblast,105.47,9,56.4
CELL_69695,Myocyte,43.46,6,68.45
CELL_17375,Epithelial,67.19,6,65.44
CELL_56146,Leukocyte,92.82,37,59.18
CELL_83040,Leukocyte,65.17,35,97.84
CELL_59999,Epithelial,83.76,23,94.31
CELL_48080,Epithelial,7.57,26,93.33
CELL_53634,Epithelial,41.01,11,51.98
CELL_45604,Myocyte,71.11,7,60.05
CELL_61753,Neuron,39.93,41,72.05
CELL_27853,Epithelial,24.28,14,76.25
CELL_72051,Neuron,85.64,36,97.36
CELL_53920,Fibroblast,41.51,21,81.29
CELL_16101,Epithelial,52.58,28,87.37
CELL_20492,Leukocyte,71.4,41,72.74
CELL_47049,Erythrocyte,24.01,27,76.19
CELL_61057,Erythrocyte,97.54,43,60.38
CELL_36082,Erythrocyte,63.25,20,99.21
CELL_72785,Leukocyte,105.46,43,85.51
CELL_78810,Stem Cell,80.18,12,84.82
CELL_14599,Myocyte,62.65,25,62.27
CELL_34179,Neuron,58.68,26,56.89
CELL_63684,Leukocyte,84.19,10,74.27
CELL_96392,Epithelial,45.72,18,51.1
CELL_59508,Leukocyte,94.71,21,75.77
CELL_74025,Neuron,22.49,42,57.27
CELL_25393,Leukocyte,28.11,50,79.21
CELL_97801,Leukocyte,118.52,23,91.12
CELL_51360,Neuron,31.08,15,87.86
CELL_96855,Fibroblast,88.61,48,54.62
CELL_22973,Erythrocyte,10.12,18,84.68
CELL_52817,Myocyte,86.99,26,96.4
CELL_64036,Stem Cell,58.82,18,60.68
CELL_13869,Erythrocyte,29.16,50,58.65
CELL_73290,Myocyte,30.58,49,87.77
CELL_69357,Neuron,47.07,42,53.08
CELL_14719,Stem Cell,94.57,43,56.91
CELL_13110,Fibroblast,36.9,7,62.08
CELL_46378,Myocyte,20.9,24,59.15
CELL_32343,Fibroblast,39.89,42,77.61
CELL_44509,Erythrocyte,108.1,50,98.21
CELL_20230,Fibroblast,36.04,31,65.81
CELL_46655,Myocyte,105.6,39,67.64
CELL_75891,Erythrocyte,104.03,46,90.03
CELL_35036,Myocyte,94.65,31,54.2
CELL_73336,Leukocyte,116.06,13,76.2
CELL_56200,Neuron,51.97,24,88.13
CELL_13208,Fibroblast,74.69,23,77.1
CELL_46100,Epithelial,27.85,12,64.84
CELL_87797,Stem Cell,13.46,6,53.69
CELL_39750,Neuron,17.59,45,97.89
CELL_86755,Erythrocyte,108.61,28,51.93
CELL_85100,Stem Cell,112.73,12,97.44
CELL_15543,Leukocyte,84.41,50,75.61
CELL_36583,Leukocyte,77.93,46,56.3
CELL_77772,Stem Cell,117.26,15,94.22
CELL_46462,Neuron,9.36,35,83.45
CELL_98770,Myocyte,62.59,24,57.04
CELL_97161,Leukocyte,55.22,22,77.46
CELL_63945,Fibroblast,31.34,21,56.34
CELL_95798,Myocyte,75.03,32,93.18
CELL_33170,Myocyte,76.62,10,96.89
CELL_16099,Neuron,87.18,14,66.74
CELL_56381,Stem Cell,28.37,16,63.44
CELL_15118,Neuron,98.49,45,88.08
CELL_85945,Neuron,95.48,37,74.56
CELL_33811,Neuron,76.08,42,58.16
CELL_82536,Neuron,38.49,16,96.92
CELL_41639,Epithelial,119.62,8,57.49
CELL_67520,Epithelial,65.3,41,73.57
CELL_94892,Fibroblast,8.63,29,77.57
CELL_65645,Myocyte,75.76,36,83.7
CELL_82712,Erythrocyte,69.67,44,85.1
CELL_74808,Fibroblast,33.28,39,90.26
CELL_70258,Neuron,19.25,17,98.46
CELL_60394,Stem Cell,104.87,47,97.2
CELL_59693,Myocyte,49.08,14,70.45
CELL_78526,Neuron,14.27,31,74.25
CELL_44504,Leukocyte,37.56,29,75.84
CELL_41822,Epithelial,51.18,48,63.54
CELL_58446,Erythrocyte,101.42,23,61.35
CELL_71082,Stem Cell,12.62,34,63.78
CELL_80125,Myocyte,87.94,45,62.26
CELL_62419,Leukocyte,5.66,45,68.19
CELL_81663,Erythrocyte,73.6,33,98.59
CELL_22433,Epithelial,60.34,25,60.5
CELL_53778,Fibroblast,97.87,34,77.22
CELL_29362,Fibroblast,90.87,13,77.4
CELL_59915,Epithelial,84.75,7,78.71
CELL_93170,Erythrocyte,10.85,50,68.52
CELL_45784,Erythrocyte,58.45,22,56.51
CELL_54113,Neuron,66.78,44,69.3
CELL_90385,Neuron,105.23,6,91.38
CELL_46456,Epithelial,56.53,25,94.97
CELL_55604,Stem Cell,59.55,50,87.05
CELL_46128,Erythrocyte,9.61,49,93.88
CELL_53306,Neuron,19.55,30,82.35
CELL_50266,Stem Cell,83.74,48,73.93
CELL_86131,Stem Cell,93.43,35,59.28
CELL_24345,Epithelial,78.43,40,73.05
CELL_35737,Epithelial,72.7,28,99.65
CELL_19569,Epithelial,66.56,9,58.53
CELL_77247,Myocyte,42.22,47,64.92
CELL_12880,Myocyte,117.29,19,93.36
