cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_79107,Leukocyte,45.38,10,94.07
CELL_45332,Epithelial,42.98,32,94.3
CELL_46371,Fibroblast,80.79,10,70.79
CELL_12576,Erythrocyte,15.59,11,59.87
CELL_68773,Stem Cell,51.96,44,71.71
CELL_31635,Myocyte,44.49,6,66.64
CELL_25741,Leukocyte,15.62,26,61.71
CELL_70524,Myocyte,61.42,13,75.57
CELL_62781,Epithelial,52.68,30,51.52
CELL_86957,Neuron,35.89,33,84.19
CELL_49679,Epithelial,59.61,23,68.37
CELL_66327,Stem Cell,49.85,50,55.44
CELL_53738,Neuron,114.34,7,81.74
CELL_13114,Epithelial,52.16,44,73.49
CELL_33244,Erythrocyte,114.13,22,72.67
CELL_87684,Leukocyte,102.89,30,97.52
CELL_30318,Neuron,105.2,38,65.98
CELL_51586,Fibroblast,45.25,34,78.41
CELL_57760,Fibroblast,103.02,22,56.03
CELL_66324,Stem Cell,115.7,23,72.14
CELL_48519,Fibroblast,23.35,43,76.9
CELL_48110,Myocyte,40.04,34,87.4
CELL_63985,Fibroblast,95.13,42,79.97
CELL_44487,Erythrocyte,9.38,33,58.03
CELL_16516,Myocyte,16.92,43,76.5
CELL_17675,Epithelial,77.03,6,92.79
CELL_62293,Myocyte,40.14,37,78.45
CELL_48076,Fibroblast,86.02,35,50.65
CELL_76760,Myocyte,49.34,46,99.36
CELL_78046,Leukocyte,83.1,18,90.98
CELL_96935,Stem Cell,53.16,11,70.03
CELL_41570,Myocyte,44.83,43,77.64
CELL_79342,Epithelial,78.15,13,70.97
CELL_97540,Leukocyte,62.58,49,59.07
CELL_35210,Leukocyte,41.19,39,85.77
CELL_71168,Epithelial,30.6,6,76.77
CELL_77410,Stem Cell,111.67,14,98.24
CELL_29320,Leukocyte,110.81,49,86.55
CELL_66238,Epithelial,60.35,20,66.71
CELL_68703,Epithelial,108.72,41,67.03
CELL_48490,Stem Cell,31.15,43,72.8
CELL_55082,Fibroblast,81.17,17,68.46
CELL_51249,Epithelial,49.27,18,67.57
CELL_35137,Neuron,59.37,16,92.68
CELL_48751,Neuron,48.15,27,64.68
CELL_34431,Fibroblast,48.7,12,80.39
CELL_31353,Erythrocyte,13.79,46,69.24
CELL_32823,Epithelial,39.91,22,90.52
CELL_76905,Fibroblast,24.87,29,54.62
CELL_39310,Myocyte,110.27,12,74.71
