cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_60516,Myocyte,33.08,23,96.79
CELL_51228,Erythrocyte,97.13,15,53.61
CELL_69687,Epithelial,34.78,17,86.65
CELL_86883,Leukocyte,50.82,7,70.43
CELL_40018,Fibroblast,41.25,39,90.62
CELL_39492,Neuron,77.97,41,80.98
CELL_40498,Leukocyte,88.88,7,55.83
CELL_10370,Leukocyte,79.96,49,51.29
CELL_76007,Myocyte,118.32,13,99.41
CELL_18292,Stem Cell,101.8,6,76.82
CELL_96804,Myocyte,6.53,17,70.43
CELL_61834,Neuron,97.08,47,67.82
CELL_55639,Epithelial,87.52,6,96.21
CELL_59833,Erythrocyte,6.64,18,94.1
CELL_76088,Myocyte,30.25,5,81.3
CELL_92954,Fibroblast,5.39,6,74.58
CELL_66087,Erythrocyte,89.59,11,68.54
CELL_38632,Fibroblast,6.09,19,50.21
CELL_63489,Fibroblast,61.08,34,94.31
CELL_74620,Stem Cell,39.01,12,59.52
CELL_72453,Fibroblast,112.3,40,54.8
CELL_44226,Fibroblast,42.65,32,51.02
CELL_59615,Epithelial,78.88,18,72.94
CELL_59195,Myocyte,117.78,28,74.31
CELL_39792,Leukocyte,64.69,34,79.05
CELL_90951,Fibroblast,69.45,50,95.61
CELL_44996,Erythrocyte,40.72,5,91.43
CELL_57796,Leukocyte,68.29,6,57.38
CELL_56957,Fibroblast,29.58,32,70.76
CELL_78338,Leukocyte,16.83,13,77.6
CELL_17508,Stem Cell,10.39,33,71.76
CELL_58646,Fibroblast,39.35,32,77.26
CELL_61346,Neuron,18.7,45,88.63
CELL_35763,Erythrocyte,80.6,45,97.0
CELL_23395,Erythrocyte,46.03,30,53.26
CELL_68517,Epithelial,10.96,36,91.08
CELL_80505,Neuron,92.89,20,65.18
CELL_78412,Myocyte,83.59,11,53.35
CELL_18384,Erythrocyte,114.6,48,64.41
CELL_51593,Epithelial,97.96,12,91.69
CELL_93242,Leukocyte,46.09,24,83.38
CELL_50732,Stem Cell,103.04,6,70.8
CELL_65834,Epithelial,68.59,16,95.45
CELL_13251,Epithelial,76.98,49,56.37
CELL_99084,Myocyte,42.14,35,70.08
CELL_24487,Stem Cell,62.37,35,58.53
CELL_13663,Neuron,109.57,27,68.34
CELL_11995,Myocyte,48.44,26,50.85
CELL_41241,Neuron,98.14,49,97.81
CELL_81686,Erythrocyte,28.9,5,88.07
CELL_24065,Myocyte,78.67,50,60.59
CELL_23461,Stem Cell,9.41,44,84.28
CELL_29274,Epithelial,99.66,16,67.49
CELL_18204,Neuron,83.11,16,87.22
CELL_10900,Stem Cell,50.28,6,82.2
CELL_85332,Neuron,119.4,15,64.74
CELL_25577,Leukocyte,12.6,12,71.73
CELL_91520,Leukocyte,94.39,29,74.3
CELL_28515,Fibroblast,90.35,50,67.9
CELL_56089,Stem Cell,66.31,49,74.25
CELL_35368,Leukocyte,57.81,50,82.4
CELL_93181,Erythrocyte,72.72,30,77.4
CELL_29136,Erythrocyte,33.1,8,94.27
CELL_61875,Neuron,102.23,48,72.92
CELL_41874,Leukocyte,105.08,12,74.4
CELL_59782,Erythrocyte,64.89,47,64.94
CELL_53242,Epithelial,83.22,29,83.71
CELL_23742,Myocyte,90.84,14,97.7
CELL_92900,Epithelial,39.44,23,67.06
CELL_14991,Stem Cell,31.53,49,84.52
CELL_93518,Neuron,96.53,36,65.09
CELL_52581,Myocyte,77.44,10,79.73
CELL_24754,Neuron,45.89,47,96.97
CELL_89027,Neuron,8.86,45,76.66
CELL_53739,Leukocyte,5.04,49,84.16
CELL_70538,Neuron,35.4,41,50.39
CELL_92001,Epithelial,54.43,12,65.07
CELL_55875,Myocyte,61.18,38,62.63
CELL_96745,Erythrocyte,57.42,15,51.98
CELL_63549,Leukocyte,7.22,45,58.31
CELL_52753,Erythrocyte,22.11,39,91.98
CELL_89894,Epithelial,41.35,49,96.93
CELL_29729,Stem Cell,105.46,34,58.33
CELL_21130,Erythrocyte,92.22,27,62.84
CELL_35839,Myocyte,45.16,50,94.71
CELL_83005,Neuron,9.64,24,85.14
CELL_36007,Fibroblast,19.82,16,99.53
CELL_32432,Epithelial,40.05,9,94.88
CELL_15339,Erythrocyte,82.13,25,76.62
CELL_57866,Fibroblast,37.21,29,84.16
CELL_90849,Myocyte,38.77,39,76.05
CELL_26571,Stem Cell,56.3,5,61.99
CELL_91498,Neuron,31.16,41,81.12
CELL_59418,Epithelial,60.34,44,87.53
CELL_12957,Erythrocyte,105.31,21,81.68
CELL_36755,Erythrocyte,32.35,17,72.5
CELL_29003,Leukocyte,7.66,16,59.38
CELL_32060,Erythrocyte,88.82,45,80.5
CELL_44253,Myocyte,107.1,5,55.77
CELL_71415,Erythrocyte,19.72,40,59.73
CELL_82455,Fibroblast,30.98,26,56.94
CELL_53674,Neuron,67.11,23,51.01
CELL_66733,Stem Cell,74.69,14,72.5
CELL_81512,Stem Cell,23.35,43,73.01
CELL_90184,Fibroblast,99.47,12,73.14
CELL_12470,Stem Cell,72.78,31,64.46
CELL_54290,Neuron,100.87,42,96.54
CELL_41766,Stem Cell,74.51,17,92.31
CELL_93212,Stem Cell,97.95,34,55.86
