cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_93244,Myocyte,59.58,27,96.45
CELL_93588,Epithelial,46.86,9,95.47
CELL_96039,Fibroblast,81.55,27,87.47
CELL_87624,Epithelial,11.19,39,87.58
CELL_63983,Erythrocyte,29.45,26,56.2
CELL_95274,Erythrocyte,112.5,19,66.88
CELL_69920,Erythrocyte,82.21,42,55.58
CELL_77999,Neuron,84.09,50,60.0
CELL_34744,Stem Cell,51.72,21,99.35
CELL_19830,Epithelial,96.06,15,77.28
CELL_90249,Fibroblast,28.13,15,91.85
CELL_32944,Leukocyte,39.28,23,89.9
CELL_83202,Leukocyte,50.9,40,51.75
CELL_64350,Fibroblast,44.52,21,62.59
CELL_39150,Erythrocyte,61.17,9,86.54
CELL_37818,Leukocyte,108.75,22,85.27
CELL_35140,Leukocyte,113.0,9,76.87
CELL_45569,Erythrocyte,69.38,30,92.4
CELL_86732,Fibroblast,7.0,50,82.32
CELL_86858,Fibroblast,114.77,32,51.34
CELL_25779,Epithelial,109.29,41,56.76
CELL_66111,Fibroblast,108.09,50,91.28
CELL_37108,Erythrocyte,6.78,13,82.96
CELL_71773,Erythrocyte,22.81,50,95.95
CELL_51994,Erythrocyte,69.67,14,70.56
CELL_10092,Epithelial,30.6,26,72.57
CELL_84693,Myocyte,30.8,35,96.13
CELL_20736,Fibroblast,37.11,12,50.34
CELL_14092,Erythrocyte,114.08,15,54.66
CELL_33641,Myocyte,66.47,25,92.99
CELL_58615,Epithelial,30.57,21,78.34
CELL_32566,Neuron,99.3,18,83.26
CELL_63433,Leukocyte,75.96,17,50.84
CELL_64753,Stem Cell,89.9,47,87.52
CELL_74780,Myocyte,101.19,14,57.4
CELL_64441,Stem Cell,82.28,49,63.13
CELL_36890,Leukocyte,68.11,6,87.85
CELL_24872,Erythrocyte,99.1,44,98.58
CELL_29886,Neuron,71.48,25,60.66
CELL_56596,Fibroblast,18.06,27,70.33
CELL_90314,Fibroblast,86.92,22,98.04
CELL_55106,Myocyte,44.97,44,55.34
CELL_12810,Neuron,18.57,46,74.81
CELL_16371,Stem Cell,49.82,17,53.17
CELL_18897,Neuron,63.99,46,63.31
CELL_29714,Stem Cell,92.77,32,81.65
CELL_40999,Neuron,93.01,39,56.95
CELL_10997,Stem Cell,79.37,13,95.02
CELL_22236,Neuron,40.5,30,68.48
CELL_24456,Stem Cell,9.56,28,74.99
CELL_73006,Erythrocyte,25.83,32,99.64
CELL_16664,Erythrocyte,90.08,5,67.7
CELL_64331,Epithelial,114.06,26,63.88
CELL_60787,Myocyte,32.73,18,67.99
CELL_27217,Fibroblast,114.47,11,53.79
CELL_78468,Leukocyte,31.08,37,50.86
CELL_43327,Myocyte,64.97,42,76.39
CELL_31002,Fibroblast,10.61,18,74.31
CELL_72366,Neuron,74.44,7,61.44
CELL_16579,Leukocyte,48.04,38,65.87
CELL_47738,Stem Cell,94.77,18,71.29
CELL_23582,Stem Cell,94.24,37,90.73
CELL_66644,Leukocyte,51.85,39,79.11
CELL_15194,Myocyte,88.37,36,63.59
CELL_70898,Myocyte,57.02,9,86.37
CELL_75223,Epithelial,47.84,20,72.71
CELL_36118,Epithelial,89.96,46,84.52
CELL_80219,Myocyte,97.56,42,65.69
CELL_69120,Erythrocyte,108.86,27,92.73
CELL_44668,Fibroblast,58.36,13,77.96
CELL_36999,Myocyte,75.06,43,57.57
CELL_43862,Epithelial,70.72,33,51.02
CELL_67025,Leukocyte,38.99,49,98.99
CELL_80686,Fibroblast,39.25,14,60.02
CELL_53649,Epithelial,24.78,23,88.67
CELL_12206,Stem Cell,73.4,29,62.83
CELL_52173,Fibroblast,84.83,49,73.77
CELL_52191,Neuron,89.37,12,73.32
CELL_62500,Leukocyte,35.14,29,88.65
CELL_45620,Myocyte,14.74,8,93.29
CELL_94481,Stem Cell,108.69,50,65.45
CELL_57335,Myocyte,26.21,30,75.85
CELL_68623,Epithelial,27.66,49,54.5
CELL_18738,Leukocyte,109.32,37,81.13
CELL_74673,Erythrocyte,85.18,7,83.58
CELL_35208,Erythrocyte,112.12,24,76.58
CELL_22988,Neuron,6.54,42,61.17
CELL_35974,Leukocyte,10.76,18,74.89
CELL_78721,Myocyte,43.29,31,78.3
CELL_55006,Epithelial,23.14,46,90.41
CELL_76706,Myocyte,38.25,17,71.04
CELL_19425,Neuron,54.5,42,57.78
CELL_18913,Stem Cell,86.44,47,83.53
CELL_74132,Stem Cell,86.49,32,94.68
CELL_65827,Erythrocyte,52.98,20,78.93
CELL_10451,Neuron,83.98,45,82.87
