cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_63892,Myocyte,31.09,30,70.81
CELL_63261,Leukocyte,74.48,40,88.32
CELL_27232,Leukocyte,82.14,37,85.64
CELL_42199,Neuron,11.91,45,94.97
CELL_94572,Neuron,61.16,12,63.37
CELL_91818,Leukocyte,46.67,33,53.04
CELL_34939,Erythrocyte,63.13,8,92.59
CELL_83006,Epithelial,32.75,17,86.37
CELL_80927,Epithelial,47.8,6,68.8
CELL_45280,Myocyte,90.31,11,94.04
CELL_74893,Neuron,47.02,6,62.53
CELL_89775,Myocyte,77.01,24,58.43
CELL_73341,Myocyte,109.0,14,69.47
CELL_68747,Stem Cell,104.6,19,78.45
CELL_28298,Neuron,100.45,17,80.29
CELL_14923,Erythrocyte,35.52,13,85.3
CELL_48551,Myocyte,103.03,8,76.05
CELL_89940,Leukocyte,97.99,23,51.57
CELL_47714,Myocyte,95.24,39,65.11
CELL_49886,Leukocyte,114.51,44,64.89
CELL_49129,Neuron,72.78,40,84.12
CELL_86844,Myocyte,49.8,7,79.09
CELL_23461,Epithelial,89.29,38,66.41
CELL_61635,Epithelial,43.25,23,72.28
CELL_37076,Leukocyte,40.11,5,71.55
CELL_21664,Stem Cell,75.77,35,72.68
CELL_56599,Neuron,86.55,14,81.44
CELL_89071,Leukocyte,48.76,5,54.57
CELL_22290,Neuron,59.17,19,60.47
CELL_47488,Myocyte,61.37,10,61.77
CELL_18014,Erythrocyte,53.89,28,90.82
CELL_61059,Epithelial,51.99,17,62.04
CELL_32219,Fibroblast,88.78,9,80.77
CELL_36622,Myocyte,25.41,6,89.01
CELL_37690,Erythrocyte,33.85,49,98.5
CELL_15562,Myocyte,92.43,30,88.88
CELL_68284,Neuron,89.86,35,53.74
CELL_68088,Fibroblast,59.44,39,68.12
CELL_43091,Stem Cell,57.51,43,73.65
CELL_61673,Myocyte,112.23,37,94.87
CELL_62950,Erythrocyte,14.75,35,56.24
CELL_59262,Myocyte,37.79,49,57.57
CELL_49065,Neuron,43.44,14,59.59
CELL_38157,Erythrocyte,14.39,20,83.3
CELL_83372,Epithelial,72.54,40,57.82
CELL_59508,Fibroblast,62.37,11,73.12
CELL_30945,Epithelial,62.32,28,58.24
CELL_51049,Leukocyte,23.46,17,67.43
CELL_79981,Neuron,6.24,12,79.32
CELL_87594,Neuron,75.97,35,92.97
CELL_52923,Myocyte,18.87,17,98.57
CELL_88914,Neuron,117.47,47,85.2
CELL_83766,Stem Cell,37.79,33,52.77
CELL_64580,Fibroblast,53.52,28,79.97
CELL_83212,Epithelial,97.49,37,66.46
CELL_69378,Myocyte,52.78,49,62.41
CELL_50255,Epithelial,95.88,50,99.86
CELL_57941,Neuron,102.96,40,56.51
CELL_79574,Stem Cell,24.6,31,86.65
CELL_81703,Leukocyte,90.11,12,54.39
CELL_64404,Leukocyte,63.73,46,80.18
CELL_51401,Neuron,63.5,38,77.55
CELL_54037,Leukocyte,20.2,30,78.12
CELL_36059,Erythrocyte,24.39,32,82.99
CELL_61586,Fibroblast,40.37,8,53.1
CELL_71677,Stem Cell,92.58,16,92.56
CELL_22261,Stem Cell,78.9,37,86.07
CELL_96572,Myocyte,86.09,31,73.21
CELL_76349,Fibroblast,42.71,17,86.14
CELL_99466,Epithelial,29.84,18,60.64
CELL_34551,Myocyte,28.56,32,87.92
CELL_70463,Leukocyte,44.98,21,86.53
CELL_70211,Fibroblast,66.12,44,95.45
CELL_10557,Leukocyte,97.36,24,60.37
CELL_89770,Leukocyte,45.07,13,91.76
CELL_19977,Neuron,25.99,14,88.08
CELL_83605,Leukocyte,100.06,10,68.32
CELL_97086,Leukocyte,18.41,43,58.56
CELL_45014,Neuron,45.57,29,80.18
CELL_18430,Erythrocyte,50.49,28,94.31
CELL_66889,Stem Cell,107.07,13,80.79
CELL_23661,Neuron,62.17,37,74.39
CELL_97555,Myocyte,67.89,19,92.27
CELL_72765,Stem Cell,69.98,38,87.88
CELL_62061,Leukocyte,73.56,32,73.4
CELL_51746,Erythrocyte,55.69,17,82.55
CELL_44080,Neuron,109.78,39,50.79
