cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_57229,Erythrocyte,80.36,42,95.01
CELL_64611,Epithelial,5.31,12,64.57
CELL_61243,Epithelial,44.43,38,61.27
CELL_20908,Epithelial,59.91,16,75.99
CELL_58338,Myocyte,21.65,47,91.92
CELL_81824,Epithelial,31.56,48,79.92
CELL_85786,Leukocyte,56.71,17,79.85
CELL_94031,Epithelial,6.35,7,84.56
CELL_72779,Leukocyte,107.68,27,78.19
CELL_26479,Myocyte,98.37,35,60.35
CELL_43714,Myocyte,92.21,39,74.56
CELL_72238,Myocyte,115.97,43,95.32
CELL_25022,Leukocyte,22.43,9,68.34
CELL_19922,Leukocyte,45.17,27,84.95
CELL_22552,Epithelial,98.85,8,51.46
CELL_11707,Stem Cell,38.97,29,75.98
CELL_82449,Erythrocyte,34.65,47,91.73
CELL_71993,Myocyte,63.15,49,57.22
CELL_96219,Erythrocyte,58.49,30,87.69
CELL_58146,Myocyte,62.44,10,84.86
CELL_99670,Myocyte,76.02,8,83.54
CELL_38313,Leukocyte,83.24,5,82.82
CELL_52078,Epithelial,90.01,35,58.81
CELL_70634,Fibroblast,68.95,11,54.33
CELL_95662,Myocyte,88.18,13,75.3
CELL_19435,Myocyte,81.25,7,67.69
CELL_95275,Fibroblast,50.81,26,57.14
CELL_27800,Neuron,88.83,50,68.71
CELL_54324,Myocyte,116.54,5,97.24
CELL_42582,Fibroblast,75.43,18,80.89
CELL_25432,Epithelial,59.97,22,63.52
CELL_82769,Leukocyte,62.98,15,53.42
CELL_77193,Stem Cell,100.43,35,78.23
CELL_38677,Fibroblast,107.8,40,56.6
CELL_69084,Leukocyte,110.84,8,83.59
CELL_58453,Stem Cell,110.9,37,93.24
CELL_42350,Myocyte,19.03,30,79.52
CELL_98728,Stem Cell,94.02,17,91.45
CELL_98615,Fibroblast,31.58,21,95.59
CELL_37934,Myocyte,107.33,35,80.88
CELL_65121,Erythrocyte,6.85,27,67.97
CELL_15117,Epithelial,90.16,27,71.32
CELL_37970,Myocyte,31.52,44,67.56
CELL_65037,Stem Cell,109.43,5,70.04
CELL_37740,Fibroblast,62.74,43,63.95
CELL_68406,Fibroblast,97.56,20,68.11
CELL_71557,Stem Cell,38.77,30,92.15
CELL_69093,Erythrocyte,103.86,14,98.29
CELL_13026,Leukocyte,80.02,46,51.28
CELL_42160,Erythrocyte,36.3,36,70.73
CELL_43755,Stem Cell,73.06,43,92.23
CELL_90983,Stem Cell,65.23,45,94.25
CELL_92677,Stem Cell,113.72,23,91.99
CELL_68456,Neuron,85.25,17,76.63
CELL_98223,Leukocyte,116.6,14,71.73
CELL_17325,Stem Cell,99.56,16,61.33
CELL_51773,Fibroblast,35.54,13,83.91
CELL_17139,Myocyte,39.79,37,98.55
CELL_97015,Neuron,6.15,20,53.21
CELL_30549,Myocyte,31.34,41,70.8
CELL_27452,Erythrocyte,79.54,20,51.44
CELL_61697,Myocyte,64.18,49,62.64
CELL_86369,Epithelial,54.03,10,82.63
CELL_87962,Fibroblast,49.33,18,74.55
CELL_37067,Myocyte,78.56,20,91.02
CELL_55593,Myocyte,65.87,6,87.59
CELL_72791,Neuron,112.03,43,69.95
CELL_96223,Neuron,38.72,16,93.57
CELL_13535,Stem Cell,21.71,17,53.83
CELL_40719,Stem Cell,24.29,24,70.16
CELL_81897,Neuron,45.85,33,79.54
CELL_77527,Myocyte,49.71,6,83.68
