cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_28415,Erythrocyte,33.73,31,50.1
CELL_62009,Myocyte,46.62,48,73.0
CELL_80481,Stem Cell,22.6,11,75.2
CELL_39840,Fibroblast,94.27,45,90.33
CELL_16303,Epithelial,31.1,39,93.83
CELL_26171,Leukocyte,44.63,13,67.86
CELL_33664,Myocyte,49.61,23,60.88
CELL_19916,Stem Cell,80.0,46,87.73
CELL_79378,Leukocyte,87.12,10,99.36
CELL_63663,Neuron,112.74,30,97.24
CELL_17966,Erythrocyte,37.42,33,99.89
CELL_37088,Myocyte,102.81,11,50.16
CELL_69661,Leukocyte,7.76,8,58.1
CELL_10460,Epithelial,91.75,39,89.78
CELL_31548,Myocyte,118.02,48,83.53
CELL_80676,Leukocyte,53.01,31,84.09
CELL_48712,Stem Cell,69.46,27,85.1
CELL_45321,Neuron,79.92,6,53.97
CELL_95721,Erythrocyte,51.47,20,56.7
CELL_47740,Neuron,36.94,10,77.27
CELL_93197,Leukocyte,14.5,31,51.36
CELL_11431,Myocyte,38.87,33,81.03
CELL_16601,Erythrocyte,44.69,48,97.88
CELL_96836,Epithelial,37.43,32,88.21
CELL_70571,Erythrocyte,99.54,9,56.23
CELL_77335,Neuron,66.98,16,78.05
CELL_18864,Erythrocyte,95.93,37,54.58
CELL_61801,Leukocyte,49.96,28,55.73
CELL_84129,Stem Cell,32.97,9,78.07
CELL_40449,Fibroblast,9.53,21,59.09
CELL_96636,Myocyte,74.33,41,93.28
CELL_75803,Leukocyte,12.0,34,88.5
CELL_62262,Erythrocyte,94.68,26,76.55
CELL_21907,Leukocyte,110.39,48,84.45
CELL_29267,Erythrocyte,93.87,45,53.94
CELL_66360,Leukocyte,78.88,39,94.44
CELL_91234,Neuron,106.02,24,74.26
CELL_36843,Stem Cell,113.05,11,53.6
CELL_94200,Fibroblast,92.25,13,60.67
CELL_64705,Stem Cell,15.95,12,60.4
CELL_30087,Neuron,79.74,8,61.52
CELL_42731,Erythrocyte,64.19,31,80.37
CELL_96894,Leukocyte,68.68,28,51.06
CELL_66217,Epithelial,44.76,18,58.39
CELL_10774,Erythrocyte,98.55,41,98.39
CELL_12153,Myocyte,13.18,6,56.0
CELL_82616,Epithelial,42.73,29,68.51
CELL_29229,Leukocyte,78.19,31,52.53
CELL_59854,Stem Cell,5.8,36,65.66
CELL_49999,Fibroblast,23.95,40,75.77
CELL_77883,Stem Cell,76.93,36,74.75
CELL_72266,Myocyte,31.03,42,94.37
CELL_92067,Erythrocyte,67.86,40,56.57
CELL_93695,Erythrocyte,113.71,8,75.4
CELL_25831,Erythrocyte,117.1,14,94.23
CELL_41642,Neuron,119.14,11,80.85
CELL_77831,Neuron,33.74,15,74.13
CELL_33097,Fibroblast,82.22,7,98.38
CELL_32221,Myocyte,63.49,50,84.63
CELL_81654,Leukocyte,50.87,40,92.16
CELL_20296,Neuron,103.28,46,68.49
CELL_70045,Fibroblast,61.62,43,80.98
CELL_10275,Fibroblast,101.04,6,81.58
CELL_30830,Neuron,41.96,5,80.57
CELL_52828,Myocyte,10.71,13,71.64
CELL_37736,Erythrocyte,36.65,24,61.92
CELL_26683,Neuron,69.63,43,61.07
CELL_84632,Erythrocyte,112.3,7,50.9
CELL_85139,Erythrocyte,50.46,29,69.89
CELL_88801,Neuron,82.36,11,85.16
CELL_33880,Leukocyte,65.79,31,76.57
CELL_93739,Epithelial,95.47,37,81.34
CELL_18813,Stem Cell,113.87,32,89.1
CELL_75795,Fibroblast,67.44,16,73.61
CELL_28638,Stem Cell,42.35,32,96.24
CELL_36739,Stem Cell,38.3,21,74.59
